stateid,fips,state,year,lnnetuit,lnstapr,lnfte,lnpc_income
34,38,ND,2016,19.470085,19.813486,10.495847,10.872674
35,39,OH,1990,20.416332,21.039244,12.678685,9.8353691
35,39,OH,1991,20.51833,21.071102,12.709774,9.8507719
35,39,OH,1992,20.649405,21.027805,12.740022,9.9062834
35,39,OH,1993,20.723566,20.994514,12.743849,9.9403982
35,39,OH,1994,20.73163,21.063303,12.728399,9.9903994
35,39,OH,1995,20.771675,21.128664,12.707623,10.033243
35,39,OH,1996,20.815905,21.191832,12.692101,10.075843
35,39,OH,1997,20.882366,21.29435,12.6852,10.129746
35,39,OH,1998,20.911903,21.345236,12.682341,10.182633
35,39,OH,1999,20.909243,21.381866,12.703433,10.214019
35,39,OH,2000,20.95467,21.443096,12.715738,10.264094
35,39,OH,2001,20.982086,21.498632,12.728962,10.288512
35,39,OH,2002,21.091284,21.453247,12.77584,10.30213
35,39,OH,2003,21.168434,21.400339,12.772914,10.328461
35,39,OH,2004,21.265474,21.403706,12.796176,10.364671
35,39,OH,2005,21.361988,21.417042,12.850746,10.393048
35,39,OH,2006,21.436533,21.438694,12.803804,10.44115
35,39,OH,2007,21.52496,21.451212,12.812106,10.480775
35,39,OH,2008,21.542963,21.49073,12.837164,10.511186
35,39,OH,2009,21.572968,21.569611,12.877858,10.481168
35,39,OH,2010,21.681145,21.514997,13.011418,10.509523
35,39,OH,2011,21.732834,21.518694,13.040605,10.575105
35,39,OH,2012,21.81497,21.384293,12.95633,10.613738
35,39,OH,2013,21.828371,21.4006,12.901208,10.625125
35,39,OH,2014,21.832956,21.430241,12.903849,10.664106
35,39,OH,2015,21.846867,21.44199,12.883713,10.70113
35,39,OH,2016,21.851723,21.487341,12.870761,10.717236
36,40,OK,1990,18.620352,20.106709,11.541299,9.6949244
36,40,OK,1991,18.59799,20.194107,11.568266,9.7164955
36,40,OK,1992,18.706612,20.289864,11.590904,9.7641678
36,40,OK,1993,18.745659,20.320847,11.645023,9.7931147
36,40,OK,1994,18.847908,20.301825,11.656706,9.8275242
36,40,OK,1995,19.080271,20.284296,11.648129,9.8612585
36,40,OK,1996,19.178209,20.29402,11.620748,9.9097681
36,40,OK,1997,18.506859,20.409924,11.675257,9.9557009
36,40,OK,1998,18.569101,20.420809,11.679736,10.000751
36,40,OK,1999,18.495789,20.462681,11.699364,10.017797
36,40,OK,2000,18.360851,20.492199,11.687844,10.091335
36,40,OK,2001,19.077883,20.542746,11.704463,10.145806
36,40,OK,2002,18.75775,20.526558,11.763918,10.16053
36,40,OK,2003,19.248291,20.542578,11.759825,10.200105
36,40,OK,2004,19.483957,20.450731,11.801055,10.269969
36,40,OK,2005,19.64683,20.47764,11.823523,10.351213
36,40,OK,2006,19.753895,20.599663,11.812586,10.443978
36,40,OK,2007,19.805473,20.748333,11.791262,10.467949
36,40,OK,2008,19.886003,20.808882,11.78441,10.559893
36,40,OK,2009,20.004515,20.787903,11.752398,10.472969
36,40,OK,2010,20.013395,20.887426,11.863751,10.505807
36,40,OK,2011,20.115425,20.847061,11.91953,10.571676
36,40,OK,2012,20.198923,20.754644,11.894903,10.631953
36,40,OK,2013,20.283783,20.756613,11.878527,10.670001
36,40,OK,2014,20.351376,20.764648,11.887251,10.724962
36,40,OK,2015,20.393579,20.765913,11.822695,10.695438
36,40,OK,2016,20.439072,20.635647,11.812734,10.646544
37,41,OR,1990,18.774151,19.751726,11.501339,9.806922
37,41,OR,1991,18.856352,19.872763,11.533492,9.8346729
37,41,OR,1992,19.027725,19.890856,11.535929,9.8805256
37,41,OR,1993,19.064638,19.957977,11.539197,9.9258356
37,41,OR,1994,19.215031,19.900921,11.48731,9.9746447
37,41,OR,1995,19.288622,19.966753,11.467112,10.028489
37,41,OR,1996,19.401634,19.953886,11.510181,10.084725
37,41,OR,1997,19.405378,19.983027,11.503269,10.127231
37,41,OR,1998,19.424982,20.012972,11.535059,10.162384
37,41,OR,1999,19.414673,20.050117,11.550943,10.191632
37,41,OR,2000,19.724125,20.046833,11.569967,10.25794
37,41,OR,2001,19.666147,20.299614,11.617339,10.275431
37,41,OR,2002,19.805428,20.269562,11.696996,10.27481
37,41,OR,2003,19.968384,20.26515,11.742512,10.300854
37,41,OR,2004,20.090414,20.188028,11.751706,10.349262
37,41,OR,2005,20.174994,20.182682,11.752407,10.386561
37,41,OR,2006,20.186272,20.241547,11.747547,10.459152
37,41,OR,2007,20.235966,20.271156,11.736973,10.490024
37,41,OR,2008,20.286533,20.395674,11.772408,10.519078
37,41,OR,2009,20.309309,20.418303,11.860281,10.474524
37,41,OR,2010,20.43964,20.346193,11.98316,10.492551
37,41,OR,2011,20.688677,20.288973,12.033943,10.538211
37,41,OR,2012,20.772623,20.146879,12.01427,10.584385
37,41,OR,2013,20.828339,20.172535,11.988781,10.594909
37,41,OR,2014,20.977808,20.256374,11.953874,10.654314
37,41,OR,2015,20.964954,20.316872,11.912373,10.715861
37,41,OR,2016,20.940289,20.463028,11.878595,10.74402
38,42,PA,1990,20.607519,20.887678,12.540675,9.8815489
38,42,PA,1991,20.703064,20.949205,12.564048,9.9156141
38,42,PA,1992,20.773104,20.976124,12.59776,9.9641123
38,42,PA,1993,20.839804,20.964249,12.608403,9.9956112
38,42,PA,1994,20.881124,20.998014,12.581587,10.026413
38,42,PA,1995,20.901831,21.02972,12.532599,10.068281
38,42,PA,1996,20.93644,21.063089,12.537891,10.116298
38,42,PA,1997,21.005432,21.065081,12.516505,10.164582
38,42,PA,1998,21.061735,21.111586,12.532808,10.218699
38,42,PA,1999,21.114159,21.188068,12.54317,10.258606
38,42,PA,2000,21.16025,21.244192,12.544664,10.324793
38,42,PA,2001,21.248941,21.300482,12.571875,10.360975
38,42,PA,2002,21.312275,21.303009,12.590457,10.377514
38,42,PA,2003,21.261765,21.295851,12.662202,10.40741
38,42,PA,2004,21.403112,21.264614,12.68437,10.460873
38,42,PA,2005,21.495052,21.304596,12.696721,10.499463
38,42,PA,2006,21.569193,21.3241,12.698434,10.548363
38,42,PA,2007,21.622635,21.377045,12.729098,10.604454
38,42,PA,2008,21.699183,21.397354,12.745611,10.635254
38,42,PA,2009,21.811756,21.407846,12.775621,10.606536
38,42,PA,2010,21.913551,21.268953,12.824728,10.645353
38,42,PA,2011,21.989265,21.272181,12.834673,10.695257
38,42,PA,2012,21.942274,21.060535,12.818677,10.736093
38,42,PA,2013,22.003933,21.051828,12.806194,10.743934
38,42,PA,2014,22.025105,21.063694,12.790576,10.785477
38,42,PA,2015,22.065416,21.088697,12.780047,10.824985
38,42,PA,2016,22.097052,21.082228,12.767396,10.847529
39,44,RI,1990,17.980623,18.642223,10.191219,9.9191637
39,44,RI,1991,18.151493,18.53401,10.23545,9.924221
39,44,RI,1992,18.32637,18.450239,10.255903,9.967823
39,44,RI,1993,18.420681,18.467564,10.252418,10.006947
39,44,RI,1994,18.437538,18.506859,10.193728,10.031353
39,44,RI,1995,18.492071,18.564781,10.159795,10.082387
39,44,RI,1996,18.506859,18.586195,10.1313,10.112816
39,44,RI,1997,18.504103,18.633369,10.11755,10.16489
39,44,RI,1998,18.52684,18.676872,10.115772,10.219211
39,44,RI,1999,18.52684,18.743488,10.117994,10.257274
39,44,RI,2000,18.625254,18.840048,10.142583,10.322987
39,44,RI,2001,18.687548,18.927158,10.151207,10.367756
39,44,RI,2002,18.756523,18.994328,10.191557,10.399981
39,44,RI,2003,18.850275,18.966177,10.199398,10.444591
39,44,RI,2004,18.962688,18.992249,10.233331,10.492496
39,44,RI,2005,19.064838,19.010782,10.244129,10.519916
39,44,RI,2006,19.144617,19.03842,10.24324,10.576075
39,44,RI,2007,19.255432,19.059328,10.272496,10.622521
39,44,RI,2008,19.12393,19.027132,10.312944,10.640341
39,44,RI,2009,19.235332,18.887171,10.334426,10.615457
39,44,RI,2010,19.313168,18.846628,10.375708,10.665321
39,44,RI,2011,19.348719,18.880911,10.364829,10.704323
39,44,RI,2012,19.371527,18.984194,10.364986,10.740648
39,44,RI,2013,19.424778,18.868971,10.36404,10.741363
39,44,RI,2014,19.414843,18.897469,10.357933,10.783176
39,44,RI,2015,19.440372,18.940285,10.359234,10.823511
39,44,RI,2016,19.468546,19.000349,10.333873,10.836242
40,45,SC,1990,18.893181,20.133759,11.54329,9.6871338
40,45,SC,1991,19.294481,20.236645,11.567129,9.7108126
40,45,SC,1992,19.295317,20.195124,11.625933,9.7593861
40,45,SC,1993,19.424982,20.213606,11.685146,9.7976265
40,45,SC,1994,19.528584,20.227493,11.751083,9.84517
40,45,SC,1995,19.637669,20.269922,11.747831,9.8916683
40,45,SC,1996,19.681128,20.294481,11.722059,9.9405422
40,45,SC,1997,19.775484,20.349154,11.73912,9.9863567
40,45,SC,1998,19.859568,20.397951,11.758793,10.039416
40,45,SC,1999,19.530848,20.441832,11.782464,10.075422
40,45,SC,2000,19.610859,20.478815,11.760309,10.132136
40,45,SC,2001,19.772324,20.523293,11.793613,10.155995
40,45,SC,2002,19.919455,20.460882,11.822614,10.172598
40,45,SC,2003,20.020266,20.709581,11.829683,10.195598
40,45,SC,2004,20.217791,20.572371,11.871097,10.236561
40,45,SC,2005,20.35187,20.616589,11.867567,10.280313
40,45,SC,2006,20.446978,20.694065,11.880349,10.337929
40,45,SC,2007,20.477524,20.762854,11.890396,10.381243
40,45,SC,2008,20.517309,20.836498,11.915326,10.402777
40,45,SC,2009,20.544823,20.603893,11.966971,10.364829
40,45,SC,2010,20.710077,20.652382,12.053661,10.387609
40,45,SC,2011,20.838837,20.542889,12.057427,10.435761
40,45,SC,2012,20.932072,20.456701,12.063633,10.477767
40,45,SC,2013,20.97275,20.520124,12.090886,10.482289
40,45,SC,2014,20.999674,20.517693,12.071489,10.533296
40,45,SC,2015,21.089901,20.587524,12.070499,10.582155
40,45,SC,2016,21.128601,20.647234,12.050599,10.604727
41,46,SD,1990,17.41008,18.1735,9.8578625,9.7095995
41,46,SD,1991,17.514339,18.237959,9.9065828,9.7413216
41,46,SD,1992,17.592859,18.308632,9.9499893,9.806756
41,46,SD,1993,17.713434,18.112797,9.9937849,9.8382559
41,46,SD,1994,17.778227,18.413656,10.039635,9.9015856
41,46,SD,1995,17.802641,18.408607,10.03298,9.9119024
41,46,SD,1996,17.936172,18.474222,10.003378,10.005909
41,46,SD,1997,17.971264,18.505022,9.9699774,10.024908
41,46,SD,1998,18.064005,18.50226,9.9312973,10.104344
41,46,SD,1999,18.067999,18.552586,9.9270086,10.144275
41,46,SD,2000,18.187065,18.587042,10.00134,10.19951
41,46,SD,2001,18.233202,18.62117,10.001702,10.228538
41,46,SD,2002,18.309727,18.676872,10.024509,10.226838
41,46,SD,2003,18.555855,18.823914,10.248211,10.309286
41,46,SD,2004,18.669373,18.849815,10.245444,10.371082
41,46,SD,2005,18.739534,18.907074,10.258466,10.422222
41,46,SD,2006,18.768196,18.923584,10.283772,10.466668
41,46,SD,2007,18.849802,18.999786,10.282985,10.560463
41,46,SD,2008,18.842255,19.105808,10.295361,10.617319
41,46,SD,2009,18.913919,19.108753,10.342613,10.577834
41,46,SD,2010,19.124975,19.103827,10.383565,10.622814
41,46,SD,2011,19.212687,19.093416,10.413703,10.702997
41,46,SD,2012,19.327684,19.010319,10.420494,10.714818
41,46,SD,2013,19.364895,19.09124,10.402595,10.716748
41,46,SD,2014,19.431511,19.148457,10.424036,10.755795
41,46,SD,2015,19.466072,19.192751,10.432291,10.792571
41,46,SD,2016,19.496714,19.196217,10.424511,10.787854
42,47,TN,1990,19.093115,20.359278,11.828305,9.7237024
42,47,TN,1991,19.202297,20.362583,11.880814,9.7595015
42,47,TN,1992,19.287781,20.317251,11.937042,9.8322601
42,47,TN,1993,19.371567,20.432512,11.955353,9.8772459
42,47,TN,1994,19.453865,20.516119,11.95568,9.9211798
42,47,TN,1995,19.476038,20.597136,11.934506,9.9743652
42,47,TN,1996,19.527592,20.605608,11.940641,10.012387
42,47,TN,1997,19.605776,20.620125,11.954183,10.054791
42,47,TN,1998,19.68791,20.613785,11.9725,10.141795
42,47,TN,1999,19.885769,20.679001,11.98236,10.168541
42,47,TN,2000,19.907576,20.697258,11.987612,10.213762
42,47,TN,2001,19.84462,20.761906,11.981916,10.230198
42,47,TN,2002,19.979132,20.784657,11.988053,10.250546
42,47,TN,2003,20.078291,20.805525,12.029538,10.281479
42,47,TN,2004,20.201344,20.794195,12.041275,10.328003
42,47,TN,2005,20.160074,20.995428,12.044047,10.358473
42,47,TN,2006,20.214867,21.006647,12.037903,10.405475
42,47,TN,2007,20.202953,21.093302,12.054348,10.439338
42,47,TN,2008,20.236715,21.174967,12.06512,10.463675
42,47,TN,2009,20.289726,21.186565,12.0901,10.447613
42,47,TN,2010,20.402828,21.17861,12.156283,10.486764
42,47,TN,2011,20.531267,21.178579,12.212939,10.539853
42,47,TN,2012,20.660591,21.008293,12.21471,10.582409
42,47,TN,2013,20.720669,21.036306,12.186365,10.584891
42,47,TN,2014,20.787609,21.128895,12.157329,10.620645
42,47,TN,2015,20.820272,21.1252,12.129818,10.664527
42,47,TN,2016,20.848045,21.163731,12.131042,10.691058
43,48,TX,1990,20.221895,21.869047,13.294061,9.7673817
43,48,TX,1991,20.318001,21.808996,13.324541,9.792388
43,48,TX,1992,20.441832,21.9105,13.335681,9.8498755
43,48,TX,1993,20.581932,21.900782,13.346655,9.8845081
43,48,TX,1994,20.638687,21.991087,13.344183,9.9177351
43,48,TX,1995,20.736675,21.991959,13.341352,9.9639235
43,48,TX,1996,20.883682,22.034216,13.336794,10.016683
43,48,TX,1997,21.013918,22.021822,13.350636,10.082428
43,48,TX,1998,21.035225,22.105251,13.356635,10.147335
43,48,TX,1999,21.015188,22.099964,13.376634,10.179186
43,48,TX,2000,21.273655,22.236261,13.390923,10.245338
43,48,TX,2001,21.372931,22.255854,13.411345,10.286434
43,48,TX,2002,21.464581,22.371687,13.464973,10.280553
43,48,TX,2003,21.54545,22.309193,13.549384,10.301189
43,48,TX,2004,21.3353,22.351938,13.591294,10.331105
43,48,TX,2005,21.463638,22.336178,13.608112,10.398153
43,48,TX,2006,21.619522,22.440733,13.61802,10.466127
43,48,TX,2007,21.759949,22.446123,13.585104,10.507339
43,48,TX,2008,21.841457,22.554546,13.598495,10.580226
43,48,TX,2009,21.797789,22.515253,13.619655,10.511621
43,48,TX,2010,21.934671,22.61878,13.66872,10.553309
43,48,TX,2011,22.061728,22.545618,13.757557,10.627527
43,48,TX,2012,22.057196,22.577974,13.829065,10.67955
43,48,TX,2013,22.181213,22.558533,13.834502,10.687503
43,48,TX,2014,22.204084,22.648769,13.826387,10.744343
43,48,TX,2015,22.250359,22.634182,13.825791,10.750514
43,48,TX,2016,22.31645,22.716494,13.835672,10.738395
44,49,UT,1990,18.197536,19.494659,11.014835,9.6164722
44,49,UT,1991,18.32086,19.536478,11.084064,9.6586094
44,49,UT,1992,18.474222,19.607609,11.179883,9.7050972
44,49,UT,1993,18.566511,19.676012,11.232801,9.7477102
44,49,UT,1994,18.649408,19.719509,11.262257,9.7943983
44,49,UT,1995,18.726694,19.807974,11.287004,9.8531933
44,49,UT,1996,18.815422,19.867365,11.31005,9.9125957
44,49,UT,1997,18.785324,19.953453,11.306123,9.9658985
44,49,UT,1998,18.883579,19.969944,11.345666,10.023046
44,49,UT,1999,18.893538,20.007055,11.35271,10.057624
44,49,UT,2000,18.903172,20.073895,11.380993,10.107693
44,49,UT,2001,19.00561,20.132364,11.429033,10.132256
44,49,UT,2002,19.059696,20.201431,11.499374,10.142465
44,49,UT,2003,19.335068,20.23007,11.593454,10.162423
44,49,UT,2004,19.442141,20.230789,11.595758,10.209206
44,49,UT,2005,19.503403,20.282434,11.587132,10.276636
44,49,UT,2006,19.577066,20.347584,11.555506,10.356281
44,49,UT,2007,19.620792,20.387703,11.536368,10.41172
44,49,UT,2008,19.730057,20.510393,11.545587,10.434381
44,49,UT,2009,19.735081,20.466696,11.586631,10.370581
44,49,UT,2010,19.956257,20.424217,11.682213,10.379504
44,49,UT,2011,20.110271,20.410786,11.736652,10.440653
44,49,UT,2012,20.210253,20.402569,11.74874,10.496151
44,49,UT,2013,20.243738,20.429493,11.726834,10.512954
44,49,UT,2014,20.280725,20.493898,11.692677,10.55966
44,49,UT,2015,20.325638,20.599945,11.698176,10.618005
44,49,UT,2016,20.389381,20.64996,11.712317,10.650247
45,50,VT,1990,18.159315,17.842646,9.6297083,9.8109884
45,50,VT,1991,18.259338,17.83009,9.6409531,9.8236322
45,50,VT,1992,18.360931,17.813711,9.6664982,9.8846617
45,50,VT,1993,18.461823,17.783915,9.654706,9.9143286
45,50,VT,1994,18.50226,17.760969,9.6384802,9.9511814
45,50,VT,1995,18.514172,17.774418,9.6144047,9.993557
45,50,VT,1996,18.556959,17.79706,9.6113291,10.03815
45,50,VT,1997,18.586195,17.798923,9.6146049,10.085768
45,50,VT,1998,18.743443,17.589272,9.6371756,10.145963
45,50,VT,1999,18.769629,17.632545,9.6834021,10.202147
45,50,VT,2000,18.73377,17.802206,9.6531658,10.272116
45,50,VT,2001,18.776098,17.869461,9.6749544,10.326563
45,50,VT,2002,18.818495,17.933039,9.7037554,10.341452
45,50,VT,2003,18.828041,17.988468,9.7316904,10.375583
45,50,VT,2004,18.927118,18.012838,9.7658911,10.428748
45,50,VT,2005,19.019863,18.036686,9.8013992,10.450365
45,50,VT,2006,19.134214,18.086508,9.8452225,10.514068
45,50,VT,2007,19.233503,18.141151,9.8720484,10.566227
45,50,VT,2008,19.313374,18.181664,9.8972178,10.612631
45,50,VT,2009,19.435818,18.147972,9.9356642,10.596535
45,50,VT,2010,19.430565,18.220789,9.9886551,10.626218
45,50,VT,2011,19.475163,18.236235,10.023401,10.683317
45,50,VT,2012,19.527649,18.179909,9.9892521,10.719051
45,50,VT,2013,19.542677,18.178528,9.9645357,10.732432
45,50,VT,2014,19.534761,18.220169,9.947648,10.772183
45,50,VT,2015,19.569763,18.206535,9.9349375,10.807078
45,50,VT,2016,19.612473,18.214815,9.9255915,10.832201
46,51,VA,1990,19.737356,20.763927,12.259646,9.9446297
46,51,VA,1991,19.850513,20.749323,12.280146,9.9725933
46,51,VA,1992,19.991793,20.642923,12.302963,10.016726
46,51,VA,1993,20.126883,20.613005,12.30499,10.051562
46,51,VA,1994,20.218588,20.626976,12.29595,10.089884
46,51,VA,1995,20.256138,20.64617,12.286144,10.12803
46,51,VA,1996,20.314997,20.659367,12.283145,10.164813
46,51,VA,1997,20.323982,20.746592,12.290745,10.216837
46,51,VA,1998,20.349445,20.819031,12.318584,10.272703
46,51,VA,1999,20.365549,20.933281,12.345439,10.327709
46,51,VA,2000,20.296738,21.066977,12.359921,10.393723
46,51,VA,2001,20.324944,21.166294,12.371647,10.431643
46,51,VA,2002,20.369452,21.197149,12.415673,10.446857
46,51,VA,2003,20.634935,21.036444,12.447818,10.494159
46,51,VA,2004,20.734297,20.974848,12.458907,10.548442
46,51,VA,2005,20.880749,21.071707,12.471559,10.60202
46,51,VA,2006,20.950405,21.147255,12.489803,10.657377
46,51,VA,2007,21.016098,21.29874,12.51737,10.698492
46,51,VA,2008,21.119884,21.310423,12.54945,10.72549
46,51,VA,2009,21.228849,21.319036,12.592817,10.692535
46,51,VA,2010,21.326719,21.265709,12.652674,10.723554
46,51,VA,2011,21.450911,21.326448,12.682199,10.772435
46,51,VA,2012,21.650564,21.155611,12.69317,10.808758
46,51,VA,2013,21.602879,21.205381,12.677578,10.793783
46,51,VA,2014,21.585697,21.246744,12.670328,10.830856
46,51,VA,2015,21.647308,21.263523,12.657358,10.872599
46,51,VA,2016,21.752962,21.293242,12.645514,10.884536
47,53,WA,1990,18.965908,20.485136,11.941905,9.914526
47,53,WA,1991,19.060427,20.562744,11.952089,9.9584017
47,53,WA,1992,19.166895,20.584808,11.979096,10.009513
47,53,WA,1993,19.293646,20.678478,12.07169,10.037144
47,53,WA,1994,19.371952,20.666695,12.121919,10.069002
47,53,WA,1995,19.53615,20.644007,12.139585,10.105408
47,53,WA,1996,19.565859,20.707136,12.167202,10.161922
47,53,WA,1997,19.617025,20.78455,12.179703,10.218481
47,53,WA,1998,19.648859,20.813015,12.181134,10.28875
47,53,WA,1999,19.767714,20.843977,12.205117,10.343097
47,53,WA,2000,19.48558,20.920887,12.200979,10.399951
47,53,WA,2001,19.698011,20.981825,12.22912,10.41205
47,53,WA,2002,19.803818,21.006168,12.269737,10.419838
47,53,WA,2003,19.95373,21.024046,12.304456,10.450018
47,53,WA,2004,20.036835,21.010159,12.301569,10.507174
47,53,WA,2005,20.140713,21.045086,12.272801,10.534547
47,53,WA,2006,20.170372,21.13154,12.269305,10.603238
47,53,WA,2007,20.248087,21.191097,12.277681,10.671858
47,53,WA,2008,20.320236,21.271238,12.307112,10.704368
47,53,WA,2009,20.394354,21.293264,12.374726,10.64187
47,53,WA,2010,20.516829,21.213766,12.448497,10.657824
47,53,WA,2011,20.717997,21.164452,12.474133,10.704479
47,53,WA,2012,20.847988,21.004614,12.444704,10.773169
47,53,WA,2013,20.968674,21.040215,12.422284,10.783944
47,53,WA,2014,21.011021,21.153759,12.409059,10.848658
47,53,WA,2015,21.044525,21.15452,12.397606,10.891094
47,53,WA,2016,21.039742,21.271616,12.391672,10.922606
48,54,WV,1990,18.209959,19.218187,10.981318,9.589325
48,54,WV,1991,18.392281,19.317585,11.012479,9.6278658
48,54,WV,1992,18.546432,19.33897,11.055387,9.6975088
48,54,WV,1993,18.589579,19.33777,11.063148,9.7279434
48,54,WV,1994,18.699827,19.40687,11.039973,9.7688122
48,54,WV,1995,18.822807,19.442411,11.027102,9.8001804
48,54,WV,1996,18.811371,19.490551,11.015444,9.8398552
48,54,WV,1997,18.849211,19.527592,11.015707,9.8826218
48,54,WV,1998,18.915987,19.572517,11.035309,9.9298372
48,54,WV,1999,18.99053,19.613693,11.040311,9.9584494
48,54,WV,2000,18.916466,19.768822,11.050239,10.016191
48,54,WV,2001,18.906179,19.820835,11.049334,10.076853
48,54,WV,2002,19.044586,19.88595,11.079045,10.107652
48,54,WV,2003,19.11278,19.877565,11.118014,10.116944
48,54,WV,2004,19.21736,19.808233,11.148593,10.150035
48,54,WV,2005,19.357618,19.860744,11.167417,10.197202
48,54,WV,2006,19.446945,19.841127,11.180483,10.259273
48,54,WV,2007,19.506445,19.928366,11.193808,10.293873
48,54,WV,2008,19.580839,20.138435,11.20538,10.352267
48,54,WV,2009,19.68483,20.046562,11.223429,10.35679
48,54,WV,2010,19.744902,20.053881,11.274643,10.385667
48,54,WV,2011,19.816832,20.076994,11.303636,10.439513
48,54,WV,2012,19.87134,20.096622,11.292192,10.467181
48,54,WV,2013,19.857233,20.10885,11.270319,10.461674
48,54,WV,2014,19.982601,20.043652,11.241143,10.492745
48,54,WV,2015,19.982706,20.030294,11.19499,10.512547
48,54,WV,2016,20.025818,19.983486,11.170801,10.516292
49,55,WI,1990,19.698833,20.487038,12.146853,9.8221693
49,55,WI,1991,19.758835,20.546289,12.14459,9.8488197
49,55,WI,1992,19.800705,20.568832,12.145621,9.9123974
49,55,WI,1993,19.857906,20.613005,12.136465,9.9516106
49,55,WI,1994,19.773935,20.648865,12.131285,10.002789
49,55,WI,1995,19.827513,20.693733,12.108933,10.043901
49,55,WI,1996,19.867834,20.686083,12.10581,10.091169
49,55,WI,1997,19.904556,20.681297,12.098688,10.143645
49,55,WI,1998,19.975874,20.717047,12.122794,10.203407
49,55,WI,1999,20.034708,20.755346,12.148391,10.238316
49,55,WI,2000,20.108561,20.788116,12.162789,10.294617
49,55,WI,2001,19.982056,20.855751,12.188535,10.336957
49,55,WI,2002,20.070198,20.876703,12.226478,10.355709
49,55,WI,2003,20.164448,20.89065,12.252952,10.376549
49,55,WI,2004,20.260845,20.813173,12.268484,10.414933
49,55,WI,2005,20.399273,20.808601,12.267882,10.444445
49,55,WI,2006,20.480389,20.797319,12.274035,10.499491
49,55,WI,2007,20.546629,20.853069,12.278849,10.539111
49,55,WI,2008,20.563688,20.912701,12.296854,10.569109
49,55,WI,2009,20.600723,20.951468,12.319905,10.547576
49,55,WI,2010,20.72748,20.916866,12.377515,10.571163
49,55,WI,2011,20.776695,20.980663,12.390995,10.624226
49,55,WI,2012,20.868586,20.793451,12.360012,10.667932
49,55,WI,2013,20.918848,20.842842,12.343497,10.670721
49,55,WI,2014,20.952286,20.796673,12.318405,10.709517
49,55,WI,2015,20.950575,21.170078,12.299062,10.748454
49,55,WI,2016,20.977182,21.083319,12.29159,10.766926
50,56,WY,1990,16.67198,18.679964,9.9800777,9.8062601
50,56,WY,1991,16.677711,18.690708,9.9801245,9.8425694
50,56,WY,1992,16.972511,18.734762,10.02765,9.8824167
50,56,WY,1993,17.210018,18.72743,9.9990253,9.924221
50,56,WY,1994,17.330036,18.725958,9.9804945,9.9538956
50,56,WY,1995,17.353567,18.752857,9.9767847,9.9904909
50,56,WY,1996,17.496862,18.787405,10.072598,10.029812
50,56,WY,1997,17.590569,19.09116,9.952611,10.09749
50,56,WY,1998,17.641975,19.027906,9.9559374,10.157664
50,56,WY,1999,17.73877,18.996368,10.066796,10.220522
50,56,WY,2000,17.776825,19.040455,9.924221,10.287491
50,56,WY,2001,17.828283,18.828362,9.9133387,10.340807
50,56,WY,2002,17.60697,18.911894,9.9462595,10.356091
50,56,WY,2003,17.705153,19.078539,9.988472,10.40756
50,56,WY,2004,17.640503,19.116901,10.008973,10.462446
50,56,WY,2005,17.704653,19.198345,10.017976,10.547208
50,56,WY,2006,17.751087,19.341936,10.020514,10.67341
50,56,WY,2007,17.744415,19.439274,10.024333,10.712304
50,56,WY,2008,17.771568,19.487141,10.045594,10.783674
50,56,WY,2009,17.588863,19.606478,10.070188,10.680241
50,56,WY,2010,17.591276,19.545168,10.149839,10.73644
50,56,WY,2011,17.682821,19.766525,10.180817,10.822076
50,56,WY,2012,17.810686,19.63516,10.172522,10.891392
50,56,WY,2013,17.884613,19.762074,10.153039,10.87997
50,56,WY,2014,17.915752,19.672794,10.126071,10.945212
50,56,WY,2015,17.971199,19.739809,10.087516,10.954746
50,56,WY,2016,17.900383,19.847216,10.077945,10.924336
