stateid,fips,state,year,lnnetuit,lnstapr,lnfte,lnpc_income
17,21,KY,2013,20.591162,20.818417,11.954954,10.486709
17,21,KY,2014,20.626398,20.822905,11.949773,10.531055
17,21,KY,2015,20.683508,20.810884,11.933719,10.569855
17,21,KY,2016,20.69663,20.812666,11.913807,10.582358
18,22,LA,1990,19.219988,20.08366,11.697935,9.6401081
18,22,LA,1991,19.260523,20.187464,11.741749,9.6855803
18,22,LA,1992,19.286098,20.191046,11.797427,9.7448435
18,22,LA,1993,19.411707,20.171097,11.824475,9.7874594
18,22,LA,1994,19.569986,20.156927,11.812956,9.8437376
18,22,LA,1995,19.567131,20.194956,11.819557,9.8848143
18,22,LA,1996,19.599337,20.202221,11.821792,9.9237309
18,22,LA,1997,19.616419,20.286156,11.821403,9.9689007
18,22,LA,1998,19.645338,20.403061,11.832179,10.011355
18,22,LA,1999,19.684807,20.664305,12.042753,10.030912
18,22,LA,2000,19.38603,20.698027,12.044582,10.083431
18,22,LA,2001,19.457207,20.718275,12.032439,10.148119
18,22,LA,2002,19.485352,20.842098,12.055784,10.172063
18,22,LA,2003,19.577936,20.890039,12.085458,10.195336
18,22,LA,2004,19.694244,20.930544,12.118749,10.229801
18,22,LA,2005,19.713322,20.964664,12.119473,10.29742
18,22,LA,2006,19.941666,20.966833,12.022966,10.416611
18,22,LA,2007,19.899939,21.091442,12.023777,10.486597
18,22,LA,2008,19.700668,21.206045,12.015245,10.541967
18,22,LA,2009,19.81168,21.183754,12.04121,10.501637
18,22,LA,2010,19.913464,21.115124,12.094755,10.532443
18,22,LA,2011,19.958277,21.17329,12.120694,10.558596
18,22,LA,2012,20.237707,20.923418,12.109501,10.607303
18,22,LA,2013,20.326063,20.869614,12.069978,10.614819
18,22,LA,2014,20.369184,20.825953,12.031725,10.658811
18,22,LA,2015,20.421309,20.820255,12.015693,10.666394
18,22,LA,2016,20.352741,20.871153,12.0311,10.660876
19,23,ME,1990,17.828283,18.946001,10.26521,9.7844791
19,23,ME,1991,17.909855,18.915377,10.293974,9.797349
19,23,ME,1992,18.139643,18.924482,10.308252,9.8433657
19,23,ME,1993,18.214886,18.923273,10.299643,9.8727703
19,23,ME,1994,18.292847,18.933504,10.247502,9.9127941
19,23,ME,1995,18.354542,18.94541,10.219501,9.9547987
19,23,ME,1996,18.352402,18.962423,10.197425,10.005096
19,23,ME,1997,18.427656,18.98144,10.20928,10.053931
19,23,ME,1998,18.465143,19.00655,10.200365,10.109445
19,23,ME,1999,18.470291,19.074123,10.227019,10.153896
19,23,ME,2000,18.510118,19.143517,10.271943,10.220121
19,23,ME,2001,18.510477,19.218786,10.284899,10.267366
19,23,ME,2002,18.596407,19.263382,10.327447,10.298397
19,23,ME,2003,18.741064,19.252399,10.396231,10.332181
19,23,ME,2004,18.947123,19.241558,10.449179,10.376425
19,23,ME,2005,19.033924,19.283802,10.467863,10.3962
19,23,ME,2006,19.110491,19.294933,10.469795,10.445724
19,23,ME,2007,19.190056,19.345779,10.477682,10.480494
19,23,ME,2008,19.281227,19.402378,10.478217,10.517348
19,23,ME,2009,19.426821,19.399033,10.490385,10.516427
19,23,ME,2010,19.495218,19.399858,10.53255,10.541439
19,23,ME,2011,19.538202,19.425632,10.552788,10.580124
19,23,ME,2012,19.562532,19.404024,10.542627,10.601573
19,23,ME,2013,19.578939,19.385706,10.527874,10.600179
19,23,ME,2014,19.579073,19.408096,10.507174,10.641393
19,23,ME,2015,19.586811,19.409874,10.475738,10.683775
19,23,ME,2016,19.54213,19.451611,10.451725,10.708824
20,24,MD,1990,19.50079,20.490324,11.954324,10.047761
20,24,MD,1991,19.528913,20.47826,12.023867,10.069214
20,24,MD,1992,19.74802,20.347116,11.957156,10.106551
20,24,MD,1993,19.846676,20.397535,11.945844,10.136146
20,24,MD,1994,19.806475,20.387373,11.933312,10.172025
20,24,MD,1995,19.836048,20.440771,11.930405,10.206182
20,24,MD,1996,19.918739,20.474291,11.92704,10.244201
20,24,MD,1997,19.968456,20.508959,11.969901,10.289838
20,24,MD,1998,20.052662,20.548435,11.990028,10.354213
20,24,MD,1999,20.301695,20.61957,12.008993,10.405414
20,24,MD,2000,20.352549,20.722969,12.028368,10.479314
20,24,MD,2001,20.425123,20.932743,12.073027,10.519835
20,24,MD,2002,20.466814,20.947382,12.067592,10.546577
20,24,MD,2003,20.548008,20.869072,12.033272,10.581368
20,24,MD,2004,20.676775,20.816128,12.016739,10.639024
20,24,MD,2005,20.840046,20.852171,12.189058,10.684943
20,24,MD,2006,20.896042,20.911903,12.168444,10.731952
20,24,MD,2007,20.927675,21.044161,12.19585,10.767748
20,24,MD,2008,20.969858,21.114147,12.241705,10.805821
20,24,MD,2009,21.088507,21.157782,12.350515,10.791564
20,24,MD,2010,21.151756,21.157173,12.350991,10.816915
20,24,MD,2011,21.222893,21.155317,12.383139,10.864101
20,24,MD,2012,21.279594,21.162472,12.400632,10.884835
20,24,MD,2013,21.296549,21.169607,12.38344,10.87561
20,24,MD,2014,21.279198,21.230347,12.358515,10.906726
20,24,MD,2015,21.314131,21.272926,12.359686,10.950964
20,24,MD,2016,21.353781,21.315971,12.363606,10.984174
21,25,MA,1990,19.113829,20.339954,11.716568,10.048367
21,25,MA,1991,19.329342,20.218588,11.706962,10.064159
21,25,MA,1992,19.574728,20.072027,11.685912,10.111639
21,25,MA,1993,19.550791,20.214937,11.703918,10.145296
21,25,MA,1994,19.566494,20.308962,11.695655,10.18893
21,25,MA,1995,19.559475,20.364302,11.683698,10.238673
21,25,MA,1996,19.556267,20.419861,11.654877,10.29367
21,25,MA,1997,19.575357,20.499123,11.646818,10.347532
21,25,MA,1998,19.738697,20.571047,11.645304,10.403172
21,25,MA,1999,19.810719,20.642923,11.672482,10.461931
21,25,MA,2000,19.848356,20.733019,11.68645,10.560411
21,25,MA,2001,19.895214,20.824118,11.692886,10.593831
21,25,MA,2002,19.946678,20.737621,11.724822,10.587114
21,25,MA,2003,20.088812,20.706739,11.828065,10.607896
21,25,MA,2004,20.279819,20.5891,11.829771,10.660478
21,25,MA,2005,20.35821,20.720097,11.832665,10.705691
21,25,MA,2006,20.412802,20.822453,11.848497,10.779206
21,25,MA,2007,20.48328,20.914835,11.874543,10.824845
21,25,MA,2008,20.565048,20.985373,11.906912,10.856284
21,25,MA,2009,20.63273,20.900375,11.953674,10.838836
21,25,MA,2010,20.71204,20.874599,12.015179,10.879197
21,25,MA,2011,20.78754,20.880041,12.035706,10.92004
21,25,MA,2012,20.669378,20.876184,12.044853,10.956457
21,25,MA,2013,20.727993,20.916094,12.055099,10.957695
21,25,MA,2014,20.744596,20.988106,12.058581,11.000299
21,25,MA,2015,20.752331,21.078535,12.047681,11.058874
21,25,MA,2016,20.79277,21.099611,12.038772,11.084662
22,26,MI,1990,20.591219,21.065435,12.698216,9.8548746
22,26,MI,1991,20.648542,21.076666,12.720222,9.8677568
22,26,MI,1992,20.727457,21.1147,12.737377,9.9173908
22,26,MI,1993,20.827536,21.123518,12.737815,9.9626522
22,26,MI,1994,20.897892,21.131792,12.699823,10.029548
22,26,MI,1995,20.940229,21.164677,12.66846,10.077483
22,26,MI,1996,20.988703,21.2026,12.652865,10.119446
22,26,MI,1997,21.0399,21.251833,12.648599,10.165467
22,26,MI,1998,21.075331,21.28231,12.67774,10.215447
22,26,MI,1999,21.096758,21.312162,12.691993,10.260532
22,26,MI,2000,21.095932,21.410545,12.698761,10.319233
22,26,MI,2001,21.150949,21.476662,12.71765,10.331627
22,26,MI,2002,21.249472,21.492725,12.766434,10.328428
22,26,MI,2003,21.403305,21.441692,12.77221,10.349903
22,26,MI,2004,21.511452,21.359329,12.817468,10.375863
22,26,MI,2005,21.572271,21.344408,12.826514,10.396811
22,26,MI,2006,21.657429,21.376295,12.842739,10.422996
22,26,MI,2007,21.743969,21.389437,12.859582,10.45461
22,26,MI,2008,21.861927,21.392389,12.886689,10.47996
22,26,MI,2009,21.921804,21.398893,12.922131,10.432291
22,26,MI,2010,22.067614,21.346893,12.981928,10.471639
22,26,MI,2011,22.128746,21.326376,12.984461,10.531082
22,26,MI,2012,22.200293,21.16124,12.956982,10.569829
22,26,MI,2013,22.232227,21.198717,12.92822,10.578267
22,26,MI,2014,22.261353,21.23546,12.901365,10.622546
22,26,MI,2015,22.295153,21.300764,12.874348,10.678399
22,26,MI,2016,22.325037,21.323418,12.848508,10.707012
23,27,MN,1990,19.369246,20.62068,12.084085,9.9002323
23,27,MN,1991,19.464836,20.669971,12.098732,9.9194593
23,27,MN,1992,19.569986,20.663303,12.073632,9.9795685
23,27,MN,1993,19.674871,20.670498,12.065862,9.9963856
23,27,MN,1994,19.666563,20.661497,12.047364,10.053717
23,27,MN,1995,19.701059,20.706934,12.028959,10.099054
23,27,MN,1996,19.708811,20.729446,11.989352,10.163233
23,27,MN,1997,19.728474,20.799856,11.963052,10.206809
23,27,MN,1998,19.769014,20.877359,11.963829,10.27698
23,27,MN,1999,19.786875,20.960629,11.945844,10.313973
23,27,MN,2000,19.851749,20.976744,11.991536,10.381335
23,27,MN,2001,19.932987,20.997179,12.027173,10.41205
23,27,MN,2002,20.032852,21.058165,12.081331,10.429753
23,27,MN,2003,20.278265,20.950764,12.130551,10.468659
23,27,MN,2004,20.44368,20.928492,12.153979,10.519403
23,27,MN,2005,20.553606,20.918312,12.155237,10.541703
23,27,MN,2006,20.59852,20.992838,12.149549,10.584841
23,27,MN,2007,20.664543,21.012928,12.162414,10.634099
23,27,MN,2008,20.736938,21.127001,12.185942,10.667419
23,27,MN,2009,20.795269,21.125065,12.209726,10.617907
23,27,MN,2010,21.098351,21.122429,12.278435,10.656741
23,27,MN,2011,21.176579,21.009893,12.275328,10.718078
23,27,MN,2012,21.240725,20.928209,12.276778,10.772183
23,27,MN,2013,21.231115,20.92654,12.256442,10.773022
23,27,MN,2014,21.219017,21.008043,12.223535,10.818738
23,27,MN,2015,21.198917,21.047136,12.197678,10.857767
23,27,MN,2016,21.213951,21.107494,12.171466,10.873319
24,28,MS,1990,18.693756,19.770052,11.489872,9.4997206
24,28,MS,1991,18.801853,19.749346,11.467017,9.5442381
24,28,MS,1992,18.948364,19.709639,11.477454,9.6083107
24,28,MS,1993,19.098207,19.776773,11.503461,9.6593122
24,28,MS,1994,19.124767,19.834591,11.523549,9.7253771
24,28,MS,1995,19.127731,20.148079,11.520755,9.7692699
24,28,MS,1996,19.155449,20.204912,11.528642,9.8193445
24,28,MS,1997,18.951897,20.21809,11.475742,9.863759
24,28,MS,1998,19.010687,20.306236,11.507943,9.9160089
24,28,MS,1999,19.087997,20.389647,11.547395,9.9393368
24,28,MS,2000,19.145994,20.550034,11.519245,9.9848833
24,28,MS,2001,19.218708,20.4825,11.53752,10.037363
24,28,MS,2002,19.431742,20.406126,11.581612,10.052683
24,28,MS,2003,19.561348,20.409943,11.623124,10.087849
24,28,MS,2004,19.586761,20.45083,11.658004,10.135868
24,28,MS,2005,19.706745,20.441534,11.678948,10.194813
24,28,MS,2006,19.707645,20.457848,11.676158,10.236633
24,28,MS,2007,19.76495,20.589064,11.659093,10.288954
24,28,MS,2008,19.923672,20.763388,11.674466,10.326923
24,28,MS,2009,20.004375,20.697069,11.683275,10.306884
24,28,MS,2010,20.082369,20.786715,11.752139,10.340032
24,28,MS,2011,20.192129,20.738379,11.841214,10.379069
24,28,MS,2012,20.273092,20.671841,11.834197,10.413823
24,28,MS,2013,20.295088,20.640648,11.791421,10.429369
24,28,MS,2014,20.347767,20.69166,11.778638,10.451898
24,28,MS,2015,20.381241,20.72719,11.77129,10.465871
24,28,MS,2016,20.429672,20.756084,11.765457,10.485088
25,29,MO,1990,19.260954,20.173872,11.896029,9.7936726
25,29,MO,1991,19.427544,20.206087,11.94631,9.8287106
25,29,MO,1992,19.563629,20.139153,11.924843,9.8821621
25,29,MO,1993,19.71184,20.194107,11.953989,9.9166508
25,29,MO,1994,19.753311,20.216267,11.917056,9.9662743
25,29,MO,1995,19.795408,20.290018,11.896663,10.009468
25,29,MO,1996,19.941069,20.363586,11.895231,10.05711
25,29,MO,1997,19.638556,20.434517,11.892875,10.106714
25,29,MO,1998,19.656153,20.520292,11.906014,10.148823
25,29,MO,1999,19.673988,20.60808,11.925837,10.182406
25,29,MO,2000,19.718019,20.663507,11.948797,10.240959
25,29,MO,2001,19.804846,20.711176,11.961373,10.265697
25,29,MO,2002,19.845913,20.570946,12.004005,10.282335
25,29,MO,2003,20.051586,20.586004,12.019828,10.311915
25,29,MO,2004,20.166452,20.602434,12.030183,10.355168
25,29,MO,2005,20.343672,20.623894,11.976396,10.382017
25,29,MO,2006,20.356684,20.626165,11.98865,10.433085
25,29,MO,2007,20.360958,20.68235,12.003675,10.473336
25,29,MO,2008,20.428217,20.703165,12.008596,10.5197
25,29,MO,2009,20.526085,20.777853,12.088139,10.495653
25,29,MO,2010,20.467676,20.761364,12.163207,10.512764
25,29,MO,2011,20.658121,20.692282,12.195467,10.550931
25,29,MO,2012,20.732586,20.619074,12.187705,10.596684
25,29,MO,2013,20.754789,20.614016,12.189226,10.600502
25,29,MO,2014,20.813005,20.640503,12.190101,10.634653
25,29,MO,2015,20.820116,20.731962,12.138521,10.665344
25,29,MO,2016,20.812675,20.734192,12.169311,10.683156
26,30,MT,1990,17.186249,18.512348,10.220886,9.6465931
26,30,MT,1991,17.262318,18.568239,10.241886,9.6987972
26,30,MT,1992,17.373713,18.684582,10.263467,9.7392616
26,30,MT,1993,17.644152,18.62932,10.285684,9.7953453
26,30,MT,1994,17.855047,18.581949,10.298903,9.8033905
26,30,MT,1995,17.996033,18.630131,10.376238,9.8377752
26,30,MT,1996,18.158016,18.624437,10.384987,9.8735952
26,30,MT,1997,18.249893,18.649408,10.407439,9.9114065
26,30,MT,1998,18.341637,18.659698,10.417239,9.9800777
26,30,MT,1999,18.380495,18.686884,10.420643,9.9952917
26,30,MT,2000,18.407293,18.743725,10.421626,10.051692
26,30,MT,2001,18.398277,18.769377,10.424066,10.090175
26,30,MT,2002,18.481075,18.825064,10.443862,10.113343
26,30,MT,2003,18.669767,18.799351,10.462389,10.173018
26,30,MT,2004,18.722548,18.829981,10.485284,10.238208
26,30,MT,2005,18.810217,18.843212,10.470476,10.300147
26,30,MT,2006,18.885798,18.967455,10.475286,10.368102
26,30,MT,2007,18.953329,18.959328,10.47144,10.430138
26,30,MT,2008,18.966879,19.096416,10.478865,10.470221
26,30,MT,2009,19.018526,19.150503,10.501994,10.442288
26,30,MT,2010,19.094744,19.160219,10.568981,10.488242
26,30,MT,2011,19.172016,19.160435,10.620376,10.549491
26,30,MT,2012,19.209782,19.1243,10.617589,10.603909
26,30,MT,2013,19.24481,19.124708,10.600851,10.59968
26,30,MT,2014,19.273907,19.24029,10.583651,10.640915
26,30,MT,2015,19.289358,19.300138,10.564422,10.681366
26,30,MT,2016,19.294531,19.334076,10.54413,10.69083
27,31,NE,1990,18.17861,19.496365,11.074451,9.8248234
27,31,NE,1991,18.258162,19.606998,11.095605,9.851615
27,31,NE,1992,18.350258,19.642691,11.127733,9.9026871
27,31,NE,1993,18.405567,19.684242,11.150965,9.9271069
27,31,NE,1994,18.471375,19.695765,11.133142,9.9812355
27,31,NE,1995,18.52774,19.723593,11.116024,10.025395
27,31,NE,1996,18.580246,19.769533,11.104807,10.10115
27,31,NE,1997,18.60799,19.811464,11.073226,10.123225
27,31,NE,1998,18.751251,19.844753,11.073505,10.187764
27,31,NE,1999,18.82008,19.90682,11.075706,10.227996
27,31,NE,2000,18.877512,19.96291,11.079987,10.279009
27,31,NE,2001,18.943323,20.008896,11.093235,10.317912
27,31,NE,2002,19.036875,20.055397,11.12259,10.330649
27,31,NE,2003,19.124214,20.083128,11.137096,10.384617
27,31,NE,2004,19.295479,20.039513,11.174792,10.4196
27,31,NE,2005,19.287636,20.056973,11.183476,10.447613
27,31,NE,2006,19.394262,20.144377,11.193023,10.487461
27,31,NE,2007,19.335363,20.212458,11.211009,10.556906
27,31,NE,2008,19.493681,20.26432,11.231238,10.604156
27,31,NE,2009,19.570055,20.290081,11.262218,10.578445
27,31,NE,2010,19.511528,20.273928,11.329075,10.618347
27,31,NE,2011,19.798092,20.293056,11.343133,10.722232
27,31,NE,2012,19.863705,20.287905,11.336916,10.746498
27,31,NE,2013,19.894333,20.298933,11.304362,10.746519
27,31,NE,2014,19.933592,20.341679,11.286075,10.796837
27,31,NE,2015,19.928089,20.38348,11.270459,10.829036
27,31,NE,2016,19.974655,20.425888,11.244287,10.813821
28,32,NV,1990,17.299824,18.803219,10.24299,9.9289608
28,32,NV,1991,17.501886,18.914156,10.329409,9.9630766
28,32,NV,1992,17.243025,19.071964,10.420613,10.023667
28,32,NV,1993,17.418287,19.151123,10.466839,10.058781
28,32,NV,1994,17.476505,19.084398,10.453688,10.099671
28,32,NV,1995,17.555559,19.087997,10.460328,10.141677
28,32,NV,1996,17.541204,19.229832,10.507366,10.191182
28,32,NV,1997,17.926384,19.286098,10.58661,10.223177
28,32,NV,1998,18.034197,19.494068,10.645735,10.289498
28,32,NV,1999,18.139931,19.487558,10.696458,10.323381
28,32,NV,2000,18.254053,19.540657,10.753831,10.373116
28,32,NV,2001,18.326593,19.573118,10.781183,10.386623
28,32,NV,2002,18.418943,19.665314,10.818838,10.379442
28,32,NV,2003,18.528429,19.692833,10.897425,10.409069
28,32,NV,2004,18.600908,19.988979,10.954641,10.473817
28,32,NV,2005,18.708618,20.034159,10.997857,10.555109
28,32,NV,2006,18.768379,20.135454,11.017776,10.591421
28,32,NV,2007,18.791059,20.202013,11.023911,10.600602
28,32,NV,2008,18.89249,20.245283,11.05602,10.56424
28,32,NV,2009,19.001015,20.250422,11.092321,10.500509
28,32,NV,2010,19.079119,20.180716,11.138945,10.530735
28,32,NV,2011,19.186577,20.125736,11.144308,10.565505
28,32,NV,2012,19.2698,19.97492,11.085797,10.593555
28,32,NV,2013,19.306818,19.973269,11.096151,10.585979
28,32,NV,2014,19.347862,20.000978,11.074374,10.637153
28,32,NV,2015,19.406921,20.004377,11.111313,10.697543
28,32,NV,2016,19.468416,20.104502,11.141268,10.709584
29,33,NH,1990,18.209959,18.049618,10.184372,9.9370193
29,33,NH,1991,18.37149,18.10597,10.171987,9.972827
29,33,NH,1992,18.530432,18.135662,10.226006,10.014
29,33,NH,1993,18.623621,18.119576,10.255271,10.035874
29,33,NH,1994,18.687651,18.197536,10.265314,10.089469
29,33,NH,1995,18.749985,18.258162,10.255271,10.13571
29,33,NH,1996,18.890684,18.234352,10.235055,10.178806
29,33,NH,1997,18.94541,18.304148,10.235055,10.239066
29,33,NH,1998,18.980297,18.304148,10.204592,10.321803
29,33,NH,1999,18.997293,18.337299,10.204259,10.373054
29,33,NH,2000,19.004013,18.427656,10.270281,10.478611
29,33,NH,2001,19.080788,18.493931,10.185126,10.516996
29,33,NH,2002,19.139496,18.445805,10.220304,10.522907
29,33,NH,2003,18.933861,18.476326,10.242386,10.53476
29,33,NH,2004,18.888075,18.528151,10.325318,10.585548
29,33,NH,2005,19.128729,18.555403,10.338026,10.615334
29,33,NH,2006,19.201527,18.569296,10.364702,10.67697
29,33,NH,2007,19.365192,18.623226,10.376362,10.711703
29,33,NH,2008,19.450592,18.696896,10.403717,10.734155
29,33,NH,2009,19.506723,18.736948,10.443221,10.720687
29,33,NH,2010,19.610796,18.780098,10.575692,10.764625
29,33,NH,2011,19.693233,18.731991,10.57224,10.811443
29,33,NH,2012,19.781343,18.230703,10.573853,10.854798
29,33,NH,2013,19.846678,18.265457,10.577044,10.846498
29,33,NH,2014,19.823582,18.506859,10.518349,10.875856
29,33,NH,2015,19.864424,18.628954,10.55576,10.914179
29,33,NH,2016,19.848152,18.635155,10.508896,10.947291
30,34,NJ,1990,19.555304,20.800135,12.040502,10.116742
30,34,NJ,1991,19.692966,20.732439,12.009851,10.129507
30,34,NJ,1992,19.814695,20.800331,12.043941,10.192905
30,34,NJ,1993,19.877899,20.839132,12.04669,10.217349
30,34,NJ,1994,19.903194,20.893816,12.027992,10.24388
30,34,NJ,1995,20.026512,20.903681,12.030397,10.295124
30,34,NJ,1996,20.104113,20.987997,12.018224,10.343418
30,34,NJ,1997,20.177374,21.009985,12.011784,10.398306
30,34,NJ,1998,20.230843,20.972012,12.021482,10.452476
30,34,NJ,1999,20.251461,21.038755,12.03879,10.490941
30,34,NJ,2000,20.326597,21.088072,12.052706,10.578929
30,34,NJ,2001,20.57506,21.178846,12.093302,10.604231
30,34,NJ,2002,20.639954,21.237396,12.14865,10.611548
30,34,NJ,2003,20.775997,21.212978,12.179965,10.630771
30,34,NJ,2004,20.880152,21.22481,12.214814,10.673248
30,34,NJ,2005,20.954718,21.308823,12.332569,10.708243
30,34,NJ,2006,21.031305,21.384062,12.337452,10.779477
30,34,NJ,2007,21.10173,21.352854,12.345695,10.835691
30,34,NJ,2008,21.193871,21.388418,12.380194,10.859806
30,34,NJ,2009,21.321945,21.355585,12.41396,10.823292
30,34,NJ,2010,21.395931,21.40621,12.498988,10.847432
30,34,NJ,2011,21.49773,21.396433,12.532303,10.89087
30,34,NJ,2012,21.546162,21.365547,12.538494,10.925632
30,34,NJ,2013,21.565395,21.2994,12.528344,10.933589
30,34,NJ,2014,21.655474,21.351404,12.522127,10.978916
30,34,NJ,2015,21.724833,21.348082,12.506373,11.020987
30,34,NJ,2016,21.736132,21.385668,12.499846,11.044984
31,35,NM,1990,17.937794,19.527262,11.013814,9.6365223
31,35,NM,1991,17.152323,19.63826,11.051969,9.6824665
31,35,NM,1992,17.250893,19.680277,11.109279,9.7291346
31,35,NM,1993,17.335867,19.722506,11.138174,9.7765627
31,35,NM,1994,17.582151,19.796925,11.171576,9.8141642
31,35,NM,1995,17.68679,19.896358,11.135625,9.863863
31,35,NM,1996,17.671982,19.958838,11.16959,9.8947496
31,35,NM,1997,17.650108,19.851471,11.047837,9.931881
31,35,NM,1998,17.579046,19.847637,11.12123,9.9671659
31,35,NM,1999,17.562416,20.047369,11.185699,9.9837303
31,35,NM,2000,17.782131,20.063704,11.116573,10.050959
31,35,NM,2001,17.798096,19.97035,11.110162,10.115287
31,35,NM,2002,17.866037,20.054787,11.135741,10.138402
31,35,NM,2003,17.90517,20.287447,11.236473,10.170457
31,35,NM,2004,18.296896,20.37044,11.285196,10.216947
31,35,NM,2005,18.328247,20.441376,11.279971,10.270524
31,35,NM,2006,18.64538,20.534908,11.285335,10.323086
31,35,NM,2007,18.467751,20.66605,11.329291,10.365711
31,35,NM,2008,18.946453,20.728394,11.352792,10.414963
31,35,NM,2009,19.073774,20.664429,11.401435,10.396261
31,35,NM,2010,19.133816,20.602329,11.499931,10.420732
31,35,NM,2011,19.354525,20.542259,11.430391,10.463189
31,35,NM,2012,19.463789,20.495974,11.489851,10.48369
31,35,NM,2013,19.512428,20.531054,11.525239,10.465272
31,35,NM,2014,19.562164,20.559078,11.499131,10.523903
31,35,NM,2015,19.553722,20.611792,11.473248,10.551925
31,35,NM,2016,19.446684,20.622223,11.444422,10.565995
32,36,NY,1990,20.083469,21.656256,12.973362,10.085392
32,36,NY,1991,20.187977,21.587885,12.989792,10.080294
32,36,NY,1992,20.444214,21.590996,12.983912,10.129068
32,36,NY,1993,20.586643,21.591541,12.996149,10.149605
32,36,NY,1994,20.601664,21.645498,13.000715,10.175764
32,36,NY,1995,20.586988,21.692795,13.001977,10.224701
32,36,NY,1996,20.825552,21.578701,12.975433,10.272841
32,36,NY,1997,20.844687,21.577681,12.962084,10.323611
32,36,NY,1998,20.840872,21.596148,12.986305,10.374084
32,36,NY,1999,20.955568,21.932081,13.003787,10.425194
32,36,NY,2000,20.948698,21.711157,12.953781,10.492496
32,36,NY,2001,20.981045,21.805134,13.021116,10.524145
32,36,NY,2002,21.020231,21.844234,13.053798,10.518132
32,36,NY,2003,21.070257,21.88728,13.089046,10.531536
32,36,NY,2004,21.29932,21.818838,13.101532,10.578649
32,36,NY,2005,21.301163,21.923122,13.118298,10.624979
32,36,NY,2006,21.326126,22.028111,13.122727,10.69953
32,36,NY,2007,21.364746,22.143032,13.140024,10.770988
32,36,NY,2008,21.410149,22.215216,13.174079,10.784338
32,36,NY,2009,21.49184,22.242472,13.213748,10.765765
32,36,NY,2010,21.594217,22.278112,13.257515,10.803527
32,36,NY,2011,21.631645,22.302874,13.268764,10.854431
32,36,NY,2012,21.692007,22.218496,13.265833,10.904708
32,36,NY,2013,21.75115,22.276854,13.256357,10.91656
32,36,NY,2014,21.812849,22.320721,13.245852,10.955689
32,36,NY,2015,21.865396,22.364834,13.246764,10.996165
32,36,NY,2016,21.924252,22.382896,13.2287,11.027118
33,37,NC,1990,19.111324,21.02426,12.277518,9.7690983
33,37,NC,1991,19.224028,21.057449,12.321627,9.7962923
33,37,NC,1992,19.399008,21.015936,12.368166,9.8645391
33,37,NC,1993,19.525274,21.118479,12.388581,9.9077282
33,37,NC,1994,19.581642,21.165062,12.386008,9.9499416
33,37,NC,1995,19.662815,21.228697,12.384398,9.9982071
33,37,NC,1996,19.688192,21.240988,12.385552,10.044987
33,37,NC,1997,19.77109,21.304419,12.3847,10.096213
33,37,NC,1998,19.742702,21.390377,12.393278,10.14152
33,37,NC,1999,19.786772,21.452263,12.445267,10.173667
33,37,NC,2000,19.881754,21.501572,12.465772,10.220231
33,37,NC,2001,19.949652,21.552662,12.500937,10.233619
33,37,NC,2002,20.127884,21.565529,12.574172,10.234265
33,37,NC,2003,20.184687,21.586332,12.618709,10.262315
33,37,NC,2004,20.360445,21.595442,12.660832,10.328003
33,37,NC,2005,20.444407,21.668934,12.733855,10.38242
33,37,NC,2006,20.597322,21.769358,12.732705,10.441179
33,37,NC,2007,20.628267,21.896793,12.74856,10.493272
33,37,NC,2008,20.681669,22.001083,12.787173,10.535716
33,37,NC,2009,20.713991,21.962132,12.863053,10.484194
33,37,NC,2010,20.775635,21.975965,12.950284,10.479877
33,37,NC,2011,20.859402,21.981205,12.961676,10.510232
33,37,NC,2012,21.045946,21.927862,12.929626,10.568184
33,37,NC,2013,21.113823,21.977682,12.925428,10.548022
33,37,NC,2014,21.181419,21.937244,12.904702,10.59676
33,37,NC,2015,21.216648,21.950312,12.878992,10.641847
33,37,NC,2016,21.284945,21.996714,12.86959,10.662118
34,38,ND,1990,17.795193,18.692995,10.378479,9.6855803
34,38,ND,1991,17.851519,18.734762,10.253827,9.7013712
34,38,ND,1992,17.899805,18.867928,10.346794,9.7897024
34,38,ND,1993,17.877676,18.856998,10.35679,9.7986269
34,38,ND,1994,17.944256,18.835436,10.327513,9.8761168
34,38,ND,1995,17.989899,18.816095,10.309186,9.8732347
34,38,ND,1996,17.989899,18.868567,10.332702,9.981698
34,38,ND,1997,17.974394,18.85441,10.339062,9.9615679
34,38,ND,1998,17.968124,18.974566,10.300887,10.063351
34,38,ND,1999,18.017214,18.98258,10.297993,10.08364
34,38,ND,2000,18.068748,19.031834,10.317549,10.17256
34,38,ND,2001,18.411297,19.03874,10.371051,10.196157
34,38,ND,2002,18.316181,19.119652,10.41178,10.220704
34,38,ND,2003,18.485796,19.130953,10.453544,10.301492
34,38,ND,2004,18.775415,19.114534,10.472261,10.308952
34,38,ND,2005,18.957157,19.119884,10.452447,10.360881
34,38,ND,2006,19.068081,19.184444,10.442959,10.404414
34,38,ND,2007,19.143284,19.188063,10.431317,10.503834
34,38,ND,2008,19.175371,19.350681,10.461817,10.612016
34,38,ND,2009,19.25713,19.350628,10.502543,10.593204
34,38,ND,2010,19.274788,19.55365,10.53784,10.683798
34,38,ND,2011,19.300434,19.550053,10.543102,10.780372
34,38,ND,2012,19.362232,19.64962,10.532176,10.922966
34,38,ND,2013,19.390947,19.647757,10.521965,10.893641
34,38,ND,2014,19.420652,19.82399,10.514963,10.934909
34,38,ND,2015,19.438555,19.824711,10.51328,10.889659
