State,FY,COLI,EMI,HECA,StateSupport,FinancialAid,NetTuition,NetFTEStudents
South Dakota,2017,0.935642,0.969914,0.833142,238612300,5825348,249308916,32295
Tennessee,2017,0.868157,0.996218,0.833142,1813499442,383814346,1081306475,182223
Texas,2017,0.908329,0.999183,0.833142,7922848937,426778038,6525863086,1030211
Utah,2017,0.972805,1.019268,0.833142,978663600,21804500,742019725,123075
Vermont,2017,1.139689,0.973758,0.833142,90108125,9888773,352552068,20638
Virginia,2017,0.962968,1.023269,0.833142,2051845077,220398062,2415901927,305307
Washington,2017,1.080378,0.990187,0.833142,1878116000,267773203,1317667259,239481
West Virginia,2017,0.898378,1.024591,0.833142,484109151,83136016,496512085,69938
Wisconsin,2017,0.943718,1.001632,0.833142,1473947300,117003944,1318006579,213143
Wyoming,2017,0.990707,0.956238,0.833142,382164128,28287388,63351845,23300
U.S.,2017,1.000000,1.000000,0.833142,87255912228,7701132690,74096715987,11058035
D.C.,2017,1.500761,0.966775,0.833142,86741928,4983505,32622534,3239
Alabama,2016,0.874817,1.020407,0.815080,1495278016,63156906,2204984045,195536
Alaska,2016,1.240049,0.972260,0.815080,377216662,15495144,99092717,19269
Arizona,2016,0.962463,1.016214,0.815080,822244800,11116700,2170802500,279239
Arkansas,2016,0.852109,1.004731,0.815080,989276907,107824365,604062395,117112
California,2016,1.271378,0.974561,0.815080,13067959152,1774267636,5055444136,1584280
Colorado,2016,1.044599,1.024068,0.815080,871367734,141810005,1750094665,180264
Connecticut,2016,1.194171,1.001642,0.815080,1302886022,31838909,997100244,85705
Delaware,2016,1.033892,1.040890,0.815080,230005700,14086100,637053033,36472
Florida,2016,0.952375,1.019976,0.815080,4382879922,348043019,1956399948,598660
Georgia,2016,0.877999,1.009819,0.815080,3058513508,568964552,1623248637,346741
Hawaii,2016,1.412833,1.019532,0.815080,603948055,3264920,238218155,38414
Idaho,2016,0.936217,0.976970,0.815080,418879305,5951491,361895109,52744
Illinois,2016,0.940432,0.987444,0.815080,3350027230,169606147,2418538308,342422
Indiana,2016,0.898821,1.007056,0.815080,1739630019,235003289,2205821617,249925
Iowa,2016,0.919148,1.017111,0.815080,849068059,10645329,1130329849,132748
Kansas,2016,0.922519,1.001955,0.815080,766842487,11178754,845375673,135366
Kentucky,2016,0.867281,1.004377,0.815080,1191705100,154856500,1163413776,149314
Louisiana,2016,0.914179,1.000753,0.815080,1179534783,271466753,709611679,167897
Maine,2016,1.099617,1.026167,0.815080,285813526,17603101,233032397,34604
Maryland,2016,1.191517,0.990881,0.815080,1868491878,84296601,1863056376,234124
Massachusetts,2016,1.250533,0.987311,0.815080,1493700338,61776651,1071976171,169189
Michigan,2016,0.859225,1.008582,0.815080,1825523600,5341214,4333198387,380128
Minnesota,2016,0.964954,0.989603,0.815080,1532825000,109149366,1633436187,193197
Mississippi,2016,0.831364,1.008723,0.815080,1045771892,37996719,745579757,128728
Missouri,2016,0.850668,0.985412,0.815080,1035360643,95565951,1093528556,192781
Montana,2016,0.976729,1.059349,0.815080,259866199,2579041,242275356,37952
Nebraska,2016,0.947714,1.001357,0.815080,747592380,12619717,453256010,76442
Nevada,2016,1.056863,1.038213,0.815080,624301334,85692119,285118748,74451
New Hampshire,2016,1.137034,1.039625,0.815080,126592025,2670954,414143401,38414
New Jersey,2016,1.144609,0.989993,0.815080,2319113574,285473574,2753478506,268296
New Mexico,2016,0.941450,0.988873,0.815080,972681022,84953922,218369634,93379
New York,2016,1.056591,0.989115,0.815080,5602512841,662318922,3323391026,556311
North Carolina,2016,0.895671,0.984330,0.815080,3829383471,143306515,1737277650,388322
North Dakota,2016,1.013961,1.020071,0.815080,405723652,15632535,285595025,36165
Ohio,2016,0.870701,1.009494,0.815080,2226256398,80005960,3090883426,388777
Oklahoma,2016,0.877189,1.011231,0.815080,986345547,97482774,752620259,134960
Oregon,2016,1.119892,1.008344,0.815080,775852342,59382861,1242371710,151544
Pennsylvania,2016,0.962161,1.027127,0.815080,1647532000,230288859,3567415898,350435
Rhode Island,2016,1.208925,0.965323,0.815080,179842845,8167500,285155909,32063
South Carolina,2016,0.929071,1.015291,0.815080,1026089319,259904068,1499805702,171202
South Dakota,2016,0.935642,0.969914,0.815080,219845861,7060503,237585346,33674
Tennessee,2016,0.868157,0.996218,0.815080,1686000477,341752303,1096647346,183193
Texas,2016,0.908329,0.999183,0.815080,6760512569,435033539,6221550698,1020366
Utah,2016,0.972805,1.019268,0.815080,933251500,15557500,716136209,122066
Vermont,2016,1.139689,0.973758,0.815080,90234391,9668943,338966632,20429
Virginia,2016,0.962968,1.023269,0.815080,1861817203,186374399,2375027143,310368
Washington,2016,1.080378,0.990187,0.815080,1770882000,283978917,1372283574,240788
West Virginia,2016,0.898378,1.024591,0.815080,486264899,80599433,495363101,71026
Wisconsin,2016,0.943718,1.001632,0.815080,1471162500,114313490,1289063320,217856
Wyoming,2016,0.990707,0.956238,0.815080,419149337,28683012,59434380,23812
U.S.,2016,1.000000,1.000000,0.815080,83213556024,7883807482,71498510326,11087150
D.C.,2016,1.500761,0.966775,0.815080,82862556,6327357,32054220,4041
Alabama,2015,0.874817,1.020407,0.801271,1468403494,59978036,2016926705,193411
Alaska,2015,1.240049,0.972260,0.801271,400419936,14927755,93633063,19934
Arizona,2015,0.962463,1.016214,0.801271,936524670,11116700,1970391400,274454
Arkansas,2015,0.852109,1.004731,0.801271,991233464,121551466,562211948,118416
California,2015,1.271378,0.974561,0.801271,12331766966,1961573451,4643130011,1563541
Colorado,2015,1.044599,1.024068,0.801271,783159811,146171923,1647921581,181867
Connecticut,2015,1.194171,1.001642,0.801271,1215885258,27829295,892649331,87403
Delaware,2015,1.033892,1.040890,0.801271,226594100,14086100,616104774,36742
Florida,2015,0.952375,1.019976,0.801271,4224418591,370565581,1936262394,601198
Georgia,2015,0.877999,1.009819,0.801271,2898821290,528517503,1532088734,345467
Hawaii,2015,1.412833,1.019532,0.801271,573459205,3589722,237144801,39444
Idaho,2015,0.936217,0.976970,0.801271,401200090,5979069,359205131,54102
Illinois,2015,0.940432,0.987444,0.801271,4385575551,193025555,2354393292,351917
Indiana,2015,0.898821,1.007056,0.801271,1648510778,228117761,2154413654,252802
Iowa,2015,0.919148,1.017111,0.801271,847741404,13109810,1098980511,124883
Kansas,2015,0.922519,1.001955,0.801271,803124160,12758487,827665698,137035
Kentucky,2015,0.867281,1.004377,0.801271,1175573300,143800200,1167462015,152954
Louisiana,2015,0.914179,1.000753,0.801271,1120321587,253674935,739370138,165329
Maine,2015,1.099617,1.026167,0.801271,273310554,14099103,253726432,35445
Maryland,2015,1.191517,0.990881,0.801271,1791980404,80513635,1804061079,233208
Massachusetts,2015,1.250533,0.987311,0.801271,1462827301,61165000,1029492225,170703
Michigan,2015,0.859225,1.008582,0.801271,1784194800,5848564,4260438701,390047
Minnesota,2015,0.964954,0.989603,0.801271,1445822000,117311150,1609061220,198328
Mississippi,2015,0.831364,1.008723,0.801271,1009235634,35246901,710330675,129478
Missouri,2015,0.850668,0.985412,0.801271,1031361067,88706610,1101696194,186936
Montana,2015,0.976729,1.059349,0.801271,239403026,6672006,239845853,38732
Nebraska,2015,0.947714,1.001357,0.801271,720128058,12483044,440135123,78469
Nevada,2015,1.056863,1.038213,0.801271,563476687,76183133,268113800,73583
New Hampshire,2015,1.137034,1.039625,0.801271,165579413,269413,423652408,38398
New Jersey,2015,1.144609,0.989993,0.801271,2293539127,272494127,2722541708,270053
New Mexico,2015,0.941450,0.988873,0.801271,965703142,86919342,247011156,96110
New York,2015,1.056591,0.989115,0.801271,5529283919,651894506,3133439662,566620
North Carolina,2015,0.895671,0.984330,0.801271,3668065220,142265498,1621511159,391990
North Dakota,2015,1.013961,1.020071,0.801271,409693640,13423736,276730327,36801
Ohio,2015,0.870701,1.009494,0.801271,2133970812,71912864,3075911250,393845
Oklahoma,2015,0.877189,1.011231,0.801271,1054794860,98576404,719148935,136311
Oregon,2015,1.119892,1.008344,0.801271,670705184,52670906,1273396339,155725
Pennsylvania,2015,0.962161,1.027127,0.801271,1658992000,216128475,3528184411,354891
Rhode Island,2015,1.208925,0.965323,0.801271,172470788,4533425,277234057,32687
South Carolina,2015,0.929071,1.015291,0.801271,970219549,243352871,1442871931,174643
South Dakota,2015,0.935642,0.969914,0.801271,218280386,5158782,231192966,33938
Tennessee,2015,0.868157,0.996218,0.801271,1579203336,272092551,1101868418,179248
Texas,2015,0.908329,0.999183,0.801271,6849320087,266677649,4604766878,1010334
Utah,2015,0.972805,1.019268,0.801271,887761300,15866100,671912361,120352
Vermont,2015,1.139689,0.973758,0.801271,89559843,8692762,324222309,20616
Virginia,2015,0.962968,1.023269,0.801271,1809791006,177493788,2266186308,314066
Washington,2015,1.080378,0.990187,0.801271,1580750000,294247770,1378863784,242221
West Virginia,2015,0.898378,1.024591,0.801271,509752932,81704894,474327137,72765
Wisconsin,2015,0.943718,1.001632,0.801271,1601240683,117031938,1255218834,219490
Wyoming,2015,0.990707,0.956238,0.801271,376989173,26658436,63795835,24042
U.S.,2015,1.000000,1.000000,0.801271,81950139586,7728668732,67680844656,11120974
D.C.,2015,1.500761,0.966775,0.801271,79709265,5492540,29673604,3723
Alabama,2014,0.874817,1.020407,0.788099,1444764352,57990375,1898356149,194439
Alaska,2014,1.240049,0.972260,0.788099,399137684,11203636,95650071,20484
Arizona,2014,0.962463,1.016214,0.788099,897772262,11312000,1759298200,270127
Arkansas,2014,0.852109,1.004731,0.788099,1001496233,125305438,537016180,121365
California,2014,1.271378,0.974561,0.788099,10703009955,1635969988,4565860915,1532304
Colorado,2014,1.044599,1.024068,0.788099,681371631,105914208,1669476695,184836
Connecticut,2014,1.194171,1.001642,0.788099,1279222689,24121899,842804729,88681
Delaware,2014,1.033892,1.040890,0.788099,227606200,14086100,593521558,35657
Florida,2014,0.952375,1.019976,0.788099,3925291450,391105180,1913789976,608226
Georgia,2014,0.877999,1.009819,0.788099,2775561943,490470226,1461830137,348844
Hawaii,2014,1.412833,1.019532,0.788099,530388306,3783812,229053322,40436
Idaho,2014,0.936217,0.976970,0.788099,374203132,5225300,316391800,56177
Illinois,2014,0.940432,0.987444,0.788099,4306995896,201913006,2252844387,362508
Indiana,2014,0.898821,1.007056,0.788099,1663061249,227048235,2092348604,253337
Iowa,2014,0.919148,1.017111,0.788099,823333019,13109810,1067878653,127407
Kansas,2014,0.922519,1.001955,0.788099,771121325,12232206,795202276,138310
Kentucky,2014,0.867281,1.004377,0.788099,1192455700,140077300,1140213309,154713
Louisiana,2014,0.914179,1.000753,0.788099,1125250832,229524511,701818026,168001
Maine,2014,1.099617,1.026167,0.788099,271864121,8641437,260612079,36577
Maryland,2014,1.191517,0.990881,0.788099,1721006820,87121556,1743565901,232935
Massachusetts,2014,1.250533,0.987311,0.788099,1342072529,60618872,1021560487,172573
Michigan,2014,0.859225,1.008582,0.788099,1669524700,3760200,4123800091,400859
Minnesota,2014,0.964954,0.989603,0.788099,1394503000,110323525,1641731821,203523
Mississippi,2014,0.831364,1.008723,0.788099,973846876,30780027,686946035,130436
Missouri,2014,0.850668,0.985412,0.788099,954236519,73734947,1093890282,196831
Montana,2014,0.976729,1.059349,0.788099,227006121,6056778,236322324,39484
Nebraska,2014,0.947714,1.001357,0.788099,691113035,12067991,441823036,79662
Nevada,2014,1.056863,1.038213,0.788099,560234286,74593695,252737535,64497
New Hampshire,2014,1.137034,1.039625,0.788099,109000000,0,406697961,36988
New Jersey,2014,1.144609,0.989993,0.788099,2279587095,254536095,2540110583,274341
New Mexico,2014,0.941450,0.988873,0.788099,926967526,92729114,242388418,98630
New York,2014,1.056591,0.989115,0.788099,5306812959,612472260,2973033601,568654
North Carolina,2014,0.895671,0.984330,0.788099,3625292891,140170292,1565906417,402199
North Dakota,2014,1.013961,1.020071,0.788099,409693640,13616834,271820562,36927
Ohio,2014,0.870701,1.009494,0.788099,2104931061,66617722,3033417583,401856
Oklahoma,2014,0.877189,1.011231,0.788099,1053566920,93792540,689429761,145401
Oregon,2014,1.119892,1.008344,0.788099,631121950,56841011,1289871951,155418
Pennsylvania,2014,0.962161,1.027127,0.788099,1644692000,234674000,3397150711,358693
Rhode Island,2014,1.208925,0.965323,0.788099,167567862,7494124,270245659,32781
South Carolina,2014,0.929071,1.015291,0.788099,909110205,274537598,1318386826,174816
South Dakota,2014,0.935642,0.969914,0.788099,207837626,4007741,222963649,33659
Tennessee,2014,0.868157,0.996218,0.788099,1587786604,269004560,1066458036,182285
Texas,2014,0.908329,0.999183,0.788099,6948653093,180189992,4396541173,1010936
Utah,2014,0.972805,1.019268,0.788099,798346200,13361700,642402471,119692
Vermont,2014,1.139689,0.973758,0.788099,92686200,8929740,313606535,20922
Virginia,2014,0.962968,1.023269,0.788099,1780468378,179143788,2187757879,318166
Washington,2014,1.080378,0.990187,0.788099,1570807000,290684345,1333430655,245011
West Virginia,2014,0.898378,1.024591,0.788099,516276320,82873549,473975761,76202
Wisconsin,2014,0.943718,1.001632,0.788099,1114018800,117030299,1257366916,223777
Wyoming,2014,0.990707,0.956238,0.788099,352669707,26093309,60354917,24986
U.S.,2014,1.000000,1.000000,0.788099,78065345902,7186892871,65389662603,11205569
D.C.,2014,1.500761,0.966775,0.788099,73679736,6178794,28783890,3895
Alabama,2013,0.874817,1.020407,0.772165,1406898493,50185688,1819984319,197110
Alaska,2013,1.240049,0.972260,0.772165,382162973,9255865,100792185,21151
Arizona,2013,0.962463,1.016214,0.772165,859086088,11312000,1624760600,270644
Arkansas,2013,0.852109,1.004731,0.772165,1015018606,142301494,478933391,124157
California,2013,1.271378,0.974561,0.772165,9356628000,1267911751,4681892978,1500851
Colorado,2013,1.044599,1.024068,0.772165,642091197,100338837,1511706976,188405
Connecticut,2013,1.194171,1.001642,0.772165,1100069237,27863865,731909952,87810
Delaware,2013,1.033892,1.040890,0.772165,216492700,13845700,559488627,34715
Florida,2013,0.952375,1.019976,0.772165,3338709069,410728456,1913833608,619179
Georgia,2013,0.877999,1.009819,0.772165,2607128639,460626293,1428752143,355866
Hawaii,2013,1.412833,1.019532,0.772165,526179654,3205898,221520570,41094
Idaho,2013,0.936217,0.976970,0.772165,360079309,5586697,293802603,57837
Illinois,2013,0.940432,0.987444,0.772165,4292588457,208831943,2203354191,373403
Indiana,2013,0.898821,1.007056,0.772165,1557306211,204938342,2087951243,256331
Iowa,2013,0.919148,1.017111,0.772165,787419692,15809810,1023528924,129669
Kansas,2013,0.922519,1.001955,0.772165,795346375,11387695,760209803,140182
Kentucky,2013,0.867281,1.004377,0.772165,1186693600,131773700,1114536361,155479
Louisiana,2013,0.914179,1.000753,0.772165,1174061988,200726513,672197554,174552
Maine,2013,1.099617,1.026167,0.772165,265872234,8526832,263258782,37342
Maryland,2013,1.191517,0.990881,0.772165,1617306184,71535899,1774080144,238814
Massachusetts,2013,1.250533,0.987311,0.772165,1255182474,59688822,1004739170,171974
Michigan,2013,0.859225,1.008582,0.772165,1608824500,884400,4050169580,411770
Minnesota,2013,0.964954,0.989603,0.772165,1285247000,103949260,1661712699,210332
Mississippi,2013,0.831364,1.008723,0.772165,924952654,27115762,651695512,132114
Missouri,2013,0.850668,0.985412,0.772165,931239665,69528193,1032026271,196659
Montana,2013,0.976729,1.059349,0.772165,202187817,4695833,227989504,40169
Nebraska,2013,0.947714,1.001357,0.772165,662501367,10995651,425530627,81270
Nevada,2013,1.056863,1.038213,0.772165,541341406,68973389,242573993,65917
New Hampshire,2013,1.137034,1.039625,0.772165,85622352,0,416200931,39224
New Jersey,2013,1.144609,0.989993,0.772165,2160518000,245820000,2321303085,276052
New Mexico,2013,0.941450,0.988873,0.772165,898940515,88450236,231623807,101239
New York,2013,1.056591,0.989115,0.772165,5111538235,594958000,2795146195,571693
North Carolina,2013,0.895671,0.984330,0.772165,3751478952,160790208,1461468911,410622
North Dakota,2013,1.013961,1.020071,0.772165,343805783,13181540,263864824,37122
Ohio,2013,0.870701,1.009494,0.772165,2050123177,65853305,3019540212,400796
Oklahoma,2013,0.877189,1.011231,0.772165,1044735666,98512300,644369783,144138
Oregon,2013,1.119892,1.008344,0.772165,580701607,47474140,1110791005,160939
Pennsylvania,2013,0.962161,1.027127,0.772165,1632655000,230740794,3301347212,364468
Rhode Island,2013,1.208925,0.965323,0.772165,164566569,9217110,272944370,33042
South Carolina,2013,0.929071,1.015291,0.772165,910405772,271448389,1283364069,178240
South Dakota,2013,0.935642,0.969914,0.772165,196229662,3734486,220311302,32945
Tennessee,2013,0.868157,0.996218,0.772165,1455168883,279135741,997406770,188759
Texas,2013,0.908329,0.999183,0.772165,6351228175,225229708,4297132872,1019173
Utah,2013,0.972805,1.019268,0.772165,748759000,13107300,619075717,123851
Vermont,2013,1.139689,0.973758,0.772165,89340755,8772036,315870080,21279
Virginia,2013,0.962968,1.023269,0.772165,1712075324,168804564,2227928709,320481
Washington,2013,1.080378,0.990187,0.772165,1407137000,289635770,1278143360,248273
West Virginia,2013,0.898378,1.024591,0.772165,550588678,83667689,417870667,78458
Wisconsin,2013,0.943718,1.001632,0.772165,1163226571,115697401,1216018562,229463
Wyoming,2013,0.990707,0.956238,0.772165,383533411,26366047,58504472,25669
U.S.,2013,1.000000,1.000000,0.772165,73690994676,6743121352,63333159225,11320722
D.C.,2013,1.500761,0.966775,0.772165,84868684,8596196,26884323,3945
Alabama,2012,0.874817,1.020407,0.758330,1494583181,49277335,1722616281,206364
Alaska,2012,1.240049,0.972260,0.758330,365681845,5566000,100972288,21674
Arizona,2012,0.962463,1.016214,0.758330,839683893,11312000,1518362500,275238
Arkansas,2012,0.852109,1.004731,0.758330,1018182219,141435432,459833218,124426
California,2012,1.271378,0.974561,0.758330,9419265350,1673715073,3939168651,1525443
Colorado,2012,1.044599,1.024068,0.758330,648886945,99874333,1429713875,192541
Connecticut,2012,1.194171,1.001642,0.758330,1160268979,32875679,699881712,85683
Delaware,2012,1.033892,1.040890,0.758330,213193700,13845700,533000003,34672
Florida,2012,0.952375,1.019976,0.758330,3622861769,445822113,1771336975,641446
Georgia,2012,0.877999,1.009819,0.758330,2664154607,485507241,1313233421,379844
Hawaii,2012,1.412833,1.019532,0.758330,522410826,3773784,215871222,40883
Idaho,2012,0.936217,0.976970,0.758330,334633399,6410522,254634678,58980
Illinois,2012,0.940432,0.987444,0.758330,3832385769,222532986,2027827593,384615
Indiana,2012,0.898821,1.007056,0.758330,1551918210,202957564,2042096696,262545
Iowa,2012,0.919148,1.017111,0.758330,740351670,10511383,994379661,132423
Kansas,2012,0.922519,1.001955,0.758330,752992878,11723857,743939798,141354
Kentucky,2012,0.867281,1.004377,0.758330,1234008200,129700200,1071622341,159306
Louisiana,2012,0.914179,1.000753,0.758330,1237070397,176248337,615353756,181590
Maine,2012,1.099617,1.026167,0.758330,270884116,8979028,262185609,37897
Maryland,2012,1.191517,0.990881,0.758330,1606876744,73891134,1744255919,242955
Massachusetts,2012,1.250533,0.987311,0.758330,1208206572,56749751,947539477,170221
Michigan,2012,0.859225,1.008582,0.758330,1549732500,816000,3906499069,423785
Minnesota,2012,0.964954,0.989603,0.758330,1285041000,86961374,1677759468,214653
Mississippi,2012,0.831364,1.008723,0.758330,954183795,25011651,637517566,137888
Missouri,2012,0.850668,0.985412,0.758330,933329405,64717024,1009363292,196360
Montana,2012,0.976729,1.059349,0.758330,202105316,3778367,220141468,40847
Nebraska,2012,0.947714,1.001357,0.758330,653999223,10690530,412657611,83861
Nevada,2012,1.056863,1.038213,0.758330,537942550,64794224,233758774,65238
New Hampshire,2012,1.137034,1.039625,0.758330,82697778,0,389877552,39099
New Jersey,2012,1.144609,0.989993,0.758330,2058909152,229420673,2277082291,278868
New Mexico,2012,0.941450,0.988873,0.758330,864647736,81858269,223828815,97719
New York,2012,1.056591,0.989115,0.758330,4854134187,586042000,2634627928,576389
North Carolina,2012,0.895671,0.984330,0.758330,3578659248,143600000,1364324421,412349
North Dakota,2012,1.013961,1.020071,0.758330,343964303,11240688,256395406,37503
Ohio,2012,0.870701,1.009494,0.758330,2013731126,57209081,2979346316,423509
Oklahoma,2012,0.877189,1.011231,0.758330,1042592350,98512300,591943835,146518
Oregon,2012,1.119892,1.008344,0.758330,566031614,39252334,1050594717,165094
Pennsylvania,2012,0.962161,1.027127,0.758330,1639540000,247092276,2853558118,369046
Rhode Island,2012,1.208925,0.965323,0.758330,181651066,8305732,258789949,33550
South Carolina,2012,0.929071,1.015291,0.758330,859516750,250890780,1232205845,173448
South Dakota,2012,0.935642,0.969914,0.758330,181016376,3637100,210029593,33540
Tennessee,2012,0.868157,0.996218,0.758330,1414996174,276154344,939248900,190710
Texas,2012,0.908329,0.999183,0.758330,6474261279,230186508,3795933014,1013647
Utah,2012,0.972805,1.019268,0.758330,728922600,11390500,598688859,126594
Vermont,2012,1.139689,0.973758,0.758330,90109661,8958773,311476127,21807
Virginia,2012,0.962968,1.023269,0.758330,1624026722,159543490,2132097669,325517
Washington,2012,1.080378,0.990187,0.758330,1361782000,245789848,1132833152,253902
West Virginia,2012,0.898378,1.024591,0.758330,545167484,82141200,423652813,80193
Wisconsin,2012,0.943718,1.001632,0.758330,1107423602,110657145,1156408923,233284
Wyoming,2012,0.990707,0.956238,0.758330,337988717,26149104,54335426,26174
U.S.,2012,1.000000,1.000000,0.758330,72806604983,7027510767,59372802591,11521192
D.C.,2012,1.500761,0.966775,0.758330,77933512,9685168,25447131,4034
Alabama,2011,0.874817,1.020407,0.744922,1543660595,44489857,1575807814,212758
Alaska,2011,1.240049,0.972260,0.744922,349633978,1412815,96664682,21090
Arizona,2011,0.962463,1.016214,0.744922,1102405719,11312000,1354359400,275071
Arkansas,2011,0.852109,1.004731,0.744922,1015701968,137326868,413332125,124085
California,2011,1.271378,0.974561,0.744922,11214651200,1332611590,2829729294,1580877
Colorado,2011,1.044599,1.024068,0.744922,767188422,97579132,1373262998,195621
Connecticut,2011,1.194171,1.001642,0.744922,1324368260,37012034,563016621,86281
Delaware,2011,1.033892,1.040890,0.744922,212455800,13845700,468051904,34648
Florida,2011,0.952375,1.019976,0.744922,4132825282,501240081,1556597170,636320
Georgia,2011,0.877999,1.009819,0.744922,2976759287,692735177,934203912,386534
Hawaii,2011,1.412833,1.019532,0.744922,523978138,3263583,199913824,40743
Idaho,2011,0.936217,0.976970,0.744922,347376657,4827440,207545860,53201
Illinois,2011,0.940432,0.987444,0.744922,3603549212,200286417,1947496354,393313
Indiana,2011,0.898821,1.007056,0.744922,1564730685,183347715,1777980202,273322
Iowa,2011,0.919148,1.017111,0.744922,758711929,9645239,938365941,132744
Kansas,2011,0.922519,1.001955,0.744922,795182338,10874182,698588789,141031
Kentucky,2011,0.867281,1.004377,0.744922,1283638900,126634300,1051253243,159806
Louisiana,2011,0.914179,1.000753,0.744922,1582176852,156574790,465338841,183633
Maine,2011,1.099617,1.026167,0.744922,276689767,8899108,258334135,38284
Maryland,2011,1.191517,0.990881,0.744922,1596186225,74347711,1648105024,238742
Massachusetts,2011,1.250533,0.987311,0.744922,1214703917,55144905,1066386188,168671
Michigan,2011,0.859225,1.008582,0.744922,1869659000,46761275,3650716526,435592
Minnesota,2011,0.964954,0.989603,0.744922,1384573000,69341965,1573515354,214342
Mississippi,2011,0.831364,1.008723,0.744922,1019593795,22899732,587935927,138859
Missouri,2011,0.850668,0.985412,0.744922,1000997715,59321648,936931726,197890
Montana,2011,0.976729,1.059349,0.744922,209541869,3689478,211982718,40961
Nebraska,2011,0.947714,1.001357,0.744922,653935362,11184048,385278034,84384
Nevada,2011,1.056863,1.038213,0.744922,614888041,64719437,215092101,69169
New Hampshire,2011,1.137034,1.039625,0.744922,137555490,2800000,356995679,39036
New Jersey,2011,1.144609,0.989993,0.744922,2144376894,239656894,2169429461,277147
New Mexico,2011,0.941450,0.988873,0.744922,901404054,81177930,196105493,92078
New York,2011,1.056591,0.989115,0.744922,5237792624,525556000,2480299392,578830
North Carolina,2011,0.895671,0.984330,0.744922,3780946745,175421006,1131856850,425779
North Dakota,2011,1.013961,1.020071,0.744922,311678000,9891622,241030434,37915
Ohio,2011,0.870701,1.009494,0.744922,2282711269,68632712,2744416423,460747
Oklahoma,2011,0.877189,1.011231,0.744922,1143222958,93311527,544525158,150171
Oregon,2011,1.119892,1.008344,0.744922,650162979,16394446,966002243,168374
Pennsylvania,2011,0.962161,1.027127,0.744922,1944404000,188877577,3546637211,374997
Rhode Island,2011,1.208925,0.965323,0.744922,164609803,7463641,252953891,33062
South Carolina,2011,0.929071,1.015291,0.744922,928848337,244079132,1122513957,172375
South Dakota,2011,0.935642,0.969914,0.744922,196616485,4234600,196399809,33313
Tennessee,2011,0.868157,0.996218,0.744922,1659586381,273115417,825307775,193994
Texas,2011,0.908329,0.999183,0.744922,6270811568,267241087,3813170718,979943
Utah,2011,0.972805,1.019268,0.744922,734871622,14557500,541725864,125073
Vermont,2011,1.139689,0.973758,0.744922,94227425,8067436,295116001,22578
Virginia,2011,0.962968,1.023269,0.744922,1903977834,146477862,1898047149,321965
Washington,2011,1.080378,0.990187,0.744922,1592882000,208036264,994744736,261485
West Virginia,2011,0.898378,1.024591,0.744922,535119010,78023329,398534349,81116
Wisconsin,2011,0.943718,1.001632,0.744922,1330088284,107498705,1054881991,240625
Wyoming,2011,0.990707,0.956238,0.744922,384795426,25478419,47813616,26392
U.S.,2011,1.000000,1.000000,0.744922,79270453101,6767321333,54804294907,11654967
D.C.,2011,1.500761,0.966775,0.744922,75674060,8366277,28159229,3659
Alabama,2010,0.874817,1.020407,0.729501,1542585887,37624240,1418531919,210067
Alaska,2010,1.240049,0.972260,0.729501,336896278,788000,88850609,20291
Arizona,2010,0.962463,1.016214,0.729501,1187766416,11312000,1227840600,259953
Arkansas,2010,0.852109,1.004731,0.729501,951796422,59616148,430593853,118884
California,2010,1.271378,0.974561,0.729501,10969069250,1067552081,3034553863,1617690
Colorado,2010,1.044599,1.024068,0.729501,831951886,98052349,1207442138,187231
Connecticut,2010,1.194171,1.001642,0.729501,1342873713,36319573,582739303,85033
Delaware,2010,1.033892,1.040890,0.729501,242518560,13845700,426590796,33570
Florida,2010,0.952375,1.019976,0.729501,3958273967,507755616,1210873504,607246
Georgia,2010,0.877999,1.009819,0.729501,2979707008,591744886,830474091,371921
Hawaii,2010,1.412833,1.019532,0.729501,567966074,3284899,183970252,39857
Idaho,2010,0.936217,0.976970,0.729501,369722800,5434030,181354770,49251
Illinois,2010,0.940432,0.987444,0.729501,3684064394,207479032,1789555277,391926
Indiana,2010,0.898821,1.007056,0.729501,1595424390,167111649,1660671841,265758
Iowa,2010,0.919148,1.017111,0.729501,863776446,9082372,843076558,127128
Kansas,2010,0.922519,1.001955,0.729501,793700801,12251789,641365748,138240
Kentucky,2010,0.867281,1.004377,0.729501,1286116198,129573475,970323192,154247
Louisiana,2010,0.914179,1.000753,0.729501,1493619738,145951890,444945951,178931
Maine,2010,1.099617,1.026167,0.729501,270023801,9242479,250095354,37517
Maryland,2010,1.191517,0.990881,0.729501,1600560142,78616554,1534937474,231189
Massachusetts,2010,1.250533,0.987311,0.729501,1208725729,50250284,988836678,165244
Michigan,2010,0.859225,1.008582,0.729501,1905703800,38551475,3447641248,434490
Minnesota,2010,0.964954,0.989603,0.729501,1566839000,111484000,1455113575,215009
Mississippi,2010,0.831364,1.008723,0.729501,1069923179,22488088,526819298,132105
Missouri,2010,0.850668,0.985412,0.729501,1085179342,51818252,774460266,191608
Montana,2010,0.976729,1.059349,0.729501,209496709,5955446,196219494,38909
Nebraska,2010,0.947714,1.001357,0.729501,641402181,8779453,288899846,83206
Nevada,2010,1.056863,1.038213,0.729501,645494029,64230120,193177180,68799
New Hampshire,2010,1.137034,1.039625,0.729501,144610959,2699500,328746132,39171
