newid,state,fy,x2,x1fte,state_abbrev,state_fips,fips,year,state_pop_total,state_pop_1824,y_pop,x3_pop,x4_pop,x5_pop,y,x1,x3,x4,x5,MD
1,ALABAMA,1991,170454,1696.6454,AL,1,1,1990,4050055,448160,137.55368,15861.464,17681.24,1377.1633,557.1,289.2,64239.80032,71609.99936,5577.5872,0
1,ALABAMA,1992,173946,1924.7352,AL,1,1,1991,4099156,449364,136.12558,16571.68,18550.965,1457.3148,558,334.8,67929.89900799999,76043.296768,5973.761024,0
1,ALABAMA,1993,180448,1986.7219,AL,1,1,1992,4154014,452062,137.45741,17582.945,19561.826,1568.9729,571,358.5,73039.798272,81260.10163200001,6517.535232,0
1,ALABAMA,1994,182374,2114.8848,AL,1,1,1993,4214202,455676,154.88104,18128.699,20066.146,1602.9922,652.7,385.7,76398.00217599999,84562.796544,6755.33312,0
1,ALABAMA,1995,179335,2221.5408,AL,1,1,1994,4260229,452532,171.02367,18977.477,21148.746,1710.1146,728.6,398.4,80848.396288,90098.499584,7285.479936,0
1,ALABAMA,1996,177408,2292.4558,AL,1,1,1995,4296800,445782,158.53659,19892.385,22300.107,1776.1472,681.2,406.7,85473.59948800001,95819.10425600001,7631.74912,0
1,ALABAMA,1997,180996,2425.468,AL,1,1,1996,4331102,438794,164.53087,20629.854,23122.498,1837.3396,712.6,439,89349.99654399999,100145.897472,7957.705216,0
1,ALABAMA,1998,180335,2606.2605,AL,1,1,1997,4367935,434955,164.65446,21516.209,23829.887,1908.6724,719.2,470,93981.401088,104087.396352,8336.956928,0
1,ALABAMA,1999,172926,2924.1704,AL,1,1,1998,4404701,439758,178.89977,22692.416,24838.076,1991.1477,788,505.665103,99953.303552,109404.299264,8770.410496,0
1,ALABAMA,2000,166806,3146.8389,AL,1,1,1999,4430141,440752,183.34608,23352.1,25965.518,2125.2346,812.248992,524.911621,103453.097984,115030.900736,9415.089152,0
1,ALABAMA,2001,165833,3482.5688,AL,1,1,2000,4452173,442244,180.44284,24337.576,26782.967,2207.8069,803.362761,577.524824,108355.100672,119242.399744,9829.537791999999,0
1,ALABAMA,2002,173687,3431.72,AL,1,1,2001,4467634,447963,182.77438,25103.869,27408.086,2175.3857,816.569084,596.045167,112154.902528,122449.297408,9718.827008,0
1,ALABAMA,2003,180654,3719.2041,AL,1,1,2002,4480089,450657,190.59802,25711.945,28524.5,2104.9465,853.896083,671.889084,115191.799808,127792.300032,9430.347776000001,0
1,ALABAMA,2004,183167,4302.2661,AL,1,1,2003,4503491,456549,190.73332,26692.871,29696.785,2339.3774,858.965823,788.033203,120211.103744,133739.200512,10535.365632,0
1,ALABAMA,2005,180517,4823.7139,AL,1,1,2004,4530729,457934,194.69923,28414.832,32340.205,2579.425,882.1294349999999,870.762331,128739.90144,146524.700672,11686.675456,0
1,ALABAMA,2006,180985,5014.7803,AL,1,1,2005,4569805,458170,222.5986,29832.191,34130.648,2794.0698,1017.232186,907.599978,136327.299072,155970.404352,12768.354304,0
1,ALABAMA,2007,182504,5181.4736,AL,1,1,2006,4628981,459114,261.754,31362.367,35397.336,2922.821,1211.654323,945.639637,145175.805952,163853.59872,13529.682944,0
1,ALABAMA,2008,187086,5149.3662,AL,1,1,2007,4672840,462996,303.03275,32598.377,36311.625,3004.7583,1416.023516,963.374359,152326.995968,169678.405632,14040.7552,0
1,ALABAMA,2009,199153,5483.0293,AL,1,1,2008,4718206,470431,240.95656,33353.102,36600.098,2829.3003,1136.882694,1091.96175,157366.796288,172686.802944,13349.221376,0
1,ALABAMA,2010,210067,6573.6533,AL,1,1,2009,4757938,476884,238.95415,32607.678,35382.551,2792.1543,1136.929049,1380.907679,155145.306112,168347.992064,13284.896768,0
1,ALABAMA,2011,212758,7197.4634,AL,1,1,2010,4785579,479785,237.50117,33750.691,36516.586,2900.0825,1136.580631,1531.317957,161516.601344,174753.005568,13878.57408,0
1,ALABAMA,2012,206364,8108.6768,AL,1,1,2011,4798649,481711,223.11545,34997.934,37791.844,2962.3516,1070.652706,1673.338946,167942.79936,181349.793792,14215.28576,0
1,ALABAMA,2013,197110,8978.7363,AL,1,1,2012,4813946,484911,207.51894,35896.559,38699.855,3058.7761,998.9849840000001,1769.798631,172804.096,186299.006976,14724.783104,0
1,ALABAMA,2014,194439,9464.9912,AL,1,1,2013,4827660,486117,209.20837,36128.371,39663.316,3013.4751,1009.986884,1840.363426,174415.495168,191481.004032,14548.033536,0
1,ALABAMA,2015,193411,10118.078,AL,1,1,2014,4840037,480309,214.63144,37284.383,40125.934,3153.4163,1038.824104,1956.947663,180457.79968,194211.004416,15262.651392,0
1,ALABAMA,2016,195536,10953.609,AL,1,1,2015,4850858,471505,217.69089,38662.109,41312.836,3212.8176,1055.987548,2141.824989,187544.403968,200402.69824,15584.9216,0
1,ALABAMA,2017,198619,11243.552,AL,1,1,2016,4860545,462142,235.61127,39257.883,41935.586,3380.0273,1145.199185,2233.182923,190814.69952,203829.805056,16428.775424,0
2,ALASKA,1991,17058,1594.5597,AK,2,2,1990,553290,55524,278.51578,23212.602,45255.652,4544.6353,154.1,27.2,12843.29984,25039.499264,2514.50112,0
2,ALASKA,1992,17611,1731.8721,AK,2,2,1991,570193,53943,273.40305,23509.76,39078.875,4007.0662,155.8925,30.5,13405.100032,22282.500096,2284.801024,0
2,ALASKA,1993,18033,1652.5259,AK,2,2,1992,588736,54373,267.50955,24239.557,38646.863,5015.2666,157.4925,29.8,14270.69952,22752.800768,2952.667904,0
2,ALASKA,1994,17962,1826.0773,AK,2,2,1993,599432,54716,269.65128,25035.867,38843.77,3260.0029,161.6376,32.8,15007.299584,23284.199424,1954.150016,0
2,ALASKA,1995,17934,1957.1763,AK,2,2,1994,603308,54295,264.76956,25713.4,39125.453,4465.0991,159.7376,35.1,15513.100288,23604.699136,2693.829888,0
2,ALASKA,1996,17434,2087.8743,AK,2,2,1995,604412,54077,262.79691,26398.881,42105.055,3807.6045,158.8376,36.4,15955.800064,25448.800256,2301.36192,0
2,ALASKA,1997,17216,2253.7175,AK,2,2,1996,608569,54692,255.73599,26953.395,43934.047,3962.7339,155.633,38.8,16403.00032,26736.900096,2411.597056,0
2,ALASKA,1998,16840,2742.4629,AK,2,2,1997,612968,55134,253.34276,28185.158,42000.238,3284.7734,155.291,46.183076,17276.60032,25744.801792,2013.460992,0
2,ALASKA,1999,16214,2800.5471,AK,2,2,1998,619932,55705,252.52705,29220.141,38988.793,2841.6165,156.5496,45.40807,18114.500608,24170.399744,1761.60896,0
2,ALASKA,2000,15968,2768.2356,AK,2,2,1999,624779,56755,253.10696,29891.689,39586.156,3700.1902,158.135919,44.203186,18675.699712,24732.60032,2311.801088,0
2,ALASKA,2001,16079,2676.9331,AK,2,2,2000,627963,57670,274.20694,31974.338,42643.117,3995.0254,172.19182,43.042407,20078.700544,26778.300416,2508.728064,0
2,ALASKA,2002,16706,2762.5171,AK,2,2,2001,633714,61774,288.52972,33517.328,44847.363,3266.3125,182.845322,46.150611,21240.399872,28420.401152,2069.907968,0
2,ALASKA,2003,17974,2852.8027,AK,2,2,2002,642337,65287,299.18539,34633.691,46089.98,3179.8174,192.177845,51.276277,22246.500352,29605.300224,2042.514304,0
2,ALASKA,2004,18802,3057.5073,AK,2,2,2003,648414,68253,303.05963,35840.684,49042.277,3663.7566,196.508104,57.487252,23239.600128,31799.699456,2375.631104,0
2,ALASKA,2005,18720,3481.3975,AK,2,2,2004,659286,71882,318.81049,36916.148,53043.289,4470.0391,210.187282,65.17175899999999,24338.300928,34970.697728,2947.034112,0
2,ALASKA,2006,18795,3902.4929,AK,2,2,2005,666946,73591,343.50497,38919.043,59637.215,5494.7896,229.099268,73.347354,25956.900864,39774.80192,3664.728064,0
2,ALASKA,2007,18666,4220.4966,AK,2,2,2006,675302,74369,386.05618,41058.223,65800.633,7321.8901,260.704504,78.779792,27726.700544,44435.300352,4944.486912,0
2,ALASKA,2008,18723,4541.7939,AK,2,2,2007,680300,74383,402.07565,43861.383,71986.773,14309.972,273.532065,85.03601,29838.8992,48972.603392,9735.073791999999,0
2,ALASKA,2009,19030,4736.7813,AK,2,2,2008,687455,75206,427.49854,47748.727,79645.07,9249.7578,293.886002,90.140945,32825.100288,54752.39936,6358.792192,0
2,ALASKA,2010,20291,4862.0835,AK,2,2,2009,698895,73249,433.23676,47069.16,70949,8824.6836,302.786996,98.656537,32896.39936,49585.901568,6167.526912,0
2,ALASKA,2011,21090,5131.1177,AK,2,2,2010,714015,75377,440.75986,49430.051,74063.57,10212.888,314.709156,108.21527,35293.7984,52882.501632,7292.15488,0
2,ALASKA,2012,21674,5180.2534,AK,2,2,2011,722259,76131,456.93787,52374.289,77894.359,12001.336,330.027482,112.27681,37827.801088,56259.899392,8668.07296,0
2,ALASKA,2013,21151,5288.3442,AK,2,2,2012,730825,77806,470.80304,53595.867,78910.953,9294.626,344.074639,111.853764,39169.200128,57670.098944,6792.74496,0
2,ALASKA,2014,20484,5213.7256,AK,2,2,2013,736760,79564,490.90735,52743.773,76853.797,7558.0854,361.680907,106.797959,38859.501568,56622.800896,5568.495104,0
2,ALASKA,2015,19934,5329.9502,AK,2,2,2014,736759,78638,489.70288,55798.98,75361.688,3508.6819,360.793013,106.247228,41110.401024,55523.401728,2585.052928,0
2,ALASKA,2016,19269,5863.9292,AK,2,2,2015,737979,77012,452.34995,57548.93,68622.008,3830.7688,333.824754,112.992052,42469.900288,50641.600512,2827.026944,0
2,ALASKA,2017,18492,6107.2417,AK,2,2,2016,741522,74589,425.70334,56014.793,66570.375,4086.5464,315.668397,112.935118,41536.200704,49363.398656,3030.264064,0
3,ARIZONA,1991,154864,1644.6688,AZ,4,4,1990,3684097,392179,167.25945,17323.377,19172.053,2038.2808,616.2,254.7,63821.000704,70631.70252799999,7509.223936,0
3,ARIZONA,1992,159040,1675.6791,AZ,4,4,1991,3788576,392080,166.47415,17730.83,19363.025,2049.4292,630.7,266.5,67174.600704,73358.29504,7764.418048,0
3,ARIZONA,1993,158969,1734.3004,AZ,4,4,1992,3915740,396841,166.17549,18308.697,21115.346,2138.5632,650.7,275.7,71692.099584,82682.200064,8374.057983999999,0
3,ARIZONA,1994,158876,1929.8069,AZ,4,4,1993,4065440,405976,165.39415,18950.225,21965.592,2182.5515,672.4,306.6,77041.00044800001,89299.79596800001,8873.032703999999,0
3,ARIZONA,1995,160757,2009.2438,AZ,4,4,1994,4245089,421159,170.05533,19868.535,23644.781,2276.9763,721.9,323,84343.701504,100374.20032,9665.967103999999,0
3,ARIZONA,1996,164271,1896.2568,AZ,4,4,1995,4432499,432596,174.39372,20753.395,24795.428,2292.7251,773,311.5,91989.4016,109905.707008,10162.501632,0
3,ARIZONA,1997,164930,2200.9338,AZ,4,4,1996,4586940,440399,177.89638,21737.281,26058.811,2272.6868,816,363,99707.600896,119530.201088,10424.677376,0
3,ARIZONA,1998,170930,2240.6833,AZ,4,4,1997,4736990,458555,183.23872,22804.166,27954.039,2337.4451,868,383,108023.103488,132418.002944,11072.453632,0
3,ARIZONA,1999,176648,2279.4065,AZ,4,4,1998,4883342,477980,191.65154,24175.574,29363.58,2506.0662,935.9,402.6526,118057.598976,143392.407552,12237.978624,0
3,ARIZONA,2000,180669,2362.2847,AZ,4,4,1999,5023823,498927,204.16402,24812.658,30921.572,2654.0767,1025.6839,426.7916,124654.403584,155344.502784,13333.61152,0
3,ARIZONA,2001,185330,2629.1826,AZ,4,4,2000,5160586,519627,209.86545,26234.908,31897.848,2625.436,1083.0287,487.2664,135387.496448,164611.588096,13548.788736,0
3,ARIZONA,2002,192181,2629.7632,AZ,4,4,2001,5273477,536018,221.44296,26802.906,32516.348,2734.5,1167.7744,505.390506,141344.505856,171474.20672,14420.322304,0
3,ARIZONA,2003,205553,2601.3179,AZ,4,4,2002,5396255,549407,217.85422,27149.422,33247.742,2668.1326,1175.596896,534.7087,146505.203712,179413.303296,14397.924352,0
3,ARIZONA,2004,212980,3008.4595,AZ,4,4,2003,5510364,559859,220.67662,28160.57,34979.758,2990.9409,1216.008472,640.7417,155174.99392,192751.2064,16481.173504,0
3,ARIZONA,2005,218212,3278.54,AZ,4,4,2004,5652404,571196,227.15337,30011.781,36342.199,3243.0657,1283.9626,715.4168,169638.7072,205420.78976,18331.117568,0
3,ARIZONA,2006,227283,3511.7729,AZ,4,4,2005,5839077,580341,241.98956,32220.248,39086.863,3414.9839,1412.9957,798.1663,188136.505344,228231.200768,19940.354048,0
3,ARIZONA,2007,229558,3853.4221,AZ,4,4,2006,6029141,591986,261.37762,34686.035,41171.82,3870.3047,1575.8825,884.5839,209126.998016,248230.7072,23334.612992,0
3,ARIZONA,2008,233255,4086.5427,AZ,4,4,2007,6167681,605860,281.94946,35789.125,42531.707,3727.8806,1738.9743,953.2065,220735.8976,262321.995776,22992.377856,0
3,ARIZONA,2009,245680,4401.5718,AZ,4,4,2008,6280362,621451,284.89224,35562.57,41298.051,3287.2964,1789.2265,1081.3781,223345.803264,259366.699008,20645.410816,0
3,ARIZONA,2010,259953,4723.3179,AZ,4,4,2009,6343154,629438,265.73349,33417.965,38455.539,3095.2502,1685.5884,1227.8406,211975.307264,243929.399296,19633.649664,0
3,ARIZONA,2011,275071,4923.6719,AZ,4,4,2010,6407002,635780,255.73357,33638.762,38740.426,3379.9739,1638.4855,1354.3594,215523.606528,248209.997824,21655.498752,0
3,ARIZONA,2012,275238,5516.5439,AZ,4,4,2011,6465488,647558,213.98257,35011.324,39896.105,3432.4673,1383.5018,1518.3625,226365.292544,257947.795456,22192.576512,0
3,ARIZONA,2013,270644,6003.313,AZ,4,4,2012,6544211,660675,214.70438,36191.699,40996.355,3462.0537,1405.0707,1624.7606,236846.104576,268288.802816,22656.4096,0
3,ARIZONA,2014,270127,6515.0732,AZ,4,4,2013,6616124,666636,222.60498,36706.625,41595.215,3402.5403,1472.7822,1759.8972,242855.591936,275199.09888,22511.628288,0
3,ARIZONA,2015,274454,7178.6021,AZ,4,4,2014,6706435,672297,227.09285,38382.539,42411.508,3543.0884,1522.9834,1970.196,257410.00704,284430.00832,23761.491968,0
3,ARIZONA,2016,279239,7771.9121,AZ,4,4,2015,6802262,672029,215.09335,39859.211,43682.699,3637.571,1463.1213,2170.221,271132.803072,297141.174272,24743.71072,0
3,ARIZONA,2017,286335,8132.874,AZ,4,4,2016,6908642,672655,219.67427,40887.57,45029.254,3542.2161,1517.6509,2328.7265,282477.592576,311091.003392,24471.902208,0
4,ARKANSAS,1991,64911,1686.9252,AR,5,5,1990,2356586,238945,99.12645,14621.788,16413.49,1346.1689,233.6,109.5,34457.501696,38679.801856,3172.363008,0
4,ARKANSAS,1992,72268,1695.0795,AR,5,5,1991,2383144,240702,114.47063,15298.739,17444.057,1531.9619,272.8,122.5,36459.098112,41571.700736,3650.885888,0
4,ARKANSAS,1993,74280,1820.14,AR,5,5,1992,2415984,243044,122.55876,16438.188,18633.318,1597.7383,296.1,135.2,39714.398208,45017.800704,3860.11008,0
4,ARKANSAS,1994,75473,1964.9412,AR,5,5,1993,2456303,248489,119.52923,16955.725,19364.875,1676.64,293.6,148.3,41648.398336,47566.000128,4118.336,0
4,ARKANSAS,1995,74054,2071.4614,AR,5,5,1994,2494019,250955,123.21224,17757.924,20615.682,1757.5475,307.293666,153.4,44288.598016,51415.90016,4383.356928,0
4,ARKANSAS,1996,76158,2098.2693,AR,5,5,1995,2535399,252485,132.05022,18602.477,21539.727,1913.1687,334.8,159.8,47164.698624,54611.800064,4850.646016,0
4,ARKANSAS,1997,75019,2280.7556,AR,5,5,1996,2572109,252732,136.23062,19457.924,22540.412,1990.7007,350.4,171.1,50047.901696,57976.397824,5120.299008,0
4,ARKANSAS,1998,78940,2401.8242,AR,5,5,1997,2601090,254135,144.43945,20186.922,23015.582,2090.8289,375.7,189.6,52508.000256,59865.6,5438.433792,0
4,ARKANSAS,1999,80603,2494.9443,AR,5,5,1998,2626289,257176,155.89333,21222.379,23775.943,2148.1885,409.420925,201.1,55736.098816,62442.500096,5641.76384,0
4,ARKANSAS,2000,86263,1607.9296,AR,5,5,1999,2651860,260087,176.03812,21861.41,25196.166,2247.9824,466.828459,138.704833,57973.399552,66816.704512,5961.334784,0
4,ARKANSAS,2001,87337,1853.9525,AR,5,5,2000,2678588,263749,168.53636,22761.955,25673.973,2351.1643,451.439485,161.918646,60969.897984,68769.99679999999,6297.800192,0
4,ARKANSAS,2002,92722,2241.9404,AR,5,5,2001,2691571,268131,174.38316,23840.389,26230.555,2400.4028,469.364655,207.877204,64168.09984,70601.40032,6460.854784,0
4,ARKANSAS,2003,92508,2352.4849,AR,5,5,2002,2705927,272203,172.82202,24265.844,27329.043,2335.3533,467.643771,217.623665,65661.59974400001,73950.396416,6319.295488,0
4,ARKANSAS,2004,96292,2579.8806,AR,5,5,2003,2724816,275122,187.19183,25523.705,28706.084,2559.1326,510.063319,248.421856,69547.401216,78218.797056,6973.165056,0
4,ARKANSAS,2005,99231,2794.3284,AR,5,5,2004,2749686,275779,181.85612,26924.164,30776.059,2929.0347,500.047256,277.28401,74032.996352,84624.49868800001,8053.925888,0
4,ARKANSAS,2006,101344,3004.1804,AR,5,5,2005,2781097,274439,212.2735,28046.594,32221.1,3145.1685,590.353209,304.455656,78000.300032,89610.00243199999,8747.018239999999,0
4,ARKANSAS,2007,103369,3201.7817,AR,5,5,2006,2821761,273882,222.79851,29438.424,33448.793,3252.9497,628.6841480000001,330.964981,83068.19891200001,94384.49664,9179.046912,0
4,ARKANSAS,2008,106206,3355.1177,AR,5,5,2007,2848650,275325,244.39311,31070.262,34033.031,3301.8237,696.190432,356.33362,88508.301312,96948.19942400001,9405.740032,0
4,ARKANSAS,2009,108474,3767.134,AR,5,5,2008,2874554,278835,244.3064,31939.6,34424.574,3278.9185,702.271943,408.636085,91812.102144,98955.296768,9425.42848,0
4,ARKANSAS,2010,118884,3621.9663,AR,5,5,2009,2896843,281953,266.12665,31153.223,33505.059,3277.2341,770.927093,430.593853,90245.99654399999,97058.89792,9493.633024000001,0
4,ARKANSAS,2011,124085,3331.0403,AR,5,5,2010,2921737,285436,281.73322,31929.807,34804.637,3405.4072,823.150391,413.332125,93290.496,101689.99936,9949.704191999999,0
4,ARKANSAS,2012,124426,3695.636,AR,5,5,2011,2938640,289066,279.00018,33883.531,36100.168,3536.8899,819.8810570000001,459.833218,99571.499008,106085.400576,10393.64608,0
4,ARKANSAS,2013,124157,3857.4819,AR,5,5,2012,2949208,290096,274.92676,36275.738,36872.68,3650.0293,810.816178,478.933391,106984.701952,108745.203712,10764.695552,0
4,ARKANSAS,2014,121365,4424.8027,AR,5,5,2013,2956780,290527,271.18759,36269.422,38640.512,3768.6184,801.842013,537.01618,107240.701952,114251.497472,11142.975488,0
4,ARKANSAS,2015,118408,4748.0908,AR,5,5,2014,2964800,289787,269.70508,38297.863,39576.602,3885.5188,799.621607,562.211948,113545.50272,117336.702976,11519.785984,0
4,ARKANSAS,2016,117110,5158.4058,AR,5,5,2015,2975626,286415,264.97693,39380.148,39911.332,3974.4468,788.472269,604.100895,117180.596224,118761.201664,11826.466816,0
4,ARKANSAS,2017,114976,5608.7852,AR,5,5,2016,2988231,282961,258.57822,40177.449,40282.961,4021.3611,772.691447,644.875703,120059.502592,120374.796288,12016.755712,0
5,CALIFORNIA,1991,1107711,645.74603,CA,6,6,1990,29959515,3423041,200.62741,21485.158,25816.84,2314.5918,6010.7,715.3,643684.892672,773460.000768,69344.0512,0
5,CALIFORNIA,1992,1116255,812.00085,CA,6,6,1991,30470736,3319340,187.34041,21856.795,25928.014,2420.9634,5708.4,906.4,665992.626176,790045.65504,73768.53401600001,0
5,CALIFORNIA,1993,1104739,1029.8361,CA,6,6,1992,30974659,3238723,168.66045,22678.188,26065.125,2419.373,5224.2,1137.7,702449.123328,807358.3656960001,74939.25273599999,0
5,CALIFORNIA,1994,1069633,1204.4318,CA,6,6,1993,31274928,3151018,161.96361,23013.035,26425.221,2416.3491,5065.4,1288.3,719731.032064,826446.905344,75571.142656,0
5,CALIFORNIA,1995,1073048,1260.8942,CA,6,6,1994,31484435,3054878,173.60959,23580.83,27358.281,2578.6084,5466,1353,742429.097984,861360.029696,81186.029568,0
5,CALIFORNIA,1996,1103616,1183.4733,CA,6,6,1995,31696582,2985488,188.16225,24628.611,28759.467,2719.9995,5964.1,1306.1,780642.811904,911576.793088,86214.68876800001,0
5,CALIFORNIA,1997,1143849,1152.7745,CA,6,6,1996,32018834,2948732,202.93369,25911.832,30113.072,2826.9885,6497.7,1318.6,829666.623488,964185.489408,90516.87321600001,0
5,CALIFORNIA,1998,1157374,1175.1603,CA,6,6,1997,32486010,3007067,240.52815,27170.998,32953.375,3038.7244,7813.8,1360.1,882677.317632,1070523.613184,98716.033024,0
5,CALIFORNIA,1999,1194874,1186.1987,CA,6,6,1998,32987675,3119072,241.09308,29100.254,34796.078,3182.3174,7953.1,1417.358,959949.70112,1147841.675264,104977.252352,0
5,CALIFORNIA,2000,1433493,756.16833,CA,6,6,1999,33499204,3257333,254.37473,30640.111,37227.543,3584.1921,8521.351000000001,1083.962,1026419.326976,1247093.06368,120067.579904,0
5,CALIFORNIA,2001,1277325,846.18091,CA,6,6,2000,33987977,3391356,279.5542,33363.719,40207.188,3850.7092,9501.482,1080.848,1133965.344768,1366560.997376,130877.816832,0
5,CALIFORNIA,2002,1309404,827.50317,CA,6,6,2001,34479458,3488933,294.61768,34042.551,40143.07,3492.6321,10158.258,1083.536,1173768.76544,1384111.276032,120424.062976,0
5,CALIFORNIA,2003,1413927,867.24634,CA,6,6,2002,34871843,3557190,291.67282,34214.367,41191.711,3354.9148,10171.1684,1226.223,1193118.007296,1436430.893056,116992.065536,0
5,CALIFORNIA,2004,1401271,1222.5465,CA,6,6,2003,35253159,3608183,272.93567,35415.453,43323.605,3798.0603,9621.844999999999,1713.119,1248506.544128,1527293.935616,133893.627904,0
5,CALIFORNIA,2005,1433492,1435.9089,CA,6,6,2004,35574576,3661991,273.40125,37369.5,45881.555,4121.3955,9726.133,2058.364,1329404.051456,1632216.809472,146616.89344,0
5,CALIFORNIA,2006,1373351,1929.7491,CA,6,6,2005,35827943,3684405,297.78439,39278.992,48952.469,4570.4272,10669.002554,2650.223,1407285.460992,1753866.305536,163749.003264,0
5,CALIFORNIA,2007,1434993,1948.5385,CA,6,6,2006,36021202,3700882,320.23816,42087.922,52045.383,4993.0195,11535.36295,2796.139,1516057.526272,1874737.23392,179854.573568,0
5,CALIFORNIA,2008,1507467,1313.5717,CA,6,6,2007,36250311,3742151,339.44113,43629.234,53954.184,5131.4014,12304.846069,1980.166,1581573.341184,1955855.990784,186014.892032,0
5,CALIFORNIA,2009,1639923,1518.1027,CA,6,6,2008,36604337,3812579,331.11496,43890.426,54383.672,4633.166,12120.24375,2489.571379,1606579.912704,1990678.28224,169593.97888,0
5,CALIFORNIA,2010,1612044,1755.0922,CA,6,6,2009,36961229,3882345,297.06754,42044.418,51947.996,4670.562,10979.98175,2829.285746,1554013.356032,1920061.800448,172629.721088,0
5,CALIFORNIA,2011,1586699,1478.9308,CA,6,6,2010,37327690,3932188,312.68826,43625.996,52899.457,4961.9521,11671.930738,2346.617976,1628457.664512,1974614.491136,185218.203648,0
5,CALIFORNIA,2012,1541159,2255.5544,CA,6,6,2011,37672654,3972454,267.75156,46132.668,54417.637,4875.1548,10086.912,3476.167897,1737940.00896,2050056.781824,183660.019712,0
5,CALIFORNIA,2013,1501945,2327.6563,CA,6,6,2012,38019006,4011541,280.78214,48722.934,56405.926,5382.9229,10675.058041,3496.011682,1852397.453312,2144497.303552,204653.379584,0
5,CALIFORNIA,2014,1517902,2439.6125,CA,6,6,2013,38347383,4009760,312.48029,49191.859,59007.188,5511.8403,11982.801776,3703.092591,1886379.04896,2262771.171328,211364.6592,0
5,CALIFORNIA,2015,1539822,2400.0354,CA,6,6,2014,38701278,3987316,347.20511,52221.492,61888.453,5908.4487,13437.281422,3695.627259,2021038.4896,2395162.279936,228664.508416,0
5,CALIFORNIA,2016,1530131,2586.3943,CA,6,6,2015,39032444,3927331,382.68512,55644.668,65426.91,6118.1187,14937.135906,3957.522061,2171947.450368,2553772.244992,238805.123072,0
5,CALIFORNIA,2017,1536241,2876.4187,CA,6,6,2016,39296476,3853557,399.32788,57610.504,67634.5,6185.8506,15692.178,4418.872525,2263889.739776,2657797.537792,243082.133504,0
6,COLORADO,1991,131390,2261.207,CO,8,8,1990,3307618,335310,118.30266,19853.32,22847.41,2001.0724,391.3,297.1,65667.198976,75570.50367999999,6618.783232,0
6,COLORADO,1992,134262,2478.7356,CO,8,8,1991,3387119,335684,117.03162,20548.998,23549.867,2087.9807,396.4,332.8,69601.902592,79766.20032,7072.239104,0
6,COLORADO,1993,136715,2723.1833,CO,8,8,1992,3495939,340195,118.13707,21624.834,24972.434,2167.2397,413,372.3,75599.101952,87302.10304,7576.538112,0
6,COLORADO,1994,135947,2826.1013,CO,8,8,1993,3613734,348496,117.99429,22639.215,26470.877,2271.1321,426.4,384.2,81812.103168,95658.704896,8207.266815999999,0
6,COLORADO,1995,135279,3004.1619,CO,8,8,1994,3724168,354907,119.22126,23625.09,28061.783,2347.2375,444,406.4,87983.80031999999,104506.793984,8741.507072,0
6,COLORADO,1996,135335,3195.7734,CO,8,8,1995,3826653,361516,126.03703,24995.42,29453.389,2415.6467,482.3,432.5,95648.800768,112707.895296,9243.841536,0
6,COLORADO,1997,136086,3269.2561,CO,8,8,1996,3919972,366755,131.04686,26335.852,30888.232,2577.125,513.7,444.9,103235.796992,121081.004032,10102.257664,0
6,COLORADO,1998,137682,3360.6426,CO,8,8,1997,4018293,378107,134.65916,27675.383,34013.273,2730.2859,541.1,462.7,111207.800832,136675.295232,10971.088896,0
6,COLORADO,1999,139730,3471.6953,CO,8,8,1998,4116639,395086,137.05356,29903.326,36530.215,2943.3909,564.2,485.1,123101.200384,150381.707264,12116.877312,0
6,COLORADO,2000,141727,3491.1584,CO,8,8,1999,4226018,415381,141.97539,31476.559,38860.883,3127.3384,599.990516,494.791409,133020.499968,164226.793472,13216.188416,0
6,COLORADO,2001,141492,3222.7747,CO,8,8,2000,4326921,433665,147.20692,34187.102,41739.957,3248.5767,636.95273,455.996844,147924.893696,180605.50144,14056.334336,0
6,COLORADO,2002,147724,3408.5391,CO,8,8,2001,4425687,453712,144.87386,35022.766,42382.555,3140.7607,641.166356,503.523023,154999.799808,187571.912704,13900.023808,0
6,COLORADO,2003,156258,3962.6069,CO,8,8,2002,4490406,464101,118.49054,34608.031,42526.844,2818.0505,532.070639,619.18905,155404.107776,190962.794496,12654.190592,0
6,COLORADO,2004,161181,4699.8335,CO,8,8,2003,4528732,466666,114.18529,34934.922,43386.031,3219.7893,517.114555,757.523831,158210.899968,196483.710976,14581.562368,0
6,COLORADO,2005,162711,4636.1206,CO,8,8,2004,4575013,471390,119.71368,35870.063,44585.711,3427.4922,547.691657,754.347817,164105.99424,203980.210176,15680.821248,0
6,COLORADO,2006,158876,5159.2671,CO,8,8,2005,4631888,472661,126.20668,37840.508,47476.945,3718.4709,584.5752220000001,819.683715,175273.00096,219907.899392,17223.540736,0
6,COLORADO,2007,157382,5009.7036,CO,8,8,2006,4720423,477387,132.03622,40139.539,48979.914,3947.8425,623.2668,788.437172,189475.602432,231205.912576,18635.487232,0
6,COLORADO,2008,164638,5531.0176,CO,8,8,2007,4803868,475931,143.06165,42023.531,51217.789,4087.5898,687.249267,910.615685,201875.505152,246043.492352,19636.242432,0
6,COLORADO,2009,171564,5956.3081,CO,8,8,2008,4889730,481504,160.96837,42689.063,52266.035,3834.2529,787.091827,1021.888005,208737.992704,255566.790656,18748.461056,0
