newid,state,fy,x2,x1fte,state_abbrev,state_fips,fips,year,state_pop_total,state_pop_1824,y_pop,x3_pop,x4_pop,x5_pop,y,x1,x3,x4,x5,MD
27,NEBRASKA,2010,83206,3472.1035,NE,31,31,2009,1812683,183325,334.49896,39264.172,47901.535,4065.2939,606.340562,288.899846,71173.496832,86830.301184,7369.089024,0
27,NEBRASKA,2011,84384,4565.771,NE,31,31,2010,1829956,182867,338.62915,40910.383,50172.133,4262.6973,619.676438,385.278034,74864.197632,91812.79846400001,7800.548864,0
27,NEBRASKA,2012,83861,4934.686,NE,31,31,2011,1841641,184260,316.29749,45401.68,54089.477,4411.752,582.506406,413.827693,83613.597696,99613.401088,8124.862976,0
27,NEBRASKA,2013,81175,5250.7251,NE,31,31,2012,1854862,186269,326.96091,46522.977,55135.641,4689.2002,606.467348,426.227609,86293.700608,102269.001728,8697.819136,0
27,NEBRASKA,2014,79704,5553.9204,NE,31,31,2013,1867414,188025,339.33511,46542.383,57622.094,4918.749,633.679158,442.669662,86913.900544,107604.303872,9185.340415999999,0
27,NEBRASKA,2015,78469,5608.0308,NE,31,31,2014,1880920,190444,356.82422,48911.703,59099.641,5091.625,671.157788,440.056581,91999.002624,111161.696256,9576.93952,0
27,NEBRASKA,2016,76442,6030.9614,NE,31,31,2015,1893564,191541,372.2121,50532.965,60905.258,5125.0366,704.807402,461.018751,95687.401472,115328,9704.585215999999,0
27,NEBRASKA,2017,76899,6110.1577,NE,31,31,2016,1907603,192453,373.86572,49659.598,60910.891,5145.0254,713.187359,469.86502,94730.797056,116193.796096,9814.66624,0
28,NEVADA,1991,30620,1303.0699,NV,32,32,1990,1220695,119050,116.4091,20515.607,25378.984,2042.8838,142.1,39.9,25043.300352,30979.999744,2493.737984,0
28,NEVADA,1992,33544,918.19702,NV,32,32,1991,1296171,121970,130.22974,21228.141,25294.195,2085.2356,168.8,30.8,27515.29984,32785.60256,2702.821888,0
28,NEVADA,1993,35131,1044.6614,NV,32,32,1992,1351367,121697,135.86243,22554.422,26677.877,2308.2183,183.6,36.7,30479.300608,36051.603456,3119.24992,0
28,NEVADA,1994,34672,1121.9427,NV,32,32,1993,1411215,122701,121.24304,23360.014,28372.076,2430.4844,171.1,38.9,32966.00064,40039.100416,3429.936128,0
28,NEVADA,1995,34903,1206.2001,NV,32,32,1994,1499298,127854,115.18724,24335.057,30129.301,2619.636,172.7,42.1,36485.500928,45172.801536,3927.614976,0
28,NEVADA,1996,36584,1134.3757,NV,32,32,1995,1581578,133550,126.39275,25378.643,31139.344,2697.3679,199.9,41.5,40138.30144,49249.30048,4266.09792,0
28,NEVADA,1997,39601,1540.3651,NV,32,32,1996,1666320,139892,128.66676,26666.605,32657.953,2740.9736,214.4,61,44435.099648,54418.599936,4567.339008,0
28,NEVADA,1998,42013,1617.218,NV,32,32,1997,1764104,150268,151.58952,27533.92,34347.973,2700.6011,267.419694,67.944182,48572.698624,60593.39776,4764.141056,0
28,NEVADA,1999,44199,1708.6753,NV,32,32,1998,1853191,160321,142.59535,29290.723,35244.613,2854.9346,264.256424,75.521737,54281.302016,65315.00032,5290.7392,0
28,NEVADA,2000,46809,1808.4448,NV,32,32,1999,1934718,170888,144.64075,30292.426,36974.328,3010.6836,279.839062,84.651495,58607.300608,71534.895104,5824.823808,0
28,NEVADA,2001,48107,1892.0386,NV,32,32,2000,2018741,182316,141.23027,31871.15,37957.867,2935.9861,285.107338,91.02029899999999,64339.59936,76627.099648,5926.995456,0
28,NEVADA,2002,49953,1998.4066,NV,32,32,2001,2098399,190232,148.34837,32340.084,38327.602,3065.4629,311.294069,99.826403,67862.40102400001,80426.5984,6432.564224,0
28,NEVADA,2003,54037,2061.1184,NV,32,32,2002,2173791,195507,147.39342,32030.08,38979.598,3001.1497,320.402489,111.376653,69626.69977599999,84733.50143999999,6523.872256,0
28,NEVADA,2004,57219,2092.8171,NV,32,32,2003,2248850,202535,191.84293,32995.621,40366.762,3544.7441,431.425976,119.74891,74202.202112,90778.796032,7971.597824,0
28,NEVADA,2005,59746,2232.239,NV,32,32,2004,2346222,211757,193.17931,35163.422,44505.848,3854.5242,453.241527,133.367358,82501.197824,104420.59776,9043.569664000001,0
28,NEVADA,2006,60948,2322.9724,NV,32,32,2005,2432143,220418,203.60815,38102.652,48457.719,4014.5046,495.204161,141.58052,92671.09888000001,117856.100352,9763.849216000001,0
28,NEVADA,2007,61323,2361.7297,NV,32,32,2006,2522658,229614,208.79541,39792.832,50571.938,4140.0361,526.719406,144.828351,100383.70304,127575.703552,10443.895808,0
28,NEVADA,2008,63324,2531.2532,NV,32,32,2007,2601072,237590,211.65149,40200.578,50594.445,4070.5305,550.5207810000001,160.289079,104564.596736,131599.794176,10587.743232,0
28,NEVADA,2009,65665,2720.8313,NV,32,32,2008,2653630,244687,208.62608,38733.922,48752.992,3818.4658,553.6164240000001,178.663389,102785.499136,129372.397568,10132.795392,0
28,NEVADA,2010,68799,2807.8486,NV,32,32,2009,2684665,246657,192.37843,36078.469,45111.59,3775.1677,516.471637,193.17718,96858.60352,121109.504,10135.06048,0
28,NEVADA,2011,69169,3109.6604,NV,32,32,2010,2702797,248676,181.20638,37222.848,45729.703,3779.1665,489.764038,215.092101,100605.796352,123598.102528,10214.320128,0
28,NEVADA,2012,65238,3583.1689,NV,32,32,2011,2718170,249036,152.94418,38474.195,46596.461,3907.1475,415.728288,233.758774,104579.39968,126657.101824,10620.291072,0
28,NEVADA,2013,65917,3679.9915,NV,32,32,2012,2752410,252168,152.92361,39538.113,46520.32,3930.2949,420.908477,242.573993,108825.100288,128042.999808,10817.782784,0
28,NEVADA,2014,64497,3918.5938,NV,32,32,2013,2786547,252659,154.36826,39136.285,46875.723,3946.8069,430.15439,252.737535,109055.09888,130621.39904,10997.962752,0
28,NEVADA,2015,66924,4006.2429,NV,32,32,2014,2831730,252374,152.4493,41298.18,47728.137,4184.8262,431.695239,268.1138,116945.297408,135153.197056,11850.297344,0
28,NEVADA,2016,68959,4134.6128,NV,32,32,2015,2883057,249328,163.18465,43845.125,50027.594,4360.3721,470.470653,285.118748,126407.999488,144232.398848,12571.201536,0
28,NEVADA,2017,69104,4339.792,NV,32,32,2016,2939254,248356,165.66516,44669.16,51446.762,4546.0313,486.931992,299.896975,131294.0032,151215.095808,13361.94048,0
29,NEW HAMPSHIRE,1991,26160,3639.1438,NH,33,33,1990,1112384,118116,62.92791,20682.158,21366.543,1901.9835,70,95.2,23006.500864,23767.799808,2115.736064,0
29,NEW HAMPSHIRE,1992,27612,4041.7209,NH,33,33,1991,1109929,111315,64.328438,21435.875,22310.074,2246.6931,71.40000000000001,111.6,23792.300032,24762.599424,2493.669888,0
29,NEW HAMPSHIRE,1993,28432,4308.5254,NH,33,33,1992,1117784,107362,62.892296,22337.232,23557.146,2309.7888,70.3,122.5,24968.200192,26331.8016,2581.844992,0
29,NEW HAMPSHIRE,1994,28719,4547.5122,NH,33,33,1993,1129458,104603,67.28891,22831.039,24225.867,2204.1768,76,130.6,25786.699776,27362.0992,2489.524992,0
29,NEW HAMPSHIRE,1995,28432,4888.8574,NH,33,33,1994,1142560,100859,70.630867,24088.275,25547.979,2277.8875,80.7,139,27522.299904,29190.098944,2602.622976,0
29,NEW HAMPSHIRE,1996,27863,5742.3823,NH,33,33,1995,1157561,98057,68.074165,25227.871,27536.777,2262.3232,78.8,160,29202.80064,31875.500032,2618.777088,0
29,NEW HAMPSHIRE,1997,27863,6065.3916,NH,33,33,1996,1174719,96143,72.102348,26339.49,29420.314,2342.3337,84.7,169,30941.499392,34560.602112,2751.584,0
29,NEW HAMPSHIRE,1998,27027,6475.0063,NH,33,33,1997,1189425,96066,71.210876,27974.861,32128.885,2406.9277,84.7,175,33273.99936,38214.897664,2862.860032,0
29,NEW HAMPSHIRE,1999,27018,6588.2007,NH,33,33,1998,1205940,98111,72.640427,30293.051,33631.691,2578.9741,87.59999999999999,178,36531.601408,40557.801472,3110.087936,0
29,NEW HAMPSHIRE,2000,28862,6208.856,NH,33,33,1999,1222014,101020,78.804337,31881.467,34271.293,2682.7637,96.3,179.2,38959.599616,41879.998464,3278.374912,0
29,NEW HAMPSHIRE,2001,26506,7300.2339,NH,33,33,2000,1239882,103843,82.704796,35380.141,36475.648,3622.978,102.54419,193.5,43867.201536,45225.500672,4492.06528,0
29,NEW HAMPSHIRE,2002,27455,7474.0483,NH,33,33,2001,1255517,107717,71.825569,36792.492,37139.84,2866.4382,90.178225,205.2,46193.598464,46629.699584,3598.86208,0
29,NEW HAMPSHIRE,2003,28068,5896.5537,NH,33,33,2002,1269089,111142,73.54425,37077.305,38357.039,3465.5403,93.334203,165.504463,47054.401536,48678.498304,4398.078976,0
29,NEW HAMPSHIRE,2004,30495,5171.1099,NH,33,33,2003,1279840,114468,77.396965,37536.492,40144.391,3179.8279,99.055727,157.69299,48040.701952,51378.397184,4069.670912,0
29,NEW HAMPSHIRE,2005,30885,6515.939,NH,33,33,2004,1290121,117460,78.904839,39484.516,41954.746,3348.3501,101.796786,201.24477,50939.8016,54126.698496,4319.776768,0
29,NEW HAMPSHIRE,2006,31720,6818.9404,NH,33,33,2005,1298492,120104,79.387177,40723.238,43398.109,3478.6638,103.083613,216.296796,52878.798848,56352.100352,4517.017088,0
29,NEW HAMPSHIRE,2007,32092,8013.0776,NH,33,33,2006,1308389,121400,82.650993,43248.375,45408.211,3624.8555,108.139652,257.15568,56585.699328,59411.603456,4742.721024,0
29,NEW HAMPSHIRE,2008,32982,8491.958,NH,33,33,2007,1312540,121926,89.086189,44670.105,46271.121,3781.0688,116.929188,280.081775,58631.299072,60732.698624,4962.804224,0
29,NEW HAMPSHIRE,2009,34311,8634.3398,NH,33,33,2008,1315906,122815,92.511749,45693.996,46294.109,3790.2737,121.736762,296.25285,60129.001472,60918.697984,4987.643904,0
29,NEW HAMPSHIRE,2010,39171,8392.5898,NH,33,33,2009,1316102,123384,97.179016,44892.035,47061.246,3814.0522,127.897496,328.746132,59082.498048,61937.401856,5019.681792,0
29,NEW HAMPSHIRE,2011,39036,9145.2939,NH,33,33,2010,1316700,123515,92.002869,46787.121,48721.5,4033.792,121.140173,356.995679,61604.601856,64151.601152,5311.293952,0
29,NEW HAMPSHIRE,2012,39099,9971.5479,NH,33,33,2011,1318345,125305,54.408352,48993.02,49630.785,3998.1001,71.72898000000001,389.877552,64589.70112,65430.499328,5270.875136,0
29,NEW HAMPSHIRE,2013,39224,10610.874,NH,33,33,2012,1320923,126746,56.008785,51122.434,51243.867,4202.4829,73.983294,416.200931,67528.79820799999,67689.20166399999,5551.156224,0
29,NEW HAMPSHIRE,2014,36988,10995.403,NH,33,33,2013,1322622,127900,73.612068,50899.199,53062.703,4345.0493,97.36094199999999,406.697961,67320.40192,70181.896192,5746.857984,0
29,NEW HAMPSHIRE,2015,38398,11033.189,NH,33,33,2014,1328684,129151,84.43412,52853.199,54444.926,4654.0161,112.186262,423.652408,70225.199104,72340.103168,6183.716864,0
29,NEW HAMPSHIRE,2016,36640,11375.938,NH,33,33,2015,1330134,128629,84.389771,55041.375,57162.133,4835.2549,112.249707,416.814355,73212.403712,76033.29433600001,6431.537152,0
29,NEW HAMPSHIRE,2017,38156,11017.884,NH,33,33,2016,1335015,128104,84.569534,56790.895,58784.285,4949.1841,112.901598,420.398363,75816.697856,78477.901824,6607.235072,0
30,NEW JERSEY,1991,164366,2171.3735,NJ,34,34,1990,7762963,783244,126.67851,24753.885,27612.781,2776.7693,983.400588,356.9,192163.495936,214357.000192,21555.95776,0
30,NEW JERSEY,1992,170066,2370.2563,NJ,34,34,1991,7814676,750815,133.46272,25072.492,28397.211,2999.9441,1042.967926,403.1,195933.405184,221915.004928,23443.591168,0
30,NEW JERSEY,1993,170534,2517.9729,NJ,34,34,1992,7880508,724234,138.92741,26712.77,29284.217,3074.6689,1094.818624,429.4,210510.200832,230774.505472,24229.953536,0
30,NEW JERSEY,1994,167375,2631.2173,NJ,34,34,1993,7948915,707063,145.06717,27374.303,30241.789,3198.1282,1153.126538,440.4,217596.002304,240389.40672,25421.64992,0
30,NEW JERSEY,1995,167778,2969.4001,NJ,34,34,1994,8014306,690665,145.09317,28110.295,31390.441,3256.3401,1162.821035,498.2,225284.5056,251572.600832,26097.3056,0
30,NEW JERSEY,1996,165748,3248.3047,NJ,34,34,1995,8083242,678813,153.69609,29587.744,32594.348,3395.8359,1242.3627,538.4,239164.899328,263468.007424,27449.36448,0
30,NEW JERSEY,1997,164684,3517.7942,NJ,34,34,1996,8149596,669208,155.86516,31052.129,34135.566,3362.5422,1270.238076,579.3244,253062.299648,278191.079424,27403.360256,0
30,NEW JERSEY,1998,166289,3675.1865,NJ,34,34,1997,8218808,668704,152.47667,32803.527,37462.328,3651.3623,1253.176408,611.1431,269605.896192,307895.697408,30009.84576,0
30,NEW JERSEY,1999,169192,3687.3789,NJ,34,34,1998,8287418,672168,161.16861,34660.25,38606.258,3810.1008,1335.671668,623.874995,287243.993088,319946.194944,31575.898112,0
30,NEW JERSEY,2000,171563,3920.1726,NJ,34,34,1999,8359592,674900,167.70306,35989.148,40271.094,3928.1748,1401.929153,672.556561,300854.607872,336649.91232,32837.9392,0
30,NEW JERSEY,2001,178671,4825.9268,NJ,34,34,2000,8430621,679480,158.57509,39256.563,42939.531,4261.499,1336.886486,862.253135,330957.193216,362006.904832,35927.085056,0
30,NEW JERSEY,2002,188839,4872.2153,NJ,34,34,2001,8492671,690374,166.0621,40305.824,44009.195,4077.4927,1410.310753,920.064316,342304.096256,373755.609088,34628.804608,0
30,NEW JERSEY,2003,194846,5410.1484,NJ,34,34,2002,8552643,698237,184.8264,40625.664,45405.578,4323.459,1580.754185,1054.145792,347456.79872,388337.696768,36977.000448,0
30,NEW JERSEY,2004,201756,5798.3999,NJ,34,34,2003,8601402,707974,189.2124,41425.211,47108.426,4599.0498,1627.492,1169.861987,356314.906624,405198.503936,39558.275072,0
30,NEW JERSEY,2005,226969,5553.3115,NJ,34,34,2004,8634561,715500,202.05788,43207.594,48976.328,4928.7222,1744.681,1260.429527,373078.58944,422889.095168,42557.353984,0
30,NEW JERSEY,2006,228080,5966.1255,NJ,34,34,2005,8651974,720555,214.70984,44775.066,50944.883,5467.8477,1857.664,1360.75385,387392.700416,440773.804032,47307.677696,0
30,NEW JERSEY,2007,229968,6348.8867,NJ,34,34,2006,8661679,729181,210.84088,48015.043,53622.273,5937.3677,1826.236,1460.040782,415890.898944,464458.907648,51427.57376,0
30,NEW JERSEY,2008,238040,6725.5952,NJ,34,34,2007,8677885,738538,218.33707,50722.68,55375.129,6198.6182,1894.704,1600.960729,440165.597184,480538.984448,53790.896128,0
30,NEW JERSEY,2009,246215,7390.7549,NJ,34,34,2008,8711090,751070,213.96713,52004.848,56838.102,5845.4136,1863.887,1819.714745,453018.91072,495121.825792,50919.923712,0
30,NEW JERSEY,2010,268066,7309.5869,NJ,34,34,2009,8755602,761463,218.84549,50149.367,55565.887,5836.1187,1916.123966,1959.451758,439087.890432,486512.787456,51098.730496,0
30,NEW JERSEY,2011,277147,7827.7212,NJ,34,34,2010,8803708,769955,224.85696,51394.98,56243.23,6037.2222,1979.575,2169.429461,452466.409472,495148.990464,53149.94176,0
30,NEW JERSEY,2012,278868,8165.4487,NJ,34,34,2011,8844694,780839,212.96379,53593.203,56430.996,6088.4526,1883.599521,2277.082291,474015.49824,499114.901504,53850.50112,0
30,NEW JERSEY,2013,276052,8408.9346,NJ,34,34,2012,8882095,790537,198.37741,55354.281,58516.125,6327.2729,1762.007,2321.303085,491661.983744,519745.798144,56199.438336,0
30,NEW JERSEY,2014,274341,9258.9531,NJ,34,34,2013,8913735,798705,204.4099,55696.629,59872.402,6466.1479,1822.055586,2540.110583,496464.986112,533686.714368,57637.527552,0
30,NEW JERSEY,2015,270053,10081.509,NJ,34,34,2014,8943010,801498,202.2394,58154.852,61130.035,6674.8242,1808.629,2722.541708,520079.409152,546686.5008639999,59693.019136,0
30,NEW JERSEY,2016,268296,10262.839,NJ,34,34,2015,8960001,797915,209.05478,60501.926,63580.293,6722.9761,1873.131,2753.478506,542097.309696,569679.478784,60237.873152,0
30,NEW JERSEY,2017,266194,10657.144,NJ,34,34,2016,8978416,792942,209.38916,61975.285,64869.734,6908.4009,1879.983,2836.867677,556439.896064,582427.475968,62026.498048,0
31,NEW MEXICO,1991,63068,446.01526,NM,35,35,1990,1521574,152078,210.04565,15313.944,17482.094,1751.7274,319.6,28.12929,23301.300224,26600.300544,2665.382912,0
31,NEW MEXICO,1992,66788,464.80301,NM,35,35,1991,1555305,153205,215.52043,16033.575,19478.688,1825.9139,335.2,31.043263,24937.099264,30295.300096,2839.853056,0
31,NEW MEXICO,1993,68746,491.6134,NM,35,35,1992,1595442,155851,219.12424,16799.607,20457.277,1972.7435,349.6,33.796456,26802.80064,32638.400512,3147.397888,0
31,NEW MEXICO,1994,71081,608.24402,NM,35,35,1993,1636453,159050,229.76523,17615.598,22534.164,2124.7429,376,43.234593,28827.099136,36876.099584,3477.04192,0
31,NEW MEXICO,1995,68571,700.05902,NM,35,35,1994,1682398,163818,246.37453,18290.736,24776.836,2150.3342,414.5,48.003746,30772.299776,41684.50048,3617.718016,0
31,NEW MEXICO,1996,70940,666.73499,NM,35,35,1995,1720394,167666,256.85977,19222.689,24497.818,2253.6768,441.9,47.298179,33070.600192,42145.898496,3877.211904,0
31,NEW MEXICO,1997,62808,736.76605,NM,35,35,1996,1752326,170312,224.15921,19825.82,25413.137,2422.2246,392.8,46.274803,34741.301248,44532.10112,4244.527104,0
31,NEW MEXICO,1998,67591,637.66699,NM,35,35,1997,1774839,171773,219.79459,20576.516,29586.402,2580.7952,390.1,43.100549,36520.001536,52511.100928,4580.495872,0
31,NEW MEXICO,1999,72092,587.99469,NM,35,35,1998,1793484,174618,267.35672,21389.205,28259.133,2491.7996,479.5,42.389714,38361.198592,50682.302464,4469.002752,0
31,NEW MEXICO,2000,67277,784.90021,NM,35,35,1999,1808082,176425,303.89142,21722.412,29364.156,2655.0667,549.4606,52.805732,39275.900928,53092.80256,4800.578048,0
31,NEW MEXICO,2001,66847,802.66266,NM,35,35,2000,1821204,178009,235.64488,23237.1,30327.684,2825.8047,429.1574,53.655592,42319.499264,55232.897024,5146.366976,0
31,NEW MEXICO,2002,68579,837.39417,NM,35,35,2001,1831690,184493,259.25812,24737.975,30565.326,2662.9038,474.8805,57.427655,45312.299008,55986.200576,4877.61408,0
31,NEW MEXICO,2003,75847,787.36908,NM,35,35,2002,1855309,191116,330.04562,25381.217,31291.553,2540.856,612.3366,59.719584,47089.999872,58055.499776,4714.073088,0
31,NEW MEXICO,2004,79634,1109.5383,NM,35,35,2003,1877574,197243,338.72693,26202.535,33498.492,2899.5703,635.9849,88.35697500000001,49197.19936,62895.898624,5444.157952,0
31,NEW MEXICO,2005,79219,1150.8728,NM,35,35,2004,1903808,201894,349.2515,27452.559,36632.211,3187.9937,664.907812,91.170995,52264.398848,69740.69964799999,6069.327872,0
31,NEW MEXICO,2006,79645,1571.9087,NM,35,35,2005,1932274,202928,382.77002,28897.713,38133.414,3609.4548,739.616539,125.194667,55838.298112,73684.205568,6974.455808,0
31,NEW MEXICO,2007,83224,1259.4875,NM,35,35,2006,1962137,202027,361.42871,30551.535,39460.086,3799.2866,709.172623,104.81959,59946.299392,77426.098176,7454.721024,0
31,NEW MEXICO,2008,85203,1985.5688,NM,35,35,2007,1990070,201915,389.83682,31867.422,40487.418,3892.6973,775.802566,169.176418,63418.400768,80572.79283200001,7746.740224,0
31,NEW MEXICO,2009,89450,2148.1003,NM,35,35,2008,2010662,201729,351.18304,33442.766,41640.121,3480.7385,706.110405,192.147573,67242.098688,83724.20608,6998.588928,0
31,NEW MEXICO,2010,98709,2067.0623,NM,35,35,2009,2036802,202410,341.8407,32728.66,40267.734,3214.9045,696.261841,204.037648,66661.80198400001,82017.40287999999,6548.12416,0
31,NEW MEXICO,2011,92078,2763.1672,NM,35,35,2010,2064607,204678,330.39288,33541.59,40680.48,3511.3652,682.131478,254.426923,69250.203648,83989.20089599999,7249.589248,0
31,NEW MEXICO,2012,97719,2904.2712,NM,35,35,2011,2077744,207630,348.80676,35047.773,41691.855,3635.1479,724.731188,283.802484,72820.30182399999,86625.001472,7552.906752,0
31,NEW MEXICO,2013,101239,2943.0105,NM,35,35,2012,2083590,209912,361.0947,35793.223,42043.59,3679.2939,752.373324,297.947443,74578.403328,87601.60256,7666.14016,0
31,NEW MEXICO,2014,98630,3174.9055,NM,35,35,2013,2085161,210212,369.56775,35207.016,42400.18,3968.2581,770.608265,313.140932,73412.29670399999,88411.20153599999,8274.457087999999,0
31,NEW MEXICO,2015,96110,3230.7637,NM,35,35,2014,2083207,208405,426.32135,37308.965,44393.43,4154.8843,888.115652,310.508698,77722.29631999999,92480.70041600001,8655.483904000001,0
31,NEW MEXICO,2016,93379,2987.7078,NM,35,35,2015,2082264,204928,432.1846,38406.945,43687.543,3896.9299,899.922404,278.989156,79973.400576,90968.997888,8114.43712,0
31,NEW MEXICO,2017,89020,3244.4814,NM,35,35,2016,2085432,201923,409.93408,38961.902,43656.949,4133.0459,854.88968,288.823746,81252.40115200001,91043.602432,8619.186175999999,0
32,NEW YORK,1991,437920,1337.0022,NY,36,36,1990,18020784,1967541,128.08543,23989.955,27367.949,3343.4712,2308.2,585.5,432317.792256,493191.888896,60251.971584,0
32,NEW YORK,1992,435353,1737.6704,NY,36,36,1991,18122510,1902530,127.44372,23867.699,27442.998,3532.7834,2309.6,756.5,432542.613504,497335.99232,64022.904832,0
32,NEW YORK,1993,440713,1979.2926,NY,36,36,1992,18246653,1848612,125.05856,25060.564,28482.15,3678.6699,2281.9,872.3,457271.410688,519703.92064,67123.412992,0
32,NEW YORK,1994,442730,2000.0903,NY,36,36,1993,18374954,1813892,130.57448,25581.229,29252.002,3811.137,2399.3,885.5,470053.912576,537504.186368,70029.46764800001,0
32,NEW YORK,1995,443289,1968.4675,NY,36,36,1994,18459470,1766974,135.85439,26259.184,30083.301,3863.6267,2507.8,872.6,484730.601472,555321.786368,71320.502272,0
32,NEW YORK,1996,431677,2566.0391,NY,36,36,1995,18524104,1722836,120.63741,27575.871,31453.955,3913.5588,2234.7,1107.7,510818.287616,582656.32768,72495.169536,0
32,NEW YORK,1997,425953,2650.762,NY,36,36,1996,18588460,1688017,120.1283,28936.318,33362.281,4059.9629,2233,1129.1,537881.608192,620153.40544,75468.455936,0
32,NEW YORK,1998,436396,2577.4756,NY,36,36,1997,18656546,1687002,121.80175,30442.709,38502.438,4206.8174,2272.4,1124.8,567955.816448,718322.532352,78484.6848,0
32,NEW YORK,1999,444092,2840.6311,NY,36,36,1998,18755906,1716233,184.67458,32021.971,39732.746,4380.1616,3463.73897,1261.5015,600601.06752,745223.684096,82153.897984,0
32,NEW YORK,2000,422431,2965.8445,NY,36,36,1999,18882725,1745503,148.76945,33672.852,42034.246,4600.4053,2809.17282,1252.86467,635835.1872,793721.110528,86868.189184,0
32,NEW YORK,2001,451855,2863.8665,NY,36,36,2000,19001780,1770901,161.68802,36027.684,44135.883,5016.5688,3072.36024,1294.052432,684590.104576,838660.325376,95323.742208,0
32,NEW YORK,2002,466866,2882.5601,NY,36,36,2001,19082838,1802422,167.62389,37194.012,45965.348,4657.4893,3198.739337,1345.769328,709767.33184,877149.290496,88878.11276800001,0
32,NEW YORK,2003,483616,2925.4683,NY,36,36,2002,19137800,1817402,174.91783,37008,46337.234,4605.9961,3347.542594,1414.803263,708251.680768,886792.716288,88148.63155200001,0
32,NEW YORK,2004,489692,3632.9053,NY,36,36,2003,19175939,1837040,163.59352,37459.379,47209.195,5289.2461,3137.059241,1779.00468,718318.7312639999,905280.618496,101426.25792,0
32,NEW YORK,2005,497971,3579.0969,NY,36,36,2004,19171567,1847979,182.64114,39185.363,49823.363,5795.4375,3501.516886,1782.286506,751244.804096,955191.984128,111107.620864,0
32,NEW YORK,2006,500182,3653.3474,NY,36,36,2005,19132610,1855760,201.77066,40904.664,53053.207,6463.3594,3860.399439,1827.338578,782613.020672,1015046.340608,123660.935168,0
32,NEW YORK,2007,508909,3732.0818,NY,36,36,2006,19104631,1869014,226.14554,44178.754,56080.285,7015.4341,4320.427087,1899.290031,844018.81088,1071393.144832,134027.280384,0
32,NEW YORK,2008,526538,3774.6748,NY,36,36,2007,19132335,1898728,242.07297,47520.348,57959.262,7227.9697,4631.421134,1987.509682,909175.226368,1108895.98976,138287.939584,0
32,NEW YORK,2009,547845,3936.6816,NY,36,36,2008,19212436,1936825,248.80708,48328.172,57214.73,7052.4575,4780.190211,2156.691362,928501.9238399999,1099234.34496,135494.885376,0
32,NEW YORK,2010,572355,4174.3062,NY,36,36,2009,19307066,1968102,256.55533,47276.938,59709.336,7056.3491,4953.330488,2389.185067,912778.985472,1152812.056576,136237.400064,0
32,NEW YORK,2011,578830,4285.022,NY,36,36,2010,19405185,1984496,265.42596,48959.547,62557.863,7458.522,5150.639926,2480.299392,950069.100544,1213946.92096,144733.995008,0
32,NEW YORK,2012,577136,4565.0034,NY,36,36,2011,19526372,1996373,244.68771,51424.313,63302.152,7770.6665,4777.863314,2634.627928,1004130.271232,1236061.3888,151732.928512,0
32,NEW YORK,2013,571693,4889.2432,NY,36,36,2012,19625409,1999257,256.38284,53841.996,67384.477,8075.8657,5031.618093,2795.146195,1056671.203328,1322447.929344,158492.164096,0
32,NEW YORK,2014,565719,5255.3188,NY,36,36,2013,19712514,1990407,266.62726,54257.742,68767.555,8425.459,5255.893404,2973.033601,1069556.498432,1355581.35808,166086.98368,0
32,NEW YORK,2015,566235,5533.8149,NY,36,36,2014,19773580,1969993,277.45615,56406.184,72192.047,8731.3105,5486.301148,3133.439662,1115352.203264,1427495.190528,172649.2672,0
32,NEW YORK,2016,556098,5976.2686,NY,36,36,2015,19819347,1930318,282.07666,58670.02,75065.75,8964.3359,5590.57541,3323.391026,1162801.446912,1487754.100736,177667.293184,0
32,NEW YORK,2017,549948,6070.6826,NY,36,36,2016,19836286,1897797,294.0553,60624.684,77613.078,8960.8779,5832.964787,3338.559762,1202568.56064,1539555.196928,177750.540288,0
33,NORTH CAROLINA,1991,224499,994.65924,NC,37,37,1990,6664016,787383,173.13884,17485.328,20957.092,1690.7935,1153.8,223.3,116522.500096,139658.395648,11267.474432,0
33,NORTH CAROLINA,1992,235194,1130.9812,NC,37,37,1991,6784280,786247,162.15428,17967.021,21574.508,1873.3678,1100.1,266,121893.298176,146367.496192,12709.451776,0
33,NORTH CAROLINA,1993,240045,1257.2643,NC,37,37,1992,6897214,779450,177.50645,19236.014,23101.646,1993.1033,1224.3,301.8,132674.904064,159337.005056,13746.860032,0
33,NORTH CAROLINA,1994,239428,1333.5951,NC,37,37,1993,7042818,776515,184.67039,20085.467,23854.896,2118.3625,1300.6,319.3,141458.292736,168005.697536,14919.241728,0
33,NORTH CAROLINA,1995,239043,1448.6934,NC,37,37,1994,7187398,765328,192.75404,20950.922,25223.008,2212.0166,1385.4,346.3,150582.607872,181287.796736,15898.64448,0
33,NORTH CAROLINA,1996,239319,1484.2114,NC,37,37,1995,7344674,756992,191.09085,21986.912,26341.086,2244.6506,1403.5,355.2,161486.700544,193466.69568,16486.227968,0
33,NORTH CAROLINA,1997,239115,1613.8678,NC,37,37,1996,7500670,747797,202.63524,23040.168,27172.904,2365.249,1519.9,385.9,172816.695296,203814.99392,17740.951552,0
33,NORTH CAROLINA,1998,241175,1555.3021,NC,37,37,1997,7656825,752968,215.78134,24251.293,30551.084,2520.3865,1652.2,375.1,185687.90016,233924.296704,19298.158592,0
33,NORTH CAROLINA,1999,254045,1543.0337,NC,37,37,1998,7809121,772831,227.29831,25454.234,31489.754,2595.2122,1775,392,198775.1936,245907.29216,20266.326016,0
