newid,state,fy,x2,___x1,___y,___x3,___x4,___x5,yfte,x1fte,x3fte,x4fte,x5fte,state_abbrev,state_fips,_merge,fips,statename,fte1000,year,academicyear,state_pop_total,state_pop_1824,y_pop,x3_pop,x4_pop,x5_pop,statefips,ln___x1,ln___y,lnx2,ln___x3,lnstate_pop_total,ln___x1_ln___y,ln___x1_lnx2,ln___x1_ln___x3,ln___x1_lnstate_pop_total,ln___y_lnx2,ln___y_ln___x3,ln___y_lnstate_pop_total,lnx2_ln___x3,lnx2_lnstate_pop_total,ln___x3_lnstate_pop_total,ln___x1_2,ln___y_2,lnx2_2,ln___x3_2,lnstate_pop_total_2,y,x1,x3,x4,x5,MD,_est_fe,_est_re_dk,_est_re,_est_re_dk_year
1,ALABAMA,1991,170454,289200000,557100000,64239800320,71609999360,5577587200,3268.3306,1696.6454,376874.69,420113.34,32721.949,AL,1,3,1,ALABAMA,170.45399,1990,1991,4050055,448160,137.55368,15861.464,17681.24,1377.1633,1,19.48263,20.138256,12.046221,24.885889,15.214241,196.1731,117.34603,242.42128,148.20671,121.29494,250.57921,153.19414,149.89046,91.637054,189.30995,189.78644,202.77467,72.555717,309.65375,115.73656,557.1,289.2,64239.80032,71609.99936,5577.5872,0,1,1,1,1
1,ALABAMA,1992,173946,334800000,558000000,67929899008,76043296768,5973761024,3207.8921,1924.7352,390522.91,437166.13,34342.617,AL,1,3,1,ALABAMA,173.946,1991,1992,4099156,449364,136.12558,16571.68,18550.965,1457.3148,1,19.629044,20.13987,12.0665,24.941742,15.226292,197.66319,118.42693,244.79128,149.43877,121.50887,251.16171,153.32776,150.47977,91.864021,189.88512,192.64967,202.80717,72.800209,311.04526,115.91998,558,334.8,67929.89900799999,76043.296768,5973.761024,0,1,1,1,1
1,ALABAMA,1993,180448,358500000,571000000,73039798272,81260101632,6517535232,3164.3464,1986.7219,404769.22,450324.19,36118.633,AL,1,3,1,ALABAMA,180.448,1992,1993,4154014,452062,137.45741,17582.945,19561.826,1568.9729,1,19.697439,20.162899,12.103198,25.014271,15.239586,198.57874,119.201,246.35854,150.09041,122.01778,252.18011,153.63712,151.37634,92.223862,190.60356,193.99455,203.27126,73.243698,312.85687,116.12249,571,358.5,73039.798272,81260.10163200001,6517.535232,0,1,1,1,1
1,ALABAMA,1994,182374,385700000,652700000,76398002176,84562796544,6755333120,3578.9092,2114.8848,418908.41,463677.91,37041.098,AL,1,3,1,ALABAMA,182.37399,1993,1994,4214202,455676,154.88104,18128.699,20066.146,1602.9922,1,19.770571,20.296629,12.113814,25.059223,15.253971,200.63797,119.74851,247.71758,150.78986,122.9348,254.30888,154.80209,151.78139,92.391884,191.12633,195.43773,205.97658,73.372246,313.98233,116.34182,652.7,385.7,76398.00217599999,84562.796544,6755.33312,0,1,1,1,1
1,ALABAMA,1995,179335,398400000,728600000,80848396288,90098499584,7285479936,4062.7876,2221.5408,450823.31,502403.31,40624.977,AL,1,3,1,ALABAMA,179.33501,1994,1995,4260229,452532,171.02367,18977.477,21148.746,1710.1146,1,19.802967,20.406635,12.097011,25.115841,15.264833,202.05597,119.77835,248.68408,151.1445,123.42964,256.26489,155.75194,151.9133,92.32943,191.69456,196.07875,208.21538,73.168831,315.40274,116.50757,728.6,398.4,80848.396288,90098.499584,7285.479936,0,1,1,1,1
1,ALABAMA,1996,177408,406700000,681200000,85473599488,95819104256,7631749120,3839.7366,2292.4558,481791.13,540105.88,43018.066,AL,1,3,1,ALABAMA,177.408,1995,1996,4296800,445782,158.53659,19892.385,22300.107,1776.1472,1,19.823586,20.339367,12.086207,25.171473,15.273381,201.59959,119.79598,249.49442,151.3866,122.9129,255.9859,155.32545,152.11382,92.29863,192.22675,196.48727,206.84492,73.038208,316.80151,116.63808,681.2,406.7,85473.59948800001,95819.10425600001,7631.74912,0,1,1,1,1
1,ALABAMA,1997,180996,439000000,712600000,89349996544,100145897472,7957705216,3937.1035,2425.468,493657.31,553304.5,43966.195,AL,1,3,1,ALABAMA,180.996,1996,1997,4331102,438794,164.53087,20629.854,23122.498,1837.3396,1,19.900009,20.38443,12.10623,25.215828,15.281333,202.82516,120.45704,250.8976,152.04933,123.3893,257.00513,155.75063,152.63431,92.499664,192.66573,198.00519,207.7625,73.280403,317.91898,116.75957,712.6,439,89349.99654399999,100145.897472,7957.705216,0,1,1,1,1
1,ALABAMA,1998,180335,470000000,719200000,93981401088,104087396352,8336956928,3988.1333,2606.2605,521148.97,577189.13,46230.387,AL,1,3,1,ALABAMA,180.33501,1997,1998,4367935,434955,164.65446,21516.209,23829.887,1908.6724,1,19.968243,20.39365,12.102571,25.266363,15.289801,203.61267,120.83354,252.26244,152.65523,123.40781,257.63669,155.90742,152.89398,92.522949,193.15883,199.36536,207.95049,73.236115,319.19455,116.889,719.2,470,93981.401088,104087.396352,8336.956928,0,1,1,1,1
1,ALABAMA,1999,172926,505665103,788000000,99953303552,109404299264,8770410496,4556.8623,2924.1704,578012,632665.44,50717.707,AL,1,3,1,ALABAMA,172.92599,1998,1999,4404701,439758,178.89977,22692.416,24838.076,1991.1477,1,20.041386,20.485008,12.060619,25.327969,15.298182,205.27397,120.85576,253.80379,153.29839,123.53094,259.42181,156.6917,152.73549,92.252777,193.73595,200.82857,209.81778,72.729271,320.75299,117.0172,788,505.665103,99953.303552,109404.299264,8770.410496,0,1,1,1,1
1,ALABAMA,2000,166806,524911621,812248992,103453097984,115030900736,9415089152,4869.4233,3146.8389,620200.13,689608.88,56443.348,AL,1,3,1,ALABAMA,166.806,1999,2000,4430141,440752,183.34608,23352.1,25965.518,2125.2346,1,20.078741,20.515318,12.024587,25.362385,15.303942,205.96088,120.71928,254.62238,153.64194,123.34411,260.15869,156.98262,152.4861,92.011787,194.07224,201.57793,210.43913,72.295341,321.62527,117.10532,812.248992,524.911621,103453.097984,115030.900736,9415.089152,0,1,1,1,1
1,ALABAMA,2001,165833,577524824,803362761,108355100672,119242399744,9829537792,4844.4082,3482.5688,653398.88,719051.06,59273.715,AL,1,3,1,ALABAMA,165.83299,2000,2001,4452173,442244,180.44284,24337.576,26782.967,2207.8069,1,20.174261,20.504316,12.018737,25.40868,15.308903,206.82971,121.23457,256.30066,154.4229,123.21799,260.4938,156.9493,152.69012,91.996834,194.4895,203.50041,210.2135,72.225021,322.80051,117.18125,803.362761,577.524824,108355.100672,119242.399744,9829.537791999999,0,1,1,1,1
1,ALABAMA,2002,173687,596045167,816569084,112154902528,122449297408,9718827008,4701.3828,3431.72,645730,704999.81,55955.984,AL,1,3,1,ALABAMA,173.687,2001,2002,4467634,447963,182.77438,25103.869,27408.086,2175.3857,1,20.205828,20.520622,12.06501,25.443148,15.312369,207.31808,121.89175,257.04993,154.69955,123.79076,261.0546,157.10968,153.48592,92.371948,194.79744,204.13774,210.54797,72.782234,323.67688,117.23433,816.569084,596.045167,112154.902528,122449.297408,9718.827008,0,1,1,1,1
1,ALABAMA,2003,180654,671889084,853896083,115191799808,127792300032,9430347776,4726.6934,3719.2041,637637.69,707387.06,52201.156,AL,1,3,1,ALABAMA,180.65401,2002,2003,4480089,450657,190.59802,25711.945,28524.5,2104.9465,1,20.325603,20.565321,12.104339,25.469864,15.315153,209.00128,123.01399,258.84518,155.64487,124.46481,261.89795,157.48051,154.14793,92.689903,195.03743,206.56508,211.46622,73.257507,324.35699,117.27695,853.896083,671.889084,115191.799808,127792.300032,9430.347776000001,0,1,1,1,1
1,ALABAMA,2004,183167,788033203,858965823,120211103744,133739200512,10535365632,4689.5229,4302.2661,656292.38,730149,57517.816,AL,1,3,1,ALABAMA,183.16701,2003,2004,4503491,456549,190.73332,26692.871,29696.785,2339.3774,1,20.48505,20.571239,12.118154,25.512516,15.320363,210.70143,124.12049,261.31259,156.9192,124.64272,262.41205,157.57942,154.58229,92.827255,195.4305,209.81863,211.58795,73.42482,325.44424,117.35676,858.965823,788.033203,120211.103744,133739.200512,10535.365632,0,1,1,1,1
1,ALABAMA,2005,180517,870762331,882129435,128739901440,146524700672,11686675456,4886.6836,4823.7139,713173.31,811694.75,64740.027,AL,1,3,1,ALABAMA,180.517,2004,2005,4530729,457934,194.69923,28414.832,32340.205,2579.425,1,20.584879,20.597849,12.10358,25.58106,15.326393,212.00211,124.57537,263.2915,157.74597,124.65386,263.4574,157.84537,154.81122,92.752113,196.0327,211.86862,212.1357,73.248329,327.19531,117.44917,882.1294349999999,870.762331,128739.90144,146524.700672,11686.675456,0,1,1,1,1
1,ALABAMA,2006,180985,907599978,1017232186,136327299072,155970404352,12768354304,5620.5332,5014.7803,753251.94,861786.38,70549.242,AL,1,3,1,ALABAMA,180.985,2005,2006,4569805,458170,222.5986,29832.191,34130.648,2794.0698,1,20.626314,20.740351,12.10617,25.638325,15.334981,213.8985,124.85283,264.41208,158.15207,125.54311,265.87393,159.02644,155.19095,92.823944,196.5816,212.72241,215.08107,73.279671,328.66183,117.58082,1017.232186,907.599978,136327.299072,155970.404352,12768.354304,0,1,1,1,1
1,ALABAMA,2007,182504,945639637,1211654323,145175805952,163853598720,13529682944,6639.0562,5181.4736,795466.44,897808.25,74133.625,AL,1,3,1,ALABAMA,182.504,2006,2007,4628981,459114,261.754,31362.367,35397.336,2922.821,1,20.667372,20.915253,12.114528,25.701212,15.347847,216.13165,125.18772,265.58826,158.59982,126.6892,268.77368,160.50204,155.67902,92.965958,197.22914,213.57013,218.72389,73.38089,330.27615,117.77821,1211.654323,945.639637,145175.805952,163853.59872,13529.682944,0,1,1,1,1
1,ALABAMA,2008,187086,963374359,1416023516,152326995968,169678405632,14040755200,7568.8374,5149.3662,814208.44,906954.06,75049.734,AL,1,3,1,ALABAMA,187.086,2007,2008,4672840,462996,303.03275,32598.377,36311.625,3004.7583,1,20.685953,21.071119,12.139323,25.749296,15.357278,217.9381,125.55673,266.32437,158.83997,127.89456,271.28323,161.79752,156.28952,93.213478,197.71954,213.95433,221.99603,73.681587,331.51312,117.92299,1416.023516,963.374359,152326.995968,169678.405632,14040.7552,0,1,1,1,1
1,ALABAMA,2009,199153,1091961750,1136882694,157366796288,172686802944,13349221376,5708.5894,5483.0293,790180.38,867106.19,67029.977,AL,1,3,1,ALABAMA,199.153,2008,2009,4718206,470431,240.95656,33353.102,36600.098,2829.3003,1,20.811241,20.851557,12.201829,25.781845,15.36694,216.97339,126.96761,268.27609,159.90254,127.21356,268.79581,160.21231,157.29283,93.75238,198.09402,216.55388,217.39371,74.442314,332.35178,118.07142,1136.882694,1091.96175,157366.796288,172686.802944,13349.221376,0,1,1,1,1
1,ALABAMA,2010,210067,1380907679,1136929049,155145306112,168347992064,13284896768,5412.2212,6573.6533,738551.56,801401.44,63241.234,AL,1,3,1,ALABAMA,210.067,2009,2010,4757938,476884,238.95415,32607.678,35382.551,2792.1543,1,21.046007,20.851597,12.255182,25.767628,15.375325,219.42143,128.96133,271.15283,161.7946,127.77006,268.6481,160.30003,157.89349,94.213707,198.09283,221.46721,217.39455,75.094749,331.98532,118.20031,1136.929049,1380.907679,155145.306112,168347.992064,13284.896768,0,1,1,1,1
1,ALABAMA,2011,212758,1531317957,1136580631,161516601344,174753005568,13878574080,5342.1289,7197.4634,759156.44,821369.88,65231.738,AL,1,3,1,ALABAMA,212.758,2010,2011,4785579,479785,237.50117,33750.691,36516.586,2900.0825,1,21.149395,20.85129,12.267911,25.807875,15.381118,220.49608,129.72945,272.91046,162.65067,127.90089,269.06375,160.35808,158.30435,94.347092,198.47697,223.64845,217.38814,75.250816,333.02319,118.28939,1136.580631,1531.317957,161516.601344,174753.005568,13878.57408,0,1,1,1,1
1,ALABAMA,2012,206364,1673338946,1070652706,167942799360,181349793792,14215285760,5188.1758,8108.6768,813818.31,878786,68884.523,AL,1,3,1,ALABAMA,206.364,2011,2012,4798649,481711,223.11545,34997.934,37791.844,2962.3516,1,21.238087,20.791534,12.237397,25.846889,15.383845,220.78621,129.94945,274.46924,163.36172,127.21713,268.69824,159.92688,158.14932,94.129112,198.81227,225.52817,216.14395,74.876945,334.03085,118.33135,1070.652706,1673.338946,167942.79936,181349.793792,14215.28576,0,1,1,1,1
1,ALABAMA,2013,197110,1769798631,998984984,172804096000,186299006976,14724783104,5068.1597,8978.7363,876688.63,945152.5,74703.383,AL,1,3,1,ALABAMA,197.11,2012,2013,4813946,484911,207.51894,35896.559,38699.855,3058.7761,1,21.294132,20.72225,12.191517,25.875425,15.387028,220.63116,129.80388,275.49738,163.82671,126.31783,268.09851,159.42691,157.73035,93.795601,199.07294,226.72003,214.70583,74.316544,334.76883,118.38031,998.9849840000001,1769.798631,172804.096,186299.006976,14724.783104,0,1,1,1,1
1,ALABAMA,2014,194439,1840363426,1009986884,174415495168,191481004032,14548033536,5194.3638,9464.9912,897019.06,984787,74820.555,AL,1,3,1,ALABAMA,194.439,2013,2014,4827660,486117,209.20837,36128.371,39663.316,3013.4751,1,21.333229,20.733204,12.177874,25.884706,15.389873,221.15309,129.89668,276.10217,164.15784,126.24317,268.33646,159.54068,157.61034,93.707962,199.18117,227.55333,214.93288,74.150299,335.009,118.42409,1009.986884,1840.363426,174415.495168,191481.004032,14548.033536,0,1,1,1,1
1,ALABAMA,2015,193411,1956947663,1038824104,180457799680,194211004416,15262651392,5371.0703,10118.078,933027.56,1004136.3,78913.047,AL,1,3,1,ALABAMA,193.411,2014,2015,4840037,480309,214.63144,37284.383,40125.934,3153.4163,1,21.394651,20.761354,12.172573,25.918762,15.392433,222.09097,130.21397,277.26144,164.65787,126.35955,269.05429,159.78387,157.74901,93.682762,199.47641,228.86555,215.51692,74.08577,335.89111,118.4635,1038.824104,1956.947663,180457.79968,194211.004416,15262.651392,0,1,1,1,1
1,ALABAMA,2016,195536,2141824989,1055987548,187544403968,200402698240,15584921600,5400.4766,10953.609,959129.81,1024889,79703.594,AL,1,3,1,ALABAMA,195.536,2015,2016,4850858,471505,217.69089,38662.109,41312.836,3212.8176,1,21.484924,20.777742,12.183499,25.957281,15.394666,223.20412,130.88078,278.84512,165.37662,126.57281,269.66684,159.9332,158.12526,93.780449,199.80183,230.80098,215.85728,74.218826,336.89023,118.49786,1055.987548,2141.824989,187544.403968,200402.69824,15584.9216,0,1,1,1,1
1,ALABAMA,2017,198619,2233182923,1145199185,190814699520,203829805056,16428775424,5765.8086,11243.552,960707.19,1026235.2,82715.023,AL,1,3,1,ALABAMA,198.619,2016,2017,4860545,462142,235.61127,39257.883,41935.586,3380.0273,1,21.526693,20.858845,12.199143,25.974569,15.396661,224.51097,131.3036,279.5733,165.7196,127.23002,270.89975,160.57828,158.43375,93.91304,199.96082,231.69926,217.5457,74.409554,337.33911,118.52858,1145.199185,2233.182923,190814.69952,203829.805056,16428.775424,0,1,1,1,1
2,ALASKA,1991,17058,27200000,154100000,12843299840,25039499264,2514501120,9033.8848,1594.5597,752919.44,1467903.6,147408.91,AK,2,3,2,ALASKA,17.058001,1990,1991,553290,55524,278.51578,23212.602,45255.652,4544.6353,2,17.118727,18.853113,9.7443743,23.276089,13.223638,161.37065,83.40564,199.2285,113.18592,91.855896,219.41336,124.65337,113.40546,64.42804,153.89728,146.52541,177.71994,47.476414,270.88815,87.432297,154.1,27.2,12843.29984,25039.499264,2514.50112,0,1,1,1,1
2,ALASKA,1992,17611,30500000,155892500,13405100032,22282500096,2284801024,8851.9961,1731.8721,761177.69,1265260.4,129737.16,AK,2,3,2,ALASKA,17.611,1991,1992,570193,53943,273.40305,23509.76,39078.875,4007.0662,2,17.233236,18.864677,9.7762794,23.318901,13.25373,162.54973,84.238464,200.93007,114.20233,92.213181,219.95177,125.01367,113.98605,64.786087,154.5312,148.49222,177.93803,47.787819,271.88556,87.830681,155.8925,30.5,13405.100032,22282.500096,2284.801024,0,1,1,1,1
2,ALASKA,1993,18033,29800000,157492500,14270699520,22752800768,2952667904,8733.5723,1652.5259,791365.81,1261731.4,163736.92,AK,2,3,2,ALASKA,18.033001,1992,1993,588736,54373,267.50955,24239.557,38646.863,5015.2666,2,17.210018,18.874887,9.7999582,23.381474,13.285733,162.41858,84.328728,201.1978,114.32385,92.486557,220.66135,125.38336,114.56873,65.099815,155.32001,148.09236,178.13069,48.019592,273.34665,88.255356,157.4925,29.8,14270.69952,22752.800768,2952.667904,0,1,1,1,1
2,ALASKA,1994,17962,32800000,161637600,15007299584,23284199424,1954150016,8998.8643,1826.0773,835502.69,1296303.3,108793.56,AK,2,3,2,ALASKA,17.962,1993,1994,599432,54716,269.65128,25035.867,38843.77,3260.0029,2,17.305939,18.900867,9.7960138,23.431803,13.303738,163.54863,84.76461,202.75467,115.11684,92.576576,221.4407,125.72609,114.76913,65.161797,155.86528,149.74776,178.6214,47.980942,274.52469,88.49472,161.6376,32.8,15007.299584,23284.199424,1954.150016,0,1,1,1,1
2,ALASKA,1995,17934,35100000,159737600,15513100288,23604699136,2693829888,8906.9697,1957.1763,865010.63,1316198.3,150207.98,AK,2,3,2,ALASKA,17.934,1994,1995,603308,54295,264.76956,25713.4,39125.453,4465.0991,2,17.373713,18.889044,9.7944536,23.464951,13.310184,164.08641,85.083008,203.83665,115.62365,92.503929,221.61523,125.70832,114.91319,65.182991,156.16139,150.92294,178.39799,47.96566,275.30194,88.58049,159.7376,35.1,15513.100288,23604.699136,2693.829888,0,1,1,1,1
2,ALASKA,1996,17434,36400000,158837600,15955800064,25448800256,2301361920,9110.7949,2087.8743,915211.69,1459722.4,132004.23,AK,2,3,2,ALASKA,17.434,1995,1996,604412,54077,262.79691,26398.881,42105.055,3807.6045,2,17.41008,18.883392,9.7661772,23.493088,13.312012,164.38069,85.014961,204.50827,115.88159,92.209274,221.81459,125.68797,114.71883,65.003731,156.37013,151.55544,178.29126,47.68911,275.96259,88.604828,158.8376,36.4,15955.800064,25448.800256,2301.36192,0,1,1,1,1
2,ALASKA,1997,17216,38800000,155633000,16403000320,26736900096,2411597056,9040.0205,2253.7175,952776.5,1553026.3,140078.83,AK,2,3,2,ALASKA,17.216,1996,1997,608569,54692,255.73599,26953.395,43934.047,3962.7339,2,17.47393,18.86301,9.7535944,23.520731,13.318866,164.80547,85.216812,205.4998,116.36646,91.991074,221.83589,125.61695,114.70583,64.953407,156.63474,152.66913,177.90659,47.566303,276.6124,88.696091,155.633,38.8,16403.00032,26736.900096,2411.597056,0,1,1,1,1
2,ALASKA,1998,16840,46183076,155291000,17276600320,25744801792,2013460992,9221.5557,2742.4629,1025926.4,1528788.8,119564.2,AK,2,3,2,ALASKA,16.84,1997,1998,612968,55134,253.34276,28185.158,42000.238,3284.7734,2,17.648125,18.860811,9.7315121,23.572618,13.326068,166.42897,85.871468,208.00626,117.59006,91.772102,222.29935,125.67023,114.69861,64.841393,157.06516,155.72815,177.8651,47.351162,277.83417,88.792046,155.291,46.183076,17276.60032,25744.801792,2013.460992,0,1,1,1,1
2,ALASKA,1999,16214,45408070,156549600,18114500608,24170399744,1761608960,9655.2119,2800.5471,1117213.5,1490711.8,108647.4,AK,2,3,2,ALASKA,16.214001,1998,1999,619932,55705,252.52705,29220.141,38988.793,2841.6165,2,17.631201,18.868883,9.6936302,23.619978,13.337365,166.34053,85.45517,208.22429,117.57688,91.453987,222.84131,125.83059,114.48167,64.643745,157.51413,155.42963,178.01738,46.983234,278.95169,88.942657,156.5496,45.40807,18114.500608,24170.399744,1761.60896,0,1,1,1,1
2,ALASKA,2000,15968,44203186,158135919,18675699712,24732600320,2311801088,9903.3018,2768.2356,1169570.4,1548885.3,144777.13,AK,2,3,2,ALASKA,15.968,1999,2000,624779,56755,253.10696,29891.689,39586.156,3700.1902,2,17.604307,18.878965,9.6783419,23.65049,13.345153,166.17555,85.190254,208.17525,117.46609,91.358543,223.24838,125.97134,114.44876,64.579475,157.80971,154.95581,178.20767,46.835152,279.67282,89.046555,158.135919,44.203186,18675.699712,24732.60032,2311.801088,0,1,1,1,1
2,ALASKA,2001,16079,43042407,172191820,20078700544,26778300416,2508728064,10709.112,2676.9331,1248753.1,1665420.8,156025.13,AK,2,3,2,ALASKA,16.079,2000,2001,627963,57670,274.20694,31974.338,42643.117,3995.0254,2,17.577696,18.964119,9.6852694,23.722925,13.350237,166.67276,85.12236,208.49718,117.3332,91.836304,224.94218,126.58774,114.88146,64.650322,158.35333,154.4877,179.81891,46.902222,281.38858,89.11441,172.19182,43.042407,20078.700544,26778.300416,2508.728064,0,1,1,1,1
2,ALASKA,2002,16706,46150611,182845322,21240399872,28420401152,2069907968,10944.89,2762.5171,1271423.4,1701209.3,123902.07,AK,2,3,2,ALASKA,16.705999,2001,2002,633714,61774,288.52972,33517.328,44847.363,3266.3125,2,17.647421,19.024151,9.7235231,23.779171,13.359353,167.8636,85.797554,209.82053,117.87907,92.490883,226.18927,127.07517,115.60866,64.949989,158.83717,155.71573,180.95915,47.273453,282.72449,89.23616,182.845322,46.150611,21240.399872,28420.401152,2069.907968,0,1,1,1,1
2,ALASKA,2003,17974,51276277,192177845,22246500352,29605300224,2042514304,10691.991,2852.8027,1237704.5,1647118.1,113637.16,AK,2,3,2,ALASKA,17.974001,2002,2003,642337,65287,299.18539,34633.691,46089.98,3179.8174,2,17.752739,19.073933,9.7966814,23.825451,13.372869,169.30727,86.958961,211.48351,118.70252,93.430618,227.22252,127.5366,116.70518,65.504868,159.30731,157.57986,181.90746,47.987484,283.82605,89.416809,192.177845,51.276277,22246.500352,29605.300224,2042.514304,0,1,1,1,1
2,ALASKA,2004,18802,57487252,196508104,23239600128,31799699456,2375631104,10451.447,3057.5073,1236017.5,1691293.5,126349.91,AK,2,3,2,ALASKA,18.802,2003,2004,648414,68253,303.05963,35840.684,49042.277,3663.7566,2,17.867073,19.096214,9.8417187,23.869123,13.382285,170.59673,87.921356,213.23569,119.55113,93.969788,227.90495,127.77549,117.4566,65.852341,159.7117,159.61615,182.3327,48.429714,284.86752,89.542778,196.508104,57.487252,23239.600128,31799.699456,2375.631104,0,1,1,1,1
2,ALASKA,2005,18720,65171759,210187282,24338300928,34970697728,2947034112,11227.953,3481.3975,1300122.9,1868092.9,157427.03,AK,2,3,2,ALASKA,18.719999,2004,2005,659286,71882,318.81049,36916.148,53043.289,4470.0391,2,17.992537,19.163509,9.837348,23.915318,13.398912,172.40007,88.49942,215.14861,120.54021,94.259056,229.15071,128.38509,117.63165,65.904884,160.21962,161.86569,183.62004,48.386707,285.97119,89.765427,210.187282,65.17175899999999,24338.300928,34970.697728,2947.034112,0,1,1,1,1
2,ALASKA,2006,18795,73347354,229099268,25956900864,39774801920,3664728064,12189.373,3902.4929,1381053.5,2116243.8,194984.2,AK,2,3,2,ALASKA,18.795,2005,2006,666946,73591,343.50497,38919.043,59637.215,5494.7896,2,18.110718,19.249666,9.8413458,23.979704,13.410464,174.31264,89.11692,217.14482,121.43657,94.721313,230.80064,129.07349,117.99628,65.98851,160.78947,163.99905,185.27483,48.426044,287.51309,89.920273,229.099268,73.347354,25956.900864,39774.80192,3664.728064,0,1,1,1,1
2,ALASKA,2007,18666,78779792,260704504,27726700544,44435300352,4944486912,13966.812,4220.4966,1485412,2380547.5,264892.69,AK,2,3,2,ALASKA,18.666,2006,2007,675302,74369,386.05618,41058.223,65800.633,7321.8901,2,18.182167,19.378899,9.8344593,24.045662,13.422915,176.17519,89.405891,218.60112,122.02885,95.290497,232.98923,130.06065,118.23804,66.003555,161.38144,165.29559,187.77086,48.358295,289.09692,90.087326,260.704504,78.779792,27726.700544,44435.300352,4944.486912,0,1,1,1,1
2,ALASKA,2008,18723,85036010,273532065,29838899200,48972603392,9735073792,14609.414,4541.7939,1593702.9,2615638.8,519952.66,AK,2,3,2,ALASKA,18.723,2007,2008,680300,74383,402.07565,43861.383,71986.773,14309.972,2,18.258585,19.426929,9.8375082,24.11908,13.430289,177.35413,89.809486,220.19012,122.60904,95.55629,234.27983,130.45464,118.63582,66.060287,161.9631,166.68796,188.70279,48.388283,290.86499,90.186333,273.532065,85.03601,29838.8992,48972.603392,9735.073791999999,0,1,1,1,1
2,ALASKA,2009,19030,90140945,293886002,32825100288,54752399360,6358792192,15443.3,4736.7813,1724913.3,2877162.3,334145.69,AK,2,3,2,ALASKA,19.030001,2008,2009,687455,75206,427.49854,47748.727,79645.07,9249.7578,2,18.316885,19.498703,9.8537722,24.214458,13.440752,178.57774,90.245209,221.76672,123.09635,96.067886,236.07527,131.03862,119.30188,66.221054,162.73027,167.75414,190.09972,48.548412,293.17001,90.326904,293.886002,90.140945,32825.100288,54752.39936,6358.792192,0,1,1,1,1
2,ALASKA,2010,20291,98656537,302786996,32896399360,49585901568,6167526912,14922.231,4862.0835,1621231,2443738.8,303953.81,AK,2,3,2,ALASKA,20.291,2009,2010,698895,73249,433.23676,47069.16,70949,8824.6836,2,18.407156,19.52854,9.9179325,24.216629,13.457255,179.73244,91.280464,222.87964,123.8549,96.84137,236.4577,131.40027,120.08945,66.734077,162.94469,169.4117,190.68193,49.182693,293.22256,90.548859,302.786996,98.656537,32896.39936,49585.901568,6167.526912,0,1,1,1,1
2,ALASKA,2011,21090,108215270,314709156,35293798400,52882501632,7292154880,14922.198,5131.1177,1673485,2507468,345763.63,AK,2,3,2,ALASKA,21.09,2010,2011,714015,75377,440.75986,49430.051,74063.57,10212.888,2,18.499634,19.56716,9.9565544,24.286974,13.47866,180.99265,92.096306,224.65005,124.67513,97.410744,237.61356,131.86954,120.90729,67.100502,163.67793,171.11823,191.43687,49.566486,294.92856,90.837135,314.709156,108.21527,35293.7984,52882.501632,7292.15488,0,1,1,1,1
2,ALASKA,2012,21674,112276810,330027482,37827801088,56259899392,8668072960,15226.884,5180.2534,1745307.8,2595732.3,399929.53,AK,2,3,2,ALASKA,21.674,2011,2012,722259,76131,456.93787,52374.289,77894.359,12001.336,2,18.536478,19.614687,9.9838686,24.35631,13.490139,181.79361,92.532883,225.7401,125.02983,97.91523,238.8707,132.30243,121.5851,67.341888,164.285,171.80051,192.36797,49.838818,296.61493,90.991928,330.027482,112.27681,37827.801088,56259.899392,8668.07296,0,1,1,1,1
2,ALASKA,2013,21151,111853764,344074639,39169200128,57670098944,6792744960,16267.535,5288.3442,1851884.1,2726589.8,321154.78,AK,2,3,2,ALASKA,21.150999,2012,2013,730825,77806,470.80304,53595.867,78910.953,9294.626,2,18.532703,19.656368,9.9594421,24.391157,13.501929,182.14282,92.287697,226.01704,125.11362,97.883232,239.72078,132.69945,121.46116,67.23584,164.66383,171.73055,193.1864,49.595245,297.46426,91.151047,344.074639,111.853764,39169.200128,57670.098944,6792.74496,0,1,1,1,1
2,ALASKA,2014,20484,106797959,361680907,38859501568,56622800896,5568495104,17656.752,5213.7256,1897066.1,2764245.3,271846.09,AK,2,3,2,ALASKA,20.483999,2013,2014,736760,79564,490.90735,52743.773,76853.797,7558.0854,2,18.48645,19.706272,9.9273996,24.383219,13.510017,182.14951,91.761192,225.37958,124.87613,97.816017,240.25117,133.11604,121.03098,67.059669,164.70886,170.87442,194.16858,49.27663,297.27069,91.260284,361.680907,106.797959,38859.501568,56622.800896,5568.495104,0,1,1,1,1
2,ALASKA,2015,19934,106247228,360793013,41110401024,55523401728,2585052928,18099.379,5329.9502,2062325.8,2785361.8,129680.59,AK,2,3,2,ALASKA,19.934,2014,2015,736759,78638,489.70288,55798.98,75361.688,3508.6819,2,18.481279,19.703815,9.9001818,24.439528,13.510016,182.07587,91.484009,225.83687,124.84119,97.535675,240.77597,133.09944,120.97788,66.875809,165.0892,170.77884,194.12018,49.006798,298.64526,91.260269,360.793013,106.247228,41110.401024,55523.401728,2585.052928,0,1,1,1,1
