opeid5_new,ftfac,ptfac,totfteiarep,tuition,statea,eg
2928,250,27,5129,14916207.30729589,47713856.06993444,47858425.92326473
2928,300,23,5823,14781953.55028386,55351046.34532136,53566867.93423898
2928,307,13,5494,14443421.30161023,48613437.7077504,52593070.92040923
2928,288,35,5464,12315245.64206542,50472958.4389024,58305776.3101007
2928,278,55,5262,11387937.49511692,46897811.82729284,60048936.67307886
2928,281,49,5355,14507773.49255711,48863048.05746485,58751461.34788963
2928,278,60,5298,16447970.61633212,48280768.08972864,58490402.13881285
2950,251,49,5917,16116362.96366416,46558241.85904974,65141766.58184645
2950,241,29,6404,23703090.00320188,51901145.69692822,69901710.60019599
2950,282,28,6769,24304093.53543187,60139676.03603169,75159909.36592659
2950,320,21,6394,27781092.24222763,72345347.18987395,85945315.81423187
2950,349,40,6994,30999029.5925757,82499342.01306941,93630335.26345801
2950,367,43,6894,31711666.53486584,73548570.4228761,94526891.02738914
2950,370,202,8187,31961222.57402338,81341383.71975534,105781121.72022
2950,413,240,8222,36472594.93205934,80639788.30765072,113652824.9803325
2950,426,181,7935,38137731.3912206,81054777.21264192,105265889.1048172
2950,400,149,7984,38612097.25221343,82158943.80883346,105820476.5075189
2954,203,10,4156,8325102.366813665,34212883.95284198,30759686.84761084
2954,220,13,4393,10132493.69181705,37904569.38159806,35391785.75466342
2954,244,8,4852,11972081.4787527,42140182.79643147,37325203.75713875
2954,258,12,4614,14718949.42494593,49079862.58945829,45066044.76055183
2954,286,8,5146,17493835.79951507,55885613.51898317,50854508.52797209
2954,292,7,5499,19022927.22311774,48926145.28661462,49960952.45247871
2954,294,113,5972,18001796.61928055,51963959.73531698,56749957.30368005
2954,330,90,6020,17116640.2533117,48299420.85653217,57724024.90046296
2954,319,69,5586,19677837.86240369,52286380.17538524,55994735.06578636
2954,327,78,5549,19870905.10338943,52732419.20162544,59197468.3696945
2981,327,47,6777,21725796.82939646,51540900.86346816,50228329.14312145
2981,360,40,7476,25858027.18966274,57505590.75007603,56759392.79311131
2981,417,29,8121,27826988.54213976,72329681.50370032,66732954.36862158
2981,434,25,7591,30297597.11214179,78357317.32576372,74096799.61109421
2981,457,40,8067,31288996.56539774,86368831.47665754,78272343.61032543
2981,473,52,7738,29488688.88874527,81465840.24023384,80708711.31386016
2981,461,167,8441,32366739.13599114,74489049.84970599,88906547.52853811
2981,452,208,8545,36870775.68951912,70289959.31456137,88527189.25837219
2981,440,167,8601,40318517.49327521,77697838.78070931,89653259.4961307
2981,439,179,8795,45054723.91893079,80615214.72031292,96906365.51306941
2984,468,34,10338,45258272.12756826,56193761.9205613,70320993.91850838
2984,465,27,10835,51722854.80674675,62633322.95030751,74687381.33538625
2984,494,21,10976,53622303.49553933,75007383.98584077,85534832.74580123
2984,516,22,10712,60857756.64182042,89072512.83179575,96017248.35577182
2984,544,39,11495,66110224.67396593,97677623.91272134,105835287.7722526
2984,581,40,11867,66819183.04585698,84347791.14926331,105994624.2780735
2984,618,225,12189,69452887.18808292,87498236.96450898,121471556.050833
2984,618,253,12390,78174812.51826507,86654376.98824851,124617783.0996046
2984,625,233,12497,83915826.31591308,88558598.21722931,122372662.2635679
2984,630,289,13113,90235407.56680015,93955836.8577994,135078102.0715649
3145,408,488,11228,57103821.61653487,43140958.57940491,76784555.36525074
3145,423,551,11328,60604943.90891119,42220876.64601919,83871401.25019431
3145,428,549,11116,65756246.89084043,40981486.46144228,89291228.23328096
3145,427,533,11283,72678818.85844147,41618009.09788963,90158738.5174118
3145,430,509,11477,73636186.92880677,44407653.39646695,108677172.0377551
3145,441,525,11628,76133392.15439138,48058374.11784435,113250281.9213554
3145,448,514,12251,79869754.80502331,39560430.37350466,117460935.7559644
3145,457,526,12552,83212890.5968505,38785627.24018315,128563570.1671651
3145,442,574,12098,85821982.3584837,38160775.55448263,113389659.2975128
3145,431,568,11489,86255095.47217998,37319452.65709482,111532076.2894448
3150,180,65,4387,10753160.55514159,17105902.28034604,20209037.78153724
3150,181,94,4587,12370118.70116923,17779629.58793762,23115912.38703028
3150,185,103,4485,13168536.2586003,19394689.77396762,23780996.55742261
3150,173,94,4392,13436908.96606346,21310734.21722087,25270204.63562787
3150,176,94,4230,14373400.44628616,22243547.12704447,26491092.37726413
3150,168,97,4236,15990908.48670249,22394517.86743883,26806946.08910347
3150,184,147,4768,15950657.57521458,22281740.05635814,34167910.93239727
3150,181,140,4972,18884355.77683157,20701615.13605873,37382207.5357698
3150,181,128,4696,18423314.42907711,20956374.32053427,39040550.32616079
3152,382,389,11611,27891144.82714923,39059636.60758819,50484044.5813311
3152,401,362,12265,30650310.23515646,41766112.04691301,57072721.06405447
3152,412,369,12441,48921224.36222628,44665697.399804,67472479.8857377
3152,417,362,11782,51578847.455613,52731772.32409941,77309139.09475534
3152,430,399,12184,55199733.25445221,54809576.88177548,88230900.92465869
3152,437,372,11314,47962074.71162814,62434011.93494018,84836559.00615031
3152,446,412,12801,50041480.4609016,63228894.4570154,102460291.0801484
3152,449,465,13584,56291132.02061368,63482442.32210563,108222120.3685624
3152,456,451,13636,65217237.88948871,60486206.48404129,117860120.2888956
3152,457,482,13791,75141566.94516253,61447094.07246046,116335384.3779907
3161,307,123,7941,17792677.69923459,32071368.26275682,32832980.71956947
3161,319,133,7998,20126217.09174777,33135221.87825257,36222110.7642775
3161,326,133,7886,22283997.82379528,35521505.55000506,39889342.86478609
3161,338,146,7359,24960084.56686773,41404649.10524803,52239172.66345634
3161,339,132,7135,26634673.97242498,41452409.42105974,56755407.75599824
3161,341,128,7719,24066405.32278994,38088290.35763889,57356273.57217322
3161,349,157,7929,25803082.36303731,38536576.48317113,60635533.36025783
3161,349,170,7487,27966773.24747398,38539138.7776595,60981340.31406292
3161,329,312,7093,28111538.03691031,38870222.72138584,67902011.4121722
3179,140,66,3480,8822017.777068125,14411251.99495641,18401196.45477663
3179,136,88,3406,11098295.41580495,17276221.15663862,20500784.39492937
3179,141,84,3298,12307145.61043525,18707428.46956103,22818047.10750372
3179,142,94,3292,14351924.50035482,19106135.84545654,24713295.45661834
3179,143,92,3555,12710614.85837388,17898660.87171364,28098648.00812719
3179,142,101,3532,12719418.9875811,17916325.38034773,27342757.55641728
3179,137,107,3508,14522352.96759259,17919769.25155447,27377894.54707353
3179,128,109,3366,14465659.53500101,18138202.43211003,27213750.58713504
3193,94,18,2559,11715548.47269532,12170181.17473472,17385353.37158691
3193,104,19,2739,12628891.04786767,13194772.136912,20811809.31636084
3193,105,12,2449,11663849.67167647,13879623.41035584,21123532.51638111
3193,107,13,2427,11163323.57921905,18930381.06431637,22601026.97125912
3193,105,13,2543,11591904.67090768,13092000.0761101,24452549.50307515
3193,102,15,2859,13002258.66964044,15618834.61998175,26767494.3186672
3193,115,18,3069,14067663.04550216,15138179.40253278,29053615.74584347
3193,120,16,3132,14955541.72813598,13097992.66416599,29725422.78731583
3193,118,14,3128,13514056.14231887,13431840.62730637,30472083.35384563
3209,206,208,4412,19089585.67307042,14350574.49508313,27138625.50929305
3209,221,176,4196,19047384.43069072,15930250.38345668,29000236.22705461
3209,203,174,4148,17356115.86517471,17239684.69931062,29231160.83569884
3209,217,175,4381,20955510.20078062,19946104.85824716,34852909.62020986
3209,233,183,4566,22806076.47886253,15970357.75990132,39148699.13209651
3209,237,195,4889,24787320.74568295,16926775.39552075,40898237.10618579
3209,230,224,5212,27799916.66918424,16671313.08329954,46694331.50685151
3209,238,235,5254,29017929.8306299,13391492.73268113,48623169.96558191
3209,246,231,5132,27819016.52825088,13705661.84742498,49754161.12772878
3219,197,93,4647,21186469.72335428,14162045.09509327,29473609.95055251
3219,205,76,4353,23012896.89855366,15041845.08238713,32818860.94460496
3219,209,75,4167,19608562.80740572,15706444.33709279,33385923.28826203
3219,199,85,4208,19860139.97514531,21155627.14601919,37052237.92829143
3219,210,115,4366,19635117.76023925,13751014.07193667,40183491.75048999
3219,212,98,4465,21153530.37059002,15026862.15750034,41284868.14182042
3219,228,106,4694,24189345.99683191,14998965.92787747,43228380.14922952
3219,239,116,4841,27028882.30057955,12581279.11625608,46430477.24375676
3219,275,89,4651,25450044.34651257,13030876.45380508,46552398.62502534
3290,94,66,1904,12857673.29900818,1,25011786.27738071
3290,88,63,1965,14844708.42895884,12238303.10022979,22247746.49689105
3290,97,93,2258,17691958.77145005,12543799.9828332,23407567.83627332
3290,95,92,2383,20250139.23513956,13108241.84211949,26463534.61879055
3290,100,90,2534,21464653.2449902,13370096.31292241,28075273.13236685
3290,102,91,2482,27758667.80121316,13212421.12824412,29237885.6464416
3290,102,92,2565,24832202.60197857,13212013.79906731,30761568.32047512
3290,109,84,1683,22617850.63609252,10285062.71431468,29959547.83949209
3290,96,52,2043,21410067.2559729,10826228.62064071,28727809.62445086
3315,379,35,8014,40181411.46219417,51386343.68665517,101682832.5485266
3315,380,47,8082,42974937.02592761,53956950.59973134,107437600.4947114
3315,369,42,8314,45767377.34835428,46869288.11677142,82340710.57465699
3315,381,49,8440,46459164.85578027,50593299.96486381,85636827.97167309
3315,394,50,8502,47823546.90775378,50238635.54112598,96057065.75263584
3315,393,71,8642,51537927.36047749,49549466.57840801,96973504.02955189
3315,415,84,9307,56475636.62040416,48868543.12202622,113549616.4954126
3315,421,88,9773,63443210.70339111,33862902.84480602,100542830.68309
3315,398,89,9789,69739469.449412,32063905.41033894,103267017.1829548
3315,416,98,9519,70992786.41251013,32513651.13208806,107814046.3612632
3316,273,80,6149,28650140.6789166,26977267.87489017,47400254.30654399
3316,272,92,6478,31216116.64718505,27609811.29321269,49089475.55803088
3316,271,103,7188,35794922.35044099,28630950.62553224,55610072.78783961
3316,283,104,7773,38800987.42947418,32347669.34169708,60323390.2232529
3316,294,100,8115,42566833.92368715,34622934.47648013,67931295.47049034
3316,296,96,8446,47359957.81298155,35480880.28360705,71496119.196962
3316,290,85,8896,50339331.19295755,32868384.4138534,86047014.27170348
3316,281,91,9008,55963464.79281563,32338832.23822317,90889544.28065017
3316,271,134,8966,62920372.67035854,28301826.71101142,87711163.4425267
3316,272,126,7774,61009626.41589788,29558651.55418694,81591667.13244289
3317,90,27,1438,3761174.846656191,12284164.48621249,15935238.22620979
3317,97,13,1471,2922952.500168964,12859101.86062111,16954262.35630407
3317,96,20,1593,2951453.904568802,11878186.28451102,19235324.1732056
3317,98,15,1741,3466383.93258313,11756017.59624223,20321300.61215869
3317,92,23,1536,3085843.437973101,14380501.55160178,21623318.62750068
3317,83,26,1403,4040383.48005373,15195106.56448533,20663600.65571776
3317,81,27,1446,3310381.707023858,13810686.82650716,22055933.24787105
3317,84,28,1449,3883842.028250878,13415753.06448533,25094117.20232664
3317,63,25,1219,3490390.168567518,13033370.86009732,23567696.69432617
3317,64,38,1245,4318980.14985469,12454934.33409367,26263002.58572418
3318,322,38,6047,27689782.61842728,27208391.29896593,51557638.21330934
3318,317,43,5965,28980644.66348168,27431154.77660347,51335093.91756217
3318,277,72,5852,29051281.36172783,26424298.15091917,50544603.76177683
3318,267,43,6033,31016620.39402541,27267066.09705326,53397324.92304508
3318,256,79,6154,32672986.66807752,26699833.06307448,54201451.87777102
3318,266,94,6248,35186691.63481684,27128303.59398655,57623515.45625506
3318,262,119,6520,36089408.73746283,25476923.2230248,66433126.15039538
3318,261,107,6509,37869879.48320492,24427200.05063868,68076086.44537374
3318,243,93,6176,42321659.58267437,22657501.22196032,65313578.0286226
3318,244,88,5772,41418285.90418863,21914628.8167748,68550655.97095498
3320,273,84,5913,35301011.47778115,21799100.5639193,49275461.09032847
3320,284,88,6058,38707463.68064848,22284841.57709009,48990918.38437753
3320,288,72,6294,42151740.27690761,23280245.46408658,50911489.03065018
3320,300,76,6542,42270268.21820086,24495334.5839416,56229410.98218268
3320,306,57,6621,44857237.15637672,25669173.86599419,58607162.0775125
3320,327,59,6773,48066230.72179981,25851571.02221039,63469115.86920451
3320,326,63,7023,50099444.37259225,24788335.18929947,76852049.80984725
3320,322,62,6892,51646441.79284097,24572212.14707522,78577407.94813631
3320,272,58,6754,57351208.14291024,20808885.27477021,77421146.85972559
3320,260,44,6196,55454118.08401763,20179025.37985773,80863511.91834787
3321,363,32,7007,30146374.21559036,28625030.77482934,53193265.61327385
3321,375,31,6916,31670175.20905143,28495458.39385645,55211281.03661462
3321,354,45,6735,31650554.55053731,27903287.1159435,57394138.69848269
3321,357,39,6639,26970263.75271188,28151069.33351919,60194025.3861939
3321,333,38,6651,29400870.65788896,28572272.91795079,63791275.42463334
3321,334,60,6601,31335819.05427142,27689109.55545418,64992545.41724959
3321,347,64,7145,32877158.47828805,25033780.11326541,79264139.72461307
3321,351,73,7439,37314586.04326338,26232430.59134225,83055062.17881522
3321,323,72,7118,39915845.44672547,24573509.78145276,80368404.27377331
3321,331,76,6747,37876757.52730467,24800125.42930521,83104203.53450257
3322,420,41,8137,39375465.10381184,30421173.99556468,62825913.03425756
3322,432,42,8648,42865883.36732056,32886391.27296228,65791401.33846141
3322,417,51,8971,46474572.5668086,34997748.11683056,69308559.79259597
3322,418,48,9278,48164195.32848404,38349821.87459448,75307495.39482799
3322,422,56,9385,52685604.47140274,40361757.42505576,79680191.56478946
3322,440,62,9511,56213154.66870268,40486984.96147607,83437792.55266625
3322,456,48,9765,57573729.16270445,37325674.12535483,102409528.1664048
3322,435,50,9795,60842117.14109387,36832063.90042072,103689437.90576
3322,429,34,9354,64308349.74981414,33810773.4386574,103623607.6918001
3322,426,47,9100,65183032.90678223,32768599.4336814,105229568.9198854
3323,252,26,4704,22961324.17561334,19350748.65410415,36531695.48611955
3323,267,27,4864,24803765.20644938,19993067.0028386,39138743.81304914
3323,261,21,5076,26596839.88071945,20720939.02617261,40714089.4043407
3323,255,21,5093,25928567.87460293,21799531.16904907,41877369.16240031
3323,247,18,5058,26689447.13889734,23054346.52161902,43444579.80813226
3323,243,23,5117,27555788.7762233,22390616.23582387,43322571.14204007
3323,244,13,5245,28602789.63194444,20986170.44981752,53751735.25096309
3323,242,20,5361,31116604.18962895,21032654.4675419,54538191.8780667
3323,222,18,5243,33440870.05455022,19196888.78604859,51983555.1782154
3323,227,16,5185,34080952.94196911,18981300.12091105,54999669.64993916
3324,167,48,3282,15926262.43684949,16010010.28543187,28094146.05089213
3324,167,48,3212,16122333.24559847,15983758.88981819,27971196.6483678
3324,154,60,3143,16365203.26726818,16506682.26801162,28505613.49816673
3324,149,60,3118,16523873.49893552,16618380.65677379,29993567.58440626
3324,152,59,3079,16310353.48411733,19043680.64467593,31574866.00066741
3324,163,69,3113,16917466.95399939,18648352.16128514,33151195.97080292
3324,160,66,3287,17334024.0763213,17842945.99897776,38468766.84337828
3324,158,65,3182,17667428.82652406,17860735.61585901,38786899.65894499
3324,133,46,2971,17549029.87280346,16837825.37145174,36638381.78634427
3324,137,52,2827,17169263.30362936,16438504.0922969,38892198.13047445
3325,327,132,7702,38137615.98128717,31403471.58138179,58211770.55508246
3325,323,150,7852,40125965.23274872,34609391.75118275,58726927.52363814
3325,313,122,7763,40725665.31161293,37599413.87963808,61679478.27732157
3325,318,127,7934,43475191.5656005,38511289.09994255,66341165.76974352
3325,318,135,7893,45101860.63316943,37814536.05588503,68350128.78704548
3325,311,153,7908,48367147.09082691,36657325.50255981,70212462.99901155
3325,313,134,8111,49287579.1333384,33396872.68446708,81684970.72954683
3325,308,133,8164,54125121.29953197,32941017.99489727,86419289.86334988
3325,276,134,8007,56550670.53409705,29627652.14690626,87212407.29232562
3325,282,162,7744,56061933.711814,29363771.69836442,94271785.61311334
3326,329,60,7133,35532832.21061435,29221256.91771425,53997322.74014091
3326,348,70,7064,37303140.09339517,30682437.83906123,55402282.53677513
3326,313,104,6988,37789989.62382569,31607869.36230231,57040801.0040636
3326,333,81,6992,37942237.63213875,31686778.72216308,60023191.52944207
3326,325,81,7104,39874041.83520884,33705812.46844586,61087430.16799304
3326,332,84,7284,42604430.4067062,31917542.33879934,64052865.13147134
3326,334,77,7587,44650690.22913287,30211099.79161597,77932803.70685488
3326,342,93,7595,48360989.63143755,30355430.09659705,79660773.60103238
3326,316,94,7437,50280606.93347019,27519126.24081677,81930247.87268518
3326,322,99,7052,48994528.09674912,27168184.02988983,87289361.47213773
3327,366,43,7454,34631461.23391457,30110304.24715294,60436776.11860468
3327,365,43,7705,36837126.42018957,31593432.45247871,59328260.79853508
3327,356,37,7880,39010041.37081812,34952368.73704042,59481895.66571201
3327,350,54,8055,40264270.94523858,38156580.06396154,64273591.96322485
3327,354,55,8146,41206269.12799912,38540962.06064139,66145128.90509259
3327,358,61,8353,44785317.37122364,38045305.49150953,70785635.2803207
3327,369,61,8618,45507229.78076845,36844503.9274466,84100157.31588773
3327,372,58,8838,50642092.18125676,35781839.32521458,88479268.92038387
3327,358,51,8815,54470513.16550925,31514032.35794302,88929114.53476447
3327,359,54,8643,56992523.7681299,31046719.11069715,92339925.1598236
3328,552,203,11572,67316756.97161394,42678258.82000203,86887877.46902034
3328,562,218,11718,72325836.12230501,46044656.01731887,92332629.11840193
3328,549,231,11771,76948257.08208299,50406043.95346715,91855839.64880711
3328,550,236,11866,75544647.29072046,52097148.61748108,105115966.7521374
3328,573,258,12316,80708017.88442822,53453668.24651088,106777090.0490758
3328,587,275,12562,85705090.52271728,52493828.07597492,110458745.4817687
3328,573,268,13285,93802963.30825053,49104172.38266254,136190143.698508
3328,579,251,13549,100505518.3606634,50479455.33927243,141421047.5300672
3328,598,271,14026,112636441.7010679,46016520.23934678,146089757.5714636
3328,603,286,14493,120166815.718826,47459145.37702757,157888575.7357056
3407,332,4,7473,25839579.05727899,41800096.87789774,51819218.2218336
3407,331,4,6848,28847347.16020377,42568181.01946472,52322408.4410736
3407,326,4,6666,31710644.33259834,42739900.33226041,56644388.24919741
3407,334,3,6975,33363875.14182042,43665878.84039605,56329077.64292714
3407,338,3,7067,34697759.87642775,43008842.33073972,57856255.58923019
3407,328,2,7098,38675638.66413219,38691466.31214517,60524307.2793745
3407,334,2,7431,40298226.6812821,36518512.56826169,71070209.02087557
3407,343,2,7389,43053853.174608,36434155.66557685,72513883.51610231
3407,349,404,7278,43242786.99428055,37085971.57295046,76658474.37722188
3407,353,405,7190,44708354.46292917,37321465.05719451,80483595.99514225
3423,179,87,3548,34526469.22909908,8424992.088773992,47579896.17182854
3423,183,84,3684,37781452.19824614,9083528.927564882,50362895.18583569
3428,470,347,10305,62636200.43999223,26528613.21343606,63292941.15107968
3428,482,318,10364,68091329.2850686,28023868.19025412,68330141.53227223
3428,496,318,10318,74518182.61432989,29413494.95287577,74318999.61670384
3428,503,344,10210,80001980.64463368,36665499.24137436,78414536.40695965
3428,500,348,10318,87706284.22088739,35005407.84501723,83412847.51991248
3428,504,355,10254,95437505.46690828,26353086.34266863,84782103.94436841
3428,505,343,10579,104750406.27292,24019159.98743748,100353437.1633465
3428,511,338,10595,115184714.3674473,19197096.32996249,109560231.6282948
3428,522,355,10993,124228947.6372584,18302988.42041768,115269967.3943211
3428,520,374,10975,129895015.7758685,19212144.2335513,124365995.478457
3456,262,211,5583,28510485.93098641,20520213.02683157,39756951.18401088
3456,283,191,5536,36930050.81322654,24846982.83210834,48599400.36845262
3456,286,223,5606,41572546.31260137,16257805.11081542,64971905.46596207
3456,293,223,5518,44335267.12242328,12054198.07096512,65945410.56054845
3456,292,240,5576,45283421.79474182,13513732.21864017,64252688.21780379
3478,262,193,7278,22035109.99845397,29786141.02010679,38743201.96675622
3478,263,197,7626,23044299.06859117,31243603.60796837,43390043.280515
3478,291,175,7771,27854068.17374628,31697909.47683495,46430249.33338402
3478,297,227,7771,30892736.07405718,33921598.97918356,53184315.03952926
3478,289,223,7617,32143399.57851784,36058525.42721006,53394524.05003886
3478,304,210,7823,35207034.8177041,33169412.31348844,55439680.20436266
3478,311,241,8215,38436494.73459888,29801890.11177852,66969979.21660415
3478,329,266,8672,41339201.97468065,35751974.33790382,74411707.73734455
3478,349,280,8716,45227961.98765714,26392375.18143417,82520141.98653352
3478,356,266,8622,45967700.86767538,28560780.41617667,80880597.43765205
3510,734,275,19934,73920351.4005221,79874634.0266626,116970322.309974
3510,882,318,20216,80348724.45554541,85868676.82961611,134843457.1897725
3510,839,325,20485,80278191.52925621,92484866.45856988,145379636.3717559
3510,883,337,20663,86524788.12014227,98689750.60208839,156901380.5014531
3510,881,285,21091,92570790.60875405,90961051.88746957,157847636.2439426
3510,893,304,22086,97686583.2149483,81362436.81920789,175222726.8297682
3510,888,409,23019,107355070.7543339,97939594.76328906,183546038.857698
3510,926,392,22677,118339819.2526105,72663891.21394296,203286860.4488122
3510,936,403,21629,118140659.5309374,75757565.04025581,212350786.144659
3523,363,148,7560,24549286.30324074,43379825.13716545,53029246.76158252
3523,373,175,7862,23499760.00662341,46425149.96002298,56466551.24009867
3523,381,181,7889,25380942.89133042,47039654.51480129,58157952.67251284
3523,391,192,8235,25431411.94616788,49501746.02568261,61174585.03418998
3523,389,233,8616,28634731.99805691,51831087.01818059,66876264.4109979
3523,386,263,8920,29372058.90744965,48233798.18648621,68483337.06583706
3523,386,249,9274,28801252.04486009,44009213.69403048,76468437.85927784
3523,390,253,9490,30211477.05602021,51445468.48649973,82057759.36198972
3523,388,263,9698,38481816.894338,38715104.98203906,87330003.22566909
3523,384,264,9762,46269309.69630305,39898788.05253109,92504362.97866821
3529,358,288,7701,35152542.90233002,38351165.09104656,50204117.3028859
3529,378,293,7763,37925392.63101514,40365740.52250608,52502779.61955089
3529,386,314,7775,28911162.06456982,41035397.44782373,56793240.87787239
3529,375,349,8169,30201063.00673324,43356797.46103676,59769962.73887368
3529,387,393,8492,34078343.12574344,46417000.46699277,66556252.06222966
3529,401,440,8778,39539980.50916633,42880795.4945171,66953236.04777473
3529,407,265,9524,35835455.48285854,39238422.11177007,82791562.87400311
3529,466,282,9723,38451776.36754866,46073726.71273486,89502464.29521492
3529,453,286,10219,46115641.85485942,34407248.82820526,94802419.15072486
3529,467,302,10336,48754938.04478406,35258844.17949952,102163994.9877838
3531,259,2,6126,24453394.22620134,29549242.25020276,40380413.10135341
3531,272,155,6299,19831123.59028623,31163179.37150243,43459423.07730129
3531,275,201,6391,20243985.6550757,34877367.79761422,48276364.08546228
3531,278,216,6578,22566320.58573263,30885389.60140409,46663725.56837151
3531,284,216,7011,25060836.46891896,28190152.56803359,60558456.01186131
3531,289,217,7219,28760029.3623361,33129944.05591883,59809973.132181
3531,286,212,7130,29384894.62567586,24752431.0620269,67790047.28961374
3531,278,96,7014,32535117.37970566,25730652.44658184,70045656.85195322
3541,213,104,5181,15975677.28498412,31391241.03793255,33774335.90412949
3541,227,99,5590,18296489.5803849,28957206.74868207,37227677.51423527
3541,236,96,5413,25207932.73297682,30367386.17776764,41520123.04754663
3541,247,78,5439,26982551.51621215,29325456.57029771,45846337.13944647
3541,248,75,5793,28088261.11411868,30417590.46864017,50970747.66722425
3541,261,83,6108,36012168.45739558,29259897.9091224,55942245.85219823
3541,273,66,6266,39362137.68107934,27580953.96069884,55460363.79806197
3541,274,83,6089,38104485.57174236,28222724.35470735,54292726.58764192
3592,201,91,5498,17853022.54694681,20224069.1979927,27379551.0190592
3592,216,86,5370,18433608.21927379,20309391.08289402,28893479.12913963
3592,204,78,5336,21317194.26399871,22155737.62467052,31414552.87465362
3592,214,93,5110,23965586.50237395,22627277.39704143,36120376.42304508
3592,233,72,5392,26410505.20912747,23113118.30284367,53289217.81985841
3592,227,91,5294,29167554.44507806,22236725.33316437,52498536.6072925
3592,232,86,5233,28507132.25409739,20547530.26712456,51044456.79126115
3592,193,85,4902,30422787.79496992,20516967.00122499,53513230.44030481
3599,484,143,13984,28010629.0221766,62914846.57119323,72487911.43192416
3599,577,104,14901,35697458.1767454,72126540.62423965,91563374.39036733
3599,623,127,15343,40323533.46113814,72675159.68466984,93257344.90608948
3599,637,146,15382,47793858.42975297,71100307.73754731,98198375.83846986
3599,668,144,15491,48531371.5467694,71959151.60852595,103145685.4591613
3599,656,8,16630,49077121.84599723,73958916.74508312,135062372.3765207
3599,658,14,16960,51272473.84544809,68332770.74512537,131090835.3161665
3599,632,49,16708,58736067.21450054,66074931.54045857,131171238.2163422
3599,656,123,16767,64250408.14424507,66450960.3795198,136789103.7960344
3615,802,327,23137,91213986.81913185,94605882.82291666,119780377.6796347
3615,844,337,23326,108432151.8999307,96189943.31892909,127496918.5881573
3615,881,316,23674,115729227.1618427,102135425.6951879,130441441.0777321
3615,913,400,24246,132783338.4770208,102105909.8471715,156856671.2751419
3615,959,400,24855,143089771.3954785,121395395.1930843,179165336.7297496
3615,959,349,25455,153959090.5636996,119793512.1059239,198727392.2133093
3615,1026,400,26876,165387012.2365082,118996402.8510155,211911901.56446
3615,1090,410,28274,171738625.077994,122509015.7055032,227818043.8494695
3615,1113,452,29548,189289592.6437128,116533556.8113257,244340909.6634395
3615,1197,390,29687,193701924.8520715,119467977.5373158,261254303.2955021
3625,119,43,2513,5345186.85109996,22252421.08411057,18940371.29729319
3625,122,56,2405,6118274.352722019,22942574.42567248,21644189.39865504
3625,126,50,2314,6548934.762875101,23057423.79656664,21555968.68777879
3625,124,39,2200,6510947.437812584,23776990.18401933,23236700.03542342
3625,129,32,2250,6671725.113054204,23524405.36148283,22403831.15811706
3625,129,38,2423,7368170.720566369,23356958.15588672,26040194.49584347
3625,128,48,2445,11994437.06173966,22798671.81632705,20146412.86026629
3625,120,45,2348,12368304.14666971,27065547.74548019,24164612.38731752
3625,116,30,2102,11833419.83814882,20685928.11359489,23936318.93118917
3630,311,17,6455,18438887.98127028,49360337.82262942,53194586.52360435
3630,328,19,7198,25539907.95173527,60594259.27667106,60932648.96013281
3630,338,103,7558,34406784.27897742,63619071.19615098,70844116.11213334
3630,353,105,7637,34824846.57959077,58584854.01626284,87901864.29496148
3630,365,100,7670,34327954.44528926,58993403.24093505,82828943.08462591
3630,350,73,7494,41238234.77006454,52112127.66304237,80427460.21559036
3630,374,104,7518,37449935.70972729,50804074.38706407,84806765.78636117
3631,318,183,7763,22413697.25267809,32112462.92753953,38112210.27863105
3631,305,175,7900,29021666.59091139,36477094.94963165,45372515.35385408
3631,321,176,8152,35912654.06017674,46716960.58228575,54893628.28757773
3631,360,214,8356,38458929.84375845,46988349.46532001,59571481.89916193
3631,346,270,8939,42214153.77493917,50697568.47547479,76631995.07123546
3631,345,348,9478,46133515.84707015,49332216.59212793,76534678.31190862
3631,376,349,10018,53176227.61570694,48976496.02202453,81811566.69803494
3631,430,316,8883,50227240.99232056,35086325.7256522,72217950.14067146
3642,389,103,8050,32877180.78440963,51908121.69399668,69181658.32722527
3642,410,129,4940,41895951.13151358,63155242.55302953,81138504.69476548
3642,418,160,4556,42249914.36716849,63823474.79605974,76398490.71113813
3642,351,220,4521,40966849.76635577,74182799.4081255,85030397.26307786
3642,358,254,4343,39822109.30482901,80562247.37985773,96443381.59307414
3642,391,150,4516,52439106.31056535,66016374.09196742,132241364.7011608
3642,379,204,8889,56218744.77673864,63200337.77222729,131812314.2110875
3642,401,150,10094,59945216.11719383,60181848.18347019,125204026.7681637
3642,440,189,9768,64128242.36547039,59728381.21874155,122154570.4636557
3678,206,64,5727,11228623.29541768,26297924.27381556,30172122.26872128
3678,214,49,5659,13748519.66564443,27154507.46786293,31966992.10086341
3678,212,51,6208,17817225.1011253,27951938.70678731,33960753.01138821
3678,223,96,6573,21779806.73857799,33058408.32398959,43945652.88548425
3678,230,96,6886,24171708.64347628,30244667.59511016,45181661.26806231
3678,217,111,7199,25066097.80411936,28077028.52715261,51417756.52483779
3678,232,97,7035,28050406.65595431,28561912.20938936,58558646.26306096
3678,246,89,6553,31286031.79088943,28984572.48054373,62276160.24095194
3678,255,70,6523,34027436.67695661,29724614.91778183,63173973.8761743
3719,183,50,3833,13484340.50903961,18207695.699167,23177643.12377501
