fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
1983,NJ,34,585800000,152000000,168663,10878767104,113439,7467784,0,1,NJ,0,NEW JERSEY,3473.198,,18.839392,12.035658,11.639021
1984,NJ,34,637500032,180000000,164310,12302082048,125567,7515474,0,1,NJ,0,NEW JERSEY,3879.8613,,19.008467,12.00951,11.740595
1985,NJ,34,711600000,183000000,162606,13222848512,134574,7565530,0,1,NJ,0,NEW JERSEY,4376.2222,,19.024996,11.999085,11.80987
1986,NJ,34,799100032,186400000,159488,14231168000,144070,7622161,0,1,NJ,0,NEW JERSEY,5010.4087,,19.043406,11.979724,11.878055
1987,NJ,34,870600000,205300000,156944,16128799744,155341,7670741,0,1,NJ,0,NEW JERSEY,5547.2017,,19.139982,11.963644,11.953378
1988,NJ,34,964899968,220900000,156634,17116401664,170598,7712333,0,1,NJ,0,NEW JERSEY,6160.2202,,19.213221,11.961667,12.047065
1989,NJ,34,1055000000,250200000,161135,18816618496,183043,7726086,0,1,NJ,0,NEW JERSEY,6547.3052,,19.33777,11.989998,12.117476
1990,NJ,34,1079900032,311000000,169482,19472273408,192164,7762963,0,2,NJ,0,NEW JERSEY,6371.7681,,19.555304,12.040502,12.166104
1991,NJ,34,1060924032,356900000,164366,21555957760,195933,7814676,0,2,NJ,0,NEW JERSEY,6454.644,,19.692966,12.009851,12.185528
1992,NJ,34,1140332032,403100000,170066,23443591168,210510,7880508,0,2,NJ,0,NEW JERSEY,6705.2324,,19.814695,12.043941,12.257288
1993,NJ,34,1183719040,429400000,170534,24229953536,217596,7948915,0,2,NJ,0,NEW JERSEY,6941.2495,,19.877899,12.04669,12.290396
1994,NJ,34,1270964992,440400000,167375,25421649920,225285,8014306,0,2,NJ,0,NEW JERSEY,7593.5176,,19.903194,12.027992,12.325122
1995,NJ,34,1259452032,498200000,167778,26097305600,239165,8083242,0,2,NJ,0,NEW JERSEY,7506.6577,,20.026512,12.030397,12.384909
1996,NJ,34,1352316032,538400000,165748,27449364480,253062,8149596,0,2,NJ,0,NEW JERSEY,8158.8677,,20.104113,12.018224,12.44139
1997,NJ,34,1348216960,579324416,164684,27403360256,269606,8218808,0,2,NJ,0,NEW JERSEY,8186.6904,,20.177374,12.011784,12.504717
1998,NJ,34,1386422016,611143104,166289,30009845760,287244,8287418,0,2,NJ,0,NEW JERSEY,8337.4248,,20.230843,12.021482,12.568088
1999,NJ,34,1454112000,623875008,169192,31575898112,300855,8359592,0,2,NJ,0,NEW JERSEY,8594.4492,,20.251461,12.03879,12.614384
2000,NJ,34,1541662976,672556544,171563,32837939200,330957,8430621,0,3,NJ,0,NEW JERSEY,8985.9873,,20.326597,12.052706,12.709743
2001,NJ,34,1664194048,862253120,178671,35927085056,342304,8492671,0,3,NJ,0,NEW JERSEY,9314.293,,20.57506,12.093302,12.743455
2002,NJ,34,1751643008,920064320,188839,34628804608,347457,8552643,0,3,NJ,0,NEW JERSEY,9275.8545,,20.639954,12.14865,12.758396
2003,NJ,34,1718784000,1054145792,194846,36977000448,356315,8601402,0,3,NJ,0,NEW JERSEY,8821.2432,,20.775997,12.179965,12.78357
2004,NJ,34,1740829056,1169862016,201756,39558275072,373079,8634561,0,3,NJ,0,NEW JERSEY,8628.3877,,20.880152,12.214814,12.829545
2005,NJ,34,1890322944,1260429568,226969,42557353984,387393,8651974,0,3,NJ,0,NEW JERSEY,8328.5508,,20.954718,12.332569,12.867195
2006,NJ,34,2029442944,1360753792,228080,47307677696,415891,8661679,0,3,NJ,0,NEW JERSEY,8897.9434,,21.031305,12.337452,12.938178
2007,NJ,34,1973720960,1460040832,229968,51427573760,440166,8677885,0,3,NJ,0,NEW JERSEY,8582.5898,,21.10173,12.345695,12.994907
2008,NJ,34,2044508032,1600960768,238040,53790896128,453019,8711090,0,3,NJ,0,NEW JERSEY,8588.9268,,21.193871,12.380194,13.023689
2009,NJ,34,1984924032,1819714688,246215,50919923712,439088,8755602,0,3,NJ,0,NEW JERSEY,8061.751,,21.321945,12.41396,12.992455
2010,NJ,34,2083600000,1959451776,268066,51098730496,452466,8799624,0,4,NJ,0,NEW JERSEY,7772.7129,,21.395931,12.498988,13.022468
2011,NJ,34,2050400000,2169429504,277147,53149941760,474016,8827783,0,4,NJ,0,NEW JERSEY,7398.2397,,21.49773,12.532303,13.068996
2012,NJ,34,1998300032,2277082368,278868,53850501120,491662,8845483,0,4,NJ,0,NEW JERSEY,7165.7559,,21.546162,12.538494,13.105547
2013,NJ,34,1888439040,2321303040,276052,56199438336,496465,8858362,0,4,NJ,0,NEW JERSEY,6840.8813,,21.565395,12.528344,13.115269
2014,NJ,34,1990468992,2540110592,274341,57637527552,520079,8866780,0,4,NJ,0,NEW JERSEY,7255.4556,,21.655474,12.522127,13.161736
2015,NJ,34,1990468992,2722541824,270053,59693019136,542097,8870869,0,4,NJ,0,NEW JERSEY,7370.6606,,21.724833,12.506373,13.2032
2016,NJ,34,2068259968,2753478400,268296,60237873152,556440,8874516,0,4,NJ,0,NEW JERSEY,7708.8735,,21.736132,12.499846,13.229315
2017,NJ,34,2083569024,2836867584,266194,62026498048,577081,8888543,0,4,NJ,0,NEW JERSEY,7827.2578,,21.765966,12.491981,13.265738
2018,NJ,34,2065933056,2772610048,264441,,607885,8908520,0,4,NJ,0,NEW JERSEY,7812.4536,,21.743055,12.485373,13.317741
1980,NM,35,137300000,24600000,48268,1143005952,11323,1309400,0,1,NM,2,NEW MEXICO,2844.5347,,17.018257,10.784524,9.3345909
1981,NM,35,164500000,27600000,50357,1432740992,12800,1332747,0,1,NM,2,NEW MEXICO,3266.676,,17.133326,10.826893,9.4572001
1982,NM,35,188600000,30000000,52209,1487928960,14023,1363822,0,1,NM,2,NEW MEXICO,3612.4041,,17.216707,10.86301,9.5484543
1983,NM,35,207100000,31400000,54058,1456365952,15086,1394362,0,1,NM,2,NEW MEXICO,3831.0703,,17.262318,10.897813,9.6215229
1984,NM,35,216800000,32300000,54628,1699884032,16471,1416719,0,1,NM,2,NEW MEXICO,3968.6606,,17.290577,10.908302,9.7093563
1985,NM,35,247700000,35200000,53979,1811414016,17824,1438360,0,1,NM,2,NEW MEXICO,4588.8218,,17.376556,10.89635,9.7883015
1986,NM,35,251500000,36200000,54242,1835990016,18525,1462728,0,1,NM,2,NEW MEXICO,4636.6284,,17.40457,10.901211,9.8268766
1987,NM,35,256300000,41800000,55030,1984973952,19309,1478519,0,1,NM,2,NEW MEXICO,4657.4595,,17.548407,10.915634,9.8683262
1988,NM,35,269900000,47500000,56334,2218411008,20402,1490336,0,1,NM,2,NEW MEXICO,4791.0674,,17.676241,10.939054,9.9233885
1989,NM,35,282100000,56600000,59249,2375115008,21855,1503901,0,1,NM,2,NEW MEXICO,4761.2617,,17.851519,10.989504,9.9921846
1990,NM,35,302400000,61700000,60707,2560431104,23301,1521574,0,2,NM,2,NEW MEXICO,4981.3037,,17.937794,11.013814,10.056252
1991,NM,35,337900000,28129290,63068,2665382912,24937,1555305,0,2,NM,2,NEW MEXICO,5357.709,,17.152323,11.051969,10.124108
1992,NM,35,352400000,31043264,66788,2839853056,26803,1595442,0,2,NM,2,NEW MEXICO,5276.397,,17.250893,11.109279,10.196269
1993,NM,35,367600000,33796456,68746,3147397888,28827,1636453,0,2,NM,2,NEW MEXICO,5347.2202,,17.335867,11.138174,10.269068
1994,NM,35,396000000,43234592,71081,3477041920,30772,1682398,0,2,NM,2,NEW MEXICO,5571.1089,,17.582151,11.171576,10.33436
1995,NM,35,437400000,48003744,68571,3617718016,33071,1720394,0,2,NM,2,NEW MEXICO,6378.79,,17.68679,11.135625,10.406412
1996,NM,35,465600000,47298180,70940,3877211904,34741,1752326,0,2,NM,2,NEW MEXICO,6563.293,,17.671982,11.16959,10.455676
1997,NM,35,418200000,46274804,62808,4244527104,36520,1774839,0,2,NM,2,NEW MEXICO,6658.3877,,17.650108,11.047837,10.505615
1998,NM,35,416600000,43100548,67591,4580495872,38361,1793484,0,2,NM,2,NEW MEXICO,6163.5425,,17.579046,11.12123,10.554796
1999,NM,35,508700000,42389712,72092,4469002752,39276,1808082,0,2,NM,2,NEW MEXICO,7056.2612,,17.562416,11.185699,10.578369
2000,NM,35,519722816,52805732,67277,4800578048,42320,1821204,0,3,NM,2,NEW MEXICO,7725.1187,,17.782131,11.116573,10.653015
2001,NM,35,473132544,53655592,66847,5146366976,45312,1831690,0,3,NM,2,NEW MEXICO,7077.8428,,17.798096,11.110162,10.721327
2002,NM,35,514547392,57427656,68579,4877614080,47090,1855309,0,3,NM,2,NEW MEXICO,7502.9878,,17.866037,11.135741,10.759816
2003,NM,35,649027008,59719584,75847,4714073088,49197,1877574,0,3,NM,2,NEW MEXICO,8557.0557,,17.90517,11.236473,10.803588
2004,NM,35,710466496,88356976,79634,5444157952,52264,1903808,0,3,NM,2,NEW MEXICO,8921.6475,,18.296896,11.285196,10.864063
2005,NM,35,762379392,91170992,79219,6069327872,55838,1932274,0,3,NM,2,NEW MEXICO,9623.6934,,18.328247,11.279971,10.93021
2006,NM,35,837112832,125194664,79645,6974455808,59946,1962137,0,3,NM,2,NEW MEXICO,10510.551,,18.64538,11.285335,11.0012
2007,NM,35,954683072,104819592,83224,7454721024,63418,1990070,0,3,NM,2,NEW MEXICO,11471.247,,18.467751,11.329291,11.057503
2008,NM,35,1016380928,169176416,85203,7746740224,67242,2010662,0,3,NM,2,NEW MEXICO,11928.934,,18.946453,11.352792,11.116054
2009,NM,35,952987648,192147568,89450,6998588928,66662,2036802,0,3,NM,2,NEW MEXICO,10653.858,,19.073774,11.401435,11.10739
2010,NM,35,895500096,204037648,98709,6548124160,69250,2064588,0,4,NM,2,NEW MEXICO,9072.1221,,19.133816,11.499931,11.145478
2011,NM,35,843082624,254426928,92078,7249589248,72820,2080395,0,4,NM,2,NEW MEXICO,9156.1787,,19.354525,11.430391,11.195745
2012,NM,35,804674048,283802496,97719,7552906752,74578,2087549,0,4,NM,2,NEW MEXICO,8234.5713,,19.463789,11.489851,11.219601
2013,NM,35,832616896,297947456,101239,7666140160,73412,2092792,0,4,NM,2,NEW MEXICO,8224.2705,,19.512428,11.525239,11.203843
2014,NM,35,856215040,313140928,98630,8274457088,77722,2090342,0,4,NM,2,NEW MEXICO,8681.0811,,19.562164,11.499131,11.260894
2015,NM,35,902205568,310508704,96110,8655483904,79973,2090211,0,4,NM,2,NEW MEXICO,9387.2188,,19.553722,11.473248,11.289444
2016,NM,35,911915520,278989152,93379,8114437120,81252,2092789,0,4,NM,2,NEW MEXICO,9765.7451,,19.446684,11.444422,11.30531
2017,NM,35,854808000,288823744,89020,8619186176,82733,2093395,0,4,NM,2,NEW MEXICO,9602.4268,,19.481327,11.396616,11.323374
2018,NM,35,836246016,303721856,83746.5,,87189,2095428,0,4,NM,2,NEW MEXICO,9985.4443,,19.531624,11.335549,11.375834
1980,NY,36,1286599936,308600000,418679,26245462016,193259,17566754,0,1,NY,0,NEW YORK,3072.9985,,19.547556,12.94486,12.171786
1981,NY,36,1376899968,338900000,431841,28618272768,215681,17567732,0,1,NY,0,NEW YORK,3188.4419,,19.641216,12.975813,12.281556
1982,NY,36,1550899968,367000000,435249,31443261440,234418,17589736,0,1,NY,0,NEW YORK,3563.2476,,19.720873,12.983673,12.364861
1983,NY,36,1665100032,394500000,435011,33376671744,252683,17686908,0,1,NY,0,NEW YORK,3827.7195,,19.793129,12.983127,12.439891
1984,NY,36,1751500032,436200000,430135,37777244160,279484,17745676,0,1,NY,0,NEW YORK,4071.9775,,19.893612,12.971854,12.5407
1985,NY,36,1964400000,446500000,421316,41499537408,299164,17791678,0,1,NY,0,NEW YORK,4662.5337,,19.91695,12.951138,12.608747
1986,NY,36,2090499968,452700000,414252,45129007104,319479,17833420,0,1,NY,0,NEW YORK,5046.4453,,19.93074,12.93423,12.674447
1987,NY,36,2328800000,452400000,413336,49420148736,340643,17868844,0,1,NY,0,NEW YORK,5634.1572,,19.930077,12.932016,12.73859
1988,NY,36,2474299904,479700000,407495,52545708032,373665,17941308,0,1,NY,0,NEW YORK,6071.9761,,19.988672,12.917784,12.831115
1989,NY,36,2587300096,495700000,419894,54777335808,403910,17983084,0,1,NY,0,NEW YORK,6161.7935,,20.021481,12.947758,12.908947
1990,NY,36,2542099968,527400000,430784,58764951552,432318,18020784,0,2,NY,0,NEW YORK,5901.1011,,20.083469,12.973362,12.976916
1991,NY,36,2374099968,585500032,437920,60251971584,432543,18122510,0,2,NY,0,NEW YORK,5421.3096,,20.187977,12.989792,12.977437
1992,NY,36,2381499904,756499968,435353,64022904832,457271,18246652,0,2,NY,0,NEW YORK,5470.2734,,20.444214,12.983912,13.033031
1993,NY,36,2382799872,872300032,440713,67123412992,470054,18374954,0,2,NY,0,NEW YORK,5406.6929,,20.586643,12.996149,13.060603
1994,NY,36,2514899968,885500032,442730,70029467648,484731,18459470,0,2,NY,0,NEW YORK,5680.437,,20.601664,13.000715,13.09135
1995,NY,36,2636699904,872600000,443289,71320502272,510818,18524104,0,2,NY,0,NEW YORK,5948.0381,,20.586988,13.001977,13.143768
1996,NY,36,2352399872,1107699968,431677,72495169536,537882,18588460,0,2,NY,0,NEW YORK,5449.4443,,20.825552,12.975433,13.195395
1997,NY,36,2350000128,1129100032,425953,75468455936,567956,18656546,0,2,NY,0,NEW YORK,5517.041,,20.844687,12.962084,13.249799
1998,NY,36,2393799936,1124800000,436396,78484684800,600601,18755906,0,2,NY,0,NEW YORK,5485.3848,,20.840872,12.986305,13.305686
1999,NY,36,4117605888,1261501440,444092,82153897984,635835,18882724,0,2,NY,0,NEW YORK,9271.9658,,20.955568,13.003787,13.362695
2000,NY,36,3731718912,1252864640,422431,86868189184,684590,19001780,0,3,NY,0,NEW YORK,8833.9131,,20.948698,12.953781,13.436575
2001,NY,36,3245511424,1294052480,451855,95323742208,709767,19082838,0,3,NY,0,NEW YORK,7182.6392,,20.981045,13.021116,13.472692
2002,NY,36,3360121600,1345769344,466866,88878112768,708252,19137800,0,3,NY,0,NEW YORK,7197.1865,,21.020231,13.053798,13.470555
2003,NY,36,3495059456,1414803200,483616,88148631552,718319,19175940,0,3,NY,0,NEW YORK,7226.9312,,21.070257,13.089046,13.484669
2004,NY,36,3312893696,1779004672,489692,101426257920,751245,19171568,0,3,NY,0,NEW YORK,6765.2598,,21.29932,13.101532,13.529487
2005,NY,36,3797477376,1782286464,497971,111107620864,782613,19132610,0,3,NY,0,NEW YORK,7625.9009,,21.301163,13.118298,13.570394
2006,NY,36,4148094976,1827338624,500182,123660935168,844019,19104632,0,3,NY,0,NEW YORK,8293.1709,,21.326126,13.122727,13.64593
2007,NY,36,4568118272,1899289984,508909,134027280384,909175,19132336,0,3,NY,0,NEW YORK,8976.2969,,21.364746,13.140024,13.720293
2008,NY,36,4853313024,1987509632,526538,138287939584,928502,19212436,0,3,NY,0,NEW YORK,9217.4033,,21.410149,13.174079,13.741328
2009,NY,36,4967332864,2156691456,547845,135494885376,912779,19307066,0,3,NY,0,NEW YORK,9067.041,,21.49184,13.213748,13.724249
2010,NY,36,5144258560,2389185024,572355,136237400064,950069,19400080,0,4,NY,0,NEW YORK,8987.8809,,21.594217,13.257515,13.76429
2011,NY,36,5238169600,2480299520,578830,144733995008,1004130,19498514,0,4,NY,0,NEW YORK,9049.582,,21.631645,13.268764,13.819632
2012,NY,36,4854239232,2634627840,577136,151732928512,1056671,19574548,0,4,NY,0,NEW YORK,8410.9102,,21.692007,13.265833,13.870634
2013,NY,36,5111538176,2795146240,571693,158492164096,1069557,19628044,0,4,NY,0,NEW YORK,8941.0547,,21.75115,13.256357,13.882755
2014,NY,36,5306812928,2973033728,565719,166086983680,1115352,19656330,0,4,NY,0,NEW YORK,9380.6514,,21.812849,13.245852,13.924681
2015,NY,36,5529284096,3133439744,566235,172649267200,1162801,19661412,0,4,NY,0,NEW YORK,9764.999,,21.865396,13.246764,13.966342
2016,NY,36,5602512896,3323390976,556098,177667293184,1202569,19641588,0,4,NY,0,NEW YORK,10074.687,,21.924252,13.2287,13.99997
2017,NY,36,5735094784,3338559744,549948,177750540288,1286023,19590720,0,4,NY,0,NEW YORK,10428.431,,21.928804,13.217579,14.067065
2018,NY,36,5931007488,3333378304,546831,,1341932,19542208,0,4,NY,0,NEW YORK,10846.144,,21.927252,13.211895,14.109621
1980,NC,37,492700000,78300000,165642,4395222016,49247,5898980,0,1,NC,1,NORTH CAROLINA,2974.4871,0,18.176058,12.017584,10.804604
1981,NC,37,561200000,85600000,174900,4737731072,55497,5956653,0,1,NC,1,NORTH CAROLINA,3208.6907,0,18.265196,12.07197,10.924085
1982,NC,37,627000000,96800000,180471,5204890112,59420,6019108,0,1,NC,1,NORTH CAROLINA,3474.2424,0,18.388157,12.103326,10.992386
1983,NC,37,673800000,103800000,185485,5542478848,64645,6077059,0,1,NC,1,NORTH CAROLINA,3632.6387,0,18.457977,12.13073,11.076666
1984,NC,37,710300032,108600000,194188,6331634176,73126,6164004,0,1,NC,1,NORTH CAROLINA,3657.7957,0,18.503181,12.176582,11.19994
1985,NC,37,931400000,118600000,189698,7158354944,79020,6253957,0,1,NC,1,NORTH CAROLINA,4909.9097,0,18.591267,12.153189,11.277456
1986,NC,37,1042000000,126600000,195875,7738085888,85195,6321576,0,1,NC,1,NORTH CAROLINA,5319.7192,0,18.656544,12.185232,11.352698
1987,NC,37,1122499968,146900000,197847,8783101952,91885,6403693,0,1,NC,1,NORTH CAROLINA,5673.5757,0,18.805264,12.19525,11.428293
1988,NC,37,1204700032,158900000,198805,9619320832,100590,6480591,0,1,NC,1,NORTH CAROLINA,6059.707,0,18.883785,12.20008,11.518808
1989,NC,37,1269100032,170500000,205167,10330659840,109693,6565462,0,1,NC,1,NORTH CAROLINA,6185.6929,0,18.954247,12.23158,11.605441
1990,NC,37,1351200000,199500000,214812,11103504384,116523,6664016,0,2,NC,1,NORTH CAROLINA,6290.1514,0,19.111324,12.277518,11.665844
1991,NC,37,1396800000,223300000,224499,11267474432,121893,6784280,0,2,NC,1,NORTH CAROLINA,6221.854,0,19.224028,12.321627,11.710899
1992,NC,37,1340000000,266000000,235194,12709451776,132675,6897214,0,2,NC,1,NORTH CAROLINA,5697.4243,0,19.399008,12.368166,11.795658
1993,NC,37,1484700032,301800000,240045,13746860032,141458,7042818,0,2,NC,1,NORTH CAROLINA,6185.0903,0,19.525274,12.388581,11.859758
1994,NC,37,1555500032,319300000,239428,14919241728,150583,7187398,0,2,NC,1,NORTH CAROLINA,6496.7339,0,19.581642,12.386008,11.92227
1995,NC,37,1657699968,346300000,239043,15898644480,161487,7344674,0,2,NC,1,NORTH CAROLINA,6934.7354,0,19.662815,12.384398,11.99218
1996,NC,37,1678200064,355200000,239319,16486227968,172817,7500670,0,2,NC,1,NORTH CAROLINA,7012.3979,0,19.688192,12.385552,12.059989
1997,NC,37,1788099968,385900000,239115,17740951552,185688,7656825,0,2,NC,1,NORTH CAROLINA,7477.9917,0,19.77109,12.3847,12.131824
1998,NC,37,1948600064,375100000,241175,19298158592,198775,7809121,0,2,NC,1,NORTH CAROLINA,8079.6104,0,19.742702,12.393278,12.199929
1999,NC,37,2072999936,392000000,254045,20266326016,208770,7949361,0,2,NC,1,NORTH CAROLINA,8159.9712,0,19.786772,12.445267,12.248988
2000,NC,37,2270322944,431057984,259308,21440028672,222565,8081614,0,3,NC,1,NORTH CAROLINA,8755.3135,0,19.881754,12.465772,12.312975
2001,NC,37,2398489088,461343008,268589,21814802432,228880,8210122,0,3,NC,1,NORTH CAROLINA,8929.96,0,19.949652,12.500937,12.340953
2002,NC,37,2442690048,551352000,288997,22576418816,232267,8326201,0,3,NC,1,NORTH CAROLINA,8452.3027,0,20.127884,12.574172,12.355643
2003,NC,37,2449658880,583577024,302159,22488109056,241626,8422501,0,3,NC,1,NORTH CAROLINA,8107.1851,0,20.184687,12.618709,12.395146
2004,NC,37,2474772992,695710976,315159,25012463616,261640,8553152,0,3,NC,1,NORTH CAROLINA,7852.4585,0,20.360445,12.660832,12.474725
2005,NC,37,2780767488,756646208,339034,27307108352,281034,8705407,0,3,NC,1,NORTH CAROLINA,8202.0313,0,20.444407,12.733855,12.546231
2006,NC,37,3062511360,881664512,338644,30012764160,306078,8917270,0,3,NC,1,NORTH CAROLINA,9043.4541,0,20.597322,12.732705,12.631596
2007,NC,37,3466352640,909373696,344056,32421857280,329509,9118037,0,3,NC,1,NORTH CAROLINA,10074.967,0,20.628267,12.74856,12.705359
2008,NC,37,3837233408,959256192,357601,33207939072,350848,9309449,0,3,NC,1,NORTH CAROLINA,10730.488,0,20.681669,12.787173,12.768108
2009,NC,37,3709737216,990768576,385791.88,31657814016,338316,9449566,0,3,NC,1,NORTH CAROLINA,9615.9033,0,20.713991,12.863053,12.731735
2010,NC,37,3753464832,1053765120,420956,32708343808,341628,9574293,0,4,NC,1,NORTH CAROLINA,8916.5254,0,20.775635,12.950284,12.741478
2011,NC,37,3780946688,1145838080,425779,33710614528,355052,9656754,0,4,NC,1,NORTH CAROLINA,8880.0684,0,20.859402,12.961676,12.78002
2012,NC,37,3578659328,1380824448,412349,34451447808,379925,9749123,0,4,NC,1,NORTH CAROLINA,8678.7148,0,21.045946,12.929626,12.847729
2013,NC,37,3751479040,1477803904,410622,35538649088,376024,9843599,0,4,NC,1,NORTH CAROLINA,9136.0889,0,21.113823,12.925428,12.837408
2014,NC,37,3617627648,1581152768,402199,36007944192,397996,9933944,0,4,NC,1,NORTH CAROLINA,8994.6211,0,21.181419,12.904702,12.894197
2015,NC,37,3667947264,1637846144,391990,38043254784,419892,10033079,0,4,NC,1,NORTH CAROLINA,9357.2471,0,21.216648,12.878992,12.947753
2016,NC,37,3829383424,1753612672,388322,39805448192,433196,10156679,0,4,NC,1,NORTH CAROLINA,9861.3613,0,21.284945,12.86959,12.978946
2017,NC,37,3982126848,1822114048,389604,40677240832,453769,10270800,0,4,NC,1,NORTH CAROLINA,10220.96,0,21.323263,12.872886,13.025344
2018,NC,37,4086567168,1870188288,392138,,478862,10383620,0,4,NC,1,NORTH CAROLINA,10421.247,0,21.349304,12.879369,13.079167
1980,ND,38,75700000,17600000,26735,552963968,5270,654380,0,1,ND,3,NORTH DAKOTA,2831.4944,,16.683409,10.193728,8.5697861
1981,ND,38,83900000,19500000,27811,643278976,6899,659504,0,1,ND,3,NORTH DAKOTA,3016.792,,16.785925,10.233187,8.8391314
1982,ND,38,105100000,26000000,29369,739209024,7453,668972,0,1,ND,3,NORTH DAKOTA,3578.6033,,17.073606,10.287695,8.9163723
1983,ND,38,105600000,26100000,29930,748232000,7831,676687,0,1,ND,3,NORTH DAKOTA,3528.2324,,17.077446,10.306617,8.9658451
1984,ND,38,108700000,29700000,31585,915395968,8458,680499,0,1,ND,3,NORTH DAKOTA,3441.5071,,17.206657,10.360437,9.0428677
1985,ND,38,114900000,31000000,31109,929600000,8741,676979,0,1,ND,3,NORTH DAKOTA,3693.4648,,17.249498,10.345252,9.0757799
1986,ND,38,122500000,34900000,31136,872142976,8870,669513,0,1,ND,3,NORTH DAKOTA,3934.3525,,17.367998,10.34612,9.0904303
1987,ND,38,124800000,37500000,30380,855281984,9133,661141,0,1,ND,3,NORTH DAKOTA,4107.9658,,17.439852,10.32154,9.1196499
1988,ND,38,122300000,41800000,30159,957726016,8467,655330,0,1,ND,3,NORTH DAKOTA,4055.1743,,17.548407,10.314239,9.043932
1989,ND,38,117600000,44900000,31072,974142016,9483,646351,0,1,ND,3,NORTH DAKOTA,3784.7581,,17.619947,10.344063,9.1572561
1990,ND,38,131300000,53500000,32160,1002054976,10257,637685,0,2,ND,3,NORTH DAKOTA,4082.7114,,17.795193,10.378479,9.2357159
