endyear,opeid5_new,lneg,lnstatea,lntuition,lntotfteiarep,lnftfac,lnptfac
2011,2841,18.451807,17.973772,17.256428,8.9293032,5.894403,5.556828
2012,2841,18.433121,18.050516,17.310759,8.9182482,5.8607864,5.5947113
2013,2841,18.530437,17.929356,17.352976,8.9091005,5.8493247,5.659482
2004,2842,18.239109,17.712782,17.312387,9.172431,5.9763508,5.7430034
2006,2842,18.392632,17.973618,17.400702,9.1792622,5.9914646,5.8888779
2007,2842,18.561403,18.169615,17.379423,9.1956329,6.0330863,5.8289456
2008,2842,18.53303,18.210962,17.338768,9.1732616,6.0637851,5.8833222
2009,2842,18.595497,18.167999,17.415119,9.1450548,6.0661082,5.8971539
2010,2842,18.709265,18.154377,17.501444,9.2468653,6.0614572,6.025866
2011,2842,18.829704,18.291126,17.492004,9.2661533,6.0544395,5.9914646
2012,2842,18.736185,18.243963,17.546146,9.2689867,6.0014148,6.0137153
2013,2842,18.718454,18.26046,17.514162,9.2533998,6.025866,6.0661082
2004,2843,17.511366,17.235409,17.033762,8.7945223,5.57973,5.5254531
2006,2843,17.684324,17.489431,17.069363,8.7973976,5.659482,5.5254531
2007,2843,17.867622,17.669762,17.069517,8.7899647,5.7004437,5.3936276
2008,2843,17.965191,17.762125,17.109749,8.8017702,5.7268476,5.4380794
2009,2843,17.93948,17.717865,17.194304,8.8341913,5.7268476,5.5254531
2010,2843,18.206837,17.636747,17.275866,8.8518066,5.6698809,5.6058021
2011,2843,18.292797,17.745001,17.284199,8.8460655,5.6058021,5.6664267
2012,2843,18.274115,17.734995,17.309576,8.8486528,5.655992,5.659482
2013,2843,18.309008,17.717426,17.396025,8.8303967,5.6312118,5.7104268
2004,2844,17.379332,17.223721,16.707762,8.5451975,5.5174527,5.2149358
2006,2844,17.534861,17.442974,16.779682,8.5692158,5.521461,5.2364421
2007,2844,17.703396,17.546593,16.785969,8.6125031,5.5451775,5.2149358
2008,2844,17.744793,17.626419,16.761925,8.5995102,5.57973,5.3278761
2009,2844,17.754707,17.606701,16.862528,8.6461143,5.5606818,5.3082676
2010,2844,18.054005,17.574686,16.947044,8.6360426,5.5606818,5.2729998
2011,2844,18.07815,17.574781,16.946341,8.6578245,5.5373344,5.4161005
2012,2844,18.061415,17.610174,17.030472,8.6562595,5.5451775,5.4424176
2013,2844,18.115398,17.628101,17.089628,8.6168575,5.5490761,5.4889379
2004,2845,17.310751,17.116171,16.768661,8.6084957,5.5254531,4.6347289
2006,2845,17.466738,17.306236,16.809418,8.5906296,5.521461,4.6634393
2007,2845,17.572945,17.467224,16.839067,8.6009827,5.521461,4.4308167
2008,2845,17.674242,17.566139,16.856956,8.6046543,5.5254531,4.4426513
2009,2845,17.663752,17.545181,16.950701,8.626586,5.5373344,4.5643482
2010,2845,17.946066,17.508137,17.033188,8.6273022,5.5174527,4.6347289
2011,2845,18.006258,17.54228,17.045559,8.6351538,5.480639,4.6151204
2012,2845,18.025623,17.547701,17.113928,8.6324844,5.484797,4.7184987
2013,2845,18.074446,17.517199,17.171486,8.6163139,5.5451775,4.6051702
2004,2846,17.686987,17.47912,17.113686,8.8226166,5.6937323,6.0306854
2006,2846,17.835102,17.772137,17.175253,8.840435,5.6869755,6.0282784
2007,2846,17.995628,17.884056,17.228289,8.8423157,5.7235851,6.0234475
2008,2846,18.059298,17.986189,17.218796,8.8277617,5.7807436,5.971262
2009,2846,18.076517,17.985807,17.329956,8.888895,5.817111,5.9661469
2010,2846,18.320324,17.915241,17.418051,8.9135504,5.7868972,5.8406415
2011,2846,18.361069,18.025156,17.43182,8.8938475,5.7868972,5.7930136
2012,2846,18.344746,18.224125,17.51203,8.9185162,5.749393,5.7137327
2013,2846,18.38818,17.933702,17.517269,8.898366,5.8230457,5.7525725
2004,2847,17.379175,17.164724,16.762501,8.6517239,5.3936276,5.267858
2006,2847,17.581312,17.374027,16.818312,8.6683683,5.4116459,5.3033047
2007,2847,17.756195,17.531351,16.827204,8.6762457,5.4553213,5.3423343
2008,2847,17.821392,17.627047,16.823217,8.6776094,5.4595857,5.3612924
2009,2847,17.804178,17.616091,16.859547,8.6760759,5.5174527,5.3327188
2010,2847,18.132124,17.561918,16.961628,8.6583452,5.4971681,5.3844953
2011,2847,18.145247,17.666386,16.977118,8.7155523,5.529429,5.4424176
2012,2847,18.116938,17.598587,17.056356,8.7117729,5.5254531,5.4026775
2013,2847,18.141607,17.64563,17.121237,8.713089,5.5606818,5.3706379
2004,2848,17.603745,17.349421,17.080664,8.927845,5.811141,5.1416636
2006,2848,17.77652,17.602551,17.127472,8.9376125,5.7620516,5.2729998
2007,2848,17.898048,17.719141,17.110495,8.9360352,5.7651911,5.2257466
2008,2848,17.932467,17.84306,17.090387,8.929965,5.7430034,5.2933049
2009,2848,17.954123,17.799803,17.191288,8.9558353,5.7838254,5.4161005
2010,2848,18.240349,17.751823,17.261141,8.9504032,5.7462034,5.3752785
2011,2848,18.317167,17.813835,17.289972,8.9511814,5.768321,5.4553213
2012,2848,18.329103,17.783949,17.350424,8.9572525,5.749393,5.521461
2013,2848,18.376482,17.854622,17.385365,8.9294357,5.7868972,5.5254531
2004,2849,17.467113,17.156256,16.921728,8.6418858,5.5373344,5.2149358
2006,2849,17.65457,17.437593,16.962809,8.6471682,5.556828,5.3423343
2007,2849,17.802303,17.599941,16.985056,8.695507,5.6094718,5.3936276
2008,2849,17.851177,17.597263,16.996635,8.7116079,5.6167712,5.4205351
2009,2849,17.871731,17.632036,17.071396,8.7316589,5.6664267,5.4638319
2010,2849,18.08399,17.515108,17.154865,8.7470341,5.6454468,5.4424176
2011,2849,18.168985,17.649181,17.153036,8.7377739,5.6629605,5.4161005
2012,2849,18.135916,17.639671,17.182148,8.7158804,5.6094718,5.3375382
2013,2849,18.20149,17.642864,17.180323,8.6886225,5.6167712,5.3565865
2004,2850,17.233488,17.127993,16.561407,8.4035769,5.4424176,4.8520303
2006,2850,17.432663,17.331675,16.616142,8.4180355,5.5254531,4.6913481
2007,2850,17.609333,17.365208,16.590681,8.4029045,5.529429,4.6051702
2008,2850,17.679678,17.460497,16.641317,8.4331589,5.5759492,4.7874918
2009,2850,17.654633,17.43338,16.657084,8.4246387,5.602119,4.6347289
2010,2850,17.894249,17.41078,16.698357,8.3929892,5.5683446,4.5747108
2011,2850,17.930332,17.394676,16.701881,8.4129429,5.5451775,4.59512
2012,2850,17.97406,17.437296,16.7787,8.3970575,5.5012584,4.7535901
2013,2850,18.027653,17.561136,16.760481,8.3682289,5.521461,4.6051702
2004,2906,18.404892,18.252001,17.725397,9.5353184,6.498282,3.4965076
2005,2906,18.473743,18.301847,17.792034,9.5552769,6.5147128,3.4965076
2006,2906,18.543732,18.407759,17.826578,9.5664053,6.5567784,2.9957323
2007,2906,18.65325,18.524874,17.994659,9.5389242,6.5666723,3.1780539
2008,2906,18.774237,18.656809,18.013321,9.6541929,6.6039438,3.4011974
2009,2906,18.772926,18.531645,18.067963,9.6922112,6.6592941,3.1354942
2010,2906,18.930914,18.638447,18.077955,9.7132349,6.7153835,5.8141303
2011,2906,18.99407,18.619114,18.228973,9.7357197,6.7604146,5.9162021
2012,2906,18.946554,18.620577,18.325443,9.749753,6.7707896,5.7838254
2013,2906,18.966484,18.641562,18.39537,9.7620964,6.8046145,5.908083
2004,2928,17.434027,17.407038,16.10256,8.4998436,5.3844953,1.3862944
2005,2928,17.493116,17.431379,16.325874,8.5055256,5.4722705,2.3978953
2006,2928,17.564301,17.577177,16.308516,8.6143198,5.4889379,2.8332133
2007,2928,17.683758,17.680733,16.51796,8.5426664,5.521461,3.2958369
2008,2928,17.796442,17.829206,16.508917,8.6695709,5.7037826,3.1354942
2009,2928,17.778095,17.699411,16.48575,8.611412,5.7268476,2.5649493
2010,2928,17.881212,17.736948,16.326349,8.6059361,5.6629605,3.5553482
2011,2928,17.910671,17.663481,16.248066,8.5682669,5.6276212,4.0073333
2012,2928,17.888826,17.704533,16.490194,8.5857859,5.6383548,3.8918202
2013,2928,17.884373,17.692543,16.615713,8.5750847,5.6276212,4.0943446
2004,2950,17.992077,17.656214,16.595346,8.685585,5.5254531,3.8918202
2005,2950,18.062601,17.764851,16.981115,8.764678,5.484797,3.3672957
2006,2950,18.135128,17.91218,17.006155,8.8201084,5.6419072,3.3322046
2007,2950,18.269222,18.096962,17.139866,8.7631149,5.768321,3.0445225
2008,2950,18.354864,18.2283,17.249466,8.852808,5.855072,3.6888795
2009,2950,18.364395,18.113457,17.272196,8.8384066,5.9053617,3.7612002
2010,2950,18.476883,18.214165,17.280033,9.0103025,5.9135032,5.3082676
2011,2950,18.548658,18.205503,17.412071,9.0145683,6.0234475,5.480639
2012,2950,18.472,18.210636,17.456715,8.9790382,6.0544395,5.1984968
2013,2950,18.477255,18.224167,17.469076,8.9851952,5.9914646,5.0039463
2004,2954,17.241716,17.348112,15.934786,8.3323088,5.3132062,2.3025851
2005,2954,17.38199,17.450583,16.131258,8.3877678,5.3936276,2.5649493
2006,2954,17.435179,17.556513,16.298088,8.4871464,5.4971681,2.0794415
2007,2954,17.62364,17.70896,16.504646,8.4368505,5.5529594,2.4849067
2008,2954,17.74448,17.838818,16.677359,8.5459747,5.655992,2.0794415
2009,2954,17.726753,17.705822,16.761156,8.6123219,5.676754,1.9459101
2010,2954,17.854166,17.766062,16.705982,8.6948376,5.6835799,4.7273879
2011,2954,17.871183,17.69293,16.655561,8.7028427,5.7990928,4.4998097
2012,2954,17.840769,17.772247,16.795004,8.6280184,5.7651911,4.2341065
2013,2954,17.896389,17.780741,16.804768,8.6213732,5.7899604,4.356709
2004,2981,17.73209,17.757887,16.894011,8.82129,5.7899604,3.8501475
2005,2981,17.854332,17.867393,17.068132,8.9194536,5.8861041,3.6888795
2006,2981,18.016209,18.096745,17.141518,9.0022087,6.0330863,3.3672957
2007,2981,18.120882,18.17679,17.22658,8.9347191,6.0730443,3.2188759
2008,2981,18.175705,18.274137,17.258778,8.9955368,6.1246834,3.6888795
2009,2981,18.206358,18.215694,17.199518,8.9538984,6.1590953,3.9512436
2010,2981,18.303097,18.126163,17.292643,9.0408564,6.1333981,5.1179938
2011,2981,18.29882,18.06814,17.42293,9.0531015,6.1136823,5.3375382
2012,2981,18.31146,18.168339,17.512321,9.0596342,6.0867748,5.1179938
2013,2981,18.389256,18.205198,17.623388,9.0819387,6.0844994,5.187386
2004,2984,18.068581,17.844316,17.627895,9.2435818,6.1484685,3.5263605
2005,2984,18.128822,17.952808,17.76141,9.2905369,6.1420374,3.2958369
2006,2984,18.264435,18.133097,17.797476,9.3034668,6.2025356,3.0445225
2007,2984,18.380039,18.304962,17.924049,9.2791195,6.2461066,3.0910425
2008,2984,18.477394,18.397182,18.006834,9.3496675,6.2989492,3.6635616
2009,2984,18.478899,18.25046,18.0175,9.3815165,6.3647509,3.6888795
2010,2984,18.615191,18.287128,18.05616,9.408289,6.4264884,5.4161005
2011,2984,18.640762,18.277437,18.174458,9.4246454,6.4264884,5.5333896
2012,2984,18.622581,18.299175,18.245325,9.4332438,6.4377518,5.4510384
2013,2984,18.721363,18.358335,18.317932,9.4813595,6.4457197,5.6664267
2004,3145,18.156513,17.579983,17.860382,9.3261662,6.0112672,6.1903152
2005,3145,18.244795,17.558426,17.919888,9.3350325,6.0473723,6.3117347
2006,3145,18.307413,17.528631,18.001465,9.3161411,6.059123,6.3080983
2007,3145,18.317083,17.544044,18.101561,9.3310528,6.0567842,6.2785215
2008,3145,18.503893,17.608923,18.114647,9.3481007,6.0637851,6.2324481
2009,3145,18.545111,17.687927,18.147997,9.3611717,6.089045,6.2633982
2010,3145,18.581615,17.49334,18.195908,9.4133625,6.1047931,6.2422233
2011,3145,18.671934,17.47356,18.236914,9.4376354,6.1246834,6.2653012
2012,3145,18.546341,17.457319,18.267786,9.400795,6.09131,6.3526292
2013,3145,18.529823,17.435026,18.27282,9.3491449,6.0661082,6.3421216
2004,3150,16.82164,16.654934,16.19071,8.3864012,5.1929569,4.1743875
2005,3150,16.956032,16.693563,16.330795,8.4309816,5.1984968,4.5432949
2006,3150,16.984398,16.78051,16.393341,8.408494,5.220356,4.6347289
2007,3150,17.045137,16.874722,16.413515,8.3875399,5.1532917,4.5432949
2008,3150,17.092319,16.917562,16.48089,8.3499575,5.1704841,4.5432949
2009,3150,17.104172,16.924326,16.58753,8.3513746,5.1239638,4.5747108
2010,3150,17.346798,16.919277,16.585011,8.4696817,5.2149358,4.9904327
2012,3150,17.436705,16.845722,16.753845,8.5115776,5.1984968,4.9416423
2013,3150,17.480112,16.857954,16.729128,8.4544668,5.1984968,4.8520303
2004,3152,17.737167,17.4806,17.14382,9.3597078,5.9454207,5.9635792
2005,3152,17.859837,17.547596,17.238153,9.414505,5.9939613,5.891644
2006,3152,18.027231,17.614716,17.705723,9.4287529,6.0210233,5.9107966
2007,3152,18.163322,17.780729,17.758623,9.3743286,6.0330863,5.891644
2008,3152,18.295467,17.819376,17.826469,9.4078789,6.0637851,5.9889612
2009,3152,18.256237,17.949621,17.685921,9.3337965,6.0799332,5.9188938
2010,3152,18.444986,17.962273,17.728363,9.4572783,6.1003189,6.0210233
2011,3152,18.499697,17.966274,17.846048,9.5166483,6.1070228,6.1420374
2012,3152,18.585009,17.917927,17.993235,9.5204687,6.1224928,6.1114674
2013,3152,18.571987,17.933687,18.134884,9.5317717,6.1246834,6.1779442
2004,3161,17.306944,17.283474,16.694298,8.9797945,5.7268476,4.8121843
2005,3161,17.40518,17.316107,16.817533,8.9869471,5.7651911,4.8903489
2006,3161,17.501619,17.385649,16.91938,8.9728441,5.7868972,4.8903489
2008,3161,17.771343,17.538904,17.032789,8.9036789,5.8230457,4.9836068
2009,3161,17.854261,17.540056,17.097725,8.8727674,5.8260002,4.882802
2010,3161,17.864792,17.455418,16.996328,8.9514399,5.8318825,4.8520303
2011,3161,17.920391,17.467119,17.066004,8.978282,5.855072,5.0562458
2012,3161,17.926079,17.467184,17.146528,8.9209232,5.855072,5.1357985
2013,3161,18.033577,17.475739,17.151691,8.8668633,5.7960577,5.7430034
2004,3179,16.727926,16.483521,15.992762,8.154788,4.9416423,4.1896548
2006,3179,16.835974,16.664841,16.222301,8.1332941,4.9126549,4.4773369
2007,3179,16.943062,16.744431,16.325691,8.1010714,4.94876,4.4308167
2008,3179,17.022852,16.76552,16.479395,8.0992508,4.9558272,4.5432949
2010,3179,17.151232,16.700237,16.357948,8.1761103,4.9628448,4.5217886
2011,3179,17.123962,16.701223,16.358641,8.1696196,4.9558272,4.6151204
2012,3179,17.125246,16.701416,16.491199,8.1628017,4.919981,4.6728287
2013,3179,17.119232,16.713531,16.487288,8.12148,4.8520303,4.6913481
2004,3193,16.671139,16.314499,16.276428,7.8473721,4.5432949,2.8903718
2006,3193,16.85103,16.39533,16.351498,7.9153481,4.6443911,2.9444389
2007,3193,16.865898,16.445932,16.272005,7.8034348,4.6539602,2.4849067
2008,3193,16.933506,16.756279,16.228144,7.7944112,4.6728287,2.5649493
2009,3193,17.012245,16.387512,16.265818,7.8410997,4.6539602,2.5649493
2010,3193,17.102699,16.563988,16.380634,7.9582272,4.6249728,2.7080503
2011,3193,17.184654,16.53273,16.459389,8.0291071,4.7449322,2.8903718
2012,3193,17.207514,16.38797,16.520592,8.049427,4.7874918,2.7725887
2013,3193,17.232321,16.413139,16.419241,8.0481491,4.7706847,2.6390574
2004,3209,17.116468,16.479301,16.764654,8.3920832,5.3278761,5.3375382
2006,3209,17.182814,16.583731,16.76244,8.3418865,5.3981628,5.1704841
2007,3209,17.190746,16.662725,16.669455,8.3303814,5.3132062,5.1590552
2008,3209,17.366648,16.808544,16.857912,8.3850327,5.3798971,5.1647859
2009,3209,17.482878,16.586245,16.942537,8.4263926,5.4510384,5.209486
2010,3209,17.526598,16.644407,17.025843,8.4947433,5.46806,5.2729998
2011,3209,17.659134,16.6292,17.140543,8.5587187,5.4380794,5.4116459
2012,3209,17.699612,16.41013,17.183424,8.5667448,5.4722705,5.4595857
2013,3209,17.722605,16.433319,17.14123,8.543251,5.5053315,5.4424176
2004,3219,17.199005,16.466076,16.868874,8.4439774,5.2832036,4.5325994
2006,3219,17.306515,16.526346,16.951565,8.3786201,5.32301,4.3307333
2007,3219,17.323645,16.569582,16.791477,8.3349514,5.3423343,4.3174882
2008,3219,17.427839,16.867416,16.804226,8.3447428,5.2933049,4.4426513
2009,3219,17.508966,16.436623,16.79283,8.3816023,5.3471074,4.7449322
2010,3219,17.536007,16.525351,16.867317,8.4040241,5.3565865,4.5849676
2011,3219,17.582008,16.523491,17.001423,8.4540405,5.4293456,4.6634393
2012,3219,17.653467,16.347721,17.112417,8.4848766,5.4764633,4.7535901
2013,3219,17.65609,16.382832,17.052229,8.4448376,5.6167712,4.4886365
2004,3290,17.034857,0,16.369452,7.551712,4.5432949,4.1896548
2005,3290,16.917751,16.320082,16.513153,7.5832477,4.4773369,4.1431346
2006,3290,16.968571,16.344738,16.688622,7.7222347,4.5747108,4.5325994
2007,3290,17.091278,16.388752,16.823671,7.7761154,4.5538769,4.5217886
2008,3290,17.1504,16.408531,16.881918,7.8375545,4.6051702,4.4998097
2009,3290,17.190975,16.396667,17.139059,7.8168201,4.6249728,4.5108595
2010,3290,17.241777,16.396637,17.027653,7.8497138,4.6249728,4.5217886
2012,3290,17.215359,16.146204,16.93425,7.4283333,4.6913481,4.4308167
2013,3290,17.173376,16.197483,16.879372,7.6221747,4.5643482,3.9512436
2004,3315,18.437368,17.754883,17.508915,8.988945,5.9375362,3.5553482
2005,3315,18.49242,17.803698,17.576128,8.9973946,5.9401712,3.8501475
2006,3315,18.226376,17.662872,17.639082,9.0256958,5.9107966,3.7376697
2007,3315,18.265627,17.73933,17.654085,9.0407372,5.9427996,3.8918202
2008,3315,18.380453,17.732294,17.683029,9.0480566,5.9763508,3.9120231
2009,3315,18.389948,17.718483,17.757828,9.0643892,5.9738097,4.2626801
2010,3315,18.54775,17.704645,17.849319,9.1385221,6.0282784,4.4308167
2011,3315,18.426094,17.337831,17.965656,9.1873789,6.0426331,4.4773369
2012,3315,18.452829,17.283241,18.060278,9.1890144,5.9864521,4.4886365
2013,3315,18.495918,17.297171,18.078089,9.1610451,6.0306854,4.5849676
2004,3316,17.674139,17.110506,17.17067,8.7240448,5.6094718,4.3820267
2005,3316,17.709156,17.133682,17.256445,8.7761669,5.6058021,4.5217886
2006,3316,17.833876,17.169998,17.393316,8.880168,5.602119,4.6347289
2007,3316,17.91523,17.292053,17.473957,8.9584112,5.6454468,4.6443911
2008,3316,18.034008,17.360027,17.566586,9.0014696,5.6835799,4.6051702
2009,3316,18.085154,17.384504,17.673288,9.0414486,5.6903596,4.5643482
2010,3316,18.270405,17.308022,17.734297,9.0933571,5.6698809,4.4426513
2011,3316,18.325155,17.291779,17.84021,9.1058683,5.6383548,4.5108595
2012,3316,18.28956,17.158438,17.95738,9.1011953,5.602119,4.89784
2013,3316,18.217237,17.201887,17.926542,8.95854,5.6058021,4.8362818
2004,3317,16.584044,16.323822,15.140242,7.2710085,4.4998097,3.2958369
2005,3317,16.64603,16.369562,14.888104,7.2936978,4.5747108,2.5649493
2006,3317,16.772259,16.290215,14.897808,7.3733745,4.5643482,2.9957323
2007,3317,16.827181,16.279877,15.058622,7.4622149,4.5849676,2.7080503
2008,3317,16.889282,16.481384,14.942335,7.336937,4.5217886,3.1354942
2009,3317,16.843884,16.536484,15.21185,7.2463679,4.4188404,3.2580965
2010,3317,16.909092,16.440954,15.012574,7.2765565,4.3944492,3.2958369
2011,3317,17.038143,16.41194,15.172336,7.2786288,4.4308167,3.3322046
2012,3317,16.975388,16.383024,15.065524,7.1057863,4.1431346,3.2188759
2013,3317,17.083672,16.337627,15.27853,7.1268907,4.1588831,3.6375861
2004,3318,17.758211,17.119036,17.136574,8.7073174,5.7745514,3.6375861
2005,3318,17.753885,17.12719,17.182138,8.6936646,5.7589016,3.7612002
2006,3318,17.738367,17.089794,17.184572,8.6745386,5.6240177,4.2766662
2007,3318,17.793272,17.121191,17.250034,8.7049999,5.5872488,3.7612002
2008,3318,17.808218,17.100168,17.302059,8.7248573,5.5451775,4.3694477
2009,3318,17.869442,17.116089,17.376179,8.7400169,5.5834961,4.5432949
2010,3318,18.011707,17.053284,17.40151,8.78263,5.5683446,4.7791233
2011,3318,18.036137,17.011208,17.449667,8.780941,5.5645204,4.6728287
2012,3318,17.994711,16.936001,17.56081,8.728426,5.4930615,4.5325994
2013,3318,18.043083,16.902664,17.539232,8.6607742,5.4971681,4.4773369
2004,3320,17.712936,16.897379,17.379421,8.6849089,5.6094718,4.4308167
2005,3320,17.707146,16.919416,17.471542,8.7091351,5.6489744,4.4773369
2006,3320,17.7456,16.963116,17.556786,8.7473516,5.6629605,4.2766662
2007,3320,17.84495,17.013992,17.559595,8.7859983,5.7037826,4.3307333
2008,3320,17.886368,17.060801,17.618996,8.7980013,5.7235851,4.0430512
2009,3320,17.966064,17.067883,17.688091,8.8206997,5.7899604,4.0775375
2010,3320,18.157393,17.025885,17.729521,8.856946,5.7868972,4.1431346
2011,3320,18.179594,17.017126,17.759932,8.8381166,5.7745514,4.1271343
2012,3320,18.16477,16.850891,17.864704,8.8178902,5.6058021,4.0604429
2013,3320,18.208273,16.820154,17.831066,8.7316589,5.5606818,3.7841897
2004,3321,17.789442,17.169792,17.221575,8.8546648,5.894403,3.4657359
2005,3321,17.826677,17.165255,17.270885,8.8415928,5.9269261,3.4339871
2006,3321,17.865452,17.144255,17.270266,8.815073,5.869297,3.8066626
2007,3321,17.913084,17.153095,17.110245,8.8007164,5.8777356,3.6635616
2008,3321,17.971127,17.167948,17.196535,8.8025227,5.8081427,3.6375861
2009,3321,17.989782,17.136549,17.260273,8.7949762,5.811141,4.0943446
2010,3321,18.188297,17.035736,17.308289,8.8741684,5.8493247,4.1588831
2011,3321,18.235014,17.082506,17.434895,8.9144917,5.8607864,4.2904596
2012,3321,18.202131,17.017179,17.502283,8.8703823,5.7776523,4.2766662
2013,3321,18.235605,17.02636,17.449848,8.8168535,5.8021183,4.3307333
2004,3322,17.955877,17.23065,17.488653,9.0041771,6.0402546,3.713572
2005,3322,18.001999,17.308569,17.573587,9.0650835,6.0684257,3.7376697
2006,3322,18.054079,17.370794,17.654415,9.1017523,6.0330863,3.9318256
2007,3322,18.137091,17.462261,17.690126,9.1354017,6.0354815,3.871201
2008,3322,18.193531,17.513393,17.779852,9.1468678,6.0450053,4.0253515
2009,3322,18.239613,17.516491,17.844662,9.1602039,6.0867748,4.1271343
2010,3322,18.44449,17.435192,17.868576,9.1865597,6.1224928,3.871201
2011,3322,18.456911,17.421879,17.923792,9.1896276,6.075346,3.9120231
2012,3322,18.456276,17.33629,17.9792,9.1435595,6.0614572,3.5263605
2013,3322,18.471655,17.304981,17.99271,9.1160297,6.0544395,3.8501475
2004,3323,17.413691,16.778242,16.949322,8.4561682,5.529429,3.2580965
2005,3323,17.482624,16.810896,17.026506,8.4896164,5.5872488,3.2958369
2006,3323,17.522085,16.846655,17.096302,8.532279,5.5645204,3.0445225
2007,3323,17.550257,16.8974,17.070856,8.5356226,5.5412636,3.0445225
2008,3323,17.586996,16.953365,17.099779,8.5287266,5.5093884,2.8903718
2009,3323,17.584185,16.924152,17.131723,8.5403233,5.4930615,3.1354942
2010,3323,17.799887,16.859375,17.169014,8.5650301,5.4971681,2.5649493
2011,3323,17.814411,16.861588,17.253252,8.5869055,5.4889379,2.9957323
2012,3323,17.766438,16.770258,17.325289,8.5646496,5.4026775,2.8903718
2013,3323,17.822838,16.758965,17.34425,8.553525,5.4249501,2.7725887
2004,3324,17.151072,16.588724,16.583481,8.0962086,5.1179938,3.871201
2005,3324,17.146687,16.587084,16.595716,8.0746489,5.1179938,3.871201
2006,3324,17.165611,16.619276,16.610668,8.0529327,5.0369525,4.0943446
2007,3324,17.216494,16.62602,16.620317,8.0449467,5.0039463,4.0943446
2008,3324,17.267872,16.762245,16.607311,8.0323601,5.0238805,4.0775375
2009,3324,17.316589,16.741268,16.643858,8.0433426,5.09375,4.2341065
2010,3324,17.465357,16.697119,16.668182,8.0977306,5.0751739,4.1896548
2011,3324,17.473593,16.698114,16.687233,8.0652657,5.0625949,4.1743875
2012,3324,17.416607,16.639139,16.68051,7.996654,4.8903489,3.8286414
2013,3324,17.476305,16.615137,16.658632,7.9469714,4.919981,3.9512436
2004,3325,17.879599,17.262428,17.456711,8.949235,5.7899604,4.882802
2005,3325,17.888409,17.359636,17.507534,8.968524,5.7776523,5.0106354
2006,3325,17.937462,17.442499,17.522369,8.9571238,5.7462034,4.8040209
2007,3325,18.010321,17.466461,17.587702,8.9789124,5.7620516,4.8441873
2008,3325,18.040154,17.448204,17.624434,8.973732,5.7620516,4.9052749
2009,3325,18.067036,17.417124,17.694332,8.9756298,5.7397928,5.0304379
2010,3325,18.21838,17.323973,17.713182,9.0009766,5.7462034,4.89784
2011,3325,18.274721,17.310228,17.806808,9.0074892,5.7300997,4.8903489
2012,3325,18.283857,17.204218,17.850647,8.9880714,5.6204009,4.89784
2013,3325,18.361692,17.195272,17.841969,8.9546738,5.6419072,5.0875964
2004,3326,17.804445,17.190407,17.385967,8.8724871,5.7960577,4.0943446
2005,3326,17.830132,17.239201,17.434587,8.8627663,5.8522024,4.2484951
2006,3326,17.859278,17.268917,17.447556,8.8519497,5.7462034,4.6443911
2007,3326,17.910242,17.27141,17.451576,8.8525219,5.8081427,4.3944492
2008,3326,17.927816,17.333181,17.501236,8.868413,5.7838254,4.3944492
2009,3326,17.97522,17.278666,17.567469,8.8934355,5.8051348,4.4308167
2010,3326,18.171358,17.223721,17.61438,8.9341917,5.811141,4.3438053
2011,3326,18.193287,17.228485,17.694204,8.9352455,5.8348107,4.5325994
2012,3326,18.221378,17.130392,17.73313,8.9142227,5.7557421,4.5432949
2013,3326,18.284739,17.117558,17.70722,8.8610668,5.7745514,4.59512
2004,3327,17.917109,17.220379,17.360273,8.9165058,5.9026332,3.7612002
2005,3327,17.898596,17.268459,17.422016,8.949625,5.8998976,3.7612002
2006,3327,17.901182,17.369497,17.47933,8.9720831,5.8749309,3.6109178
2007,3327,17.978659,17.457209,17.510975,8.9940481,5.857933,3.9889841
2008,3327,18.007362,17.467232,17.534101,9.0052824,5.869297,4.0073333
2009,3327,18.075167,17.454288,17.617392,9.0303764,5.8805332,4.1108737
2010,3327,18.247519,17.422216,17.633381,9.0616083,5.9107966,4.1108737
2011,3327,18.298279,17.392952,17.740294,9.0868158,5.9188938,4.0604429
2012,3327,18.30335,17.265944,17.813169,9.0842104,5.8805332,3.9318256
2013,3327,18.340986,17.251003,17.858431,9.0645046,5.8833222,3.9889841
2004,3328,18.280128,17.569201,18.02492,9.3563433,6.3135481,5.3132062
2005,3328,18.340908,17.645123,18.096691,9.3688812,6.331502,5.3844953
2006,3328,18.335732,17.735622,18.158644,9.373394,6.3080983,5.4424176
2007,3328,18.470575,17.768621,18.140234,9.3814325,6.3099184,5.4638319
2008,3328,18.486254,17.794325,18.206348,9.4186544,6.3508859,5.5529594
2009,3328,18.520153,17.776207,18.266422,9.4384317,6.3750248,5.6167712
2010,3328,18.729563,17.709455,18.356707,9.4943905,6.3508859,5.5909872
2011,3328,18.767252,17.737078,18.425724,9.5140676,6.3613024,5.5254531
2012,3328,18.799732,17.64451,18.539677,9.5486679,6.3935909,5.602119
2013,3328,18.877399,17.675381,18.604391,9.5814209,6.401917,5.655992
2004,3407,17.763271,17.548409,17.067417,8.9190521,5.8051348,1.3862944
2005,3407,17.772936,17.566618,17.177528,8.8317118,5.8021183,1.3862944
2006,3407,17.852303,17.570644,17.272163,8.8047752,5.7868972,1.3862944
2007,3407,17.846722,17.592077,17.322985,8.8500872,5.811141,1.0986123
2008,3407,17.873472,17.576916,17.362186,8.8631916,5.8230457,1.0986123
