endyear,opeid5_new,lneg,lnstatea,lntuition,lntotfteiarep,lnftfac,lnptfac
2005,1759,18.438868,17.925552,17.640635,9.3473158,6.2728772,5.4380794
2006,1759,18.464804,17.927811,17.76792,9.349493,6.3279366,5.5412636
2007,1759,18.513786,17.944084,17.914545,9.2840557,6.363028,5.46806
2008,1759,18.58489,17.961336,18.080833,9.3498411,6.3851943,5.6419072
2009,1759,18.652782,18.001474,18.184362,9.3742437,6.4167323,5.5909872
2010,1759,18.906475,18.027161,18.248743,9.4286728,6.4345465,5.5174527
2011,1759,18.946211,17.948364,18.317539,9.4625769,6.4441314,5.521461
2012,1759,19.060102,17.936922,18.386114,9.4456491,6.4409466,5.6347895
2013,1759,19.153624,17.874981,18.390137,9.4299574,6.4488893,5.6869755
2004,1780,18.585192,18.591379,17.571945,9.3765326,6.4377518,4.1271343
2005,1780,18.371302,18.243401,17.718176,9.3888216,6.4232469,4.4998097
2006,1780,18.397516,18.215994,17.826204,9.3932447,6.4769726,4.4188404
2007,1780,18.479612,18.263111,17.931091,9.4032717,6.4876842,4.4998097
2008,1780,18.547182,18.324896,18.010836,9.3855534,6.5042882,4.4308167
2009,1780,18.612345,18.359758,18.056608,9.3427715,6.5220928,4.4308167
2010,1780,18.808575,18.456367,18.077984,9.3283014,6.50279,4.4998097
2011,1780,18.810972,18.489935,18.115458,9.3256311,6.4937539,4.2766662
2012,1780,18.877035,18.55913,18.185434,9.3180285,6.50279,4.1896548
2013,1780,18.975233,18.671989,18.187983,9.2832193,6.4997869,4.3040652
2004,1808,17.576078,17.449049,17.12426,9.0213566,5.7004437,5.6240177
2005,1808,17.607197,17.469948,17.17729,9.0381279,5.6903596,5.6489744
2006,1808,17.659712,17.497271,17.263332,9.0589361,5.7430034,5.7430034
2007,1808,17.687962,17.519068,17.32196,9.0685463,5.6937323,5.7651911
2008,1808,17.881788,17.662024,17.348633,9.0633478,5.7333412,5.521461
2009,1808,17.927284,17.694016,17.456638,9.1015291,5.7807436,5.6204009
2010,1808,18.03162,17.735418,17.486313,9.1551447,5.8406415,5.6801724
2011,1808,18.069183,17.690035,17.51778,9.1538763,5.857933,5.6347895
2012,1808,18.126289,17.727985,17.553928,9.0978432,5.8607864,5.6733232
2013,1808,18.152639,17.735441,17.621483,9.1625147,5.8051348,5.7589016
2004,1815,17.022774,16.799845,16.456089,8.2340345,5.187386,5.2626901
2005,1815,17.039408,16.810795,16.639643,8.237215,5.1590552,5.31812
2006,1815,17.118519,16.85261,16.65559,8.2122974,5.1817837,5.2832036
2007,1815,17.057049,16.863363,16.591797,8.2071295,5.1590552,5.2149358
2008,1815,17.046328,16.881163,16.605623,8.1892443,5.1761498,5.1239638
2009,1815,17.109589,16.876238,16.694359,8.2345648,5.1179938,5.1761498
2010,1815,17.330332,16.836184,16.876545,8.3747072,5.1532917,5.209486
2011,1815,17.401815,16.736307,16.883572,8.4355488,5.187386,5.3375382
2012,1815,17.431768,16.72123,16.910503,8.4087172,5.1984968,5.3798971
2013,1815,17.4412,16.726198,16.896145,8.3873119,5.1984968,5.480639
2004,1816,17.425751,17.09527,16.877844,8.5701647,5.5174527,5.6167712
2005,1816,17.382689,17.12639,17.062119,8.5878382,5.5872488,5.572154
2006,1816,17.360723,17.122652,17.10025,8.5669355,5.5490761,5.6383548
2007,1816,17.455143,17.122133,17.025547,8.5397367,5.5333896,5.5254531
2008,1816,17.413961,17.14006,17.07309,8.5455866,5.5606818,5.6167712
2009,1816,17.437943,17.142075,17.152557,8.5956345,5.5759492,5.4930615
2010,1816,17.636774,17.110497,17.279432,8.6941671,5.6347895,5.5412636
2011,1816,17.707008,17.074038,17.234072,8.7041702,5.6383548,5.5834961
2012,1816,17.704536,17.041218,17.204901,8.6541691,5.6240177,5.5412636
2013,1816,17.731312,17.033127,17.1749,8.624073,5.6312118,5.521461
2004,1817,17.207325,16.92411,16.618011,8.4456968,5.2470241,5.521461
2005,1817,17.124393,16.960728,16.794334,8.4422541,5.2257466,5.4293456
2006,1817,17.199657,16.961967,16.81789,8.4189186,5.2040067,5.5053315
2007,1817,17.240839,16.975901,16.781252,8.4348984,5.2311087,5.4595857
2008,1817,17.257233,17.009508,16.828211,8.4305458,5.2311087,5.4971681
2009,1817,17.36165,17.030382,16.916199,8.4844637,5.2574954,5.5333896
2010,1817,17.473137,17.005762,17.047592,8.5669355,5.2626901,5.5834961
2011,1817,17.554617,16.953026,17.050762,8.6009827,5.3033047,5.6131282
2012,1817,17.587843,16.87542,17.067919,8.5822315,5.3033047,5.6276212
2013,1817,17.587112,16.870028,17.044508,8.5273418,5.3033047,5.6664267
2004,1827,17.534594,17.129435,17.107967,8.7551069,5.6058021,5.2364421
2005,1827,17.55901,17.134205,17.175129,8.7723007,5.5759492,5.2364421
2006,1827,17.627213,17.119831,17.286591,8.7893553,5.5490761,5.2470241
2007,1827,17.670372,17.13575,17.410055,8.8134384,5.5759492,5.3518581
2008,1827,17.75193,17.140959,17.499365,8.8426046,5.6383548,5.4161005
2009,1827,17.995173,17.166681,17.58256,8.8671455,5.6664267,5.3981628
2010,1827,17.949263,17.135468,17.647131,8.9420691,5.6835799,5.521461
2011,1827,18.011702,17.126509,17.660913,8.9140882,5.6970935,5.6276212
2012,1827,18.08119,17.157843,17.679089,8.9062576,5.6698809,5.5759492
2013,1827,18.033539,17.128576,17.678246,8.901639,5.6629605,5.5947113
2004,1828,17.776434,17.370256,17.349079,9.0357485,5.7104268,5.9914646
2005,1828,17.825397,17.408791,17.43198,9.0468798,5.7557421,6.059123
2006,1828,17.878275,17.43022,17.503666,9.0440493,5.7268476,6.075346
2007,1828,17.900898,17.455694,17.593504,9.0641575,5.7620516,6.0776424
2008,1828,17.9562,17.488726,17.66502,9.0911064,5.8260002,6.0497336
2009,1828,18.172394,17.53294,17.736723,9.1319466,5.8377304,6.0038872
2010,1828,18.196556,17.533819,17.830627,9.2070351,5.8377304,6.0958247
2011,1828,18.269907,17.559359,17.896358,9.2477322,5.9348941,6.0661082
2012,1828,18.372742,17.575912,17.887091,9.2359104,5.857933,6.1862087
2013,1828,18.398071,17.567812,17.830721,9.2229605,5.8522024,6.1590953
2004,1890,18.344751,18.157562,17.678297,9.414423,6.401917,5.0369525
2006,1890,18.361315,18.210743,17.745777,9.3686256,6.3935909,5.1474943
2007,1890,18.330471,18.24538,17.81789,9.3588467,6.3767271,5.1817837
2008,1890,18.398504,18.342575,17.837069,9.3810949,6.3578424,5.3278761
2009,1890,18.517357,18.406769,17.879791,9.4014568,6.3767271,5.3612924
2010,1890,18.628229,18.368433,17.890242,9.4188976,6.3561077,5.1761498
2012,1890,18.757515,18.138569,17.978205,9.3994722,6.4150968,5.220356
2013,1890,18.747776,18.258375,17.960911,9.3228655,6.3350544,5.2729998
2004,1915,17.361353,17.199282,16.55246,8.6838932,5.4930615,3.9318256
2006,1915,17.543173,17.295626,16.841972,8.7364893,5.6094718,3.9120231
2007,1915,17.59844,17.317766,16.959337,8.73069,5.5909872,3.8066626
2008,1915,17.819809,17.383667,17.075647,8.7637405,5.5683446,4.1896548
2009,1915,17.799253,17.340231,17.19603,8.8101616,5.5909872,4.3174882
2010,1915,17.830568,17.285395,17.307964,8.9189177,5.6347895,4.0073333
2011,1915,17.868933,17.315617,17.427614,8.9613657,5.6869755,3.9318256
2012,1915,17.94603,17.286741,17.528797,9.036582,5.676754,3.7612002
2013,1915,18.002892,17.293465,17.588104,9.0744057,5.7037826,4.0073333
2004,1926,17.389816,17.253902,16.590073,8.7452841,5.6524892,4.5538769
2006,1926,17.481464,17.35408,16.797977,8.7490978,5.6801724,4.6151204
2008,1926,17.618183,17.41713,16.972916,8.8032742,5.7104268,4.7957907
2009,1926,17.813986,17.375086,17.055889,8.8112049,5.7462034,4.6821313
2010,1926,17.834545,17.312363,17.085436,8.8360834,5.7333412,4.5849676
2011,1926,17.868841,17.319855,17.140347,8.8355017,5.749393,4.5643482
2012,1926,17.887571,17.322269,17.199305,8.8418818,5.7589016,4.6151204
2013,1926,17.923964,17.334749,17.240715,8.8303967,5.7203116,4.6051702
2004,1927,17.378675,17.173681,16.520004,8.5213842,5.5174527,3.2958369
2005,1927,17.409985,17.219465,16.620344,8.5488853,5.529429,3.2580965
2006,1927,17.452124,17.272619,16.747974,8.5614014,5.5333896,3.4339871
2007,1927,17.52603,17.296047,16.839197,8.6024532,5.5606818,3.2580965
2008,1927,17.539284,17.338125,16.933495,8.588583,5.556828,3.5263605
2009,1927,17.558004,17.287477,17.007366,8.5902576,5.5645204,3.5263605
2010,1927,17.722332,17.231466,17.14806,8.5762167,5.5373344,3.2958369
2011,1927,17.742765,17.236618,17.17197,8.5438347,5.5490761,2.9957323
2012,1927,17.758865,17.216251,17.179705,8.4694729,5.5412636,3.0910425
2013,1927,17.782522,17.223074,17.226625,8.4527617,5.5645204,3.0910425
2004,1949,17.490974,16.121599,16.765081,8.5161924,5.4889379,5.5606818
2005,1949,17.548326,16.190025,16.885252,8.5422764,5.5529594,5.5606818
2006,1949,17.594334,16.246479,17.005655,8.5484982,5.556828,5.5333896
2007,1949,17.615494,16.284197,17.331545,8.5369959,5.5645204,5.6240177
2008,1949,17.865768,16.338535,17.132357,8.6281977,5.572154,5.5834961
2009,1949,18.013592,16.488464,17.270535,8.6909781,5.5834961,5.5606818
2010,1949,17.97266,16.409088,17.191135,8.7171907,5.5490761,5.4971681
2011,1949,17.959541,16.423782,17.228403,8.7824764,5.556828,5.5984221
2012,1949,18.030762,16.405762,17.271641,8.8016195,5.5834961,5.6835799
2013,1949,18.10825,16.569286,17.200693,8.7750864,5.6131282,5.6454468
2004,1963,18.294954,18.053848,17.166983,9.4031897,6.4297194,6.0210233
2005,1963,18.378119,18.030647,17.323826,9.4302788,6.4473057,6.089045
2006,1963,18.452559,18.134779,17.548773,9.5277023,6.4361506,6.1717005
2007,1963,18.553185,18.140612,17.682482,9.5077744,6.4785094,6.0402546
2008,1963,18.614798,18.1395,17.779184,9.514142,6.498282,5.9964519
2009,1963,18.604427,18.112188,17.946285,9.5321341,6.4907236,6.0210233
2010,1963,18.725101,18.037033,17.980972,9.5640907,6.5132303,6.1136823
2012,1963,18.899904,18.045061,18.161123,9.5139942,6.5235624,6.0776424
2013,1963,18.870068,17.999575,18.144741,9.5173101,6.49224,6.1882639
2004,1976,17.853163,17.537731,16.680885,8.991189,5.891644,4.7449322
2005,1976,17.870346,17.538568,16.900772,8.95648,5.8833222,4.8751974
2006,1976,17.958717,17.589354,16.89065,8.9138193,5.9375362,5.0562458
2007,1976,17.955278,17.603281,17.0453,8.9023199,5.9532433,4.9698133
2008,1976,18.029032,17.641621,17.145102,8.8938475,5.9401712,4.9272537
2009,1976,18.069958,17.609831,17.229284,8.855093,5.9135032,4.6539602
2010,1976,18.229044,17.546814,17.29891,8.8736076,5.9162021,4.6051702
2011,1976,18.266123,17.583364,17.384846,8.8498011,5.9269261,4.4886365
2012,1976,18.250319,17.572447,17.449465,8.8995943,5.9454207,4.59512
2013,1976,18.228861,17.526407,17.486588,8.9258528,5.9162021,4.7361984
2004,1977,17.909019,17.699732,17.113375,9.0785217,6.0354815,5.0172796
2005,1977,17.930405,17.684141,17.261538,9.0952663,6.0038872,5.1298985
2006,1977,18.013264,17.791378,17.357092,9.0973959,5.9788857,5.0238805
2007,1977,18.088722,17.797264,17.481007,9.0855703,6.0014148,5.2729998
2008,1977,18.10376,17.780994,17.559647,9.0835295,5.9989367,5.2522736
2009,1977,18.12549,17.733894,17.665682,9.0647364,6.0088134,5.1059456
2010,1977,18.284472,17.664663,17.700966,9.0633478,6.0354815,5.0875964
2011,1977,18.302074,17.695152,17.776917,9.0708485,6.025866,5.0625949
2012,1977,18.335884,17.702791,17.875978,9.0848904,6.0661082,5.0875964
2013,1977,18.35232,17.656199,17.947287,9.0982904,6.0567842,5.1532917
2004,2006,17.362633,17.037266,16.114981,8.4606228,5.5093884,2.3025851
2005,2006,17.39893,17.042767,16.42058,8.5239706,5.5012584,1.3862944
2006,2006,17.426542,17.051542,16.589668,8.5271435,5.529429,2.5649493
2007,2006,17.526739,17.16713,16.568527,8.520587,5.5174527,3.6109178
2008,2006,17.703077,17.240559,16.504908,8.529912,5.521461,3.6888795
2009,2006,17.734903,17.201307,16.621408,8.5426664,5.556828,3.5263605
2010,2006,17.69742,16.818001,16.526577,8.4906435,5.4930615,2.8903718
2011,2006,17.396236,16.85334,16.581499,8.5053234,5.4764633,2.8332133
2012,2006,17.636648,16.705828,16.675821,8.5332632,5.4380794,3.4657359
2013,2006,17.384014,16.562017,16.822647,8.4941292,5.3936276,3.0445225
2004,2013,16.768534,16.330795,16.05295,7.9547234,4.9628448,4.5538769
2005,2013,16.816822,16.35215,16.070923,8.1510448,4.934474,4.7004805
2006,2013,16.861046,16.358501,16.042652,8.1176109,4.9767337,4.5108595
2007,2013,16.864552,16.498159,15.973631,8.0510225,4.919981,4.5325994
2008,2013,16.983318,16.689692,15.876714,8.0465498,4.934474,4.6347289
2010,2013,16.907711,16.253523,16.049047,8.154788,4.8675346,4.0073333
2011,2013,16.992435,16.298687,16.124336,8.1059113,4.8520303,4.1108737
2012,2013,17.021276,16.216303,16.14864,8.111928,4.7621741,4.1271343
2013,2013,17.010048,16.084593,16.161732,8.0583277,4.9416423,4.2626801
2004,2017,17.284672,17.068663,16.697205,8.9437675,5.6835799,4.6249728
2005,2017,17.354702,17.072702,16.847849,8.988945,5.7071104,4.7273879
2006,2017,17.383394,17.086729,16.85589,8.9752512,5.7235851,4.6539602
2007,2017,17.471497,17.269382,16.852953,8.9254541,5.7137327,4.5108595
2008,2017,17.964588,17.551811,16.828306,8.9034071,5.7589016,4.59512
2009,2017,17.939983,17.557163,16.864923,8.9169083,5.7868972,4.7004805
2010,2017,17.795263,17.177744,16.935251,8.9577684,5.7333412,4.6347289
2011,2017,17.855698,17.223574,17.024359,8.9747448,5.7620516,4.8441873
2012,2017,17.776329,17.075756,17.110317,8.9578972,5.7037826,4.9272537
2013,2017,17.757788,16.924242,17.195816,8.9152975,5.6733232,4.9416423
2004,2021,17.516127,17.148348,17.036047,9.164506,5.6629605,5.4205351
2005,2021,17.562496,17.170242,17.124538,9.1464415,5.749393,5.433722
2006,2021,17.590853,17.183933,17.166031,9.0810289,5.811141,5.5529594
2007,2021,17.628618,17.340412,17.159101,9.0325289,5.7960577,5.3844953
2008,2021,17.939026,17.683464,17.09807,8.9901924,5.8749309,5.2522736
2009,2021,17.945732,17.645214,17.166819,8.9722099,5.9584246,5.2832036
2010,2021,17.959293,17.298552,17.253187,8.9947929,5.8998976,4.89784
2011,2021,17.920002,17.292557,17.307608,8.9843178,5.7365723,4.89784
2012,2021,17.898422,17.185446,17.415508,8.9578972,5.6937323,4.9416423
2013,2021,17.844528,17.047396,17.474455,8.9491053,5.5373344,4.8121843
2004,2062,17.28957,16.815605,16.743759,7.6439619,5.1059456,4.9628448
2005,2062,17.284977,16.829691,16.78805,7.6221747,5.2574954,5.0814042
2006,2062,17.383619,16.888098,16.846344,8.5919294,5.2626901,5.1532917
2007,2062,17.491386,17.222424,16.920004,8.3525543,5.3327188,4.9628448
2008,2062,17.564444,17.288401,16.877775,8.4204617,5.3752785,4.9698133
2010,2062,17.553892,17.220751,16.998299,8.4565935,5.4424176,5.1761498
2011,2062,17.626425,17.329622,16.836298,8.4728231,5.4380794,5.1474943
2012,2062,17.613934,17.363626,16.828083,8.4589281,5.4249501,5.220356
2013,2062,17.788929,17.367865,16.82048,8.4158249,5.3798971,5.2626901
2004,2068,17.146275,16.713057,16.102211,8.0116863,4.8362818,4.7004805
2005,2068,17.138737,16.732906,15.873408,8.0567436,4.8751974,4.6913481
2006,2068,17.175356,16.819935,15.734221,8.1335878,4.882802,4.8598123
2007,2068,17.265974,17.200237,15.602752,8.0783777,4.89784,4.8675346
2008,2068,17.329069,17.244768,15.213758,8.049427,4.9698133,5.0875964
2009,2068,17.491434,17.316559,15.451641,8.1128273,5.09375,4.9416423
2010,2068,17.584707,17.347841,15.168286,8.1309423,5.0751739,5.1590552
2011,2068,17.743536,17.409922,15.050378,8.1022835,5.0625949,5.0498562
2012,2068,17.501316,17.420975,13.890903,8.0551577,5.0304379,4.9558272
2013,2068,17.395905,17.42425,15.147587,7.9728107,5.0434251,5.0238805
2004,2072,17.328421,16.979824,16.829706,8.4844637,5.480639,4.6151204
2005,2072,17.381527,16.997274,16.95521,8.4658995,5.433722,4.7791233
2006,2072,17.427191,17.059546,16.974735,8.4129429,5.4553213,4.7791233
2007,2072,17.469549,17.174923,16.988018,8.4069319,5.484797,4.7273879
2008,2072,17.477755,17.222076,16.991037,8.4346809,5.4553213,4.7184987
2009,2072,17.524426,17.245882,17.026011,8.4661102,5.4930615,4.7621741
2010,2072,17.669773,17.136038,16.999685,8.5157919,5.4930615,4.7791233
2011,2072,17.69701,17.265665,16.991543,8.5328693,5.5053315,4.8040209
2012,2072,17.736633,17.295559,17.02165,8.5061321,5.5134287,4.8121843
2013,2072,17.766762,17.294935,17.046495,8.5604439,5.5053315,4.89784
2004,2091,17.470201,17.021294,17.227591,8.7372923,5.7333412,5.2983174
2005,2091,17.510824,17.042786,17.318771,8.773694,5.7807436,5.1984968
2006,2091,17.578859,17.101625,17.398266,8.852808,5.811141,5.1474943
2007,2091,17.662508,17.279202,17.445574,8.8469286,5.8230457,5.0304379
2008,2091,17.834198,17.330654,17.512253,8.8952188,5.8971539,5.1298985
2009,2091,17.960199,17.411221,17.530277,8.9455929,5.9401712,5.6240177
2010,2091,17.946865,17.303778,17.515566,8.9855709,5.9427996,5.2574954
2011,2091,17.935368,17.43786,17.534981,9.0191803,5.9914646,5.3471074
2012,2091,18.051798,17.463621,17.651752,9.0341997,5.9964519,5.4161005
2013,2091,18.095005,17.477314,17.696943,9.0337229,6.0038872,5.5529594
2004,2099,18.343355,17.842281,18.201252,9.6031256,6.4199948,6.5102582
2005,2099,18.426756,17.861498,18.282093,9.6274042,6.4377518,6.4551988
2006,2099,18.521179,17.929939,18.351042,9.6568832,6.4997869,6.368187
2007,2099,18.617592,18.117853,18.399567,9.7152891,6.5439119,6.3902407
2008,2099,18.658262,18.194126,18.459898,9.7615204,6.5916739,6.4738908
2009,2099,18.761482,18.246586,18.519979,9.8331184,6.6707664,6.558198
2010,2099,18.886246,18.134361,18.525961,9.8536673,6.7129564,6.5847912
2011,2099,18.912521,18.271053,18.592077,9.8736467,6.72263,6.6320019
2012,2099,19.026358,18.294907,18.610332,9.8732347,6.7357802,6.72263
2013,2099,18.977123,18.299349,18.634762,9.8868504,6.7440591,6.6795993
2004,2102,17.501009,16.82482,17.223579,7.7911096,5.0039463,5.0562458
2005,2102,17.54808,16.843454,17.32151,8.1997385,5.0039463,5.1704841
2006,2102,17.535666,16.907663,17.448402,7.7761154,5.0751739,5.2257466
2007,2102,17.624754,17.052227,17.471169,7.7861366,5.1239638,5.3033047
2008,2102,17.722878,17.111485,17.615644,7.9186287,5.1179938,5.2311087
2009,2102,17.742609,17.173582,17.590731,8.2905436,5.1416636,5.3375382
2010,2102,17.940533,17.056419,17.688021,8.3603058,5.187386,5.2781148
2011,2102,17.937483,17.176699,17.679113,8.4721956,5.209486,5.4071717
2012,2102,17.899689,17.196732,17.702494,8.4694729,5.209486,5.3752785
2013,2102,17.977032,17.201378,17.690472,8.4761629,5.2882671,5.3327188
2004,2106,17.278521,16.849802,16.392967,8.1330004,5.187386,3.9512436
2005,2106,17.447304,16.868141,16.642303,8.1394405,5.1984968,4.3944492
2006,2106,17.409048,16.934261,16.727493,8.1579437,5.2257466,4.59512
2007,2106,17.37324,17.138849,16.419018,8.2225533,5.2470241,4.6151204
2008,2106,17.542929,17.214872,16.27142,8.1953335,5.2149358,4.6913481
2009,2106,17.624779,17.233459,16.344433,8.246172,5.2311087,4.8121843
2010,2106,17.609028,17.143745,16.12462,8.3211784,5.2470241,4.8040209
2011,2106,17.684055,17.235514,16.288315,8.3857164,5.3327188,4.919981
2012,2106,17.762062,17.264503,16.574308,8.4180355,5.3752785,5.0106354
2013,2106,17.852783,17.257557,16.694963,8.3927631,5.4161005,4.8598123
2004,2183,17.654676,17.411762,17.259731,8.9546738,5.556828,5.7137327
2005,2183,17.744478,17.408173,17.581121,8.9591827,5.572154,5.8805332
2006,2183,17.869057,17.553112,17.606365,8.9483261,5.6131282,6.1463294
2007,2183,17.935305,17.659241,17.653791,8.9921846,5.6801724,5.6629605
2008,2183,18.115299,17.719748,17.713709,9.0327673,5.7037826,5.6664267
2009,2183,18.038176,17.567354,17.788082,9.0746355,5.7268476,5.9053617
2010,2183,17.977425,17.373476,17.871014,9.1341066,5.7203116,5.5645204
2011,2183,18.079836,17.550694,17.958128,9.1693096,5.7365723,5.866468
2012,2183,18.13171,17.557253,18.035583,9.1853304,5.7589016,6.0354815
2013,2183,18.094023,17.564161,18.110134,9.190444,5.7745514,6.1202974
2004,2184,17.062551,17.011721,16.513086,8.3804569,5.1298985,4.7535901
2005,2184,17.110973,17.094538,16.63517,8.4491282,5.1179938,4.4426513
2006,2184,17.258953,17.174173,16.710463,8.5271435,5.1179938,4.4659081
2007,2184,17.353655,17.24127,16.799723,8.5243673,5.1647859,4.5643482
2008,2184,17.453741,17.313108,16.882463,8.5515947,5.1761498,4.5108595
2009,2184,17.354803,17.166409,17.007484,8.5790405,5.220356,5.1179938
2010,2184,17.601887,16.988531,17.075739,8.607399,5.1984968,5.2882671
2012,2184,17.713514,17.179291,17.157467,8.5444193,5.2311087,5.46806
2013,2184,17.769987,17.21199,17.188768,8.5193911,5.220356,5.2626901
2004,2188,17.719326,17.299067,17.128416,8.9025917,5.6276212,5.655992
2006,2188,17.960323,17.596998,17.390327,9.250042,5.6937323,5.9215784
2007,2188,18.06707,17.692076,17.454454,9.0432224,5.771441,5.9864521
2008,2188,18.144135,17.746399,17.482254,9.0495844,5.7745514,6.0330863
2009,2188,18.074528,17.626205,17.635098,9.057539,5.8260002,6.0730443
2010,2188,18.182575,17.412283,17.649517,9.0474682,5.8051348,6.0614572
2011,2188,18.266304,17.609339,17.673159,9.0244923,5.811141,6.1025586
2012,2188,18.318945,17.606035,17.73867,8.9993725,5.8230457,6.0520892
2013,2188,18.323801,17.633205,17.771189,8.9906912,5.8318825,6.0867748
2005,2190,17.154875,16.922598,16.74752,8.3911762,5.1179938,4.5643482
2006,2190,17.269136,17.020344,16.862415,8.4398804,5.1239638,5.4553213
2007,2190,17.33143,17.097811,16.943363,8.4454823,5.1590552,5.3612924
2008,2190,17.564245,17.179712,16.976297,8.4467707,5.209486,5.4467373
2009,2190,17.476322,17.039473,17.013237,8.477828,5.1984968,5.3082676
2010,2190,17.522438,16.849596,17.071939,8.5041075,5.1929569,5.2983174
2011,2190,17.600296,17.040333,17.151321,8.5446138,5.2040067,5.4467373
2012,2190,17.7054,17.020105,17.194921,8.5786648,5.2364421,5.4553213
2013,2190,17.575966,17.061413,17.315254,8.5991421,5.2781148,5.4205351
2004,2210,17.930441,17.496496,17.59551,8.879055,5.8021183,5.209486
2005,2210,18.098974,17.716036,17.669365,8.891099,5.8318825,5.31812
2006,2210,18.22093,17.799295,17.751143,8.8613501,5.8749309,5.3798971
2007,2210,18.264111,17.88147,17.85597,8.9589262,5.8861041,5.4205351
2008,2210,18.368313,17.977045,17.881254,9.0446396,5.9026332,5.5053315
2009,2210,18.290249,17.808012,17.903297,9.0741768,5.9107966,5.4971681
2010,2210,18.50251,17.91106,17.967539,9.0172405,5.9135032,5.3936276
2011,2210,18.601847,17.808783,18.062765,9.0225639,5.9295893,5.5984221
2012,2210,18.630489,17.810104,18.101086,8.9987545,5.9427996,5.5490761
2013,2210,18.617836,17.832165,18.126356,8.994421,5.9295893,5.655992
2004,2259,18.70648,18.101427,18.554276,9.8762188,6.6227365,6.1779442
2006,2259,18.788477,18.125624,18.713516,9.8334408,6.6463904,6.059123
2007,2259,18.846437,18.021442,18.74415,9.8214092,6.6398759,6.1737862
2008,2259,18.850266,18.22612,18.776615,9.7982378,6.6463904,6.0776424
2009,2259,18.871058,18.148636,18.826199,9.7754269,6.6240654,6.1862087
2010,2259,19.15777,18.115158,18.860222,9.8185282,6.6280413,6.2766433
2011,2259,19.161432,18.115955,18.877081,9.8383617,6.6398759,6.401917
2012,2259,19.30522,17.953388,18.904989,9.823307,6.6631327,6.2499752
2013,2259,19.182709,17.982483,18.9116,9.8198881,6.6333184,6.2766433
2004,2260,18.357244,17.652531,17.990362,9.1794691,6.1737862,5.8260002
2005,2260,18.348045,17.698517,18.048513,9.1926851,6.1441855,5.8348107
2006,2260,18.420849,17.677122,18.174311,9.2735033,6.3117347,5.6058021
2007,2260,18.468725,17.567883,18.226728,9.1296721,6.3421216,5.655992
2008,2260,18.525585,17.779039,18.336916,9.3594494,6.3561077,5.6094718
2009,2260,18.621325,17.701452,18.405205,9.3831167,6.3578424,5.6937323
2010,2260,18.703711,17.668949,18.408764,9.391161,6.4199948,5.6733232
2011,2260,18.571062,17.668896,18.459162,9.4111567,6.3243589,5.8749309
2012,2260,18.792217,17.506329,18.502943,9.3943272,6.2971091,5.6801724
2013,2260,18.819496,17.57649,18.525009,9.3889046,6.4248691,5.9162021
2004,2268,18.677643,17.812574,18.42153,9.8263903,6.7190132,6.3279366
2006,2268,18.741934,17.905336,18.623615,9.9029369,6.7810578,6.3207684
2007,2268,18.806019,17.822874,18.716776,9.9396744,6.8079348,6.4068799
2008,2268,19.018888,18.023008,18.822859,9.9501324,6.828712,6.4583383
2009,2268,19.112,17.944096,18.970127,9.9767847,6.8895912,6.2989492
2010,2268,19.192003,17.91231,19.017302,10.005096,6.944087,6.1590953
2011,2268,19.216843,17.911631,19.06237,10.010412,6.9555926,6.300786
2012,2268,19.261862,17.749063,19.146879,10.008298,6.9612961,6.3243589
2013,2268,19.318985,17.800106,19.172073,10.01158,6.9754138,6.2766433
2004,2301,17.792936,17.587624,17.396578,9.0242519,5.6937323,4.7184987
2006,2301,17.855906,17.600683,17.618547,9.061492,5.676754,4.9052749
2007,2301,17.914135,17.497417,17.688051,9.052165,5.7462034,5.0751739
2008,2301,17.956694,17.704664,17.743391,9.0390778,5.768321,4.882802
2009,2301,17.999481,17.62719,17.752386,9.0371771,5.8081427,4.882802
2010,2301,18.155619,17.594843,17.796679,9.058238,5.768321,5.0039463
2011,2301,18.178476,17.594378,17.811077,9.0609121,5.7462034,5.1357985
2012,2301,18.174656,17.431837,17.897633,9.0560226,5.7525725,5.2311087
2013,2301,18.187492,17.494661,17.909363,9.0190592,5.7838254,5.09375
2004,2314,17.582022,17.048351,17.316862,8.9081535,5.4638319,1.9459101
2005,2314,17.604982,17.040421,17.391737,8.9421997,5.4971681,1.6094379
2006,2314,17.670113,17.106537,17.484571,8.9591827,5.556828,5.9558372
2007,2314,17.740486,17.0207,17.540094,8.9696693,5.5872488,5.9584246
2008,2314,17.823969,17.218252,17.677019,8.9861965,5.6347895,5.9989367
2009,2314,17.883888,17.139675,17.752626,9.016634,5.659482,5.9427996
2010,2314,18.134888,17.106674,17.842445,9.0851173,5.6664267,6.0402546
2012,2314,18.157209,16.944492,18.000578,9.1253271,5.6937323,6.1569791
2013,2314,18.203428,17.029682,18.037691,9.1074209,5.7071104,6.1441855
2004,2326,17.813936,16.972881,17.58675,8.773694,5.676754,5.3565865
2005,2326,17.845182,17.013742,17.599575,8.7368107,5.6903596,5.3798971
2006,2326,17.847387,17.00111,17.69664,8.7392159,5.6733232,5.4071717
2007,2326,17.90082,16.907816,17.785589,8.741456,5.6664267,5.267858
2008,2326,18.061821,17.10302,17.865479,8.7514744,5.6801724,5.2470241
2009,2326,18.198416,17.025436,17.876553,8.758255,5.6869755,5.267858
2010,2326,18.23855,16.991842,17.861549,8.7863035,5.7268476,5.3082676
