STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,EarnHr
12735,1,5,-1.1272,1,8
12739,2,8,-.1809,3,15
12742,2,8,.8942,5,8
12743,2,8,.2292,4,0
12745,2,2,-.2073,3,8
12747,2,8,.7554,5,9
12752,2,8,1.2072,5,8
12756,2,8,.7614,5,6
12763,1,6,-.6665,2,8
12764,2,8,-.0434,3,10
12765,2,8,-.5007,2,10
12769,2,2,.9193,5,0
12778,1,3,1.4051,5,0
12785,1,8,.2011,4,0
12786,2,6,-.8051,1,9
12790,1,8,1.1217,5,9
12796,1,2,2.2386,5,10
12801,1,8,.5224,4,10
12806,2,2,.9693000000000001,5,0
12809,1,8,-.3075,3,10
12812,1,8,.3879,4,10
12813,2,5,-1.7157,1,0
12815,2,8,-.8132,1,8
12819,2,8,1.3074,5,12.5
12821,2,5,-.9409,1,9
12822,1,8,.1576,4,0
12825,1,8,1.0871,5,10
12826,2,6,.5175999999999999,4,6
12830,2,8,-.3312,3,6
12832,1,6,.3385,4,8
12833,2,6,-.0925,3,12.5
12838,2,8,-.1724,3,8
12840,1,8,.6086,5,0
12843,1,5,-.4986,2,8
12846,2,8,-.0651,3,0
12855,2,8,1.179,5,10
12859,1,8,-.1431,3,9
12862,1,8,-.8623,1,0
12864,1,8,.1461,4,7
12867,2,3,1.4423,5,0
12869,2,8,-.7485000000000001,1,7
12870,1,8,-.2656,3,20
12871,1,8,1.0039,5,6
12872,1,2,.8438,5,0
12876,2,3,1.0132,5,6
12882,1,5,1.012,5,7
12887,1,8,-.7901,1,8
12893,1,8,.6717,5,8
12894,1,8,-.5493,2,8
12896,1,5,-1.0772,1,12.5
12904,2,8,-.6689000000000001,2,8
12906,2,5,.757,5,0
12908,2,8,.5689,5,6
12909,1,5,-.5628,2,8
12917,1,8,.1509,4,6
12920,2,2,1.7861,5,0
12922,2,5,.4535,4,12.5
12932,2,8,.1754,4,9
12939,1,8,-.6854,2,7
12941,1,5,-1.0868,1,10
12947,2,3,-.6906,2,6
12955,1,5,-.5981,2,8
12960,1,6,1.2255,5,0
12961,1,8,-.1813,3,0
12967,1,8,-.0329,3,0
12968,1,8,1.562,5,0
12974,1,8,.5714,5,6
12976,2,8,1.6169,5,0
12980,2,8,.2774,4,8
12984,2,2,2.5668,5,0
12986,2,8,1.211,5,0
12987,1,8,.6199,5,10
12988,1,3,-.1429,3,0
12991,1,8,-.621,2,9
12995,2,8,1.1916,5,0
12996,2,8,.1198,4,12.5
12997,1,8,.8306,5,0
12998,2,5,-1.5735,1,8
12999,2,8,-.4046,2,8
13000,2,8,.4749,4,8
13008,2,5,.212,4,0
13011,2,6,-.9559,1,0
13013,1,8,.2039,4,10
13020,2,8,.7875,5,10
13023,2,5,-.1864,3,0
13026,1,8,.3584,4,8
13027,1,8,.0735,4,10
13031,1,8,.1021,4,7
13032,2,8,1.0472,5,0
13034,2,8,.6,5,8
13037,1,8,.8504,5,8
13038,1,8,1.9005,5,6
13043,2,2,-.9865,1,10
13044,1,2,1.294,5,8
13054,1,5,-1.044,1,8
13055,2,5,-.7329,1,8
13056,2,3,-.0115,3,0
13057,1,8,-.5046,2,15
13060,2,8,-.0208,3,8
13061,2,2,2.1887,5,0
13064,2,3,-.206,3,7
13066,2,8,1.1188,5,8
13072,1,8,1.3642,5,10
13074,2,8,1.562,5,0
13076,1,2,-.3332,3,10
13079,2,5,-.5586,2,20
13082,2,8,-.87,1,7
13084,1,8,1.6251,5,10
13085,1,8,.4731,4,9
13090,2,2,.1954,4,8
13091,2,2,-.01,3,8
13093,1,8,1.4278,5,6
13094,2,5,.0012,3,9
13095,2,8,-.5687,2,7
13097,2,6,.2012,4,9
13099,2,8,.4399,4,8
13100,2,2,.4816,4,0
13102,1,3,.776,5,7
13104,2,8,-.9072,1,8
13106,2,8,1.226,5,0
13107,2,8,1.1923,5,8
13112,1,2,2.0124,5,8
13114,1,8,-.5197000000000001,2,8
13115,2,5,.7605,5,8
13117,1,6,-.1757,3,9
13123,1,6,-.5512,2,0
13125,2,8,-.742,1,0
13127,1,8,1.087,5,10
13128,1,6,.3947,4,8
13131,1,8,.423,4,0
13136,2,8,.2531,4,10
13138,2,8,-1.5501,1,0
13154,2,5,.2726,4,7
13158,1,5,.6875,5,0
13162,2,8,-.8837,1,9
13163,2,5,.15,4,9
13172,2,8,-.9016,1,7
13179,2,2,.703,5,0
13181,1,8,.3879,4,9
13185,1,5,.4857,4,6
13189,1,8,2.0785,5,0
13190,2,8,.2468,4,8
13193,1,8,1.2355,5,6
13194,2,8,1.3539,5,15
13197,1,5,.2108,4,8
13199,1,2,-.6513,2,0
13200,1,8,-.2297,3,0
13209,1,8,1.2293,5,10
13211,1,5,.638,5,9
13212,2,3,.7085,5,8
13216,2,8,-.3694,2,9
13217,1,8,.0445,3,12.5
13221,2,8,-.3332,3,8
13223,2,3,-.1652,3,9
13224,1,8,-1.0537,1,6
13228,2,8,.8141,5,9
13233,2,8,1.2121,5,10
13234,2,3,.851,5,8
13236,2,5,-.5276999999999999,2,12.5
13241,1,6,.4971,4,10
13249,1,3,-.4292,2,0
13251,2,8,1.2984,5,7
13256,2,5,-.2831,3,10
13258,1,8,1.3845,5,7
13259,2,8,.3358,4,9
13265,1,2,.7306,5,0
13272,1,2,.522,4,0
13275,2,5,.3852,4,0
13277,1,5,-.8507,1,8
13278,2,6,.3202,4,20
13282,1,8,-.5137,2,12.5
13286,1,8,.8512,5,9
13288,1,2,.847,5,10
13289,2,8,.1764,4,8
13290,1,8,.6962,5,6
13291,2,8,-.4715,2,8
13295,2,5,-.7045,2,0
13297,1,1,1.0926,5,20
13300,2,5,.7292,5,9
13307,1,8,1.1569,5,0
13309,1,3,1.5122,5,0
13311,1,8,.7585,5,8
13316,1,8,.066,4,8
13323,1,8,.9523,5,0
13325,1,8,-.0339,3,8
13331,2,8,.5821,5,0
13336,2,3,-.4584,2,7
13342,2,8,-.4843,2,8
13343,2,5,-.9534,1,0
13344,2,6,1.3586,5,10
13347,1,6,.2801,4,7
13349,1,8,-.6624,2,9
13350,2,8,-.0117,3,9
13351,1,8,.074,4,8
13354,1,3,-.4348,2,0
13362,1,8,-.7751,1,8
13363,1,2,1.5708,5,0
13370,1,6,-.2472,3,12.5
13371,2,8,1.4549,5,6
13373,1,5,.1969,4,8
13374,2,8,-.7751,1,8
13379,2,8,.0746,4,8
13385,1,5,-.5338000000000001,2,8
13387,1,8,.018,3,10
13391,1,8,1.5372,5,8
13393,2,8,.0885,4,0
13402,2,7,-.6665,2,0
13406,2,8,1.0062,5,10
13409,2,6,-.4542,2,7
13411,1,8,.3561,4,6
13412,1,8,.5901999999999999,5,10
13415,1,8,.4207,4,12.5
13417,2,8,.1377,4,8
13425,2,8,-.0714,3,6
13427,1,8,.5048,4,10
13431,1,3,.6243,5,0
13434,1,8,.4881,4,8
13435,2,6,.2715,4,0
13436,2,8,2.5668,5,10
13442,1,8,-1.3184,1,7
13443,2,5,-.7858000000000001,1,10
13446,2,3,-.5911,2,0
13448,2,5,-1.3274,1,0
13450,2,8,.1596,4,0
13452,2,5,-.4302,2,0
13453,2,8,.4193,4,0
13456,1,8,.3272,4,9
13457,1,2,.8753,5,0
13460,2,6,.3906,4,10
13463,1,8,-.0204,3,0
13464,2,8,-.7062,2,7
13471,2,8,-.197,3,6
13485,1,8,1.6718,5,0
13490,1,6,-.1779,3,0
13493,2,6,1.2149,5,6
13494,2,2,1.0191,5,0
13500,2,8,.5874,5,25
13504,2,8,1.1167,5,9
13505,2,8,.9975000000000001,5,8
13507,2,8,-.0097,3,8
13509,2,8,-.8302,1,8
13513,1,5,-.0643,3,0
13516,1,8,.7814,5,0
13518,2,8,1.3656,5,9
13519,1,8,-1.2553,1,0
13520,2,2,.5056,4,0
13522,2,8,.3162,4,0
13524,1,5,-1.1135,1,8
13525,2,8,.2213,4,0
13529,2,8,-.246,3,0
13530,1,8,1.0925,5,9
13531,2,8,-.0524,3,10
13534,2,8,-.9782,1,9
13538,1,2,1.2193,5,10
13541,1,8,1.0223,5,20
13545,1,5,-.143,3,12.5
13548,1,8,.8177,5,10
13549,2,8,-.0793,3,10
13558,1,8,.8902,5,10
13559,1,2,-.1402,3,9
13562,1,2,.9078000000000001,5,0
13567,2,8,.9641999999999999,5,0
13577,1,8,-.9072,1,12.5
13578,1,5,-.9617,1,0
13591,2,2,1.8783,5,9
13595,2,8,.8713,5,0
13598,2,8,-.005,3,8
13600,1,8,.7126,5,0
13601,1,5,.6855,5,8
13602,2,8,-.4584,2,8
13603,1,1,-1.3184,1,0
13604,1,8,1.1101,5,15
13605,2,6,.6,5,0
13609,2,8,1.1217,5,7
13613,1,8,.1695,4,0
13616,2,8,-.6363,2,8
13620,2,8,-.482,2,6
13621,1,8,-.0884,3,0
13628,1,5,2.5574,5,0
13631,1,8,1.1766,5,0
13633,2,8,-.3755,2,0
13640,2,2,-.8889,1,10
13641,2,8,.5755,5,9
13644,2,6,-.7751,1,0
13645,1,8,-.9913999999999999,1,0
13648,1,8,.5048,4,6
13649,2,8,-.601,2,8
13652,2,5,-1.1352,1,0
13655,2,8,.4962,4,8
13656,2,6,1.1356,5,0
13657,1,8,-.2233,3,10
13658,2,8,1.1209,5,10
13660,1,8,-.3373,3,9
13664,1,8,-.4293,2,0
13667,2,8,.4379,4,0
13668,1,8,1.3874,5,25
13671,2,8,-.0237,3,0
13673,1,2,1.1419,5,0
13676,2,3,-.0289,3,8
13692,1,2,.5625,5,9
13701,2,6,-.3118,3,7
13706,1,8,1.2651,5,9
13711,2,8,.6636,5,10
13713,2,8,-.2366,3,8
13716,1,2,.3709,4,0
13717,2,8,.553,5,6
13719,2,8,-.2365,3,7
13722,1,8,.7876,5,8
13723,2,8,.3202,4,8
13736,2,3,-.0345,3,0
13740,1,8,.6291,5,8
13741,1,8,.8521,5,0
13743,1,8,.0983,4,10
13749,2,8,2.0218,5,0
13750,1,8,.8162,5,8
13753,2,2,2.5668,5,0
13757,1,8,1.3227,5,7
13759,1,2,-.9992,1,0
13768,1,2,.6915,5,0
13769,2,6,-.277,3,9
13771,1,8,.6901,5,0
13772,1,5,-.0289,3,8
13777,1,6,.4281,4,10
13784,2,8,-1.3419,1,0
13787,2,8,-.1256,3,10
13789,1,8,-.2515,3,0
13796,2,8,-.0595,3,7
13797,2,2,-.9394,1,0
13802,1,8,-.1495,3,0
13803,1,3,-.2041,3,25
13805,1,8,2.4902,5,0
13806,2,8,-.4156,2,8
13807,1,2,.5718,5,0
13808,2,3,-.6665,2,0
13813,1,8,1.1923,5,0
13814,1,8,.8724,5,0
13822,2,8,.001,3,7
13824,1,8,-.2262,3,0
13826,2,8,.2265,4,7
13829,2,8,1.151,5,12.5
13830,1,8,-.6211,2,10
13839,2,4,-.5099,2,8
13840,2,8,.8548,5,9
13843,2,5,.6389,5,12.5
13846,1,2,.1579,4,0
13848,2,8,-.2571,3,8
13860,2,8,-.2033,3,7
13864,1,8,-.1293,3,20
13873,2,8,.2515,4,15
13874,1,8,-.4204,2,9
13876,1,8,.8396,5,10
13878,1,6,1.3983,5,0
13883,2,8,.6776,5,8
13884,1,8,.4466,4,0
13885,2,8,-.5673,2,10
13887,2,8,.2563,4,0
13890,1,8,1.2008,5,8
13893,2,8,-.2338,3,0
13894,2,8,.3708,4,8
13896,2,5,.7085,5,6
13904,1,5,.6714,5,0
13906,1,8,-.0885,3,0
13911,1,5,-.9226,1,8
13914,1,4,-1.5655,1,12.5
13916,1,8,.4509,4,9
13919,2,6,-.6655,2,8
13920,1,5,-1.1828,1,0
13924,2,8,2.1204,5,10
13926,2,5,.6905,5,15
13927,2,8,1.7811,5,12.5
13932,2,5,-.0372,3,7
13934,2,6,-.4795,2,7
13935,1,3,-.6785,2,0
13938,2,8,1.5335,5,0
13940,2,8,-.0197,3,10
13944,2,3,.2958,4,0
13953,1,6,.2674,4,0
13955,2,8,-.1942,3,7
13956,1,8,.0273,3,9
13961,2,8,1.0672,5,9
13966,2,3,.3081,4,10
13967,2,7,.5239,4,7
13970,2,3,.4505,4,9
13972,1,6,-.0996,3,8
13976,1,3,1.8473,5,7
13977,2,8,.1402,4,0
13982,2,8,-.5972,2,0
13983,1,8,.0194,3,0
13984,1,8,.9186,5,0
13990,1,8,1.553,5,8
13993,1,3,-.9072,1,7
13995,1,3,1.0212,5,0
13996,1,8,-.5983000000000001,2,0
13997,2,8,.4777,4,8
14001,2,8,-1.1308,1,8
14003,1,8,.6186,5,10
14005,1,4,-.5787,2,10
14021,1,2,-.7997,1,8
14024,2,8,.4328,4,8
14025,1,6,.334,4,10
14027,2,8,1.0195,5,7
14029,2,7,-1.1012,1,9
14031,2,8,1.1401,5,25
14032,2,8,.87,5,9
14036,2,2,-.1642,3,0
14037,2,8,-.2656,3,7
14042,2,3,-1.6176,1,8
14043,1,8,1.1857,5,8
14044,1,8,.0234,3,9
14045,2,5,-.4635,2,8
14046,2,8,.5713,5,6
14050,1,7,.1969,4,7
14059,2,8,.5575,5,0
14060,2,8,1.1106,5,25
14062,1,8,1.97,5,7
14063,1,5,-.7085,2,10
14072,2,2,1.1725,5,0
14076,1,6,-.8552,1,0
14082,2,8,.3735,4,10
14088,2,8,-.6212,2,6
14090,1,8,.4438,4,9
14094,1,8,-.7847,1,12.5
14098,1,8,.7084,5,9
14099,1,8,-.0552,3,0
14100,2,8,-.0817,3,9
14102,1,8,-.7839,1,12.5
14109,2,5,-1.1824,1,9
14110,2,5,.3212,4,8
14111,2,8,.0291,3,6
14113,1,2,.484,4,9
14114,1,8,.9088000000000001,5,0
14118,1,3,.9546,5,0
14119,1,8,.6725,5,12.5
14121,2,5,-1.3814,1,7
14123,2,3,-.4253,2,0
14128,2,8,.1714,4,10
14131,1,8,-.1897,3,7
14141,1,8,.6216,5,7
14143,2,3,1.565,5,0
14145,2,8,.3757,4,8
14146,1,8,1.4056,5,0
14147,2,5,.2387,4,0
14151,2,5,-.8837,1,6
14155,2,6,.0881,4,0
14156,2,6,-.1774,3,0
14159,1,5,2.2035,5,10
14163,1,5,.3889,4,0
14170,1,8,.5855,5,6
14172,1,6,1.4065,5,7
14175,1,8,1.0764,5,8
14177,1,8,.2196,4,8
14182,2,8,-1.3184,1,7
14183,1,6,-.8073,1,0
14188,1,8,.3735,4,8
14193,2,8,-.2232,3,7
14194,2,8,-.5981,2,8
14198,2,6,-.5628,2,7
14200,1,2,1.1363,5,0
14201,1,3,.6153999999999999,5,12.5
14206,1,8,1.474,5,0
14207,2,8,.0291,3,8
14217,1,8,-.2063,3,10
14218,1,2,-1.3139,1,0
14219,2,8,1.2984,5,9
14220,1,8,1.0829,5,8
14221,1,2,.139,4,10
14223,2,6,-.1355,3,10
14226,2,8,.3069,4,7
14228,2,8,1.0672,5,8
14230,2,5,-.584,2,0
14234,2,8,.0825,4,0
14240,1,8,.7037,5,7
14241,2,3,-.5522,2,0
14242,2,8,.9078000000000001,5,6
14247,2,8,.1337,4,0
14248,2,8,.3186,4,8
14251,1,8,-.584,2,8
14252,1,8,-.3265,3,0
14264,1,8,1.4787,5,0
14266,2,5,.6593,5,0
14272,1,8,.1241,4,9
14275,1,8,.3498,4,20
14277,1,3,-1.1012,1,0
14280,2,8,-1.0065,1,6
14281,2,8,.6846,5,8
14285,2,3,.5945,5,8
14286,1,8,-1.5209,1,8
14288,2,5,-.6225000000000001,2,7
14289,2,8,.5875,5,6
14292,2,8,-.4508,2,8
14293,1,8,-.4398,2,15
14295,1,8,-.4584,2,10
14297,1,8,-.3289,3,9
14298,1,8,.7533,5,10
14313,2,5,.9349,5,0
14314,1,8,.0892,4,15
14316,2,8,-.2465,3,7
14317,1,2,-.7321,1,7
14321,2,8,.0882,4,8
14323,2,8,.3737,4,7
14331,1,8,.332,4,7
14334,1,2,.7886,5,0
14335,2,2,2.4572,5,0
14336,1,8,1.3527,5,8
14338,1,8,-.5458,2,10
14341,2,8,.4052,4,10
14345,1,8,.2551,4,12.5
14347,1,6,.4563,4,0
14351,1,8,-.8387,1,9
14353,2,8,.5309,4,10
14354,2,8,-.2211,3,7
14361,1,8,1.3003,5,8
14362,1,8,1.4332,5,8
14363,2,8,-.4016,2,8
14364,1,8,.0912,4,8
14366,2,8,-.8725000000000001,1,0
14367,1,8,.4397,4,10
14371,1,8,.4536,4,8
14380,2,2,2.5061,5,0
14388,1,8,-.6304999999999999,2,7
14390,1,8,1.2004,5,12.5
14392,2,8,1.2917,5,9
14395,2,8,.1402,4,8
14403,2,8,.6882,5,10
14404,1,8,-.8455,1,6
14407,1,2,.4,4,0
14412,2,5,-.999,1,7
14413,2,5,.0257,3,8
14414,1,5,-.2873,3,8
14422,2,5,-.6207,2,0
14433,2,8,-.3431,2,6
14434,1,5,-.3351,3,8
14435,2,8,.35,4,9
14437,2,8,-1.0283,1,0
14441,2,3,-.0962,3,0
14444,1,8,-.5585,2,8
14448,1,5,.2084,4,0
14453,1,8,-.1886,3,7
14455,2,3,1.0212,5,8
14462,1,8,.9949,5,25
14463,1,8,-.3711,2,0
14464,2,8,-.2561,3,0
14465,1,5,.2031,4,9
14468,2,5,-.6665,2,0
14470,1,2,.0983,4,9
14473,2,3,-.3711,2,0
14474,1,8,-.6002999999999999,2,8
14475,1,2,.1653,4,10
14477,2,8,.4067,4,8
14478,1,8,-.5766,2,0
14479,2,5,-1.0217,1,0
14482,1,2,.438,4,9
14484,1,8,.1753,4,6
14492,1,5,-.8391,1,8
14493,2,5,-1.7315,1,0
14494,2,5,-.3554,2,10
14499,1,8,-.4881,2,7
14501,2,8,1.1166,5,12.5
14503,2,8,-.1114,3,6
14505,1,8,.6782,5,0
14507,2,8,1.3818,5,0
14508,2,2,.1587,4,0
14512,2,8,-.5149,2,9
14517,2,8,1.4654,5,9
14519,2,3,-.2322,3,0
14520,1,8,.4039,4,0
14525,2,8,.3355,4,8
14530,1,8,.3658,4,7
14531,2,8,.8218,5,0
14532,1,5,.3982,4,0
14535,1,6,-.0663,3,7
14536,1,5,.6126,5,9
14541,1,8,1.2548,5,10
14542,2,3,-1.5209,1,0
14543,1,2,-.1533,3,7
14545,1,6,1.3854,5,0
14553,2,8,.7183,5,6
14558,2,3,-.0651,3,8
14562,2,8,.3704,4,0
14567,2,8,2.4901,5,9
14572,2,8,.1177,4,8
14573,2,8,.3183,4,0
14577,1,2,1.8783,5,7
14580,1,5,-1.103,1,10
14582,2,8,1.2773,5,9
14583,2,8,1.1088,5,0
14585,1,5,.386,4,0
14586,1,8,.7533,5,7
14589,1,8,-.6545,2,9
14591,2,8,-.3773,2,8
14592,1,8,.0714,4,8
14594,1,8,1.8404,5,0
14596,2,8,-.3711,2,8
14601,2,8,.7844,5,0
14603,2,5,-.3307,3,0
14615,1,5,.1969,4,20
14616,1,8,-.7506,1,9
14621,2,6,-.2726,3,0
14622,2,8,1.2984,5,7
14623,1,8,.4609,4,9
14629,1,8,-.163,3,10
14630,1,8,.0456,3,12.5
14631,2,8,-.5276999999999999,2,0
14632,1,2,-1.1388,1,8
14633,1,8,1.8254,5,10
14640,1,8,1.0729,5,7
14647,2,8,-.0506,3,8
14649,1,8,.8241000000000001,5,0
14651,2,3,-.4161,2,7
14656,2,8,.5289,4,8
14661,2,3,-1.0118,1,8
14662,1,8,-.2629,3,12.5
14663,1,3,-.8546,1,0
14672,1,5,-.347,2,9
14673,1,5,-.5311,2,10
14674,2,2,-.2052,3,8
14675,2,3,-.8103,1,8
14677,2,5,.6925,5,9
14685,2,5,-.4864,2,7
14689,1,8,.8713,5,0
14695,2,2,-.7,2,8
14698,1,2,.6261,5,0
14699,2,8,.0026,3,12.5
14706,2,3,-1.0868,1,0
14707,2,8,-.0348,3,0
14721,1,8,-1.245,1,7
14725,2,8,1.141,5,8
14726,2,8,.6195000000000001,5,0
14732,2,8,-.6754,2,9
14733,2,6,.1271,4,0
14735,2,6,.7721,5,7
14738,1,8,.2344,4,9
14743,1,8,1.93,5,0
14744,2,6,-.4635,2,7
14747,2,8,.2899,4,0
14750,1,8,.6593,5,12.5
14752,1,8,-.4024,2,9
14754,1,8,-.6714,2,6
14755,1,8,.2124,4,8
14757,2,4,-1.371,1,8
14758,1,3,1.1202,5,8
14762,2,8,.1997,4,9
14764,2,8,-.5392,2,0
14767,1,3,.1033,4,0
14768,1,3,-.9981,1,20
14773,1,8,-.8408,1,10
14776,1,8,1.6587,5,15
14778,1,3,.1301,4,0
14779,2,8,1.4928,5,9
14784,1,8,-.1671,3,0
14786,1,8,1.3387,5,0
14791,2,6,.2176,4,8
14795,2,8,.3676,4,0
14798,1,2,-.0401,3,0
14800,1,6,.6261,5,8
14805,2,8,-.1036,3,8
14806,1,8,-.4003,2,15
14807,1,6,.3105,4,0
14808,2,8,-.2903,3,7
14811,2,6,-.2094,3,9
14818,2,8,.3693,4,8
14820,2,8,-1.7526,1,0
14825,1,8,1.5475,5,8
14827,2,8,-.0597,3,8
14830,2,6,-.7756999999999999,1,7
14843,2,6,-.6363,2,7
14853,2,8,.0839,4,8
14855,1,6,.3071,4,9
14860,1,3,1.5912,5,0
14861,1,2,-.1377,3,0
14862,1,3,-.0506,3,8
14871,1,8,-.0096,3,0
14878,1,8,.4639,4,0
14883,1,3,-1.2893,1,8
14885,2,8,1.7718,5,0
14890,1,8,-.2019,3,6
14892,1,8,1.1041,5,0
14894,1,6,.522,4,0
14898,2,8,-.1124,3,7
14906,2,6,-.6094000000000001,2,0
14907,1,8,.7016,5,8
14908,2,8,.1214,4,0
14911,2,7,.5755,5,0
14912,1,8,1.0199,5,0
14914,2,8,-.1941,3,6
14915,1,2,1.8394,5,0
14934,1,8,.6455,5,7
14941,1,8,-.3412,3,7
14942,2,5,.6261,5,8
14944,1,5,-.4338,2,0
14945,2,8,-.1715,3,0
14954,1,8,.8270999999999999,5,7
14958,1,8,-.5825,2,8
14959,2,8,-.0109,3,7
14962,1,2,1.4314,5,0
14963,2,2,.2339,4,0
14977,2,8,.1348,4,0
14978,1,8,.5537,5,8
14989,2,8,-.1032,3,8
14990,1,8,-.7818000000000001,1,6
14992,1,5,.6902,5,0
14993,2,5,.5736,5,0
14994,1,8,-.5089,2,0
14998,1,8,.3703,4,15
15004,2,8,.1293,4,7
15007,1,8,2.0124,5,15
15010,2,7,.6513,5,9
15027,2,8,.5939,5,8
15028,2,8,-.0284,3,0
15029,1,8,-1.1739,1,0
15040,1,8,.078,4,0
15042,1,8,-.1772,3,0
15044,2,3,.0814,4,0
15046,1,8,.1251,4,7
15047,1,2,1.6848,5,7
15051,1,8,-.1918,3,0
15055,1,2,1.4372,5,0
15059,2,5,-1.3178,1,6
15060,2,8,-.7751,1,7
15070,1,7,-.0488,3,20
15071,2,8,-.232,3,9
15080,2,8,.9376,5,10
15083,2,3,.3245,4,7
15084,2,8,.6577,5,0
15090,1,8,.7236,5,20
15091,2,8,.142,4,12.5
15093,1,8,.1159,4,0
15096,2,8,1.171,5,9
15098,2,5,-.3255,3,8
15099,2,8,.4462,4,7
15100,2,8,.0676,4,0
15101,2,8,1.009,5,0
15102,2,6,-.0758,3,8
15103,1,5,-.87,1,8
15108,2,5,1.4352,5,8
15111,1,3,.1859,4,0
15112,2,5,-.1506,3,6
15113,1,6,-.366,2,9
15119,2,8,1.3397,5,7
15123,2,3,-.167,3,10
15124,2,8,.758,5,0
15131,1,8,.0239,3,10
15134,2,3,.5678,5,12.5
15142,1,3,.1801,4,9
15143,1,2,1.332,5,0
15147,2,8,-.8971,1,7
15148,1,8,-.4948,2,7
15149,2,6,-1.2553,1,0
15153,1,8,.9241,5,0
15154,1,3,-.3182,3,8
15156,1,2,.6576,5,0
15164,2,2,1.127,5,10
15168,2,8,-.6714,2,0
15169,1,8,.3183,4,0
15171,2,8,1.0127,5,7
15172,2,8,.6306,5,7
15179,1,8,.4396,4,7
15180,2,5,-1.4044,1,0
15185,2,8,1.8041,5,0
15190,1,3,-.4122,2,25
15192,1,8,.8559,5,12.5
15194,2,2,-.6401,2,8
15195,1,8,-1.3184,1,0
15200,2,5,-1.1103,1,8
15202,1,2,.2046,4,8
15203,1,5,-.3734,2,9
15206,1,8,-.5493,2,10
15212,1,8,.3135,4,8
15215,2,5,-1.6616,1,8
15216,2,6,-.5789,2,9
15217,2,6,.504,4,15
15219,2,8,.9419999999999999,5,9
15220,1,3,1.7484,5,8
15223,1,8,.7131999999999999,5,12.5
15229,1,8,-.5628,2,0
15238,1,8,-.1804,3,8
15239,1,8,.0236,3,0
15243,1,8,.4462,4,6
15245,2,8,.394,4,10
15249,2,3,1.206,5,0
15250,2,8,-.0274,3,0
15255,1,8,1.6429,5,9
15258,2,5,.4926,4,7
15259,1,8,.9503,5,9
15261,2,8,.1833,4,9
15263,2,8,-.3163,3,15
15264,1,8,.6524,5,25
15265,2,8,-.3332,3,7
15266,2,3,.4351,4,0
15274,1,8,.4529,4,7
15282,1,8,.5748,5,10
15287,1,8,.718,5,12.5
15288,1,8,.4088,4,10
15291,1,5,-.1182,3,6
15293,2,8,.8108,5,6
15297,2,2,.8362000000000001,5,0
15299,1,8,.4512,4,20
15303,2,5,-1.2395,1,7
15305,2,3,-.3507,2,8
15306,2,8,-.7625999999999999,1,8
15308,1,8,.8076,5,0
15309,2,8,-.422,2,7
15327,1,8,.9661,5,8
15336,2,4,-1.0836,1,10
15343,2,8,-.581,2,9
15344,1,5,-.2701,3,8
15345,1,6,-.7751,1,0
15347,1,8,.0615,4,9
15349,2,8,-.2562,3,0
15351,2,5,-1.429,1,9
15356,1,8,.8110000000000001,5,9
15357,2,3,1.0925,5,0
15359,2,8,.2047,4,0
15361,1,6,.9587,5,0
15368,1,5,-.2985,3,10
15371,2,3,-.0228,3,6
15374,1,8,1.4233,5,9
15380,1,8,-.5318000000000001,2,0
15395,2,8,-.006,3,0
15408,2,8,1.4233,5,7
15411,1,8,.3351,4,6
15417,2,3,-.4321,2,12.5
15422,2,3,1.3586,5,0
15427,1,8,.8492,5,7
15430,2,3,-1.43,1,0
15431,1,8,.2009,4,8
15432,2,6,1.1633,5,8
15434,2,8,.7687,5,0
15436,1,8,-.4975,2,9
15437,2,2,.7377,5,0
15438,1,8,-.4129,2,9
15446,1,8,.7917,5,9
15450,1,8,.752,5,10
15454,2,2,.4397,4,7
15455,2,8,-.1742,3,8
15456,1,8,.8058,5,9
15463,1,8,-.2744,3,10
15467,1,8,1.7811,5,10
15477,2,8,1.2556,5,0
15478,1,2,-1.5209,1,8
15479,2,8,-.0138,3,8
15481,2,8,.4399,4,0
15485,2,8,-.3655,2,8
15489,1,2,1.6123,5,0
15492,1,8,-.0631,3,8
15498,1,5,.4358,4,9
15502,2,8,-.8837,1,0
15506,1,8,.9351,5,0
15512,2,8,.2582,4,6
15514,1,8,-.3254,3,10
15516,2,6,-.5402,2,0
15517,1,6,.7425,5,0
15519,1,8,-.5983000000000001,2,9
15527,2,8,-.0444,3,9
15530,1,8,.145,4,0
15531,2,2,1.3397,5,0
15534,2,8,.3464,4,0
15541,2,8,.2345,4,7
15543,1,6,.2658,4,0
15548,2,8,.0153,3,8
15551,2,3,-.3042,3,10
15553,2,6,-.1188,3,6
15558,2,8,.984,5,9
15562,2,8,.3478,4,10
15566,2,8,2.5668,5,0
15576,2,8,-.4125,2,8
15578,2,8,.8149999999999999,5,7
15581,2,2,.0534,4,9
15582,1,8,2.3821,5,9
15585,1,8,.853,5,0
15589,1,8,.9383,5,7
15590,1,5,-.8429,1,8
15592,1,8,-.6212,2,8
15595,1,8,1.1236,5,8
15597,2,8,-.3431,2,9
15599,2,2,1.0828,5,7
15600,1,2,.8028,5,0
15602,1,8,1.2066,5,8
15606,2,8,.0374,3,8
15608,1,5,-.7735,1,0
15614,2,3,.0696,4,8
15615,1,8,1.814,5,8
15617,2,8,1.3874,5,10
15619,2,8,-.1888,3,8
