STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,EarnHr
11239,2,2,.5242,4,0
11253,1,8,1.6527,5,10
11254,2,8,-.1456,3,8
11256,1,6,.8304,5,6
11257,2,8,.3707,4,20
11258,2,3,-1.4492,1,0
11261,1,8,-.5089,2,10
11263,2,8,1.2607,5,8
11274,1,8,.7488,5,0
11278,1,2,.5764,5,9
11279,2,5,.1204,4,0
11283,1,5,-.2082,3,15
11287,2,8,.4457,4,10
11288,2,8,-.9782,1,7
11291,2,8,-.4584,2,0
11297,1,8,.2316,4,12.5
11302,2,8,.6195000000000001,5,8
11304,1,8,1.2464,5,8
11305,2,8,.7585,5,8
11310,1,3,-.9183,1,0
11312,2,8,.7168,5,8
11315,1,5,-1.1056,1,8
11330,1,8,.1519,4,15
11337,1,6,.1079,4,8
11343,1,3,1.2968,5,8
11348,1,8,-.6901,2,0
11352,2,8,.2901,4,0
11356,2,4,.3293,4,0
11357,2,8,.0733,4,8
11359,1,8,-.4052,2,0
11360,2,8,1.4423,5,0
11362,1,6,.0275,3,10
11365,2,8,.4073,4,10
11366,1,8,1.04,5,7
11369,2,8,.2301,4,6
11372,1,6,-.4559,2,0
11374,1,8,-1.0067,1,8
11375,2,5,-.0996,3,8
11378,2,5,-.2514,3,0
11387,2,8,-.4484,2,0
11388,2,8,.1153,4,9
11390,1,8,-.1617,3,0
11392,2,8,-.0485,3,0
11396,1,8,.3202,4,8
11399,1,8,-.8794,1,9
11400,2,8,.8891,5,9
11402,1,8,.7837,5,0
11409,1,5,-1.3274,1,9
11410,2,8,-.0996,3,0
11418,2,2,.0121,3,0
11420,1,8,1.2533,5,12.5
11422,2,6,-.8192,1,8
11425,1,3,1.3938,5,0
11426,2,8,1.0269,5,0
11427,2,8,1.0319,5,8
11428,2,3,-.2739,3,0
11432,2,5,.2488,4,0
11436,1,8,.7584,5,10
11438,1,1,.4111,4,0
11444,1,8,1.2607,5,7
11452,1,8,-.2125,3,0
11454,1,8,.5503,5,10
11460,1,8,-.0301,3,0
11466,2,8,.5718,5,7
11469,2,8,1.171,5,0
11472,1,8,1.2203,5,8
11473,2,8,.5768,5,10
11477,2,8,.4106,4,8
11479,1,8,1.3586,5,6
11481,2,2,.4671,4,10
11482,1,8,-.0103,3,9
11484,2,8,.7154,5,8
11485,2,8,-1.2803,1,8
11487,1,8,.6725,5,9
11491,1,2,.6914,5,9
11499,1,5,-.8391,1,10
11506,1,8,.5556,5,9
11508,2,3,1.9889,5,7
11513,2,8,-.4795,2,10
11519,2,8,.4304,4,6
11520,2,8,-.4653,2,9
11522,2,8,.8303,5,8
11529,1,8,1.0759,5,12.5
11536,1,8,.9921,5,8
11541,2,5,.255,4,9
11542,2,8,.5329,4,10
11551,1,8,.1695,4,8
11552,2,8,.6919999999999999,5,0
11556,2,8,.0504,4,9
11560,1,6,-.3373,3,8
11562,2,8,-.371,2,8
11565,1,6,.8157,5,0
11568,1,6,-.4653,2,15
11569,1,3,-.3118,3,7
11572,2,8,.3887,4,10
11574,2,2,.9456,5,0
11579,2,3,1.1009,5,15
11580,2,8,-.1724,3,8
11581,1,5,-.9798,1,8
11582,2,8,.6593,5,9
11586,2,2,.0755,4,0
11587,1,8,.4358,4,0
11588,2,3,-1.1103,1,0
11592,1,8,.323,4,20
11594,2,8,.8057,5,8
11601,2,5,.2054,4,0
11603,1,8,.4123,4,0
11610,1,6,-.9278,1,7
11621,1,6,-.4444,2,10
11623,2,6,-.0426,3,9
11628,2,6,1.0785,5,10
11630,1,8,-.6927,2,8
11633,1,8,-.4293,2,8
11636,1,8,-.8837,1,10
11639,1,3,-.4795,2,10
11641,1,8,-.096,3,10
11642,1,3,-.3554,2,6
11647,1,8,1.1579,5,9
11651,1,8,-.0754,3,0
11652,1,8,.0153,3,8
11658,2,6,1.878,5,0
11662,1,5,-1.212,1,8
11663,1,3,.6318,5,0
11664,2,5,-.1495,3,0
11666,2,2,1.8578,5,8
11668,2,5,.6195000000000001,5,8
11675,2,8,-.1323,3,9
11677,1,5,-1.0941,1,10
11682,2,2,-1.2051,1,7
11685,1,8,.5877,5,0
11688,2,5,-1.5209,1,0
11690,1,8,.9716,5,8
11696,1,8,.1214,4,8
11702,2,7,-.9468,1,0
11706,2,2,1.4347,5,0
11710,1,8,.5906,5,6
11712,2,8,-.4834,2,9
11716,2,8,1.0925,5,8
11720,1,8,-.4488,2,10
11722,2,8,.9193,5,9
11725,1,8,-.5628,2,8
11726,2,5,.6296,5,6
11728,1,8,-.7409,1,8
11730,1,5,.3836,4,10
11733,1,8,.432,4,10
11735,1,8,1.6204,5,7
11738,1,8,.6041,5,10
11741,2,6,.7952,5,8
11742,2,8,1.1937,5,8
11746,2,5,-.1452,3,0
11749,2,8,-.9952,1,12.5
11752,2,5,1.063,5,0
11753,2,6,.5588,5,6
11757,2,8,.3423,4,0
11769,1,2,-.5813,2,0
11776,1,2,1.1822,5,0
11778,1,8,.6284,5,8
11781,2,5,-.771,1,0
11783,1,6,-.311,3,7
11785,1,8,-.3612,2,0
11786,2,8,1.0759,5,8
11787,2,8,1.1973,5,0
11794,1,5,1.031,5,0
11800,1,2,1.3295,5,0
11801,2,5,-.2488,3,10
11802,1,2,.7114,5,10
11805,1,2,-.0996,3,0
11806,2,5,.0219,3,10
11807,2,8,-.1528,3,8
11808,2,8,-.0174,3,15
11816,1,8,1.0025,5,8
11825,1,8,.0885,4,0
11827,2,8,-.874,1,12.5
11833,2,5,-.2751,3,7
11834,1,2,.2563,4,0
11835,1,8,-.0102,3,9
11837,2,8,-.8455,1,10
11839,2,5,.0885,4,8
11842,1,6,-.1236,3,9
11851,1,6,-.6714,2,7
11852,2,8,-.3465,2,6
11854,2,5,1.06,5,9
11856,2,8,.093,4,8
11857,1,3,.275,4,0
11860,2,3,-.2554,3,9
11864,2,8,.377,4,8
11865,2,5,.2124,4,0
11866,1,3,-.312,3,0
11870,2,8,.282,4,7
11871,2,8,.1124,4,8
11872,1,5,-.8411999999999999,1,8
11873,2,2,1.3736,5,0
11875,1,8,.1574,4,8
11877,2,3,-.1765,3,7
11878,2,8,1.0674,5,9
11882,2,5,-1.1153,1,8
11883,1,6,.2488,4,9
11884,2,8,-.4924,2,10
11885,2,6,.2033,4,8
11887,2,8,-.6359,2,8
11889,1,3,.0584,4,0
11892,1,5,-.1063,3,6
11894,2,8,.9762,5,0
11901,2,2,1.3264,5,7
11902,2,8,.0301,3,7
11905,1,6,.8905999999999999,5,0
11907,1,6,-.1755,3,0
11918,2,8,.5883,5,0
11919,1,6,.928,5,8
11922,1,6,1.2248,5,6
11924,1,8,.8854,5,8
11933,2,8,1.2037,5,9
11938,2,8,1.4591,5,0
11940,2,8,2.2775,5,9
11941,2,8,.1463,4,9
11944,2,8,.6597,5,0
11951,1,5,-.0977,3,9
11953,1,8,-.1942,3,0
11958,1,8,1.0984,5,0
11959,2,8,.6836,5,9
11962,1,2,.6166,5,9
11965,2,8,-.5429,2,10
11968,1,8,-.4036,2,10
11969,1,5,.1098,4,10
11971,2,3,1.4192,5,0
11975,2,2,.6195000000000001,5,0
11976,2,8,.2809,4,9
11977,1,8,.9402,5,10
11981,2,8,.3008,4,6
11983,1,5,.2669,4,20
11984,2,6,.1172,4,0
11986,2,8,.2609,4,9
11993,1,8,-.2232,3,0
11995,2,8,.7743,5,9
11997,1,8,.7542,5,9
12004,1,6,1.2556,5,10
12006,2,8,.7817,5,9
12008,1,8,1.1788,5,8
12011,1,8,1.9383,5,0
12014,1,8,.1764,4,8
12015,2,8,1.035,5,0
12016,1,1,.6389,5,9
12019,2,5,-.7064,2,0
12021,1,5,-.1505,3,0
12022,1,2,-.1384,3,10
12024,1,8,1.3384,5,10
12025,1,8,-.1236,3,8
12028,2,8,1.2959,5,7
12030,2,8,.6776,5,8
12033,2,8,.5097,4,0
12038,2,8,.3201,4,6
12040,1,8,-.8623,1,9
12049,2,8,-.1876,3,10
12054,1,6,-1.0333,1,8
12055,2,2,1.553,5,7
12061,1,8,-.5318000000000001,2,10
12062,2,8,-1.102,1,0
12069,2,6,-.0138,3,8
12072,1,8,.3106,4,0
12073,1,8,-.6665,2,0
12074,1,8,.2258,4,8
12075,1,8,-.5089,2,10
12076,2,8,.5477,5,8
12078,2,4,-.258,3,0
12079,2,8,-.0094,3,8
12080,1,2,-.1406,3,0
12083,1,3,-.482,2,8
12084,2,8,-.1893,3,9
12085,2,6,.3142,4,0
12087,1,8,1.1303,5,7
12092,2,5,-.6888,2,12.5
12094,2,8,.9223,5,8
12099,2,8,1.1418,5,7
12103,1,8,1.3732,5,10
12104,1,8,-.7205,1,10
12107,2,3,.0631,4,8
12109,1,8,1.4891,5,0
12111,1,8,-.0239,3,0
12112,1,8,-.2716,3,10
12113,1,8,.4018,4,0
12117,2,8,.3514,4,9
12119,2,8,.911,5,8
12122,1,8,.4433,4,10
12124,1,8,-.0632,3,7
12127,2,8,.9503,5,8
12132,2,8,-.2226,3,8
12135,2,8,.4773,4,12.5
12140,1,5,-.0394,3,10
12141,2,2,.2181,4,0
12143,2,8,.8902,5,6
12148,1,5,.2111,4,9
12153,1,5,-.0102,3,10
12154,2,8,-.4024,2,0
12160,2,6,.5167,4,10
12164,1,8,.7055,5,10
12166,1,6,-.3372,3,25
12170,2,5,.5525,5,0
12171,2,5,-.6483,2,0
12174,2,8,-.074,3,10
12175,2,8,1.0407,5,15
12181,1,2,-.1412,3,0
12182,2,8,-.7799,1,8
12186,2,8,1.1247,5,8
12191,2,8,1.1164,5,8
12192,1,8,.4294,4,6
12193,1,5,-.7554999999999999,1,9
12197,2,8,-.7751,1,6
12200,2,6,.6111,5,9
12201,2,8,-.8158,1,8
12202,2,5,-1.0643,1,0
12205,1,8,.5182,4,8
12208,1,5,-.9016,1,0
12210,2,8,.5397,4,6
12211,2,8,-.1403,3,0
12213,1,8,.3922,4,9
12224,2,5,-.8879,1,9
12225,1,8,1.0095,5,0
12228,1,5,-.6335,2,6
12230,2,8,.0978,4,8
12231,1,6,.8512,5,9
12235,2,8,.3498,4,0
12238,1,8,2.0218,5,0
12239,2,3,.8963,5,7
12242,2,8,.9845,5,0
12243,1,3,.5486,5,9
12245,2,5,-.8048999999999999,1,7
12246,1,8,.6850000000000001,5,8
12248,1,1,.8512,5,0
12250,1,5,-.7922,1,15
12252,1,3,.534,4,7
12253,1,8,-.556,2,8
12257,1,5,.2982,4,8
12267,2,2,.6086,5,0
12276,1,8,.23,4,6
12278,1,5,-.9992,1,0
12280,2,6,.0572,4,9
12282,1,6,-.1431,3,0
12285,2,8,.7758,5,0
12286,2,8,.1841,4,9
12292,2,8,.1969,4,7
12293,2,5,.2433,4,0
12294,2,5,-.5854,2,8
12297,2,8,.6914,5,8
12304,2,6,-.2233,3,7
12306,1,8,.0584,4,10
12310,1,8,.9503,5,8
12311,2,8,-1.5209,1,0
12313,2,2,.8542999999999999,5,0
12315,2,5,-.1563,3,7
12317,1,8,-.5628,2,12.5
12318,2,8,.1574,4,15
12320,2,8,-.4522,2,10
12322,2,8,1.2066,5,8
12323,2,8,.3938,4,0
12325,2,8,1.8015,5,10
12326,2,5,-1.0362,1,0
12327,1,3,.0249,3,0
12328,1,8,-.5255,2,8
12329,1,3,.5794,5,9
12333,1,8,1.243,5,8
12335,2,8,1.0936,5,9
12340,2,8,.2732,4,8
12342,1,5,-1.3682,1,10
12349,2,5,-.5301,2,0
12351,2,5,.3088,4,0
12354,1,8,1.3944,5,10
12355,1,2,.1235,4,0
12361,2,2,-1.4492,1,0
12368,2,5,.3202,4,0
12370,1,8,-.1867,3,8
12376,2,8,-.3043,3,10
12378,2,8,1.1295,5,8
12384,1,8,.5295,4,9
12391,2,8,1.9611,5,0
12392,1,8,1.3076,5,8
12394,2,6,-.4024,2,9
12395,1,3,-.0327,3,0
12397,1,8,.1881,4,0
12401,2,8,.1292,4,8
12404,2,2,1.2954,5,0
12412,2,8,.0469,3,7
12414,1,3,-.2521,3,9
12415,1,6,1.6986,5,10
12417,1,8,.9399999999999999,5,0
12418,2,8,.3355,4,7
12423,2,6,-1.0419,1,0
12425,1,2,2.2898,5,7
12426,2,3,-.6435,2,6
12429,1,8,1.2238,5,20
12434,1,6,1.5059,5,0
12435,1,8,.4985,4,0
12436,1,5,-.1286,3,8
12437,2,8,-.1505,3,0
12439,1,8,.0718,4,10
12440,1,6,-.5381,2,0
12441,2,8,.6335,5,10
12442,2,6,1.1186,5,8
12445,2,8,1.6559,5,0
12447,2,6,.0416,3,9
12448,1,8,2.5466,5,0
12455,2,3,-.056,3,7
12459,1,8,.4204,4,9
12460,2,5,-.0752,3,0
12462,1,8,1.6027,5,6
12466,1,8,1.5122,5,8
12470,2,8,-.3656,2,15
12472,2,8,.4267,4,9
12482,1,8,1.211,5,12.5
12485,1,8,.8305,5,0
12490,1,5,-.7477,1,10
12502,1,8,-.28,3,0
12503,2,8,.5097,4,7
12504,2,5,-.7000999999999999,2,7
12508,1,8,-.5841,2,8
12511,2,8,1.155,5,7
12512,2,3,-1.43,1,8
12515,1,8,-.7751,1,8
12517,2,8,.6579,5,7
12519,1,8,1.4041,5,10
12520,2,8,.2959,4,7
12524,2,8,1.2152,5,8
12526,2,8,1.0292,5,0
12527,1,2,.4082,4,12.5
12529,2,5,-.0271,3,0
12537,2,8,1.4186,5,8
12538,2,8,-.9072,1,8
12539,1,8,1.8244,5,0
12541,1,8,2.1516,5,0
12545,2,5,-.4679,2,8
12546,2,8,.1269,4,8
12548,2,8,.0839,4,10
12551,2,8,-.3558,2,6
12553,1,2,-.0893,3,7
12558,1,8,-.0137,3,6
12560,2,2,1.0128,5,0
12565,1,5,-.0782,3,0
12566,1,8,-.0105,3,8
12567,1,8,1.977,5,0
12569,1,8,.6587,5,8
12574,1,2,-.2903,3,0
12579,1,8,1.7214,5,7
12585,1,3,.9599,5,12.5
12587,1,2,1.7187,5,0
12590,1,6,-1.3277,1,0
12591,2,8,-.6664,2,6
12592,1,6,1.179,5,12.5
12594,1,5,-1.7157,1,7
12600,2,8,-.1505,3,8
12604,2,8,.6306,5,9
12605,2,5,.2732,4,0
12606,2,8,-.1484,3,8
12611,1,8,.6797,5,0
12612,1,2,1.5552,5,0
12614,2,2,1.5048,5,0
12618,2,3,-.1779,3,0
12622,1,8,-.43,2,8
12625,1,8,.5702,5,0
12630,2,8,.3395,4,0
12631,1,3,.6914,5,0
12632,1,8,.193,4,0
12633,2,3,-.4256,2,9
12635,2,8,-.522,2,8
12637,1,8,-.8786,1,0
12640,2,5,1.4564,5,8
12641,1,8,-.1434,3,10
12646,1,8,-.5445,2,8
12647,2,8,1.4423,5,12.5
12652,2,8,-.2066,3,7
12656,2,8,-.5269,2,7
12657,2,6,.2772,4,9
12665,1,8,-.4813,2,6
12672,1,5,1.4775,5,8
12673,1,2,1.4842,5,0
12674,1,8,.9104,5,0
12678,1,5,.2837,4,15
12679,1,8,.846,5,0
12680,2,8,.8519,5,9
12688,1,8,-.5089,2,7
12690,2,4,-.2162,3,0
12691,2,8,-.2293,3,25
12694,2,8,1.3945,5,20
12696,1,5,-.0289,3,8
12701,1,8,-.735,1,8
12702,2,8,1.8091,5,6
12704,2,8,-.1231,3,7
12705,1,8,.5268,4,12.5
12706,1,8,.9694,5,0
12709,1,8,.3739,4,10
12711,2,8,-.0251,3,8
12714,2,6,-.1972,3,8
12717,1,5,-.5825,2,7
12720,2,8,-.0506,3,8
12722,1,8,-.5523,2,6
12724,2,8,.8492,5,10
12726,1,6,-.0289,3,8
12730,1,8,.484,4,8
12732,2,8,-.3617,2,9
12734,1,5,-1.1769,1,10
