STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL,P1TUITION
27532,2,3,-.2648,3,4,1,-7
27533,2,8,.7019,5,4,3,1
27535,1,8,.0301,3,-8,-8,-7
27536,1,6,1.4014,5,-8,2,0
27537,2,8,2.5668,5,4,2,1
27538,2,8,.1461,4,6,-7,-8
27539,2,8,-.87,1,-7,-8,-7
27540,1,3,-8,-8,-8,-8,-8
27541,1,8,-1.5735,1,-7,-7,-7
27542,1,8,-.9512,1,-8,-7,-7
27543,1,8,-.4414,2,-8,-8,-7
27544,2,5,-.7751,1,-7,3,-7
27545,2,6,-.6143,2,-7,-7,-8
27546,2,5,-.0819,3,6,-8,-8
27547,1,5,1.0835,5,2,3,-7
27549,1,8,-.3254,3,6,1,0
27550,1,8,-.4293,2,-7,-7,-7
27551,2,8,.1432,4,-8,2,-7
27552,1,5,-.7756999999999999,1,4,2,-7
27553,2,8,-.3664,2,6,3,-7
27554,1,8,-.1641,3,-8,-7,-7
27555,2,5,-.4924,2,4,1,-7
27556,2,6,.227,4,3,-7,-7
27558,1,5,-.056,3,4,1,-7
27559,1,6,-.0095,3,-8,-8,-7
27560,1,8,.7806999999999999,5,-8,-8,-8
27561,1,5,1.3834,5,5,3,-7
27562,2,8,1.4981,5,6,3,-7
27563,2,8,-.6755,2,4,-7,-7
27564,2,8,-.2457,3,3,-7,-8
27565,2,3,-8,-8,5,1,-8
27566,2,2,1.9172,5,4,2,1
27567,1,4,.4488,4,-8,-8,-8
27568,2,6,.2519,4,-8,3,-8
27569,2,3,1.2169,5,-8,-4,1
27570,2,8,-.9072,1,-7,-8,-7
27571,2,5,-.5463,2,-7,2,-8
27572,1,6,-.2701,3,-8,-8,-8
27573,2,8,-.6714,2,5,-7,-7
27574,2,8,1.1498,5,4,2,1
27577,2,8,-.6098,2,6,1,-7
27578,1,8,1.6174,5,4,3,1
27580,2,8,-8,-8,4,1,0
27581,2,8,.9223,5,4,2,-7
27582,2,8,-1.3184,1,-8,-8,-7
27583,1,8,.264,4,6,3,-7
27584,1,8,.6996,5,4,-8,1
27585,2,8,1.1594,5,4,3,0
27586,1,2,-.4439,2,4,-9,-9
27588,2,8,.7154,5,4,1,1
27589,2,8,.9913999999999999,5,-8,-4,1
27591,2,3,-.3229,3,4,1,1
27592,1,8,-.8158,1,5,1,-7
27593,1,8,.4777,4,6,2,-7
27594,2,2,-.3214,3,-7,2,-8
27595,1,8,-.7335,1,3,2,1
27596,1,8,1.2821,5,4,1,-7
27597,1,6,-.613,2,6,-8,-7
27598,2,2,.4997,4,4,2,-7
27599,2,8,-.2302,3,6,-7,-7
27600,1,8,.1383,4,-8,-8,-8
27601,2,8,.1172,4,6,1,-7
27602,2,8,-.3955,2,-8,-8,-8
27603,2,8,.7959000000000001,5,4,1,0
27604,2,6,.7441,5,5,2,1
27605,2,8,.38,4,-8,2,-7
27606,2,8,.7173,5,4,-9,-7
27607,1,5,-.1918,3,-7,-7,-7
27608,1,6,-.6414,2,-7,3,-8
27609,1,8,-1.0541,1,-7,-7,-7
27610,2,5,-.6949,2,6,-8,1
27611,1,6,1.1569,5,4,1,-7
27612,2,6,-.7156,2,-7,-8,-7
27614,2,6,.8994,5,6,3,1
27615,2,8,.9360000000000001,5,-8,-8,-8
27616,1,3,2.5668,5,4,2,-7
27618,1,-9,-8,-8,-8,-7,-8
27619,2,5,1.0808,5,4,2,1
27620,2,8,.8946,5,4,2,-8
27622,1,6,-.9016,1,-8,-7,-7
27623,2,8,-.6714,2,4,1,0
27624,2,5,-.0634,3,4,-8,-8
27625,2,8,1.4435,5,-8,-8,0
27626,2,8,1.3003,5,4,2,-7
27627,2,8,.2617,4,4,2,-8
27628,2,8,-.7981,1,5,3,-8
27629,1,8,.8062,5,4,3,-8
27631,1,8,.6362,5,-8,2,-7
27632,1,3,-8,-8,3,-8,1
27633,2,8,-.0388,3,4,1,0
27634,1,8,-.6342,2,2,3,0
27635,1,6,-.0388,3,4,2,1
27636,1,6,.0405,3,5,2,-7
27637,1,3,-8,-8,6,-8,-8
27639,1,8,-.1237,3,4,1,-8
27640,1,2,.4466,4,5,1,-9
27641,2,-9,-8,-8,-8,1,-8
27642,1,3,-.7751,1,-8,-7,-9
27643,2,8,-.5760999999999999,2,-7,-8,-7
27644,1,8,-.4023,2,-7,-7,-7
27645,1,5,-.4116,2,4,1,-7
27646,2,8,1.1166,5,4,2,0
27647,2,3,-.6756,2,6,2,-7
27648,1,8,.9862,5,4,3,-7
27649,1,8,.0955,4,-8,-8,-7
27650,1,5,-.5628,2,-7,-7,-7
27651,1,6,.2005,4,6,1,1
27652,1,8,-.6831,2,-8,-7,-8
27653,1,5,-1.5882,1,5,3,-9
27654,2,8,-.6113,2,-8,1,1
27655,1,8,-.8893,1,-7,-8,-7
27656,1,8,-.7751,1,-7,2,-7
27657,2,5,-.543,2,-7,-7,-7
27658,1,5,-1.3682,1,-7,-8,0
27659,1,6,.2968,4,-8,-8,-7
27660,2,8,.8157,5,4,-9,1
27661,2,3,-.0274,3,2,2,0
27662,1,3,-.3146,3,-8,-8,-8
27663,1,8,-.2179,3,-8,-7,1
27664,2,8,.1269,4,5,1,1
27665,1,4,-.1402,3,-8,-8,-7
27667,1,8,.6327,5,-8,-7,-8
27668,2,2,-.1987,3,-8,1,-9
27669,2,5,.2243,4,-8,-8,-8
27670,2,8,.8277,5,-7,-7,-8
27671,2,8,2.2417,5,-8,2,0
27672,1,3,-1.0096,1,-7,-7,-7
27674,1,4,-.8507,1,6,3,-7
27675,2,8,.284,4,4,2,-7
27676,1,2,1.257,5,-8,2,1
27677,2,8,.5798,5,4,2,0
27678,2,8,-.1224,3,-8,-7,-8
27679,2,5,1.0485,5,4,2,1
27680,2,8,.4056,4,4,1,-8
27681,1,5,-.9147,1,-8,-8,-7
27682,1,5,-8,-8,6,-8,-8
27683,1,8,.5646,5,5,-7,1
27684,1,8,1.1395,5,4,3,0
27685,1,2,2.3821,5,4,1,-7
27686,2,8,-.5163,2,-8,-8,-8
27687,1,8,-.2876,3,-7,-7,1
27688,1,8,.3087,4,4,-8,-7
27689,1,2,2.0288,5,4,2,-7
27690,1,5,-.9253,1,6,2,-7
27691,2,8,.8902,5,-8,2,0
27692,1,8,-.4958,2,-7,2,-7
27693,1,8,1.0665,5,4,2,1
27694,1,4,.3398,4,4,2,-8
27695,1,8,-.4143,2,-8,-8,-8
27696,1,8,.8905999999999999,5,-8,2,-7
27697,2,3,.1609,4,4,1,-7
27698,2,8,1.1916,5,4,2,-7
27699,2,6,.7168,5,4,-4,0
27700,2,8,.2477,4,-8,-8,-8
27701,2,8,1.6169,5,4,1,-7
27702,2,8,-.3338,3,-7,-8,-8
27703,2,-9,-8,-8,-8,-7,-8
27704,1,8,-.9072,1,6,2,-7
27705,1,8,1.5617,5,-7,-7,-7
27706,1,4,-8,-8,-7,-8,-8
27707,2,-9,-8,-8,4,1,-8
27708,1,8,.4751,4,4,1,0
27709,2,8,.4162,4,4,3,-7
27710,2,8,1.2324,5,4,-9,1
27711,2,5,-1.0924,1,5,2,-7
27712,1,5,1.2984,5,-7,-7,-7
27713,1,8,-.3312,3,4,1,-7
27714,1,3,.0491,3,6,-7,-8
27715,1,8,-.1804,3,4,1,-7
27716,1,5,1.6438,5,4,2,0
27717,1,6,-.8326,1,-8,-8,-8
27719,1,8,.5798,5,-8,-8,1
27720,1,-9,-8,-8,4,2,-8
27721,2,3,-1.429,1,-7,-8,-7
27722,1,8,.1039,4,-8,-8,-7
27723,2,2,1.4204,5,4,3,-7
27724,2,8,.0961,4,6,1,0
27725,1,-9,-8,-8,-8,-7,-8
27726,2,6,-.1561,3,-8,-8,-7
27727,2,3,-.8008,1,-8,-8,-8
27728,1,8,-.4861,2,-8,-8,-8
27729,1,3,-1.5209,1,6,1,-9
27730,1,3,-1.2098,1,-8,-8,-9
27731,1,8,-.1105,3,6,3,-8
27732,2,6,.9816,5,-8,2,0
27733,2,8,.8512,5,4,1,1
27734,2,8,1.4056,5,4,1,1
27736,1,-9,-8,-8,-7,-7,-8
27737,1,8,.7566000000000001,5,6,1,-7
27738,1,8,-.1344,3,-8,-8,-7
27739,2,5,-1.0605,1,4,2,-7
27740,1,8,.6058,5,5,2,0
27741,1,3,-.0289,3,-8,1,-7
27742,1,8,.5901999999999999,5,-7,3,-7
27743,2,6,-.3146,3,6,1,1
27744,1,8,1.291,5,3,-7,-7
27745,1,8,-.0695,3,-8,-7,-8
27748,2,3,-.7223000000000001,1,-7,-7,-7
27749,1,6,-.0201,3,-8,-7,-8
27750,2,5,.2287,4,4,2,-7
27752,1,8,.4092,4,6,3,-7
27753,1,8,.4025,4,-7,-8,-8
27754,2,2,.6216,5,4,-8,1
27755,1,3,-8,-8,4,1,-8
27756,1,8,.2124,4,-7,-7,-7
27757,1,2,1.1659,5,4,2,-7
27758,1,8,.0635,4,-7,-7,-9
27759,1,8,.0991,4,3,1,-7
27760,2,5,-.5083,2,2,1,-7
27761,1,5,-.1732,3,4,-7,1
27763,1,8,.0798,4,-8,-8,-8
27764,2,5,1.3314,5,4,2,1
27765,1,3,-1.1012,1,-7,-8,1
27766,2,3,-.8837,1,-7,2,0
27768,2,8,.5381,4,6,2,0
27769,1,8,-.1356,3,5,-4,-8
27770,1,8,.3549,4,4,2,0
27771,2,-9,-8,-8,4,3,-8
27772,2,8,.201,4,-7,-8,-8
27773,1,8,-1.3682,1,-8,-7,-7
27774,1,3,-1.1502,1,-8,-8,1
27775,1,8,-.9342,1,-7,-8,-8
27776,2,2,.8934,5,-8,3,-8
27777,1,5,-.0371,3,6,1,-8
27779,1,8,-.7751,1,6,3,-9
27780,1,8,-.3554,2,4,1,-7
27781,1,8,-.0902,3,4,2,-9
27782,2,-9,-8,-8,3,-9,-8
27783,2,8,-.5004999999999999,2,-8,1,-7
27784,1,8,1.6745,5,6,1,0
27785,1,5,-1.5209,1,-8,-7,-9
27786,1,8,-.4958,2,-8,-8,-9
27787,1,8,.9419999999999999,5,-8,2,-9
27788,2,8,-.092,3,6,-7,-8
27789,1,8,.2124,4,5,1,-7
27790,2,5,-.6867,2,6,-8,-8
27791,1,5,-1.0772,1,-7,-8,-7
27792,1,5,-1.0533,1,6,-7,-8
27793,2,2,.5498,5,4,3,-7
27794,1,8,-.3819,2,-7,-8,-8
27795,2,8,-.0488,3,4,2,1
27796,2,8,.2127,4,6,1,-8
27797,1,8,.0995,4,-8,1,-8
27798,1,8,.1214,4,-7,-7,1
27799,1,8,.9349,5,4,2,0
27800,1,8,-.7077,2,-8,-7,-7
27801,1,8,.7529,5,4,1,-7
27802,1,6,-.2245,3,4,3,0
27804,2,8,.2124,4,5,-9,-7
27805,2,5,-1.5696,1,3,-7,-7
27806,1,8,.019,3,4,2,-8
27807,2,8,1.2958,5,4,2,0
27808,2,8,-.0754,3,6,1,-9
27809,1,2,-.0567,3,-8,-7,-8
27810,1,8,.6049,5,4,2,-7
27811,1,5,-1.6338,1,-8,-8,-7
27812,1,8,-.8837,1,3,3,-7
27813,2,8,-.4129,2,4,-8,-9
27814,2,8,1.2753,5,6,3,-7
27815,2,8,-.7259,1,-7,-7,-7
27816,2,8,-.7751,1,-7,1,0
27817,2,5,-.0655,3,6,2,0
27818,1,5,-.5621,2,-7,-7,-8
27819,2,8,-.6984,2,-7,-7,-8
27820,1,8,-.1163,3,6,2,0
27821,2,3,.8888,5,-8,1,-9
27822,2,8,-.6758999999999999,2,-8,3,-7
27823,1,-9,-8,-8,6,1,-8
27824,2,8,.1039,4,4,1,-7
27825,1,4,-8,-8,-7,-7,-8
27826,2,8,-.5628,2,-8,1,-7
27827,1,5,-.0676,3,-8,-8,-7
27828,1,8,.6546,5,4,-8,-9
27829,1,8,2.0218,5,4,1,-7
27830,2,3,-1.3407,1,2,1,-7
27831,1,8,.6657,5,4,1,1
27832,2,8,-.8827,1,-8,-8,-7
27833,2,6,-.046,3,4,1,1
27834,1,8,.5694,5,4,2,1
27835,2,8,-.1237,3,-7,2,-7
27836,2,3,-.0407,3,-7,2,0
27837,1,3,-.4558,2,4,-4,-8
27838,1,2,-.5464,2,-7,-8,-8
27839,2,8,1.5543,5,4,2,-7
27840,1,8,-.8837,1,-7,-7,-7
27841,2,8,-.0048,3,-7,-7,-8
27842,1,1,-.6207,2,4,3,-9
27843,2,8,-.9722,1,6,1,-8
27846,2,8,1.0259,5,3,2,0
27847,2,2,-.7381,1,-8,2,-7
27848,1,8,.2658,4,-7,-7,0
27849,2,8,-.0419,3,-8,1,-7
27850,1,-9,-8,-8,-8,-7,-8
27851,1,8,.6898,5,-7,-7,-8
27852,2,8,-.8391,1,-7,-7,-7
27853,1,8,.9034,5,-8,-8,-7
27854,1,8,.2342,4,-7,-7,-8
27855,1,2,1.8534,5,4,1,-7
27856,2,8,-.432,2,-7,-7,-7
27857,2,8,.1741,4,-8,-7,-7
27858,1,8,-.6665,2,-8,1,-7
27860,2,8,.5944,5,4,2,0
27861,1,8,.7321,5,-8,-8,-8
27862,1,8,-.2016,3,4,1,-7
27863,1,8,.9603,5,4,-8,-8
27864,2,3,-.2739,3,-8,1,0
27865,1,4,-.8328,1,-8,-7,-8
27866,2,8,1.461,5,4,1,-7
27867,1,2,.0969,4,4,2,-7
27868,2,8,.9429999999999999,5,-7,-7,0
27870,1,3,-1.7157,1,-7,1,-7
27871,2,8,.9432,5,4,1,1
27872,1,3,.254,4,6,-7,1
27873,2,6,-1.3419,1,-8,1,-7
27874,1,2,-.0088,3,6,-7,-8
27875,2,5,-.5079,2,-8,-8,-8
27877,1,8,.5377999999999999,4,-8,1,-8
27878,1,8,-.0513,3,-8,-8,-8
27879,2,8,-.455,2,4,2,0
27880,2,8,.2009,4,5,1,-7
27881,2,6,-1.0067,1,-7,-7,-7
27882,1,4,-.6139,2,-7,-7,-7
27883,2,6,-.8602,1,-7,-7,-7
27884,1,2,.4051,4,2,1,-8
27885,1,8,-.5628,2,-7,-7,1
27886,1,8,.6096,5,-8,-8,-8
27887,1,8,.6939,5,-7,-7,-9
27888,1,8,-.0421,3,-7,-7,-8
27889,1,6,.1252,4,4,-7,0
27890,1,5,-.8433,1,-8,-8,-7
27891,2,8,2.5308,5,-8,2,0
27892,2,2,-.0996,3,4,3,0
27893,2,8,-.4435,2,6,-8,-7
27895,1,8,1.0041,5,4,-8,-8
27896,2,6,-1.2098,1,6,1,0
27897,1,-9,-8,-8,-8,-8,-8
27898,2,8,-.0777,3,-8,-7,-7
27899,1,8,-.1355,3,-7,-7,-8
27900,2,8,.3586,4,5,-7,0
27901,2,8,-.8429,1,4,-7,-7
27902,1,8,.9776,5,4,1,0
27903,1,8,-.0698,3,6,3,-7
27904,2,8,-.1651,3,-8,-8,-7
27905,1,2,.3487,4,4,2,-7
27906,2,8,.2065,4,6,1,1
27907,2,8,1.4056,5,4,2,1
27908,2,5,-.6657,2,-8,-8,-8
27909,1,3,-1.1012,1,6,-4,-7
27910,2,8,-8,-8,-8,1,1
27911,2,5,.3547,4,-8,2,1
27912,1,8,.5905,5,6,1,-8
27913,1,8,.0361,3,4,2,-7
27914,2,8,.0885,4,3,3,-7
27915,1,2,1.4915,5,-8,1,-9
27916,1,8,-.0905,3,6,1,-7
27917,1,-9,-8,-8,-8,-8,-8
27918,1,8,-.7046,2,6,2,-7
27919,1,3,.1326,4,6,1,0
27920,1,8,.6965,5,-8,1,-8
27921,1,8,-.4191,2,5,-7,-7
27922,1,5,-.1769,3,6,2,-7
27923,2,8,.4239,4,4,2,-7
27924,1,8,-.2004,3,-7,-7,-8
27925,1,8,1.2268,5,4,2,0
27926,2,8,.7438,5,4,2,1
27927,1,8,-.1229,3,-8,-7,-7
27928,1,3,1.2544,5,6,2,-9
27929,2,2,1.58,5,-8,-8,0
27930,1,8,-.8701,1,-7,-7,-8
27931,1,8,.1079,4,-8,1,-7
27932,2,8,.1586,4,5,1,-7
27933,2,5,-.3101,3,4,-4,-8
27934,2,8,-8,-8,-8,-8,0
27935,1,8,.7478,5,4,2,-7
27936,1,1,.6083,5,-8,-7,-7
27937,2,8,1.2193,5,4,1,-7
27938,1,5,-1.1259,1,3,3,-8
27939,2,8,1.9032,5,-8,1,1
27940,1,8,.6905,5,4,3,0
27941,1,8,1.2239,5,4,2,0
27943,1,2,.5619,5,-7,-7,-8
27944,1,3,.2318,4,5,3,-7
27945,2,3,.8492,5,4,1,0
27947,2,8,.2006,4,4,-8,-8
27948,2,8,-.2607,3,5,3,-7
27949,1,2,.3617,4,5,2,0
27950,1,3,-.7751,1,5,1,-7
27951,1,8,.6454,5,2,2,-7
27952,1,8,.6593,5,4,1,-7
27953,1,2,1.977,5,4,-8,-7
27955,1,6,.1975,4,4,-8,1
27956,1,6,1.5122,5,4,3,-7
27957,2,8,.205,4,6,1,-8
27958,1,8,.9456,5,4,1,1
27960,2,6,-.7751,1,5,3,0
27961,1,8,-.4046,2,4,1,1
27962,1,5,1.0164,5,4,1,1
27963,1,6,.0563,4,6,1,-8
27964,1,8,1.3146,5,4,1,-7
27965,1,8,1.0623,5,4,2,1
27966,1,8,1.4893,5,4,2,1
27967,1,8,.0679,4,-8,-8,-8
27968,1,3,.0757,4,-7,-7,-8
27970,2,5,.6707,5,3,2,-7
27971,1,8,1.1571,5,-8,-7,1
27972,2,8,1.226,5,4,-8,1
27973,1,5,-.056,3,-8,2,-7
27974,1,8,-.1065,3,4,1,-7
27975,1,7,-.3711,2,-7,-7,-7
27976,1,5,-.35,2,6,3,1
27977,1,8,-.4204,2,-8,-7,-8
27978,1,8,.0574,4,-8,-8,-8
27979,1,8,-.6592,2,-7,-7,-7
27980,2,3,-.8535,1,-8,-7,-8
27981,1,8,-.0261,3,5,1,-7
27982,1,2,-1.026,1,5,-8,-7
27983,1,5,-.0811,3,2,2,-7
27984,1,2,-8,-8,6,3,-8
27986,1,8,.3471,4,4,3,-8
27987,2,6,.1958,4,-8,-8,-8
27988,2,-9,-8,-8,4,3,-8
27990,1,8,-8,-8,-8,-7,-8
27991,2,5,.369,4,-8,-7,-7
27993,2,1,-.0009,3,-8,-8,-8
27994,1,8,1.0979,5,-8,-7,0
27995,1,6,-.8455,1,5,-8,-7
27997,1,5,-.8495,1,-8,-7,-8
27998,1,3,-8,-8,6,-7,-8
27999,1,-9,-8,-8,4,3,-8
28000,2,4,-8,-8,3,3,-8
28002,2,-9,-8,-8,-7,-7,-8
28003,2,6,-.6836,2,-7,-8,-8
28004,2,8,.1072,4,-8,-7,-7
28005,2,8,1.3773,5,4,2,-7
28006,2,8,.499,4,5,-4,-9
28007,1,-9,-8,-8,-8,-8,-8
28008,1,5,-1.1348,1,5,-7,-7
28009,1,8,-.1773,3,-8,-8,-8
28010,1,8,-.2245,3,-7,-7,-7
28011,2,5,.2387,4,5,1,-8
28013,2,4,.0405,3,-8,3,-8
28014,2,5,-.6064000000000001,2,-7,-7,-8
28015,1,5,.6364,5,-8,-8,-8
28016,2,6,.47,4,6,2,1
28017,2,8,-.2643,3,-8,2,-8
28018,1,5,-.3747,2,-7,-7,-7
28019,2,5,-.6139,2,4,1,0
28020,2,5,.6253,5,4,1,1
28021,2,8,-.4513,2,-7,-7,-8
28022,2,2,1.5222,5,-8,2,0
28023,1,8,.2645,4,4,2,1
28024,1,5,-1.7157,1,-8,-8,-7
28025,1,8,-.4843,2,4,1,-7
28027,2,2,1.2546,5,1,1,-7
28029,1,8,.4372,4,-8,3,-7
28030,1,2,1.4475,5,-8,1,-7
28031,2,2,1.3729,5,4,2,-7
28032,2,8,2.5308,5,4,2,0
28033,1,2,.1297,4,-8,-7,-8
28034,1,3,.6518,5,4,1,-7
28035,1,6,1.2911,5,6,-8,-7
28036,2,8,.3939,4,-7,2,-7
28037,1,8,-.3275,3,6,1,-7
28038,2,3,-.2245,3,4,1,-7
28039,1,8,.2081,4,-7,-7,1
28040,1,2,-8,-8,-7,-7,-8
28041,1,8,-.7485000000000001,1,2,1,-7
28042,2,8,-.2751,3,3,2,0
28043,2,6,-.5933,2,6,1,1
28044,2,6,.5794,5,6,-7,0
28045,1,8,2.1407,5,4,2,1
28046,2,3,-.1361,3,6,1,-7
28047,1,5,-1.1272,1,-8,-8,-7
28048,2,8,.7039,5,4,1,-7
28049,2,8,-.3007,3,4,2,0
28051,1,5,-.2801,3,6,1,-7
28052,1,8,-8,-8,4,3,-7
28053,2,-9,-8,-8,-7,-8,-8
28054,2,-9,-8,-8,4,-8,-8
28055,2,3,-.1237,3,-8,-8,-9
28056,1,3,-1.0564,1,5,-7,-8
28057,1,6,.0497,3,4,2,0
28058,1,8,.9437,5,-8,2,-8
28059,2,5,-.2992,3,4,1,1
28060,1,8,-.8051,1,-8,-8,-7
28061,1,8,.1892,4,3,2,1
28062,2,8,.1305,4,4,1,-7
28063,2,8,.435,4,5,3,-7
28065,1,-9,-8,-8,-8,-7,-8
28066,1,8,1.5727,5,4,1,0
28067,1,5,.386,4,5,3,-7
28068,2,8,.3009,4,4,2,-7
28069,2,1,.2726,4,4,1,-7
28070,1,8,.0884,4,-7,-7,-7
28071,2,8,.2345,4,-8,2,-7
28073,1,8,-.8259,1,-7,-7,-7
28074,1,8,.7572,5,-8,-8,-7
28075,2,-9,-8,-8,2,1,-8
28076,2,8,-.6548,2,-7,1,-7
28078,2,5,-.9781,1,3,3,-7
28079,2,8,1.3456,5,4,3,0
28080,1,-9,-8,-8,6,-8,-8
28081,1,6,-.2436,3,-7,-7,-8
28082,2,3,.4132,4,5,1,0
28083,1,8,.4014,4,-7,-8,-8
28084,1,8,-1.5209,1,3,3,0
28086,1,5,-.2799,3,-8,1,-8
28087,1,5,-.0366,3,4,1,-8
28088,2,6,.4328,4,-7,-7,-8
28089,2,5,-1.3379,1,4,1,-7
28090,2,8,.8774,5,4,2,0
28091,1,8,1.7029,5,4,1,1
28092,2,8,-1.3682,1,-7,-8,-7
28093,2,5,-.3206,3,2,2,-7
28094,1,8,-.3554,2,4,2,-7
28095,2,5,-.0975,3,4,1,0
28096,2,8,.4459,4,4,1,-8
28097,2,8,-.1874,3,-8,-8,-9
28098,1,2,-.0089,3,-8,3,-8
28099,1,8,-.4973,2,4,1,0
28101,1,5,-1.43,1,-7,2,1
28102,2,6,-.1065,3,6,2,-7
28103,1,8,-.5512,2,3,1,-7
28104,2,2,2.3465,5,4,2,-7
28105,2,8,-8,-8,4,1,-7
28106,1,8,.1603,4,5,-8,-8
28108,2,8,1.5764,5,5,2,-9
28109,2,8,-.3016,3,-8,-8,-8
28110,1,3,.3476,4,6,-9,-7
28111,1,8,.0927,4,-8,-8,-8
28112,2,8,.4966,4,-8,-8,-8
28113,2,2,-.3796,2,4,2,-7
28114,2,8,.8048999999999999,5,4,1,1
28116,2,-9,-8,-8,6,-7,-8
28117,2,2,.2972,4,-8,-8,-7
28118,1,8,2.0101,5,4,2,1
28119,2,8,-.5628,2,3,3,-7
28120,1,8,1.6248,5,4,2,1
28121,2,3,.6846,5,4,1,1
28122,1,6,-.124,3,4,1,-8
28123,1,5,-1.1135,1,-7,-7,-7
28124,2,8,-.3465,2,-7,1,-7
28125,1,6,-.9520999999999999,1,-8,-8,-7
28126,1,8,-.2739,3,-7,-7,1
28127,1,5,-.4122,2,6,3,-7
28128,2,6,-.2627,3,-7,-7,-7
28129,2,6,-.4432,2,-7,2,-7
28130,1,5,-.4593,2,-8,-8,-8
28131,1,8,-.4047,2,-8,-8,-8
28132,2,3,.3396,4,4,1,-7
28133,2,5,2.2167,5,4,2,1
28134,1,8,.0466,3,6,2,-9
28135,2,8,-.6444,2,3,2,-7
28136,1,8,-.1482,3,-8,-8,-9
28137,2,5,.5266,4,4,2,-8
28138,1,-9,-8,-8,-7,-7,-8
28139,1,5,-.4454,2,5,2,-7
28140,1,6,-.1909,3,-8,-7,-7
28141,2,8,-.0095,3,4,1,-7
28142,2,8,.4481,4,-7,-8,-8
28143,2,5,-.5434,2,-8,2,1
28144,2,-9,-8,-8,4,1,-8
28145,2,3,.5214,4,6,1,-7
28146,1,8,1.7479,5,4,2,-7
28147,1,8,.5499000000000001,5,2,2,-7
28148,2,3,.0003,3,6,2,0
28149,2,8,1.5283,5,4,2,1
28151,2,8,.6905,5,4,1,-8
28152,2,2,-8,-8,-7,-8,-8
28153,1,3,-.8103,1,-8,-7,-7
28154,1,8,.1607,4,2,1,1
28155,2,8,.1438,4,-8,-8,-8
28157,1,8,.0958,4,4,-9,-8
28158,1,8,-.4843,2,-8,-8,-7
28159,1,8,.8378,5,-8,3,-8
28160,1,2,-8,-8,4,3,-8
28161,1,8,.3952,4,-7,-7,-7
28162,2,3,-8,-8,4,1,0
28163,2,8,-.6328,2,4,1,-7
28164,2,8,1.374,5,4,2,0
28165,2,4,-.0097,3,5,-7,-8
28166,2,8,-1.1012,1,6,-7,-7
28167,2,8,-.5089,2,5,-8,-7
28169,2,8,-.8893,1,-7,-7,-7
28170,1,8,2.5308,5,4,2,-7
28171,2,6,-.1244,3,-8,-7,-7
28172,1,8,-.422,2,-8,-8,-7
28173,1,3,.9055,5,5,2,0
28174,1,5,.1176,4,4,1,-8
28175,2,6,-8,-8,-8,1,-7
28176,2,6,-.8471,1,-7,-7,-7
28178,2,8,.8961,5,6,1,1
28179,1,2,-.9653,1,4,-8,-7
28180,1,2,1.4372,5,-8,-7,-7
28181,2,-9,-8,-8,4,-8,-8
28182,1,8,-.5073,2,-8,-8,-8
28183,2,-9,-8,-8,2,2,-8
28184,2,8,.9049,5,6,3,-7
28185,2,8,.3516,4,-7,-7,-8
28186,1,8,.6996,5,4,2,-7
28187,1,8,-.3465,2,-8,-8,-9
28188,2,8,.8404,5,1,1,1
28189,2,3,-.8487,1,5,2,-8
28190,1,2,.1005,4,4,1,-7
28191,1,8,-.2388,3,4,-8,-8
28192,1,2,-.2862,3,6,-7,-7
28193,1,8,-.2033,3,-8,-7,-7
28195,2,8,-.0873,3,-7,-7,-8
28196,2,8,.1098,4,-7,-7,-7
28197,2,8,.2614,4,-8,2,-7
28198,1,8,.8079,5,4,2,1
28199,1,3,-1.7526,1,-7,-8,-7
28200,2,8,.89,5,4,1,0
28201,1,8,.0562,4,-8,-8,-8
28202,2,2,1.1665,5,4,1,-7
28203,1,6,-.7335,1,-9,3,-7
28204,1,2,-.7371,1,-7,-7,-8
28205,1,5,-.5654,2,-7,-7,-8
28206,1,8,-.0335,3,-7,-8,-8
28208,2,5,-.2437,3,-7,-7,-7
28209,2,6,.9862,5,-8,1,-9
28210,1,3,-1.4366,1,-8,-7,-8
28211,2,8,.6261,5,-8,-8,-7
28212,1,8,-.5137,2,-8,1,0
28213,2,8,-.0393,3,-8,-8,-8
28214,1,7,.1881,4,4,2,-7
28215,1,8,.189,4,6,2,-7
28217,1,8,.0485,3,5,1,-7
28218,2,8,-.9893999999999999,1,-8,-8,-8
28219,1,8,-.4834,2,-9,-7,-8
28221,1,8,-.341,3,-8,-8,-8
28222,2,5,-.1484,3,6,2,-7
28223,2,3,-.4504,2,3,-7,-7
28224,1,5,.0829,4,-8,-4,0
28225,2,3,-.7661,1,-8,-8,-8
28226,1,8,-.3275,3,-8,-8,-8
28227,1,8,.9211,5,6,3,-7
28228,2,8,-.7544999999999999,1,-8,1,-8
28229,2,8,.2418,4,4,-8,-8
28230,2,8,.0978,4,5,3,0
28231,1,8,1.2461,5,4,2,-7
28232,2,3,-.6665,2,5,2,0
28233,2,8,.6546,5,4,1,1
28234,1,8,.2213,4,4,1,-7
28235,2,8,-.5863,2,5,2,-7
28236,2,8,1.2203,5,6,2,1
28237,1,3,-.2018,3,6,-8,-8
28239,1,8,.4324,4,4,2,1
28240,1,3,.6763,5,4,1,-7
28241,2,5,.2221,4,-8,-8,1
28242,1,8,-.2032,3,4,1,-7
