STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
16738,2,8,0.0253,3,5,-4
16739,2,8,-0.4232,2,6,-8
16740,2,8,-0.1496,3,6,1
16741,2,6,0.5749,5,5,3
16742,2,-9,-8,-8,6,3
16743,1,8,0.1866,4,4,2
16744,2,8,0.4359,4,6,2
16745,1,5,-0.9089,1,-7,-8
16746,1,5,0.1463,4,-7,1
16747,2,8,0.7226,5,-7,-7
16748,1,-9,-8,-8,-8,-7
16749,1,8,-0.1589,3,-7,-7
16750,1,6,-0.0095,3,6,3
16751,2,6,1.296,5,4,-7
16752,1,8,1.2636,5,4,-9
16753,1,3,-0.8455,1,-7,-7
16754,1,5,-1.3946,1,-8,-8
16755,1,6,0.5794,5,6,-4
16756,1,8,0.3772,4,-8,-8
16757,1,8,0.0502,4,-7,-7
16758,2,8,0.4529,4,-7,-7
16759,1,8,-0.7901,1,-8,-7
16760,2,8,0.1547,4,-8,2
16761,1,8,0.1313,4,5,3
16762,1,5,-1.3184,1,-7,-7
16764,2,8,0.1757,4,4,1
16765,2,8,0.7114,5,4,3
16766,1,3,-0.0912,3,-8,1
16767,1,5,-1.3213,1,-7,-7
16768,2,8,0.0149,3,4,1
16769,1,2,-0.9443,1,4,1
16770,2,8,-0.7315,1,6,1
16771,2,5,-1.6338,1,-8,-7
16773,1,3,0.7522,5,4,2
16774,1,8,0.1122,4,6,-7
16775,2,6,-0.2384,3,6,-8
16776,1,2,2.5206,5,4,2
16777,1,3,1.409,5,4,2
16778,1,8,0.2506,4,5,-7
16779,2,8,-0.0996,3,6,-7
16780,1,8,0.3745,4,5,1
16781,1,8,-0.197,3,4,3
16782,1,8,-0.2737,3,-7,-7
16784,1,8,-0.8718,1,-8,-7
16785,1,8,-0.5155,2,-8,-7
16786,1,2,1.3086,5,4,2
16787,1,6,-0.2041,3,3,2
16788,1,8,-0.4257,2,-7,-7
16789,1,5,.8987000000000001,5,-7,-7
16790,1,8,0.0884,4,4,-7
16791,2,8,-0.3007,3,-8,-7
16793,2,8,-0.3356,3,-8,-8
16795,2,3,-1.1012,1,6,-7
16797,2,8,-0.2324,3,4,2
16798,2,8,-0.8391,1,-7,2
16799,1,8,1.1533,5,-8,-8
16801,2,8,-0.1809,3,-8,-7
16802,1,8,0.1794,4,-8,-8
16803,2,3,-0.6973,2,5,1
16804,1,3,0,3,4,1
16805,1,8,0.1403,4,4,2
16806,1,6,0.6389,5,-8,2
16807,2,2,1.1385,5,4,2
16808,1,4,-0.748,1,-8,-8
16809,2,8,0.7533,5,4,1
16810,2,2,-0.2082,3,-8,-7
16811,1,6,0.3072,4,4,1
16812,1,8,1.2627,5,4,2
16813,1,8,-0.2571,3,-7,-7
16814,1,3,-0.5655,2,-8,-7
16815,1,8,-0.2853,3,4,2
16816,1,8,-0.4704,2,-8,-7
16817,1,8,0.0162,3,-8,-7
16818,1,6,0.8076,5,-8,2
16819,2,8,-1.3859,1,3,2
16820,2,8,.7131999999999999,5,4,2
16821,1,3,-0.5224,2,-7,-7
16822,1,2,-8,-8,6,1
16823,1,5,-1.044,1,5,1
16824,1,3,-0.6658,2,5,1
16825,2,8,0.0529,4,-7,-8
16826,2,2,0.3101,4,5,3
16827,1,8,1.7203,5,4,-7
16828,2,8,0.2751,4,4,1
16830,1,8,-0.2616,3,4,1
16831,1,6,-0.5548,2,-7,-8
16832,2,8,0.4239,4,4,2
16833,2,2,-0.6574,2,4,1
16834,1,8,-1.0862,1,-8,-8
16835,1,8,-0.8429,1,-7,-8
16837,2,8,1.1594,5,4,3
16838,2,8,0.6566,5,6,2
16839,2,2,-0.4345,2,6,-8
16840,1,5,-0.3822,2,-7,1
16841,2,8,0.6871,5,4,2
16842,2,8,1.022,5,2,1
16843,2,5,-0.8718,1,-8,3
16845,1,5,-0.3312,3,5,2
16847,2,5,-0.3312,3,4,1
16848,2,8,-1.245,1,5,1
16849,1,8,0.9136,5,4,1
16850,1,8,1.035,5,-8,-8
16851,1,8,0.267,4,-7,-7
16852,1,8,-0.4129,2,-8,2
16853,2,8,1.5272,5,4,2
16854,2,5,0.6143,5,-9,-8
16855,1,6,-1.0862,1,6,1
16856,2,5,-1.3178,1,4,1
16857,2,6,-0.5512,2,-7,-7
16858,1,8,0.9193,5,5,2
16859,1,8,0.4092,4,4,3
16860,1,8,0.5794,5,6,3
16861,1,8,0.4466,4,-7,-7
16862,2,8,-0.7731,1,6,1
16863,1,6,0.1944,4,-8,-8
16864,2,3,0.4466,4,3,3
16865,1,8,-0.2168,3,-7,1
16866,2,5,-0.4523,2,5,-8
16867,2,8,0.2134,4,6,-8
16868,1,4,-8,-8,-8,-8
16869,2,3,-0.6665,2,6,1
16870,1,3,0.0357,3,4,3
16871,1,8,-0.4344,2,-7,-7
16872,2,3,-0.172,3,-8,-8
16873,1,5,-0.9394,1,-7,-7
16874,1,1,-0.8837,1,6,1
16875,1,-9,-8,-8,-8,-4
16876,1,3,-0.6665,2,5,1
16877,1,-9,-8,-8,4,-9
16878,2,2,1.2556,5,-8,2
16879,1,6,0.1423,4,5,-7
16880,1,5,-1.0449,1,-8,-8
16881,1,2,-0.3943,2,4,1
16882,2,2,-8,-8,4,1
16883,1,5,-0.1641,3,-7,-8
16884,1,3,-0.3624,2,6,1
16885,2,3,-0.2365,3,4,1
16886,1,8,-0.1629,3,4,1
16887,2,8,-0.8455,1,5,2
16888,1,8,0.7191,5,4,-8
16889,2,8,0.5636,5,4,2
16890,2,4,-8,-8,-8,-8
16891,1,3,-0.1266,3,6,3
16892,2,8,-1.2531,1,-8,-8
16893,2,8,2.3893,5,4,2
16894,1,2,0.5756,5,4,1
16895,2,8,-0.4293,2,-8,1
16896,2,8,0.3792,4,-8,1
16897,1,8,0.8963,5,6,1
16898,2,5,0.2508,4,5,-8
16899,1,6,-0.0304,3,-8,-8
16901,1,5,0.0382,3,2,3
16902,1,8,0.6571,5,4,1
16903,1,5,-1.5206,1,-7,-8
16905,1,5,-0.9535,1,-8,-4
16906,1,5,0.5846,5,4,3
16907,1,5,-0.4712,2,5,1
16908,1,8,-8,-8,6,1
16909,1,8,0.1026,4,-7,-7
16910,2,-9,-8,-8,-7,2
16911,2,2,-8,-8,-8,-8
16912,2,8,-0.5402,2,6,-8
16913,1,8,0.6898,5,4,2
16914,2,5,-0.5194,2,-7,-8
16915,1,2,-0.4924,2,-7,-7
16916,2,8,0.5626,5,4,2
16917,2,8,0.3941,4,2,2
16919,1,2,-8,-8,4,-4
16920,2,2,0.6451,5,4,1
16921,1,2,1.6438,5,-8,-8
16922,1,5,-0.0197,3,4,2
16923,1,8,-0.4398,2,-7,1
16924,2,5,-0.4151,2,4,2
16925,2,8,0.2619,4,-7,-7
16926,1,8,-0.428,2,-7,-7
16927,1,3,-0.0329,3,6,-9
16928,1,8,1.1066,5,4,1
16929,2,8,0.3688,4,-8,2
16930,2,6,0.1009,4,-8,2
16931,2,8,0.6882,5,4,1
16932,2,8,0.4359,4,6,3
16933,1,8,.9419999999999999,5,4,-8
16934,2,2,-0.2525,3,5,1
16935,2,8,0.5507,5,4,-9
16936,2,8,-0.2285,3,-7,-8
16937,1,5,0.2651,4,-7,-7
16938,1,3,0.1618,4,-8,3
16939,1,3,-0.4843,2,2,1
16940,2,8,0.2519,4,-8,-8
16941,1,8,0.4111,4,6,2
16942,2,2,0.4868,4,4,1
16943,1,2,-8,-8,6,-9
16944,2,8,-0.0149,3,-7,-8
16945,1,5,1.0438,5,4,1
16946,1,3,0.2335,4,4,2
16947,2,8,1.236,5,4,1
16948,1,8,1.2942,5,1,3
16949,1,8,-8,-8,-8,-8
16950,1,6,-0.3162,3,4,1
16951,2,6,-0.3882,2,6,1
16952,1,3,.8110000000000001,5,4,1
16953,2,5,-1.4438,1,5,-8
16954,1,8,-0.1242,3,4,3
16955,1,3,0.1757,4,-7,3
16957,2,5,0.1172,4,4,-7
16959,2,8,-0.7331,1,4,2
16960,2,6,-0.1431,3,3,1
16961,2,3,0.2213,4,5,-7
16962,1,8,0.2826,4,4,-8
16963,2,1,1.1461,5,4,2
16964,2,5,-1.2374,1,-7,-8
16965,2,8,-0.432,2,-8,-7
16966,2,8,2.5668,5,4,1
16967,2,8,2.5466,5,4,3
16968,2,8,-0.3543,2,-7,-7
16969,2,5,0.6128,5,6,-8
16970,2,8,0.5787,5,-8,2
16971,2,8,-0.612,2,-7,-7
16972,1,8,1.0771,5,5,1
16973,1,8,0.3487,4,4,-4
16974,2,2,0.0427,3,4,1
16975,2,1,1.4654,5,4,1
16976,2,5,0.5033,4,2,1
16977,1,5,0.4344,4,-8,-8
16978,2,8,0.928,5,-7,-7
16980,2,8,0.3581,4,4,1
16981,2,8,-0.3465,2,2,2
16982,1,8,.6526999999999999,5,-8,-7
16983,2,8,0.3118,4,4,-8
16984,2,8,-0.3372,3,-7,3
16985,1,8,1.9489,5,-8,-7
16986,2,8,-0.1204,3,-8,-8
16988,1,2,-0.7329,1,-7,-8
16989,1,8,-0.4095,2,-8,-8
16990,2,5,0.4998,4,4,-9
16991,2,6,0.3182,4,-8,2
16992,1,8,0.7977,5,-7,-7
16993,1,8,0.9351,5,4,2
16994,1,8,-0.0422,3,-7,-7
16995,2,8,-0.9534,1,-7,-7
16996,2,8,-0.23,3,4,2
16997,2,8,-1.3184,1,-7,-7
16998,1,8,0.8559,5,4,1
16999,2,8,-0.8142,1,-8,-8
17000,2,8,-0.1984,3,4,2
17001,1,8,0.7188,5,5,-8
17002,2,8,0.1501,4,-8,2
17003,2,-9,-8,-8,4,1
17004,2,8,0.6218,5,-8,-8
17005,1,4,-8,-8,3,-7
17006,1,2,-8,-8,5,-7
17007,1,5,-0.7679,1,5,2
17009,2,5,-0.6116,2,4,1
17010,1,2,0.6683,5,6,2
17011,1,3,-1.2098,1,4,-9
17012,1,8,0.1248,4,6,1
17013,1,6,-1.6616,1,-8,-7
17014,2,3,-0.4054,2,-8,2
17015,1,2,0.7743,5,-8,2
17016,2,5,-8,-8,4,2
17017,1,8,-0.8837,1,6,1
17018,2,5,-0.3171,3,-8,-8
17019,1,8,0.0273,3,-8,1
17020,2,8,-0.2324,3,4,1
17021,1,8,0.3202,4,5,1
17022,2,2,0.2857,4,-8,2
17023,2,5,-0.4813,2,5,-7
17024,2,8,-0.6441,2,-8,-8
17025,2,8,-0.4046,2,-8,-8
17026,1,6,-0.8295,1,-8,-7
17027,2,-9,-8,-8,4,2
17028,2,8,-1.248,1,-8,3
17030,2,8,0.4828,4,4,2
17031,1,8,0.1643,4,2,1
17032,2,8,1.3718,5,4,1
17033,2,5,-0.9992,1,-7,-7
17034,2,-9,-8,-8,4,1
17036,1,6,0.2958,4,-8,-8
17037,1,5,-0.5321,2,-7,-7
17038,1,2,0.2741,4,-8,2
17039,2,8,-0.6321,2,-8,-8
17040,1,8,0.0383,3,6,-8
17041,1,8,0.0957,4,4,1
17042,2,2,-1.3178,1,2,1
17043,2,8,1.7152,5,4,1
17044,2,-9,-8,-8,4,1
17045,2,6,-0.3087,3,5,-8
17046,1,8,0.1543,4,-8,3
17047,2,8,0.8832,5,4,2
17048,2,-9,-8,-8,-7,1
17049,2,6,0.0865,4,3,-7
17050,1,8,-0.3617,2,5,-4
17051,1,8,-0.1845,3,-7,-7
17052,2,8,0.7218,5,6,-7
17053,1,5,-0.5136,2,-7,-7
17054,1,8,.9913999999999999,5,4,2
17055,2,8,0.7817,5,4,2
17056,2,8,0.334,4,4,1
17057,2,2,-0.0096,3,-8,2
17058,1,2,-8,-8,-7,-7
17060,2,1,0.0211,3,5,-8
17061,2,6,-0.0464,3,5,-7
17062,1,2,0.9354,5,2,1
17063,1,8,-8,-8,-8,-8
17064,1,8,-0.5512,2,-7,-9
17065,2,8,-1.0556,1,-8,-8
17066,2,8,-0.363,2,-8,-8
17067,2,8,-0.3844,2,-7,-7
17068,1,5,-0.9876,1,-7,-8
17069,2,3,0.1448,4,4,-8
17070,1,6,-0.4908,2,6,2
17071,1,8,0.5426,4,4,-9
17073,2,8,0.3745,4,2,2
17074,2,5,-0.5583,2,-8,2
17075,1,8,-0.1984,3,-7,-7
17076,2,8,0.8869,5,-8,1
17078,1,6,-0.4023,2,-7,-7
17079,2,8,-0.7751,1,-8,3
17080,2,8,0.9322,5,4,1
17081,1,5,-0.8507,1,-7,-7
17082,1,8,-0.7751,1,6,2
17083,2,5,0.9523,5,4,1
17084,2,5,2.0218,5,4,2
17085,2,5,-0.33,3,2,1
17086,2,8,0.2213,4,-8,-4
17087,2,8,-0.1236,3,-7,1
17089,2,5,1.2984,5,4,1
17090,2,8,0.0708,4,-8,3
17091,1,8,0.104,4,-7,-7
17092,1,8,-0.3159,3,6,1
17093,1,3,0.6834,5,-8,3
17094,2,5,-1.0419,1,-8,1
17095,1,8,-0.3332,3,-7,-7
17096,2,8,0.3567,4,4,1
17097,1,8,0.0516,4,4,-7
17098,2,8,-1.1135,1,4,2
17099,1,3,-0.2775,3,-7,2
17100,1,5,0.7665,5,4,-7
17101,1,3,0.0493,3,4,-4
17102,1,5,-0.4119,2,5,-7
17103,2,6,-1.3184,1,-7,2
17104,1,5,0.4073,4,4,-7
17105,2,6,1.8024,5,4,1
17106,1,8,-0.4924,2,-7,-7
17107,1,6,-0.9952,1,-8,-8
17108,1,8,-0.9363,1,4,1
17109,2,3,-0.6342,2,5,1
17110,2,8,0.4888,4,4,2
17111,2,5,0.6493,5,5,2
17112,2,8,0.922,5,4,1
17113,1,6,-0.1121,3,6,-7
17114,2,4,-8,-8,-8,1
17115,2,8,-0.5184,2,3,-7
17116,1,5,-0.8495,1,-7,-8
17117,1,1,-0.0686,3,-8,-8
17118,2,8,1.1625,5,-8,-7
17119,1,5,-1.0537,1,-8,-7
17120,2,2,1.7983,5,6,2
17121,1,8,-0.3307,3,4,1
17122,2,8,1.3029,5,4,1
17123,1,5,-0.7778,1,-7,-7
17124,2,5,-0.5885,2,-7,1
17126,2,5,-1.7157,1,4,-4
17127,2,5,-0.4682,2,-7,-8
17128,2,8,-0.0639,3,4,1
17129,2,8,0.9022,5,4,1
17130,2,5,-0.2842,3,-7,-8
17131,1,8,0.7027,5,-8,2
17132,1,8,0.0517,4,6,2
17133,1,8,-0.5154,2,-8,-8
17134,1,8,-0.1824,3,-7,3
17135,2,8,-0.0412,3,-7,-7
17137,2,4,-1.1433,1,4,1
17138,2,8,1.8848,5,4,2
17139,2,8,0.3143,4,6,2
17140,2,8,0.3034,4,-8,-8
17141,1,1,-0.7716,1,6,-7
17142,1,8,0.4656,4,5,-8
17143,2,8,-0.0655,3,4,1
17144,2,8,1.3647,5,4,2
17145,2,2,1.2637,5,4,2
17146,1,8,-1.1618,1,-7,-7
17147,1,8,0.0022,3,6,2
17149,2,8,-0.0488,3,-7,-7
17150,2,8,0.1473,4,-9,-7
17151,1,8,-1.3048,1,6,-7
17152,2,8,0.8682,5,4,3
17153,1,5,0.5048,4,-8,-7
17155,1,8,0.2891,4,5,2
17156,1,8,-0.8717,1,-7,-7
17157,2,2,1.9864,5,4,2
17158,2,8,-0.1957,3,2,1
17159,1,6,-0.2878,3,-7,1
17160,2,8,-0.281,3,-8,-8
17161,1,-9,-8,-8,-8,-8
17162,2,8,0.4578,4,-8,1
17163,2,8,1.8423,5,4,2
17164,1,8,-0.4954,2,-7,-7
17165,1,8,-0.2706,3,3,-7
17167,2,6,-0.4193,2,-8,-8
17168,2,-9,-8,-8,-8,-8
17169,1,8,-0.1897,3,-7,-7
17170,1,8,0.5606,5,2,3
17171,2,2,0.0291,3,4,1
17172,1,8,-0.2771,3,-7,2
17173,1,8,1.6028,5,6,1
17174,1,8,-0.5305,2,-7,-7
17175,1,6,-0.2212,3,5,2
17176,1,5,-0.5342,2,6,-8
17177,1,5,-1.0836,1,6,1
17178,1,8,.9913999999999999,5,6,3
17179,2,8,0.1557,4,4,1
17180,1,8,0.1628,4,4,2
17181,2,6,-0.7163,1,-8,-7
17182,1,8,-0.4542,2,5,1
17183,2,5,0.2663,4,-7,-8
17184,2,7,-0.7,2,-7,-7
17185,2,8,1.3936,5,4,2
17186,2,8,0.6768,5,4,1
17187,2,8,0.4928,4,4,3
17188,1,8,-0.3985,2,-8,-7
17189,1,8,1.2962,5,6,2
17190,2,3,0.7085,5,-8,-8
17192,1,3,-0.081,3,6,1
17193,1,8,1.0186,5,4,2
17194,1,8,0.1079,4,-7,-8
17195,1,8,-0.616,2,-8,3
17196,2,3,-0.3795,2,6,-7
17197,2,8,-0.8888,1,5,1
17198,2,3,0.4602,4,-8,-8
17199,2,8,0.9565,5,4,2
17200,1,8,-1.1012,1,-8,-8
17202,1,8,0.2714,4,6,2
17203,1,5,-0.5171,2,-8,-8
17204,1,8,0.3013,4,4,2
17205,2,8,0.1322,4,-7,-7
17206,2,6,-0.0898,3,5,3
17207,1,8,1.1594,5,4,2
17208,2,8,-0.2488,3,-8,-7
17209,1,-9,-8,-8,2,3
17210,1,8,0.4495,4,-7,-7
17211,1,8,0.7696,5,4,2
17212,1,8,-0.0096,3,4,2
17213,2,8,-0.6006,2,-8,-8
17214,1,3,-0.7479,1,5,-7
17215,1,2,-8,-8,4,-8
17216,2,8,0.0126,3,-7,-8
17218,1,6,-0.5434,2,-8,-7
17219,2,8,-0.7962,1,4,1
17220,1,8,-0.9128,1,-7,2
17221,2,8,-0.5137,2,-8,2
17222,2,-9,-8,-8,-8,2
17223,1,5,1.02,5,4,2
17224,2,8,-0.0967,3,5,3
17225,1,8,0.0405,3,6,3
17226,1,2,0.6296,5,4,3
17227,1,6,-0.7799,1,-7,-7
17228,1,8,-0.4924,2,-9,-7
17229,1,8,-0.0474,3,4,1
17230,1,3,1.1188,5,6,2
17232,2,8,-0.2365,3,4,-7
17233,1,8,-0.4046,2,6,2
17234,2,5,0.7741,5,4,1
17235,1,2,1.105,5,6,-7
17236,2,8,-0.1941,3,6,-7
17237,1,5,-0.503,2,-7,-7
17238,2,8,1.4439,5,-9,2
17239,1,2,-8,-8,4,3
17240,1,5,-0.2125,3,6,-8
17241,2,8,0.6449,5,4,2
17242,1,-9,-8,-8,-7,-7
17243,2,-9,-8,-8,-8,-8
17244,2,8,0.7791,5,3,-8
17245,1,6,0.4767,4,6,-8
17246,2,6,-0.0239,3,-7,-8
17247,1,6,0.4466,4,-8,2
17248,2,8,1.0046,5,4,2
17249,1,-9,-8,-8,-8,3
17250,1,3,-0.4878,2,-7,-7
17251,2,5,0.4611,4,-8,1
17252,1,8,0.3747,4,-8,-8
17253,2,8,-1.1739,1,-8,-8
17254,1,8,1.2607,5,4,1
17255,1,4,-1.5119,1,-8,-7
17256,2,8,0.2213,4,3,-8
17257,1,3,-0.0714,3,4,-7
17258,1,8,-0.3194,3,6,-4
17259,1,6,-0.1864,3,-8,1
17260,1,5,1.8355,5,4,1
17261,2,8,0.4555,4,-8,-4
17262,1,5,-1.4244,1,-8,-8
17263,1,8,0.679,5,4,2
17264,2,5,-0.3552,2,-8,2
17265,1,2,1.3994,5,4,1
17266,1,3,-0.8371,1,-8,-7
17267,2,3,2.5135,5,4,1
17269,1,6,-0.387,2,-8,-7
17270,2,-9,-8,-8,-7,-8
17271,1,8,0.2817,4,-7,-7
17272,1,3,0.2955,4,5,2
17273,1,8,-0.9952,1,4,1
17274,1,8,-0.1431,3,6,3
17276,2,3,0.4445,4,4,1
17277,2,8,-0.5749,2,2,1
17278,2,8,-0.5402,2,5,-7
17279,2,8,0.0949,4,-7,-8
17280,1,-9,-8,-8,4,1
17281,2,8,0.758,5,3,2
17283,1,8,1.2984,5,4,1
17284,2,8,0.0027,3,5,-7
17285,1,6,-1.3184,1,-7,-8
17286,1,6,1.0892,5,-8,-8
17287,2,8,-0.2903,3,2,2
17288,2,8,0.4884,4,4,2
17289,2,8,-0.7077,2,-8,-7
17290,1,5,-0.7437,1,6,-7
17291,1,8,-0.4042,2,-7,-7
17292,2,3,-0.3711,2,4,1
17293,1,-9,-8,-8,-8,-8
17294,1,8,0.0478,3,-7,-7
17295,1,2,0.0879,4,5,-8
17296,2,6,0.6335,5,6,1
17297,1,8,-0.4321,2,-7,-7
17298,2,3,-0.2214,3,-7,-7
17299,2,-9,-8,-8,4,2
17300,1,-9,-8,-8,-7,-7
17301,2,8,0.4807,4,4,1
17302,2,8,-0.2992,3,-7,-7
17304,1,8,1.3025,5,4,-8
17305,1,5,-1.4268,1,6,3
17306,1,8,1.1568,5,4,-7
17307,1,8,-0.2684,3,-8,-8
17308,1,3,-8,-8,4,-8
17309,2,2,1.7484,5,-8,2
17310,1,6,0.0504,4,-8,-8
17311,2,4,-8,-8,4,1
17312,2,5,0.2108,4,-8,2
17313,2,3,-0.8283,1,-7,-7
17314,2,8,-0.0991,3,-7,-8
17315,2,8,0.0713,4,2,2
17316,2,7,-1.7526,1,-7,-7
17318,2,5,-0.5434,2,5,1
17319,1,8,0.3573,4,-7,-7
17320,1,8,1.4361,5,4,2
17321,2,2,-0.5719,2,4,1
17322,1,8,0.4399,4,4,1
17323,2,3,0.8492,5,4,2
17324,1,8,-0.0695,3,-8,2
17325,2,8,1.0466,5,4,1
17326,1,6,-0.0213,3,-8,-8
17327,1,8,0.0735,4,4,2
17328,2,5,-0.7174,1,-8,2
17329,2,8,1.0648,5,4,1
17330,2,-9,-8,-8,-7,2
17331,1,8,1.1708,5,-9,-7
17332,1,5,0.0593,4,-8,-8
17333,2,3,-1.1012,1,-8,-8
17336,1,8,0.5503,5,-8,-8
17337,2,5,-0.977,1,-8,-8
17338,1,8,-0.4841,2,-8,-8
17339,2,8,-0.5863,2,6,1
17340,1,8,0.1434,4,4,2
17341,1,5,-0.4194,2,-8,-8
17342,1,6,0.5332,4,4,-8
17343,2,8,-0.4448,2,-7,-7
17344,1,8,-0.5628,2,-7,-8
17345,2,8,-0.3453,2,-8,-8
17346,1,5,1.1074,5,-8,2
17347,1,-9,-8,-8,6,1
17348,1,2,0.4044,4,-8,-8
17349,1,3,-0.652,2,4,1
17350,1,8,0.9997,5,-8,2
17351,1,8,-0.138,3,-7,-7
17352,1,5,-1.7157,1,-8,-7
17354,2,8,-1.0134,1,6,-9
17356,2,8,-0.2339,3,-8,-4
17357,2,8,-0.362,2,-7,-8
17358,2,2,-8,-8,-8,2
17359,1,8,-0.8837,1,-7,3
17360,2,3,1.0894,5,-8,-8
17361,2,6,-0.791,1,-7,-7
17362,2,6,0.3978,4,4,1
17363,1,3,-0.2226,3,-7,1
17364,1,8,-0.4036,2,5,2
17365,1,8,0.5636,5,6,2
17366,2,-9,-8,-8,5,1
17367,1,8,-0.4129,2,-8,-9
17369,1,6,1.1621,5,-8,2
17371,2,-9,-8,-8,4,1
17372,1,8,0.4399,4,-8,3
17373,2,8,0.9798,5,4,2
17374,2,8,0.0301,3,3,1
17375,1,6,0.0432,3,2,3
17376,2,2,-0.4836,2,-8,-8
17378,1,8,0.9281,5,4,1
17379,2,8,1.4733,5,4,2
17380,1,4,-8,-8,4,-4
17382,1,8,0.7377,5,4,2
17383,1,8,1.4685,5,4,1
17385,1,8,-0.8837,1,3,-7
17386,2,2,0.3323,4,4,2
17387,2,2,-1.5209,1,5,1
17388,1,2,0.4473,4,-8,-7
17389,2,8,0.4468,4,4,2
17390,1,5,-1.5696,1,-7,-7
17392,1,3,-0.4008,2,-7,-8
17393,1,8,-1.43,1,-8,-8
17394,2,8,1.085,5,-7,-7
17395,1,-9,-8,-8,-8,2
17396,2,5,-0.2478,3,6,1
17397,2,8,-0.5163,2,4,3
17398,1,8,-0.2656,3,5,-7
17399,2,8,0.7144,5,1,3
17400,1,8,-0.2424,3,-7,-8
17401,1,8,-0.2485,3,4,1
17402,1,8,-0.3254,3,4,2
17403,1,1,-0.4551,2,-8,1
17404,2,2,0.5455,5,4,1
17405,1,3,-0.4004,2,5,-8
17406,1,3,-8,-8,6,2
17407,1,5,-0.7751,1,6,-7
17409,2,6,-0.9492,1,-7,-7
17410,1,8,-0.1277,3,-8,-8
17411,2,7,0.6925,5,2,2
17412,2,4,-8,-8,-7,-8
17413,1,3,-0.7569,1,-7,-7
17414,1,8,-0.2876,3,-7,-7
17415,1,8,-0.6212,2,3,1
17416,2,8,0.6015,5,-8,-8
17417,2,3,-0.5381,2,-7,-8
17418,1,8,0.9617,5,-8,-8
17420,2,8,-0.295,3,5,1
17421,2,8,-0.0592,3,6,1
17422,2,5,-0.7728,1,-8,-8
17423,2,3,-0.6493,2,-7,-7
17425,2,8,-8,-8,4,1
17426,1,8,-0.3254,3,4,1
17428,2,8,-0.1766,3,2,3
17429,2,8,-0.1915,3,4,1
17430,1,-9,-8,-8,-7,-7
17431,2,8,0.3474,4,6,2
17432,2,8,0.5964,5,5,2
17433,1,1,0.5756,5,-8,-8
17434,2,-9,-8,-8,4,1
17435,1,8,0.2678,4,-8,-8
17436,2,8,-1.3419,1,4,-9
17437,1,8,-0.0688,3,-8,-8
17438,2,8,0.7385,5,-7,-7
17439,2,5,0.7671,5,5,2
17441,2,2,1.6059,5,4,1
17442,1,8,1.1569,5,6,2
17443,1,-9,-8,-8,4,-4
17444,1,8,-0.8387,1,4,1
17445,1,2,0.6919,5,4,2
17446,2,8,1.0269,5,4,1
17447,1,8,-0.3053,3,2,2
17448,1,8,0.2643,4,4,3
17449,2,8,1.3586,5,4,2
17450,1,2,-0.1436,3,4,1
17451,1,-9,-8,-8,4,2
17452,2,8,-1.3682,1,-8,-8
17453,1,5,-0.4388,2,-7,-7
17454,2,8,0.0181,3,4,3
17455,2,8,1.1266,5,4,1
17456,2,6,-0.4613,2,-7,3
17457,1,8,0.9351,5,5,2
17458,1,5,-0.4214,2,2,2
17459,2,8,.8604000000000001,5,3,1
17460,1,8,-0.7751,1,-8,-7
17461,2,8,-0.3344,3,-8,-8
17463,1,5,-0.7381,1,-8,-8
17464,1,6,0.5329,4,-7,-8
17466,2,5,-0.7751,1,-8,-8
17468,2,2,-0.5784,2,4,1
17469,2,3,0.662,5,4,1
17470,2,8,0.0443,3,1,-7
17471,2,8,-0.4975,2,3,1
17472,1,5,-1.0089,1,-8,2
17473,2,5,1.843,5,4,2
17474,1,-9,-8,-8,4,2
17475,2,8,0.5957,5,3,2
17476,1,8,0.0269,3,-8,-7
17477,1,8,-0.5628,2,6,3
17478,2,5,-0.6145,2,-8,2
17479,2,8,-1.2098,1,6,1
17481,2,8,-0.3473,2,6,1
17483,2,4,-8,-8,-8,-8
17484,1,5,-1.3476,1,5,-7
17485,1,3,-0.0064,3,4,-8
17486,2,2,1.7143,5,4,-7
17487,1,8,-0.9782,1,6,-7
17488,1,8,-8,-8,4,2
17489,1,8,-8,-8,-8,-8
17490,2,8,-0.5318,2,6,3
17492,1,8,-8,-8,-8,2
17493,1,8,-0.2502,3,4,1
17494,1,8,0.1833,4,2,-9
17495,2,8,-0.5434,2,6,-7
17496,2,5,0.061,4,4,1
17497,2,-9,-8,-8,-7,-7
17498,2,2,0.2719,4,-8,2
17499,1,8,1.3961,5,-8,-4
17500,1,5,1.1123,5,-7,3
17501,1,5,-0.4235,2,-8,-7
17502,1,8,-0.4843,2,4,1
17505,2,8,-0.1518,3,2,-8
17506,1,8,-0.2037,3,-8,-7
17507,2,2,-0.4122,2,4,2
17508,2,2,1.4414,5,4,2
17509,1,8,0.4854,4,-8,3
17510,1,8,-0.4024,2,-7,-7
17511,2,8,-0.8391,1,6,1
17512,1,8,0.6836,5,4,2
17513,1,7,-1.0691,1,4,-8
17514,2,4,-8,-8,4,1
17516,1,8,-1.1291,1,-8,-8
17517,1,1,-0.7264,1,-7,-7
17518,1,7,0.723,5,4,1
17519,1,5,.8110000000000001,5,4,1
17520,1,8,-0.7022,2,5,-8
17521,1,8,-0.5007,2,-7,-7
17522,2,8,0.4188,4,-8,-8
