STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
24364,1,-9,-8,-8,6,3
24365,1,2,-0.8705,1,4,1
24366,1,8,0.9466,5,6,-9
24367,1,8,1.3235,5,6,1
24368,2,6,-0.9919,1,-7,-8
24369,2,3,-0.686,2,-7,-7
24370,1,8,-0.7621,1,-8,-7
24371,2,8,.9249000000000001,5,-8,2
24372,2,2,1.5188,5,-9,1
24373,1,5,-1.1211,1,-8,-7
24374,2,6,0.4945,4,2,1
24375,2,3,-0.3384,3,-8,-8
24377,2,5,0.6685,5,-8,-8
24378,2,6,-0.8837,1,-8,-8
24379,2,7,.5175999999999999,4,4,2
24380,2,4,-8,-8,6,3
24381,1,8,0.1439,4,6,-7
24382,2,6,-0.5628,2,-8,-8
24383,2,8,1.0648,5,4,-4
24384,1,6,1.9172,5,-8,2
24385,2,8,0.2452,4,4,2
24387,2,2,0.092,4,4,1
24388,2,8,-0.4169,2,4,1
24389,1,8,1.449,5,-8,2
24390,1,3,0.1072,4,6,-7
24391,2,8,2.5372,5,6,2
24392,2,5,-0.4854,2,4,2
24393,1,5,-0.2174,3,3,1
24394,2,2,1.1432,5,-8,2
24395,2,8,0.1852,4,4,1
24396,1,8,-0.08,3,4,1
24397,2,8,0.4939,4,-8,1
24398,2,7,0.9079,5,4,2
24399,1,3,-0.4638,2,-8,-8
24400,2,3,-8,-8,6,1
24401,1,8,-0.2048,3,4,3
24402,2,8,0.3574,4,4,1
24403,2,8,-0.5569,2,-8,3
24404,2,6,-1.0844,1,-8,-7
24405,2,8,0.3385,4,6,2
24406,2,8,1.171,5,4,2
24407,2,8,-0.2634,3,6,-8
24408,1,8,-0.8181,1,5,3
24409,1,8,-0.1431,3,-8,-8
24410,2,2,0.5629,5,-7,-8
24411,1,8,-0.7873,1,-8,-8
24412,2,3,-0.3664,2,-7,-7
24413,1,8,-0.4975,2,-8,-8
24414,2,8,1.2152,5,-8,-8
24415,2,8,-0.3759,2,-7,-7
24416,2,3,-0.9944,1,-9,-7
24417,2,8,0.2213,4,-8,3
24418,2,2,0.0808,4,4,1
24419,1,8,-0.1845,3,-7,-7
24420,2,8,-0.8158,1,3,3
24421,1,-9,-8,-8,-7,-7
24422,2,8,0.7526,5,-8,-7
24423,2,8,0.7522,5,-8,-8
24424,2,8,-0.5386,2,4,1
24425,1,8,1.8566,5,4,1
24426,2,6,-0.5628,2,4,1
24428,2,8,.9308999999999999,5,4,2
24429,2,8,-0.7751,1,6,-7
24430,2,8,-0.2779,3,5,2
24431,2,8,-0.1229,3,6,1
24432,1,2,0.6871,5,4,-9
24433,2,2,0.5429,4,-8,2
24434,1,8,0.3392,4,-8,-8
24435,1,3,0.3831,4,2,1
24436,2,5,-0.2888,3,6,2
24437,1,8,-1.2319,1,-8,-8
24439,2,2,-0.6715,2,4,-8
24440,1,8,0.5366,4,4,1
24441,1,8,0.3195,4,6,2
24442,2,2,-0.6949,2,4,1
24443,2,6,0.5498,5,-7,-8
24444,1,6,1.1933,5,4,3
24445,2,2,1.1461,5,4,2
24446,2,8,-1.2098,1,-7,-7
24447,1,8,0.5955,5,-8,2
24448,1,-9,-8,-8,-7,-7
24449,1,2,-8,-8,-8,-8
24450,1,8,0.466,4,-7,-7
24451,1,8,0.1753,4,5,2
24452,2,1,1.2715,5,4,1
24453,1,5,-0.2344,3,-7,-7
24454,2,8,0.4751,4,4,1
24455,1,8,1,5,-7,-7
24456,1,5,-0.9512,1,-8,3
24457,2,8,0.3879,4,-8,3
24459,1,5,2.522,5,4,2
24460,2,8,-0.5062,2,-8,-4
24461,1,8,-0.1433,3,6,1
24462,1,8,-0.5858,2,-7,-7
24463,2,5,-0.5628,2,-8,1
24464,1,-9,-8,-8,-8,2
24465,2,8,1.5122,5,-8,-8
24466,1,2,0.1722,4,4,2
24467,2,8,-0.6951,2,-8,-8
24468,2,2,-8,-8,4,3
24469,1,8,-0.9667,1,5,-7
24470,1,3,-0.1959,3,-8,-4
24471,1,6,0.0472,3,5,2
24472,1,8,-0.1449,3,-7,-7
24473,2,8,0.0885,4,6,3
24474,1,8,1.3805,5,3,-7
24475,2,5,-0.4742,2,5,1
24476,2,2,1.2095,5,4,-8
24477,1,8,1.4041,5,6,1
24478,2,8,0.4662,4,-7,-8
24479,1,8,-0.0506,3,6,-4
24480,2,8,-0.4604,2,-7,-8
24481,1,6,-0.8837,1,6,2
24482,2,3,0.6782,5,4,3
24483,1,8,0.5849,5,6,-8
24484,1,6,-0.832,1,-7,-8
24485,2,5,-0.6352,2,-8,-7
24486,2,8,-0.2048,3,6,-8
24488,2,8,0.0808,4,4,1
24489,2,5,0.5794,5,-7,-8
24490,2,2,0.061,4,-8,1
24492,2,5,-1.26,1,2,3
24493,1,3,-1.1012,1,6,-8
24494,1,8,-0.0754,3,4,1
24495,1,8,0.4497,4,-8,-9
24496,1,5,-0.7751,1,4,2
24497,2,3,0.0875,4,5,-8
24498,2,8,0.0469,3,-8,-8
24499,2,6,-0.3652,2,-8,-8
24500,2,3,-8,-8,5,2
24501,2,3,-1.245,1,4,1
24502,1,4,-1.3329,1,-8,-7
24503,2,3,-0.1058,3,4,2
24504,1,3,-0.0996,3,-7,-7
24505,1,3,-0.056,3,-9,3
24506,1,3,-0.366,2,6,3
24507,1,8,-0.6665,2,-8,-7
24508,1,6,-0.7397,1,-8,-8
24509,2,3,-1.2803,1,-7,-8
24510,1,8,.7776999999999999,5,2,-8
24511,2,6,0.1759,4,6,2
24512,2,-9,-8,-8,-7,-7
24513,1,5,-0.3118,3,4,-7
24514,2,8,0.9721,5,2,1
24515,2,8,1.4787,5,4,2
24516,1,8,0.0783,4,-8,2
24517,2,8,0.0643,4,2,1
24518,2,-9,-8,-8,-7,-8
24519,1,5,-1.5735,1,-7,-7
24520,2,5,-0.6665,2,6,1
24521,1,8,-0.4082,2,4,-9
24522,1,6,0.2923,4,6,-7
24524,2,4,-1.0772,1,-8,-8
24525,1,5,0.8613,5,-8,3
24526,1,6,-0.7523,1,-8,-7
24527,1,3,-0.6574,2,6,1
24528,1,8,1.0408,5,-8,2
24529,2,2,0.0979,4,4,-8
24530,1,8,0.3314,4,-7,-8
24531,2,8,-0.6094,2,-7,-7
24532,1,3,-8,-8,-8,-7
24533,1,3,2.4837,5,4,-9
24534,1,8,0.8528,5,3,2
24535,2,5,0.3781,4,6,2
24536,2,8,-0.9142,1,-8,-8
24537,2,6,0.8963,5,4,1
24538,1,8,-1.3184,1,-7,-7
24539,2,8,1.9383,5,-8,1
24540,2,8,-0.0277,3,4,2
24541,1,6,-0.6665,2,-8,-7
24542,2,1,-0.0396,3,6,1
24543,2,2,1.0022,5,-7,3
24544,1,8,1.0293,5,4,1
24545,1,5,-0.5415,2,6,1
24547,2,6,0.8512,5,4,1
24548,2,8,0.001,3,6,1
24549,1,5,-1.3682,1,-7,-8
24550,2,8,-0.3581,2,6,2
24551,2,8,0.1281,4,6,2
24552,1,2,0.1479,4,-8,-8
24553,2,8,-1.2098,1,-8,-7
24554,2,8,0.5221,4,4,1
24555,1,8,-8,-8,-7,-8
24556,1,-9,-8,-8,-8,-4
24557,2,8,.6143999999999999,5,4,2
24558,2,2,-0.5225,2,4,2
24559,2,8,-0.4584,2,-8,3
24560,2,8,1.2185,5,4,-9
24562,2,6,0.0292,3,-7,-8
24563,1,5,-0.6659,2,-8,-8
24564,1,5,-1.1008,1,5,3
24565,1,8,0.8724,5,-7,-7
24566,1,5,-0.2239,3,-7,-7
24567,1,8,0.5079,4,4,1
24568,1,6,-0.5089,2,-8,-8
24570,1,3,0.6924,5,6,-8
24571,2,8,-0.6654,2,3,-7
24572,1,-9,-8,-8,-8,-8
24573,1,2,-1.1889,1,5,2
24574,1,3,1.2911,5,-8,-4
24576,2,8,-0.1807,3,5,3
24577,2,8,-1.2098,1,-7,-7
24578,2,8,0.2969,4,1,1
24580,1,3,-0.9782,1,-7,-7
24582,2,2,-1.2389,1,5,2
24583,2,8,0.1023,4,-7,-7
24584,2,4,-8,-8,5,1
24585,2,2,0.2273,4,4,1
24586,1,2,1.8637,5,4,2
24587,1,8,0.1695,4,4,1
24588,1,5,-0.1626,3,4,2
24589,2,2,-8,-8,-8,-8
24591,1,3,-0.3312,3,4,1
24592,2,8,-0.1617,3,4,1
24593,2,8,0.4072,4,4,1
24594,1,3,-0.1982,3,5,2
24595,1,8,0.4087,4,4,3
24596,2,8,-0.9512,1,-7,-7
24597,1,5,-0.3809,2,3,-8
24598,1,-9,-8,-8,6,2
24599,1,8,-0.3875,2,5,1
24600,1,8,-0.6671,2,4,3
24601,1,8,-0.4235,2,5,3
24602,1,8,-0.1211,3,-8,3
24603,1,8,0.1935,4,-8,2
24604,2,8,-0.8546,1,4,-4
24605,1,6,-0.7751,1,-7,-8
24606,1,8,0.1413,4,4,3
24607,1,8,1.0671,5,5,2
24608,1,5,-0.937,1,-7,-8
24609,2,8,-0.1727,3,5,3
24610,1,5,-0.8319,1,-7,-7
24611,1,6,0.1753,4,-7,-8
24612,1,8,0.856,5,4,1
24613,2,2,1.2794,5,-8,2
24614,1,2,-0.3217,3,4,2
24615,2,8,0.3918,4,-8,-8
24616,1,8,0.9053,5,-8,-9
24617,2,3,-0.4633,2,4,1
24618,2,6,-0.5442,2,5,-4
24619,2,8,-0.5962,2,-8,-8
24620,2,8,0.9185,5,-8,3
24621,1,8,-0.837,1,-7,-7
24622,1,8,-0.4813,2,-7,1
24623,1,2,1.0377,5,4,1
24624,2,6,2.2035,5,-8,3
24625,1,8,0.6889,5,6,-8
24626,2,5,-0.5425,2,5,1
24627,1,5,0.0828,4,6,-7
24628,1,8,0.5844,5,-8,-9
24629,1,8,-0.3168,3,-8,-8
24630,1,5,-0.9992,1,4,1
24631,1,8,.7131999999999999,5,5,-9
24632,1,8,0.7961,5,4,2
24633,2,6,0.6898,5,4,3
24634,1,5,-0.2324,3,-7,-7
24635,2,8,-0.6665,2,2,2
24636,1,5,-1.6616,1,-7,2
24637,1,2,-0.4341,2,4,2
24638,2,8,0.3645,4,4,1
24639,1,8,-0.0835,3,-7,-7
24640,1,8,-0.1431,3,-7,-7
24641,2,8,0.3951,4,4,1
24642,2,5,-0.4537,2,6,2
24643,1,5,-8,-8,3,1
24644,2,8,0.1878,4,4,-8
24645,1,8,-8,-8,-7,-4
24646,1,-9,-8,-8,4,1
24647,1,8,-0.1722,3,-8,-8
24648,2,8,1.4435,5,-7,2
24649,2,8,-0.8623,1,-7,1
24651,1,5,0.2246,4,6,2
24652,2,3,.6254999999999999,5,2,2
24653,1,8,0.4466,4,4,2
24654,2,8,2.1291,5,4,2
24655,1,8,0.827,5,-7,-7
24657,1,3,-0.1284,3,-7,-7
24658,2,4,-8,-8,4,1
24659,1,8,1.4372,5,4,2
24660,2,8,-0.6332,2,5,3
24661,2,8,-0.874,1,-7,3
24662,1,8,-0.7757,1,-7,-7
24663,1,8,0.7242,5,4,2
24664,1,8,0.104,4,6,1
24665,2,3,-0.4089,2,-7,2
24666,1,8,-0.3118,3,4,1
24667,2,8,0.2797,4,6,1
24668,1,6,-8,-8,-7,-7
24669,1,8,1.2983,5,4,2
24670,2,3,0.8386,5,4,1
24671,1,8,0.0329,3,4,2
24673,2,8,0.0563,4,4,2
24674,2,8,-0.5404,2,-8,-8
24675,2,8,0.4745,4,6,-7
24676,1,8,1.4977,5,4,2
24678,1,8,-0.2572,3,2,3
24680,1,8,0.7604,5,4,1
24681,1,8,.9419999999999999,5,4,2
24683,1,8,-0.1369,3,4,1
24684,1,-9,-8,-8,4,2
24685,2,5,1.0759,5,4,2
24687,2,8,0.165,4,4,1
24688,1,5,-0.3747,2,4,2
24689,1,8,1.765,5,4,2
24690,2,3,0.4073,4,4,3
24692,1,5,-1.0914,1,-7,-7
24693,1,8,0.1757,4,-7,-7
24694,1,2,-0.7264,1,4,1
24695,2,8,-0.6345,2,4,-8
24696,1,6,-0.5981,2,-7,-8
24697,1,8,-1.7526,1,-7,-8
24698,2,5,-1.103,1,-7,-7
24699,2,2,0.6387,5,4,2
24700,1,3,-0.8455,1,4,3
24701,2,5,-1.2803,1,6,1
24702,1,8,0.5526,5,-8,2
24703,1,8,0.3718,4,3,-7
24704,1,5,-0.2083,3,-8,-7
24706,1,5,-0.8837,1,-7,-8
24707,2,6,0.1689,4,5,-7
24708,1,8,-0.3075,3,5,2
24709,2,5,1.1586,5,4,1
24710,2,5,0.8222,5,5,1
24712,2,8,0.6,5,6,2
24713,2,3,0.728,5,4,1
24714,2,5,0.6166,5,-8,2
24715,2,6,1.5682,5,4,2
24717,2,5,-0.4823,2,6,1
24718,2,8,-1.3419,1,-8,-8
24719,2,8,0.8118,5,4,1
24720,2,8,-0.3758,2,4,-4
24721,1,6,.5348000000000001,4,5,-8
24722,1,5,-0.7219,1,-8,-8
24723,2,8,-0.6125,2,-8,-8
24724,1,8,0.3152,4,4,1
24725,1,8,-0.1193,3,-7,-7
24726,2,8,0.3966,4,4,2
24727,1,8,-0.4843,2,-8,2
24728,2,8,0.3202,4,4,2
24729,1,8,-0.7751,1,4,1
24730,1,3,-8,-8,6,-7
24731,1,8,1.4787,5,4,3
24732,2,2,-0.0901,3,4,1
24733,2,8,-0.0676,3,2,2
24734,1,6,0.8066,5,4,1
24735,1,4,-8,-8,-7,2
24736,2,5,-0.4553,2,5,2
24737,1,5,0.1464,4,-8,2
24738,2,3,-0.7735,1,-8,-8
24739,2,3,-0.7581,1,3,1
24740,1,2,-8,-8,-7,-7
24741,1,8,-0.6871,2,-7,-7
24743,1,8,-0.2046,3,4,-8
24744,2,6,0.1793,4,-8,-8
24745,2,8,1.081,5,-8,2
24746,2,6,-0.8455,1,-7,-7
24747,2,8,0.5792,5,2,1
24748,1,5,-1.0941,1,-8,-8
24749,1,3,0.3193,4,-7,-7
24750,1,5,-0.8726,1,4,3
24752,1,8,-1.0635,1,-7,-7
24753,1,8,-0.4907,2,-8,-7
24754,2,8,0.5507,5,4,-8
24755,2,8,0.5269,4,4,1
24756,1,8,-0.1175,3,-8,-8
24757,2,8,-0.1679,3,4,1
24758,1,8,0.296,4,4,2
24759,1,8,0.3385,4,4,1
24760,1,8,0.9281,5,4,2
24762,2,8,0.0374,3,4,2
24763,2,8,-0.8893,1,-7,-7
24764,1,3,0.6703,5,-8,1
24765,2,5,-0.7901,1,6,-7
24766,1,8,-1.4533,1,-7,-7
24767,1,8,0.7946,5,4,1
24768,1,5,-1.2899,1,-7,-7
24769,2,8,-0.0872,3,6,1
24770,2,8,-8,-8,-8,-8
24771,2,5,-0.4741,2,6,-7
24772,1,8,-0.1585,3,4,-4
24773,1,3,0.0443,3,6,1
24774,2,8,1.1185,5,-8,-8
24775,2,8,1.5489,5,4,1
24776,1,8,-0.8429,1,-7,3
24777,1,-9,-8,-8,2,2
24778,1,6,-0.5628,2,-7,-7
24780,1,5,-0.9974,1,-8,-8
24781,2,-9,-8,-8,4,-8
24782,2,5,0.197,4,-7,2
24783,2,6,0.0504,4,5,-9
24784,1,3,-0.3429,2,6,-4
24785,2,2,1.4704,5,4,2
24786,2,-9,-8,-8,4,-8
24787,2,8,1.6758,5,4,1
24788,1,-9,-8,-8,6,-4
24789,2,2,0.2994,4,4,-8
24790,2,8,-0.4451,2,-8,2
24792,2,8,-1.213,1,-7,3
24794,2,8,0.2531,4,4,2
24795,2,8,1.7125,5,-7,-7
24796,2,3,0.3511,4,5,1
24797,2,5,-0.2492,3,5,2
24798,1,3,-8,-8,-8,-8
24799,1,3,0.2965,4,-8,-9
24801,1,3,-8,-8,5,1
24802,1,8,-0.8016,1,-7,-8
24803,2,2,0.3169,4,-8,-8
24804,1,8,-0.3207,3,-7,-7
24805,1,3,-0.4864,2,-7,-7
24806,1,5,-1.4823,1,-8,-7
24807,2,-9,-8,-8,-8,-8
24808,2,8,-0.3623,2,4,-9
24809,2,8,-0.1329,3,-7,-7
24810,2,2,1.4935,5,4,1
24811,2,2,-8,-8,-8,2
24812,2,2,-8,-8,6,-8
24813,2,3,-1.0836,1,6,1
24815,1,6,0.4828,4,-7,1
24816,1,8,0.8711,5,6,2
24817,2,5,1.5797,5,4,-8
24818,2,5,0.6685,5,-8,2
24819,2,8,-1.0246,1,6,1
24820,2,8,-0.3686,2,4,-7
24822,1,8,-0.0912,3,6,1
24823,2,8,-0.9073,1,-7,-7
24824,1,-9,-8,-8,6,-7
24825,2,8,0.553,5,2,1
24826,1,3,0.483,4,6,-7
24827,1,6,-0.8179,1,-8,-7
24828,1,5,-1.429,1,-7,-7
24830,1,8,-0.03,3,-8,-9
24831,1,8,-0.5434,2,-7,-7
24832,2,8,-0.6883,2,-8,-8
24833,2,2,1.1604,5,4,3
24834,1,8,0.4327,4,4,2
24835,2,8,0.2834,4,-8,1
24836,2,5,-8,-8,-7,-8
24837,1,8,-0.601,2,-7,-7
24838,1,-9,-8,-8,-8,-7
24839,1,-9,-8,-8,-8,-8
24840,2,8,0.0117,3,4,1
24841,2,8,-1.0868,1,5,-7
24842,1,8,-0.1774,3,4,-4
24843,1,8,-0.1562,3,-7,-8
24844,2,8,.8270999999999999,5,-7,-7
24846,2,5,-0.2174,3,4,2
24847,1,5,-0.8412,1,6,2
24848,2,8,-8,-8,-7,-7
24849,1,8,0.0466,3,-8,-7
24850,1,8,0.4289,4,5,2
24852,1,8,0.5216,4,6,2
24853,1,8,0.5384,4,4,3
24854,2,-9,-8,-8,5,3
24855,2,8,1.335,5,4,1
24856,1,8,0.5104,4,-8,-7
24857,2,-9,-8,-8,5,-8
24858,1,8,0.4748,4,-8,1
24859,2,2,1.7517,5,4,1
24860,1,6,-0.4144,2,6,2
24861,2,5,0.4851,4,-8,3
24862,2,8,-0.0855,3,4,1
24864,1,6,-0.8837,1,-7,-7
24865,2,2,0.5182,4,4,2
24866,1,8,0.4073,4,5,2
24867,2,2,-8,-8,-7,-7
24868,1,3,-0.056,3,4,-8
24869,2,3,0.2182,4,6,2
24870,2,3,0.3355,4,4,2
24871,2,3,-0.0872,3,4,1
24872,1,3,-0.2553,3,-7,1
24873,2,-9,-8,-8,-7,-7
24874,2,2,-8,-8,4,3
24875,1,8,1.1166,5,-8,2
24876,1,5,-1.6616,1,-7,3
24877,1,8,0.9079,5,4,1
24878,1,3,-0.7751,1,-8,-7
24879,1,8,0.0038,3,5,1
24880,1,5,-0.4169,2,-7,-7
24881,2,5,0.145,4,-8,3
24882,1,3,0.3899,4,-8,-9
24883,1,8,-1.6616,1,-8,-7
24884,2,8,-0.3554,2,4,2
24885,1,8,-0.2938,3,5,2
24886,2,8,1.5003,5,4,2
24887,1,8,1.7409,5,6,2
24888,2,2,-0.6532,2,5,3
24889,2,8,0.3476,4,4,2
24890,2,8,-0.5397,2,4,1
24891,2,-9,-8,-8,-8,1
24892,1,3,0.6684,5,5,2
24893,1,5,-0.3373,3,-8,3
24894,2,8,-0.3465,2,-7,-7
24895,2,8,-0.7062,2,-7,-7
24896,1,5,0.1329,4,4,2
24897,2,2,0.371,4,-8,-8
24898,2,8,0.6318,5,4,1
24899,2,8,0.9413,5,4,1
24900,1,8,2.5308,5,4,2
24901,1,3,-1.5735,1,-7,-7
24902,1,5,-0.2033,3,5,3
24903,1,8,0.2893,4,5,-8
24904,1,3,-0.3554,2,4,1
24905,2,6,-0.6785,2,6,1
24906,2,8,-0.2646,3,-8,-8
24907,2,8,1.5061,5,4,1
24908,2,8,.9419999999999999,5,4,2
24909,1,2,0.6881,5,4,1
24910,2,8,-0.1804,3,4,1
24911,2,8,-0.428,2,-8,-8
24912,1,8,-0.0418,3,-7,-7
24913,1,8,0.357,4,-8,-9
24914,2,8,0.2571,4,4,1
24915,1,5,0.1563,4,5,2
24916,1,5,-0.5628,2,5,-7
24918,2,6,-0.5434,2,-7,-7
24919,2,8,-0.2456,3,4,1
24920,2,-9,-8,-8,5,3
24921,1,5,-0.1236,3,4,-4
24922,2,1,0.3955,4,-8,2
24923,2,8,-0.0266,3,5,-8
24925,2,8,-0.6574,2,6,-7
24926,2,1,-0.3631,2,-7,-8
24927,2,8,0.7521,5,-8,-9
24928,1,8,-1.0879,1,-8,-7
24929,2,8,-0.6714,2,-8,-7
24930,2,8,-1.3682,1,-7,-7
24931,2,8,0.3919,4,-7,-7
24933,1,5,0.4346,4,6,1
24934,1,8,0.5175,4,4,1
24935,2,8,0.6622,5,4,1
24936,2,5,-0.8371,1,-8,1
24937,2,2,-1.1153,1,5,-7
24938,1,3,-0.0211,3,6,1
24939,2,8,-0.7161,2,6,2
24940,2,5,-0.0655,3,-7,-7
24941,2,5,-0.3844,2,-8,-7
24942,2,3,-0.5532,2,-7,-7
24943,1,8,1.4187,5,4,2
24944,2,8,0.9223,5,4,1
24945,1,8,0.1079,4,6,-7
24946,1,5,-0.826,1,-8,-7
24947,1,3,0.6165,5,4,-7
24948,1,3,0.105,4,5,-4
24949,1,2,0.1964,4,-8,3
24950,2,6,-0.2937,3,6,-7
24951,2,8,0.1703,4,4,1
24952,1,8,-0.0531,3,-7,-7
24953,2,8,0.6945,5,4,-8
24954,1,3,-1.5209,1,-8,-8
24955,2,8,0.6128,5,-8,1
24956,1,8,0.3425,4,-8,-8
24957,1,8,-0.8201,1,-7,1
24958,1,6,-0.2751,3,4,2
24959,2,3,0.0027,3,-7,1
24960,2,5,-0.6321,2,-9,-7
24961,1,2,-0.4584,2,5,-7
24962,1,2,.5558999999999999,5,4,1
24963,1,8,1.2548,5,4,2
24964,1,8,-0.4003,2,6,2
24965,2,8,-0.1066,3,4,1
24966,2,4,-8,-8,-8,-8
24967,2,6,-0.9745,1,-8,-7
24968,1,3,0.259,4,5,3
24969,2,8,0.0165,3,-8,-8
24970,1,-9,-8,-8,-8,2
24971,2,8,0.7903,5,3,2
24972,1,8,0.1751,4,-8,-7
24973,1,8,1.7902,5,4,1
24974,2,3,0.5048,4,4,2
24975,2,2,1.0613,5,4,1
24976,1,3,-0.769,1,3,-7
24977,2,8,-1.0282,1,5,3
24978,1,6,0.9193,5,5,-9
24979,2,8,-8,-8,-7,-7
24980,2,2,-0.6095,2,-7,-8
24981,2,3,1.4812,5,4,2
24982,2,5,-0.8048,1,-7,-8
24983,1,2,.9419999999999999,5,-8,-9
24984,1,8,-0.0206,3,-8,-7
24985,2,6,-0.1495,3,3,2
24986,2,8,0.0682,4,-8,2
24987,1,6,-0.8431,1,6,1
24988,1,5,0.9311,5,6,-8
24989,1,2,1.0865,5,4,2
24990,1,8,1.0099,5,4,1
24991,1,6,-0.4204,2,4,1
24992,2,8,1.0269,5,-8,-9
24993,2,5,-0.8194,1,5,-7
24994,1,8,-0.5442,2,-7,-7
24995,1,8,0.1288,4,4,1
24996,1,8,-0.1509,3,-8,-7
24997,1,2,0.438,4,4,1
24998,2,8,0.4109,4,4,2
24999,2,8,1.032,5,4,2
25000,2,3,-0.5964,2,5,-7
25001,1,4,-1.5325,1,6,-7
25002,1,-9,-8,-8,-7,-7
25003,2,6,1.4893,5,6,-8
25004,1,5,.5721000000000001,5,4,2
25005,2,5,-0.1236,3,2,1
25006,2,3,-1.7526,1,6,-7
25007,1,3,1.0357,5,5,3
25008,2,3,-0.5186,2,6,1
25009,1,8,-0.5442,2,-8,-8
25010,1,8,-0.6518,2,-7,2
25011,2,5,-1.0908,1,-8,1
25012,1,6,-0.8103,1,-8,-8
25013,1,8,-0.0965,3,5,1
25014,2,1,-0.7933,1,-8,-4
25015,1,8,-0.0102,3,4,-4
25017,2,8,-8,-8,-7,-7
25018,2,3,-0.601,2,4,1
25019,2,6,-1.3419,1,6,3
25020,2,3,0.3371,4,6,3
25021,2,2,0.9322,5,-9,-8
25023,1,8,-0.2565,3,-8,-8
25024,1,5,-8,-8,6,3
25025,1,8,-0.7647,1,4,-7
25026,1,8,-0.8837,1,3,-8
25027,1,8,0.8731,5,5,2
25028,2,-9,-8,-8,2,-8
25029,1,5,1.2268,5,4,2
25030,2,3,0.6129,5,4,-7
25032,2,6,-0.2794,3,6,-7
25033,2,8,-0.6504,2,6,1
25034,1,3,0.3165,4,-8,3
25035,2,5,-0.3636,2,3,1
25036,2,5,1.4248,5,4,2
25037,2,-9,-8,-8,4,1
25038,1,5,-0.6313,2,6,-8
25040,1,8,-0.0157,3,-8,3
25041,1,8,0.5669,5,4,-8
25042,1,8,-0.2355,3,-7,-7
25043,2,8,0.9673,5,4,1
25044,1,5,-0.5485,2,-7,-7
25045,1,8,-0.2316,3,4,1
25046,1,8,-1.2803,1,-7,-7
25047,2,8,-0.0089,3,5,1
25048,1,5,0.2124,4,6,3
25049,2,8,-0.0677,3,-7,-7
25050,1,3,0.1498,4,-8,-7
25051,2,5,-0.3007,3,-8,-8
25052,1,8,1.1082,5,4,-8
25053,1,8,0.6424,5,5,3
25054,2,2,1.3845,5,-8,1
25055,1,8,0.6691,5,5,-8
25056,2,8,-0.5013,2,2,2
25057,1,5,-0.1702,3,6,1
25058,2,8,0.2513,4,-8,3
25059,1,8,1.527,5,6,1
25060,2,5,-0.5319,2,6,-8
25061,2,5,-0.1794,3,-8,-8
25062,2,6,0.7782,5,-8,-8
25063,2,8,0.9207,5,4,2
25064,1,5,-0.9992,1,-8,-7
25065,2,2,-0.2887,3,-7,2
25066,1,8,1.3314,5,6,2
25067,2,8,-0.3591,2,-7,-8
25068,1,5,-1.0856,1,-8,-8
25069,2,8,.5931999999999999,5,-8,1
25070,1,8,-0.5175,2,6,-8
25071,2,8,0.1438,4,4,1
25072,1,-9,-8,-8,-8,-8
25073,2,8,1.1209,5,-8,-7
25074,1,3,-0.9237,1,-8,-8
25075,2,8,0.2258,4,-8,1
25076,2,8,0.4041,4,2,1
25077,1,8,-0.6543,2,5,-7
25078,1,8,0.7503,5,4,-7
25079,2,5,-1.3274,1,-8,2
25080,2,8,-0.8811,1,-7,-7
25081,2,6,0.2344,4,4,1
25082,1,8,1.5697,5,4,2
25083,2,8,-0.7046,2,5,-7
25084,1,8,-0.4414,2,4,1
25085,2,8,1.1916,5,-8,-8
25086,1,3,-0.2207,3,-8,-8
25088,1,8,0.4041,4,-7,-7
25089,1,8,-0.5436,2,4,1
25090,2,6,-0.4975,2,4,3
25091,1,8,-0.148,3,-8,2
25092,1,8,1.1188,5,4,1
25093,2,-9,-8,-8,-7,-8
25094,1,5,-0.5463,2,4,1
25095,2,6,-1.4268,1,-9,1
25096,2,5,-0.513,2,3,2
25097,2,3,-0.826,1,-7,3
25098,2,-9,-8,-8,-8,-8
25099,1,8,-0.3598,2,4,3
25100,1,5,-0.6756,2,4,1
25101,1,8,-0.2329,3,-8,1
25102,2,5,0.0652,4,-7,2
25103,2,5,-0.8455,1,-8,-4
25104,1,8,-0.4302,2,-8,-8
25105,2,8,-0.3936,2,5,-8
25106,2,8,1.179,5,-8,1
25107,1,6,-0.2029,3,5,-7
25108,1,-9,-8,-8,-8,-7
25109,2,7,-0.3703,2,-8,-8
25110,1,5,0.11,4,-7,-7
25111,1,3,-1.43,1,4,3
25113,2,5,-0.0614,3,5,-7
25114,2,8,1.0423,5,3,2
25115,1,8,1.1166,5,4,2
25116,1,8,0.4336,4,5,-7
25117,1,6,-0.5005,2,-8,-8
25118,1,-9,-8,-8,-8,-9
25119,1,8,-0.1207,3,4,1
25120,2,6,-0.2868,3,3,-7
25121,1,5,-0.0324,3,4,3
25122,1,5,-0.8099,1,-8,-8
25123,1,2,0.5958,5,4,2
25124,2,8,1.0668,5,4,2
25125,2,3,0.4155,4,-8,3
25126,1,8,0.018,3,2,1
25127,2,3,0.108,4,6,2
25128,2,5,-0.5105,2,-8,-8
25129,2,5,-0.2197,3,4,-8
25130,1,6,0.5794,5,-7,-7
25131,2,-9,-8,-8,5,2
25132,1,4,-0.4659,2,-8,-7
25133,2,8,0.5498,5,4,3
