academicyr,unitid,cc2010,grantlow
2013,198385,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,870979.8991416309
2013,236896,19. Master's M: Master's Colleges and Universities (medium programs),677786.3433476394
2013,237118,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,685576.5708154506
2013,216597,18. Master's L: Master's Colleges and Universities (larger programs),3695466.309012875
2013,202480,16. RU/H: Research Universities (high research activity),4081153.525751073
2013,195243,20. Master's S: Master's Colleges and Universities (smaller programs),801897.8047210301
2013,165529,19. Master's M: Master's Colleges and Universities (medium programs),1600477.82832618
2013,163578,18. Master's L: Master's Colleges and Universities (larger programs),889216.9442060086
2013,176318,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,988965.3991416309
2013,433536,23. Bac/Assoc: Baccalaureate/Associate's Colleges,170837.7746781116
2013,147536,17. DRU: Doctoral/Research Universities,80095.49356223176
2013,207856,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,152997.4442060086
2013,236230,19. Master's M: Master's Colleges and Universities (medium programs),2121773.703862661
2013,163462,19. Master's M: Master's Colleges and Universities (medium programs),1461282.611587983
2013,448752,23. Bac/Assoc: Baccalaureate/Associate's Colleges,429612.8755364807
2013,233426,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1238385.991416309
2013,236328,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2193511.313304721
2013,123165,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,978507.830472103
2013,220516,19. Master's M: Master's Colleges and Universities (medium programs),1345760.182403433
2013,237057,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1103361.115879828
2013,127653,18. Master's L: Master's Colleges and Universities (larger programs),255204.669527897
2013,235769,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,66626.54935622317
2013,199607,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,428367.9012875537
2013,182795,20. Master's S: Master's Colleges and Universities (smaller programs),314124.8497854077
2013,200013,23. Bac/Assoc: Baccalaureate/Associate's Colleges,199624.847639485
2013,217925,20. Master's S: Master's Colleges and Universities (smaller programs),467202.9270386266
2013,143084,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1560265.590128755
2013,227757,15. RU/VH: Research Universities (very high research activity),3555134.703862661
2013,151810,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,226877.7424892704
2013,238430,17. DRU: Doctoral/Research Universities,560411.5042918455
2013,225399,19. Master's M: Master's Colleges and Universities (medium programs),2604501.18025751
2013,168218,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,3490103.613733905
2013,153384,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2161524.721030043
2013,170967,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,318326.3690987125
2013,188182,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,258885.8369098712
2013,131520,16. RU/H: Research Universities (high research activity),5464924.126609442
2013,133809,23. Bac/Assoc: Baccalaureate/Associate's Colleges,364147.4420600858
2013,440545,20. Master's S: Master's Colleges and Universities (smaller programs),
2013,173142,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,575664.0515021459
2013,198598,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,600544.1845493562
2013,224004,18. Master's L: Master's Colleges and Universities (larger programs),702717.0064377682
2013,202611,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2013,131469,15. RU/VH: Research Universities (very high research activity),7779907.512875536
2013,217305,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1477796.259656652
2013,165802,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1722880.944206008
2013,141167,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,152646.9592274678
2013,161572,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,621398.0407725321
2013,165015,15. RU/VH: Research Universities (very high research activity),2916745.667381974
2013,170532,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1156662.785407725
2013,168005,18. Master's L: Master's Colleges and Universities (larger programs),4412150.034334764
2013,454184,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,580700.9291845494
2013,160977,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1368003.077253219
2013,172440,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,787739.7167381974
2013,206048,18. Master's L: Master's Colleges and Universities (larger programs),2417756.118025751
2013,219091,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,539531.8454935622
2013,227845,18. Master's L: Master's Colleges and Universities (larger programs),3018902.362660944
2013,179955,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,871605.6115879827
2013,198066,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,604666.1459227467
2013,145770,17. DRU: Doctoral/Research Universities,451219.3068669527
2013,215770,18. Master's L: Master's Colleges and Universities (larger programs),1776320.227467811
2013,210739,18. Master's L: Master's Colleges and Universities (larger programs),1166798.896995708
2013,198516,20. Master's S: Master's Colleges and Universities (smaller programs),1257797.053648069
2013,139205,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,491205.7725321888
2013,183239,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,911149.1330472103
2013,170842,18. Master's L: Master's Colleges and Universities (larger programs),894350.5815450643
2013,174817,17. DRU: Doctoral/Research Universities,1133543.678111588
2013,218399,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1908803.549356223
2013,140872,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,631065.4055793991
2013,121309,18. Master's L: Master's Colleges and Universities (larger programs),1469285.710300429
2013,194824,15. RU/VH: Research Universities (very high research activity),3004932.418454935
2013,191533,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2701589.819742489
2013,146612,18. Master's L: Master's Colleges and Universities (larger programs),2327110.596566523
2013,127024,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,235340.9871244635
2013,238476,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1952478.708154506
2013,232557,18. Master's L: Master's Colleges and Universities (larger programs),7114005.405579398
2013,454829,19. Master's M: Master's Colleges and Universities (medium programs),0
2013,178721,19. Master's M: Master's Colleges and Universities (medium programs),281877.0064377682
2013,231068,18. Master's L: Master's Colleges and Universities (larger programs),
2013,238661,17. DRU: Doctoral/Research Universities,925066.3969957081
2013,152390,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,919285.5450643776
2013,170301,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1437442.107296137
2013,155973,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,466262.2081545064
2013,135081,23. Bac/Assoc: Baccalaureate/Associate's Colleges,7705035.965665236
2013,228325,20. Master's S: Master's Colleges and Universities (smaller programs),589210.4034334763
2013,156541,19. Master's M: Master's Colleges and Universities (medium programs),1801444.409871245
2013,159656,18. Master's L: Master's Colleges and Universities (larger programs),4055198.285407725
2013,233718,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,979889.3433476394
2013,434539,23. Bac/Assoc: Baccalaureate/Associate's Colleges,51175.10729613734
2013,120537,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,321342.0450643777
2013,164465,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1332167.600858369
2013,166683,15. RU/VH: Research Universities (very high research activity),2708743.583690987
2013,227331,17. DRU: Doctoral/Research Universities,3175364.877682403
2013,184773,18. Master's L: Master's Colleges and Universities (larger programs),1612826.510729614
2013,179043,18. Master's L: Master's Colleges and Universities (larger programs),1105760.755364807
2013,146481,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2403131.433476395
2013,195003,18. Master's L: Master's Colleges and Universities (larger programs),9796427.137339056
2013,232089,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,4193207.658798283
2013,168342,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,3034584.9527897
2013,198695,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,985075.6609442059
2013,237154,18. Master's L: Master's Colleges and Universities (larger programs),
2013,235422,19. Master's M: Master's Colleges and Universities (medium programs),903872.8068669528
2013,440590,20. Master's S: Master's Colleges and Universities (smaller programs),
2013,178697,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1180382.877682403
2013,151786,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1211749.13304721
2013,228343,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1358465.800429184
2013,195216,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2323406.85193133
2013,164447,18. Master's L: Master's Colleges and Universities (larger programs),2356610.465665236
2013,213996,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,817952.3819742489
2013,231059,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1342817.613733906
2013,151458,23. Bac/Assoc: Baccalaureate/Associate's Colleges,971449.7510729614
2013,180814,18. Master's L: Master's Colleges and Universities (larger programs),10992.97210300429
2013,106102,19. Master's M: Master's Colleges and Universities (medium programs),262589.5815450643
2013,211583,18. Master's L: Master's Colleges and Universities (larger programs),651309.6759656653
2013,176479,18. Master's L: Master's Colleges and Universities (larger programs),358225.7510729614
2013,238616,18. Master's L: Master's Colleges and Universities (larger programs),1261281.47639485
2013,183822,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,3750015.103004292
2013,228246,16. RU/H: Research Universities (high research activity),4053652.28111588
2013,132602,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,5190078.321888411
2013,214157,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1341886.570815451
2013,190372,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,773969.7424892704
2013,144050,15. RU/VH: Research Universities (very high research activity),4939180.532188841
2013,193308,20. Master's S: Master's Colleges and Universities (smaller programs),4346788.886266095
2013,151263,18. Master's L: Master's Colleges and Universities (larger programs),3334059.315450644
2013,234164,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2233245.128755365
2013,216357,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1982797.809012875
2013,151519,20. Master's S: Master's Colleges and Universities (smaller programs),35283267.95922747
2013,148016,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,
2013,219204,20. Master's S: Master's Colleges and Universities (smaller programs),100975.152360515
2013,444158,18. Master's L: Master's Colleges and Universities (larger programs),10464354.74678111
2013,181738,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,365287.0557939914
2013,184348,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,3673579.274678112
2013,105589,20. Master's S: Master's Colleges and Universities (smaller programs),373653.5407725322
2013,244233,23. Bac/Assoc: Baccalaureate/Associate's Colleges,229782.6824034335
2013,208822,18. Master's L: Master's Colleges and Universities (larger programs),1924280.793991416
2013,177418,18. Master's L: Master's Colleges and Universities (larger programs),342979.6545064378
2013,146393,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,413373.3798283262
2013,128683,23. Bac/Assoc: Baccalaureate/Associate's Colleges,756530.4270386266
2013,140696,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1740718.049356223
2013,107877,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,543359.2274678111
2013,152673,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,737888.0665236051
2013,178059,17. DRU: Doctoral/Research Universities,699573.3927038626
2013,139658,15. RU/VH: Research Universities (very high research activity),9546012.07081545
2013,157100,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,486147.3927038626
2013,190415,15. RU/VH: Research Universities (very high research activity),8534503.821888411
2013,199069,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1269721.068669528
2013,183211,18. Master's L: Master's Colleges and Universities (larger programs),599545.4098712446
2013,188429,17. DRU: Doctoral/Research Universities,2855386.068669528
2013,203775,19. Master's M: Master's Colleges and Universities (medium programs),1615447.622317597
2013,220613,19. Master's M: Master's Colleges and Universities (medium programs),2448159.077253219
2013,155900,19. Master's M: Master's Colleges and Universities (medium programs),737143.0171673819
2013,198215,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1040287.796137339
2013,206330,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,856374.5665236051
2013,204194,19. Master's M: Master's Colleges and Universities (medium programs),1094712.952789699
2013,174792,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1331780.56223176
2013,161086,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1405617.856223176
2013,191205,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,854813.5107296137
2013,232265,19. Master's M: Master's Colleges and Universities (medium programs),1709435.652360515
2013,190044,16. RU/H: Research Universities (high research activity),3601251.431330472
2013,261931,23. Bac/Assoc: Baccalaureate/Associate's Colleges,186678.4055793991
2013,224226,18. Master's L: Master's Colleges and Universities (larger programs),628870.0364806866
2013,155937,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,379871.9613733905
2013,134237,18. Master's L: Master's Colleges and Universities (larger programs),13016042.35622318
2013,219213,23. Bac/Assoc: Baccalaureate/Associate's Colleges,109655.5686695279
2013,201654,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1050985.113733906
2013,238193,20. Master's S: Master's Colleges and Universities (smaller programs),1687001.388412017
2013,184612,20. Master's S: Master's Colleges and Universities (smaller programs),2697522.688841201
2013,196413,16. RU/H: Research Universities (high research activity),16333897.65450644
2013,107080,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1580983.982832618
2013,122436,17. DRU: Doctoral/Research Universities,2513691.167381974
2013,167792,23. Bac/Assoc: Baccalaureate/Associate's Colleges,705567.1158798283
2013,165662,18. Master's L: Master's Colleges and Universities (larger programs),1305229.712446352
2013,190770,18. Master's L: Master's Colleges and Universities (larger programs),1167157.982832618
2013,162760,19. Master's M: Master's Colleges and Universities (medium programs),1233374.916309013
2013,155520,19. Master's M: Master's Colleges and Universities (medium programs),688525.5901287553
2013,123651,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1517985.920600858
2013,176628,19. Master's M: Master's Colleges and Universities (medium programs),688650.3025751073
2013,146676,23. Bac/Assoc: Baccalaureate/Associate's Colleges,4149995.871244635
2013,131876,18. Master's L: Master's Colleges and Universities (larger programs),2365416.669527897
2013,136215,16. RU/H: Research Universities (high research activity),3395326.454935622
2013,237181,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1066944.006437768
2013,140252,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,133395.0128755365
2013,157076,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1057913.105150215
2013,155812,19. Master's M: Master's Colleges and Universities (medium programs),385103.4334763949
2013,220552,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1652783.948497854
2013,122931,18. Master's L: Master's Colleges and Universities (larger programs),3166733.916309013
2013,182634,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2260166.89055794
2013,134149,20. Master's S: Master's Colleges and Universities (smaller programs),943728.10944206
2013,238333,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1394643.160944206
2013,206817,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1228201.5
2013,167783,18. Master's L: Master's Colleges and Universities (larger programs),921635.7296137338
2013,125231,17. DRU: Doctoral/Research Universities,
2013,164173,20. Master's S: Master's Colleges and Universities (smaller programs),3262639.93776824
2013,158802,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2935975.036480687
2013,179867,15. RU/VH: Research Universities (very high research activity),2276547.225321888
2013,178226,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,276139.1587982833
2013,197911,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,894134.4849785407
2013,219709,18. Master's L: Master's Colleges and Universities (larger programs),1442633.800429184
2013,133979,20. Master's S: Master's Colleges and Universities (smaller programs),828675.5021459227
2013,102270,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,933811.3197424893
2013,233374,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2238455.098712446
2013,121691,18. Master's L: Master's Colleges and Universities (larger programs),3032251.969957082
2013,180595,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1122552.856223176
2013,115728,19. Master's M: Master's Colleges and Universities (medium programs),986058.3090128755
2013,197708,15. RU/VH: Research Universities (very high research activity),2445872.324034335
2013,189848,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2296536.69527897
2013,110361,18. Master's L: Master's Colleges and Universities (larger programs),2997469.02360515
2013,157535,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2395768.02360515
2013,147679,18. Master's L: Master's Colleges and Universities (larger programs),1381333.332618026
2013,169983,19. Master's M: Master's Colleges and Universities (medium programs),887716.0944206008
2013,189705,18. Master's L: Master's Colleges and Universities (larger programs),3619031.555793991
2013,203757,20. Master's S: Master's Colleges and Universities (smaller programs),546303.9463519313
2013,204468,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1394934.515021459
2013,166452,18. Master's L: Master's Colleges and Universities (larger programs),958172.1759656651
2013,195164,18. Master's L: Master's Colleges and Universities (larger programs),2432027.092274678
2013,157818,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,724031.008583691
2013,123961,15. RU/VH: Research Universities (very high research activity),11791633.83476395
2013,128498,18. Master's L: Master's Colleges and Universities (larger programs),993199.1716738197
2013,133085,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,359941.6223175966
2013,183275,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,74531.81330472103
2013,101073,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,864438.9463519313
2013,211468,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,626496.1995708154
2013,210775,19. Master's M: Master's Colleges and Universities (medium programs),1280977.442060086
2013,190150,15. RU/VH: Research Universities (very high research activity),2926261.442060085
2013,233611,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,748380.0386266094
2013,153269,18. Master's L: Master's Colleges and Universities (larger programs),1298430.733905579
2013,150066,18. Master's L: Master's Colleges and Universities (larger programs),1400390.684549356
2013,133465,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,206850.643776824
2013,193973,18. Master's L: Master's Colleges and Universities (larger programs),3000709.396995708
2013,154004,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,901583.9034334763
2013,137801,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1881762.450643777
2013,245953,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,167589.8755364807
2013,191241,16. RU/H: Research Universities (high research activity),7404318.778969957
2013,451060,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,111585.3862660944
2013,142522,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1963695.302575107
2013,176053,18. Master's L: Master's Colleges and Universities (larger programs),1178438.008583691
2013,155414,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,434503.5386266094
2013,127699,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2013,245652,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1116650.517167382
2013,144971,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,658002.2188841201
2013,120883,17. DRU: Doctoral/Research Universities,5963160.025751073
2013,157216,19. Master's M: Master's Colleges and Universities (medium programs),3944589.096566523
2013,135063,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,67141.52575107296
2013,238078,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,799435.8090128755
2013,444723,18. Master's L: Master's Colleges and Universities (larger programs),315616.0236051502
2013,174914,17. DRU: Doctoral/Research Universities,2817710.008583691
2013,130226,18. Master's L: Master's Colleges and Universities (larger programs),2970907.422746781
2013,167835,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2471634.045064378
2013,212984,18. Master's L: Master's Colleges and Universities (larger programs),678870.0515021459
2013,150668,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,420643.2553648069
2013,213543,16. RU/H: Research Universities (high research activity),3218687.401287553
2013,129242,18. Master's L: Master's Colleges and Universities (larger programs),4104801.58583691
2013,153834,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1323817.24248927
2013,168148,15. RU/VH: Research Universities (very high research activity),3494067.534334764
2013,213668,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1816351.847639485
2013,179201,23. Bac/Assoc: Baccalaureate/Associate's Colleges,
2013,131098,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,186853.6480686695
2013,208488,18. Master's L: Master's Colleges and Universities (larger programs),631615.8605150215
2013,133553,19. Master's M: Master's Colleges and Universities (medium programs),2968909.873390558
2013,217961,19. Master's M: Master's Colleges and Universities (medium programs),1122719.497854077
2013,212133,18. Master's L: Master's Colleges and Universities (larger programs),2192746.912017167
2013,205957,19. Master's M: Master's Colleges and Universities (medium programs),388638.3862660944
2013,137032,18. Master's L: Master's Colleges and Universities (larger programs),2167952.787553648
2013,213321,20. Master's S: Master's Colleges and Universities (smaller programs),1361429.871244635
2013,233301,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,363738.9012875537
2013,182661,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,131849.008583691
2013,147660,19. Master's M: Master's Colleges and Universities (medium programs),1101963.47639485
2013,148849,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,95156.67167381974
2013,156365,19. Master's M: Master's Colleges and Universities (medium programs),3257578.332618026
2013,221519,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1079393.748927039
2013,132842,19. Master's M: Master's Colleges and Universities (medium programs),84699.10300429184
2013,219949,19. Master's M: Master's Colleges and Universities (medium programs),637610.6587982832
2013,165644,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,684641.2274678111
2013,436483,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2013,440767,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,103845.6888412017
2013,232706,18. Master's L: Master's Colleges and Universities (larger programs),1472743.255364807
2013,212771,18. Master's L: Master's Colleges and Universities (larger programs),
2014,193308,20. Master's S: Master's Colleges and Universities (smaller programs),9270059.936628645
2014,193016,18. Master's L: Master's Colleges and Universities (larger programs),8958000.646387834
2014,141325,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,539630.1267427123
2014,110361,18. Master's L: Master's Colleges and Universities (larger programs),3462001.013941699
2014,238333,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1142457.794676806
2014,168005,18. Master's L: Master's Colleges and Universities (larger programs),4384383.922686946
2014,164465,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2650340.798479088
2014,191649,17. DRU: Doctoral/Research Universities,5495895.918884665
2014,157863,18. Master's L: Master's Colleges and Universities (larger programs),1176936.204055767
2014,206279,17. DRU: Doctoral/Research Universities,42616.74904942967
2014,138309,23. Bac/Assoc: Baccalaureate/Associate's Colleges,482039.4676806084
2014,179070,23. Bac/Assoc: Baccalaureate/Associate's Colleges,109415.690747782
2014,131496,15. RU/VH: Research Universities (very high research activity),6223251.825095057
2014,228246,16. RU/H: Research Universities (high research activity),4225671.482889734
2014,220631,18. Master's L: Master's Colleges and Universities (larger programs),2760492.00887199
2014,226231,19. Master's M: Master's Colleges and Universities (medium programs),886843.0228136884
2014,219213,23. Bac/Assoc: Baccalaureate/Associate's Colleges,78334.42965779468
2014,206437,19. Master's M: Master's Colleges and Universities (medium programs),1619073.466413182
2014,203085,20. Master's S: Master's Colleges and Universities (smaller programs),1141556.121673004
2014,179548,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,820676.9455006338
2014,192192,20. Master's S: Master's Colleges and Universities (smaller programs),1278080.209125475
2014,228042,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1123706.80608365
2014,204617,18. Master's L: Master's Colleges and Universities (larger programs),1506555.893536122
2014,206330,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,597731.9455006338
2014,145619,17. DRU: Doctoral/Research Universities,2183151.419518378
2014,212674,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1683292.26869455
2014,112251,16. RU/H: Research Universities (high research activity),
2014,205203,19. Master's M: Master's Colleges and Universities (medium programs),814974.8162230672
2014,214175,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1081254.093789607
2014,181002,18. Master's L: Master's Colleges and Universities (larger programs),1986806.831432193
2014,233374,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2496358.967046895
2014,153384,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2668518.187579215
2014,238458,20. Master's S: Master's Colleges and Universities (smaller programs),1940894.531051965
2014,228884,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1086990.088719899
2014,194499,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1208175.152091255
2014,213367,18. Master's L: Master's Colleges and Universities (larger programs),6353232.433460077
2014,212984,18. Master's L: Master's Colleges and Universities (larger programs),858691.1406844108
2014,154101,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,701884.7021546263
2014,157809,20. Master's S: Master's Colleges and Universities (smaller programs),957822.2560202789
2014,448804,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2014,236452,20. Master's S: Master's Colleges and Universities (smaller programs),1134770.291508239
2014,225575,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1016479.683143219
2014,189413,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,786702.287705957
2014,153278,20. Master's S: Master's Colleges and Universities (smaller programs),1808716.888466413
2014,154004,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1200753.282636249
2014,182430,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,374668.4157160964
2014,156365,19. Master's M: Master's Colleges and Universities (medium programs),3722063.827629912
2014,198969,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2590366.844106464
2014,146612,18. Master's L: Master's Colleges and Universities (larger programs),2467390.076045628
2014,213251,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1081439.296577947
2014,237118,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,805849.0811153359
2014,440147,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,223381.020278834
2014,158802,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2214352.26869455
2014,117140,17. DRU: Doctoral/Research Universities,4765506.920152091
2014,174844,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1500016.64765526
2014,195164,18. Master's L: Master's Colleges and Universities (larger programs),1894849.94296578
2014,151810,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,340435.5323193917
2014,170037,18. Master's L: Master's Colleges and Universities (larger programs),1496212.053231939
2014,155627,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,773366.6286438531
2014,111948,18. Master's L: Master's Colleges and Universities (larger programs),3751190.40557668
2014,186283,18. Master's L: Master's Colleges and Universities (larger programs),2937401.945500634
2014,204501,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1128305.126742712
2014,191968,18. Master's L: Master's Colleges and Universities (larger programs),5806205.836501902
2014,237181,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1387983.776932826
2014,206525,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1407934.879594424
2014,204200,19. Master's M: Master's Colleges and Universities (medium programs),496293.7325728771
2014,165936,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1016078.586818758
2014,230889,19. Master's M: Master's Colleges and Universities (medium programs),3465.937896070976
2014,436483,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,0
2014,194541,16. RU/H: Research Universities (high research activity),
