academicyr,unitid,cc2010,grantlow
2012,234173,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1152774.597125435
2012,220598,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,3689815.903745645
2012,141644,18. Master's L: Master's Colleges and Universities (larger programs),849732.8767421603
2012,164447,18. Master's L: Master's Colleges and Universities (larger programs),2608621.463414634
2012,157359,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,300737.4695121951
2012,204909,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1472038.81097561
2012,173902,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1251449.340156794
2012,190099,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1216429.527439024
2012,182917,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,67589.1768292683
2012,161004,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,983452.5261324042
2012,179548,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1340580.862369338
2012,145691,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,695158.2295296167
2012,154527,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1659603.959059233
2012,210304,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,306387.9028745645
2012,233912,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,434065.4398954704
2012,215655,18. Master's L: Master's Colleges and Universities (larger programs),2238593.904616725
2012,211273,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,938674.5601045296
2012,212054,16. RU/H: Research Universities (high research activity),5359147.467334495
2012,213507,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,956917.637195122
2012,181446,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,873570.7447735191
2012,219213,23. Bac/Assoc: Baccalaureate/Associate's Colleges,58197.60888501742
2012,150941,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,445543.0531358885
2012,221892,17. DRU: Doctoral/Research Universities,664683.6389372823
2012,156356,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,473963.2382404181
2012,115746,17. DRU: Doctoral/Research Universities,
2012,451750,23. Bac/Assoc: Baccalaureate/Associate's Colleges,473508.2796167248
2012,198808,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,721204.337979094
2012,164173,20. Master's S: Master's Colleges and Universities (smaller programs),1346995.015243902
2012,107877,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,419367.112369338
2012,131469,15. RU/VH: Research Universities (very high research activity),6401714.065766551
2012,161086,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,595540.8384146341
2012,219718,19. Master's M: Master's Colleges and Universities (medium programs),1218326.824912892
2012,110413,18. Master's L: Master's Colleges and Universities (larger programs),1938312.484756097
2012,173647,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2954435.840592335
2012,237181,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1552052.613240418
2012,206437,19. Master's M: Master's Colleges and Universities (medium programs),1425198.802264808
2012,440545,20. Master's S: Master's Colleges and Universities (smaller programs),254762.6459059233
2012,112075,18. Master's L: Master's Colleges and Universities (larger programs),651953.5256968641
2012,160755,15. RU/VH: Research Universities (very high research activity),3795440.494337979
2012,161563,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,813891.5200348432
2012,182670,15. RU/VH: Research Universities (very high research activity),2294622.550087108
2012,239743,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,96371.58318815331
2012,154350,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1026706.326219512
2012,220181,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,715576.8162020906
2012,206589,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1534332.138501742
2012,133492,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1452265.021777004
2012,181127,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,692979.4468641115
2012,121071,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2012,199847,16. RU/H: Research Universities (high research activity),1519365.418118467
2012,240338,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,566111.4525261323
2012,240107,18. Master's L: Master's Colleges and Universities (larger programs),1180990.760017422
2012,175421,19. Master's M: Master's Colleges and Universities (medium programs),550619.9477351917
2012,176318,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1323331.711672474
2012,218399,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1711171.391550523
2012,215099,18. Master's L: Master's Colleges and Universities (larger programs),1744237.173344948
2012,155089,18. Master's L: Master's Colleges and Universities (larger programs),508402.6241289199
2012,204635,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1897959.727787456
2012,152336,20. Master's S: Master's Colleges and Universities (smaller programs),1198687.232142857
2012,101116,23. Bac/Assoc: Baccalaureate/Associate's Colleges,343000.6162891986
2012,186867,16. RU/H: Research Universities (high research activity),1916955.614111498
2012,104090,23. Bac/Assoc: Baccalaureate/Associate's Colleges,3056529.864982578
2012,413413,17. DRU: Doctoral/Research Universities,21735.45731707317
2012,118693,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,726337.6241289198
2012,209612,18. Master's L: Master's Colleges and Universities (larger programs),661157.4368466899
2012,210331,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,675176.0540069686
2012,154712,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,487025.0239547038
2012,134945,19. Master's M: Master's Colleges and Universities (medium programs),2953114.605836237
2012,237783,19. Master's M: Master's Colleges and Universities (medium programs),616514.7582752613
2012,168281,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1203774.695121951
2012,216931,18. Master's L: Master's Colleges and Universities (larger programs),1666238.49956446
2012,220941,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,41227.76132404181
2012,202523,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,8603489.052700348
2012,173160,18. Master's L: Master's Colleges and Universities (larger programs),1890395.631533101
2012,224527,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,910364.568815331
2012,438498,18. Master's L: Master's Colleges and Universities (larger programs),100038.5278745645
2012,183211,18. Master's L: Master's Colleges and Universities (larger programs),585779.4120209059
2012,193399,20. Master's S: Master's Colleges and Universities (smaller programs),2580387.844076655
2012,193292,18. Master's L: Master's Colleges and Universities (larger programs),927455.5204703832
2012,209922,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1476028.699912892
2012,367884,20. Master's S: Master's Colleges and Universities (smaller programs),915865.531358885
2012,220552,23. Bac/Assoc: Baccalaureate/Associate's Colleges,284840.1023519164
2012,199865,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,681130.8841463415
2012,206330,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,898870.5901567944
2012,444158,18. Master's L: Master's Colleges and Universities (larger programs),9332277.12543554
2012,232256,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,669809.2878919861
2012,448752,23. Bac/Assoc: Baccalaureate/Associate's Colleges,3777964.409843205
2012,212832,19. Master's M: Master's Colleges and Universities (medium programs),724415.2330139372
2012,128498,18. Master's L: Master's Colleges and Universities (larger programs),664130.487804878
2012,165167,18. Master's L: Master's Colleges and Universities (larger programs),30734.25522648084
2012,209825,18. Master's L: Master's Colleges and Universities (larger programs),5406471.892421602
2012,215442,18. Master's L: Master's Colleges and Universities (larger programs),1630640.442073171
2012,131520,16. RU/H: Research Universities (high research activity),6516376.731271777
2012,191205,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,887697.3736933798
2012,146612,18. Master's L: Master's Colleges and Universities (larger programs),2005262.319250871
2012,451060,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,35603.51263066202
2012,136288,23. Bac/Assoc: Baccalaureate/Associate's Colleges,5055645.333188153
2012,155511,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,506547.8767421603
2012,440484,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1689627.955139373
2012,182430,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,254482.2517421603
2012,195128,18. Master's L: Master's Colleges and Universities (larger programs),1607536.835801394
2012,198695,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,929170.6162891986
2012,190761,20. Master's S: Master's Colleges and Universities (smaller programs),535336.8292682926
2012,106342,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1036515.757839721
2012,206048,18. Master's L: Master's Colleges and Universities (larger programs),789874.7234320558
2012,169363,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,136796.3479965157
2012,198303,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2849685.163327526
2012,132602,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,4654723.138066202
2012,209409,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,300836.7530487805
2012,447050,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,
2012,179201,23. Bac/Assoc: Baccalaureate/Associate's Colleges,458156.4263937282
2012,206349,20. Master's S: Master's Colleges and Universities (smaller programs),495120.4507839721
2012,219295,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,82426.06489547038
2012,155335,18. Master's L: Master's Colleges and Universities (larger programs),385096.8358013937
2012,131113,17. DRU: Doctoral/Research Universities,296854.5013066202
2012,232265,19. Master's M: Master's Colleges and Universities (medium programs),2318948.107578397
2012,172866,23. Bac/Assoc: Baccalaureate/Associate's Colleges,71452.50653310104
2012,148335,19. Master's M: Master's Colleges and Universities (medium programs),5400606.526567944
2012,238078,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,958616.3675958188
2012,165699,19. Master's M: Master's Colleges and Universities (medium programs),558014.9346689895
2012,139144,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2091849.56445993
2012,174747,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1496807.325783972
2012,168005,18. Master's L: Master's Colleges and Universities (larger programs),4222802.658972126
2012,237154,18. Master's L: Master's Colleges and Universities (larger programs),
2012,109785,17. DRU: Doctoral/Research Universities,1809867.955139373
2012,144759,18. Master's L: Master's Colleges and Universities (larger programs),6420948.887195121
2012,204264,19. Master's M: Master's Colleges and Universities (medium programs),2237382.863675958
2012,157377,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,445564.8736933798
2012,195474,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2266516.581010453
2012,235769,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,58990.78614982578
2012,140696,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1173186.637630662
2012,193353,18. Master's L: Master's Colleges and Universities (larger programs),1530767.75043554
2012,190415,15. RU/VH: Research Universities (very high research activity),9058134.551393729
2012,227331,17. DRU: Doctoral/Research Universities,1096827.778745644
2012,448804,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2012,169080,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1971865.956010453
2012,217907,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,2851683.926393728
2012,130253,18. Master's L: Master's Colleges and Universities (larger programs),2006920.681620209
2012,221661,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1203084.074477352
2012,210492,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,136110.0914634146
2012,406194,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,501699.3488675958
2012,170000,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,107311.3196864112
2012,215947,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1028621.080139373
2012,204194,19. Master's M: Master's Colleges and Universities (medium programs),667895.625
2012,139630,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,566306.7465156794
2012,154518,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,473257.3432055749
2012,232609,20. Master's S: Master's Colleges and Universities (smaller programs),1804433.545296167
2012,176947,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,3303139.259581882
2012,233295,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,636207.8114111498
2012,166452,18. Master's L: Master's Colleges and Universities (larger programs),909427.3758710801
2012,232706,18. Master's L: Master's Colleges and Universities (larger programs),1070098.68684669
2012,236230,19. Master's M: Master's Colleges and Universities (medium programs),1800774.237804878
2012,442569,20. Master's S: Master's Colleges and Universities (smaller programs),0
2012,445072,23. Bac/Assoc: Baccalaureate/Associate's Colleges,844380.2939895471
2012,170967,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,408969.6167247387
2012,144883,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1634001.898954704
2012,449339,18. Master's L: Master's Colleges and Universities (larger programs),633350.4094076655
2012,227757,15. RU/VH: Research Universities (very high research activity),2842624.030923345
2012,139533,18. Master's L: Master's Colleges and Universities (larger programs),1469745.470383275
2012,213358,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,643830.8231707317
2012,112446,23. Bac/Assoc: Baccalaureate/Associate's Colleges,84298.26872822299
2012,169983,19. Master's M: Master's Colleges and Universities (medium programs),1392135.202526132
2012,165662,18. Master's L: Master's Colleges and Universities (larger programs),1364161.2478223
2012,143358,18. Master's L: Master's Colleges and Universities (larger programs),2422687.402003484
2012,103787,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,45059.45121951219
2012,165802,23. Bac/Assoc: Baccalaureate/Associate's Colleges,2119610.768728223
2012,201371,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,798773.1467770034
2012,170301,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1991316.800958188
2012,168546,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1756063.915505226
2012,199698,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,538053.4886759581
2012,122931,18. Master's L: Master's Colleges and Universities (larger programs),2651664.695121951
2012,214883,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,48989.33362369338
2012,136950,18. Master's L: Master's Colleges and Universities (larger programs),2224611.291376307
2012,169716,18. Master's L: Master's Colleges and Universities (larger programs),2290328.264372822
2012,164562,19. Master's M: Master's Colleges and Universities (medium programs),453180.2482578397
2012,166018,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1545228.233885017
2012,214166,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1267594.370644599
2012,195216,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2046974.496951219
2012,201548,19. Master's M: Master's Colleges and Universities (medium programs),2601168.652003484
2012,207324,19. Master's M: Master's Colleges and Universities (medium programs),920945.3571428572
2012,100937,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1028539.25304878
2012,166027,15. RU/VH: Research Universities (very high research activity),4501768.667247387
2012,136330,19. Master's M: Master's Colleges and Universities (medium programs),1917481.489547038
2012,128744,18. Master's L: Master's Colleges and Universities (larger programs),3553870.557491289
2012,230852,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1346145.104529617
2012,150066,18. Master's L: Master's Colleges and Universities (larger programs),1358787.93554007
2012,149514,17. DRU: Doctoral/Research Universities,765508.7979094076
2012,104531,19. Master's M: Master's Colleges and Universities (medium programs),928176.6898954704
2012,202684,23. Bac/Assoc: Baccalaureate/Associate's Colleges,462312.1515679443
2012,229160,18. Master's L: Master's Colleges and Universities (larger programs),661336.3654181184
2012,148405,18. Master's L: Master's Colleges and Universities (larger programs),262169.6341463415
2012,206817,23. Bac/Assoc: Baccalaureate/Associate's Colleges,1101801.774825784
2012,170037,18. Master's L: Master's Colleges and Universities (larger programs),968151.9512195121
2012,140872,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,611743.693379791
2012,207856,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,172796.9947735192
2012,228246,16. RU/H: Research Universities (high research activity),3479815.949477352
2012,452133,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,
2012,147660,19. Master's M: Master's Colleges and Universities (medium programs),1570450.616289199
2012,110316,17. DRU: Doctoral/Research Universities,
2012,238193,20. Master's S: Master's Colleges and Universities (smaller programs),1065016.679006969
2012,164571,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,
2012,186283,18. Master's L: Master's Colleges and Universities (larger programs),3862580.167682927
2012,219383,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,531950.2787456446
2012,168528,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,875059.9978222996
2012,154004,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,897499.1681184669
2012,236577,18. Master's L: Master's Colleges and Universities (larger programs),2968045.322299651
2012,232043,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,593957.7569686411
2012,195173,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1736486.511324042
2012,166850,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1478687.534843205
2012,201654,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,828216.7160278745
2012,160977,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1409987.691637631
2012,218539,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1301602.800522648
2012,231420,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1356500.050087108
2012,434539,23. Bac/Assoc: Baccalaureate/Associate's Colleges,125836.9729965157
2012,173665,18. Master's L: Master's Colleges and Universities (larger programs),2195862.706881533
2012,122436,17. DRU: Doctoral/Research Universities,3222392.286585366
2012,137032,18. Master's L: Master's Colleges and Universities (larger programs),1825360.550958188
2012,204936,19. Master's M: Master's Colleges and Universities (medium programs),2208997.591463414
2012,446640,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,154012.7678571428
2012,131159,17. DRU: Doctoral/Research Universities,3039276.350174216
2012,215114,20. Master's S: Master's Colleges and Universities (smaller programs),413529.0222125435
2012,216694,18. Master's L: Master's Colleges and Universities (larger programs),1017675.888501742
2012,188641,18. Master's L: Master's Colleges and Universities (larger programs),2153090.050087108
2012,130794,15. RU/VH: Research Universities (very high research activity),2473751.870644599
2012,120537,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,450493.0466027875
2012,154493,19. Master's M: Master's Colleges and Universities (medium programs),766740.5683797909
2012,206622,18. Master's L: Master's Colleges and Universities (larger programs),1715151.461236934
2012,175005,18. Master's L: Master's Colleges and Universities (larger programs),2573651.837979094
2012,234216,23. Bac/Assoc: Baccalaureate/Associate's Colleges,226191.8989547038
2012,219709,18. Master's L: Master's Colleges and Universities (larger programs),1329066.154181185
2012,174817,17. DRU: Doctoral/Research Universities,656105.9777874565
2012,201964,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,434470.2112369338
2012,234164,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1372038.469076655
2012,189088,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2039916.637630662
2012,205203,19. Master's M: Master's Colleges and Universities (medium programs),764837.8157665505
2012,206507,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1657388.081445993
2012,381741,23. Bac/Assoc: Baccalaureate/Associate's Colleges,253375.9494773519
2012,168421,17. DRU: Doctoral/Research Universities,2513537.293118467
2012,162928,15. RU/VH: Research Universities (very high research activity),2639123.329703833
2012,104364,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,428790.3201219512
2012,233374,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2951869.743031359
2012,402615,20. Master's S: Master's Colleges and Universities (smaller programs),355325.9581881533
2012,141325,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,571932.0862369338
2012,131496,15. RU/VH: Research Universities (very high research activity),4494835.185104529
2012,133711,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,971774.1637630662
2012,161165,19. Master's M: Master's Colleges and Universities (medium programs),1479085.760017422
2012,172264,19. Master's M: Master's Colleges and Universities (medium programs),867001.6659407666
2012,420352,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,
2012,140447,18. Master's L: Master's Colleges and Universities (larger programs),2555203.647648084
2012,147828,18. Master's L: Master's Colleges and Universities (larger programs),1961676.846689895
2012,157809,20. Master's S: Master's Colleges and Universities (smaller programs),663387.4978222996
2012,195243,20. Master's S: Master's Colleges and Universities (smaller programs),980514.3880662021
2012,233541,18. Master's L: Master's Colleges and Universities (larger programs),654562.1733449477
2012,218238,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1096249.533972126
2012,201104,17. DRU: Doctoral/Research Universities,1855111.790069686
2012,217633,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1305737.796167247
2012,220604,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,511610.2460801394
2012,179043,18. Master's L: Master's Colleges and Universities (larger programs),998059.2073170731
2012,225247,19. Master's M: Master's Colleges and Universities (medium programs),820694.0788327527
2012,209108,18. Master's L: Master's Colleges and Universities (larger programs),69295.54442508711
2012,207403,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,950277.6415505226
2012,191515,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1458538.432055749
2012,198598,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,989269.8867595819
2012,167394,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,802901.5962543554
2012,218414,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,3485452.199477352
2012,233499,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,885984.4599303135
2012,199962,20. Master's S: Master's Colleges and Universities (smaller programs),1880494.553571429
2012,181002,18. Master's L: Master's Colleges and Universities (larger programs),1996345.348432056
2012,231581,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1327453.614982578
2012,143084,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,941764.3510452962
2012,194824,15. RU/VH: Research Universities (very high research activity),2907275.069686411
2012,138309,23. Bac/Assoc: Baccalaureate/Associate's Colleges,737627.5805749128
2012,192448,18. Master's L: Master's Colleges and Universities (larger programs),10900778.07491289
2012,153834,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1459854.211672474
2012,173629,23. Bac/Assoc: Baccalaureate/Associate's Colleges,815971.019163763
2012,153126,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,226134.0744773519
2012,191968,18. Master's L: Master's Colleges and Universities (larger programs),7231428.763066202
2012,236595,18. Master's L: Master's Colleges and Universities (larger programs),1426477.486933798
2012,101073,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1286630.625
2012,164988,15. RU/VH: Research Universities (very high research activity),12930329.94773519
2012,174491,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,953373.9786585366
2012,141486,18. Master's L: Master's Colleges and Universities (larger programs),1119234.218205575
2012,102669,20. Master's S: Master's Colleges and Universities (smaller programs),44895.79703832752
2012,131283,16. RU/H: Research Universities (high research activity),741893.4995644599
2012,184348,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2353876.273954704
2012,225575,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,719350.681620209
2012,151263,18. Master's L: Master's Colleges and Universities (larger programs),2580619.141986063
2012,150172,20. Master's S: Master's Colleges and Universities (smaller programs),571994.2748257839
2012,117557,20. Master's S: Master's Colleges and Universities (smaller programs),185833.6868466899
2012,444130,17. DRU: Doctoral/Research Universities,
2012,221014,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,788156.3545296167
2012,190150,15. RU/VH: Research Universities (very high research activity),4799182.865853659
2012,141060,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2355979.775696864
2012,209056,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1316753.904616725
2012,120254,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2402783.780487805
2012,105516,18. Master's L: Master's Colleges and Universities (larger programs),47455234.96515679
2012,172440,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,719895.1045296167
2012,153366,18. Master's L: Master's Colleges and Universities (larger programs),863703.4886759581
2012,195809,17. DRU: Doctoral/Research Universities,22439080.83188153
2012,221953,20. Master's S: Master's Colleges and Universities (smaller programs),2477144.967334495
2012,102377,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,3202447.206010453
2012,220206,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,94253.89808362369
2012,147767,15. RU/VH: Research Universities (very high research activity),5264752.826655053
2012,139393,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,983208.1358885018
2012,168148,15. RU/VH: Research Universities (very high research activity),2847307.81358885
2012,107141,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,806282.6916376307
2012,440396,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,
2012,219000,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,838641.4873693379
2012,174914,17. DRU: Doctoral/Research Universities,2910065.918989547
2012,230038,16. RU/H: Research Universities (high research activity),2150083.177264808
2012,230995,18. Master's L: Master's Colleges and Universities (larger programs),2699184.414198606
2012,171599,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1397112.471689895
2012,208488,18. Master's L: Master's Colleges and Universities (larger programs),534295.9886759581
2012,115083,18. Master's L: Master's Colleges and Universities (larger programs),
2012,192703,19. Master's M: Master's Colleges and Universities (medium programs),1876043.159843205
2012,197133,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2590443.847996516
2012,186584,17. DRU: Doctoral/Research Universities,4911875.135017421
2012,450979,17. DRU: Doctoral/Research Universities,117205.8514808362
2012,236133,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,470686.881533101
2012,137847,18. Master's L: Master's Colleges and Universities (larger programs),3853466.81184669
2012,153861,18. Master's L: Master's Colleges and Universities (larger programs),396953.0357142857
2012,154101,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,752024.7844076655
2012,131450,20. Master's S: Master's Colleges and Universities (smaller programs),1145544.355400697
2012,203085,20. Master's S: Master's Colleges and Universities (smaller programs),1429234.514372822
2012,245953,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,268367.7635017422
2012,203580,20. Master's S: Master's Colleges and Universities (smaller programs),1470721.94033101
2012,225885,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1265520.326655052
2012,142294,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,749274.3031358885
2012,173300,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1547210.631533101
2012,102234,20. Master's S: Master's Colleges and Universities (smaller programs),1898863.098867596
2012,217934,19. Master's M: Master's Colleges and Universities (medium programs),1143365.572735192
2012,177144,22. Bac/Diverse: Baccalaureate Colleges--Diverse Fields,1024230.783972125
2012,221519,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,1491076.156358885
2012,155007,23. Bac/Assoc: Baccalaureate/Associate's Colleges,99892.33013937282
2012,145619,17. DRU: Doctoral/Research Universities,1727676.461236934
2012,224004,18. Master's L: Master's Colleges and Universities (larger programs),637650.150261324
2012,195003,18. Master's L: Master's Colleges and Universities (larger programs),9715880.344076656
2012,167835,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2313820.276567944
2012,197708,15. RU/VH: Research Universities (very high research activity),2171108.37543554
2012,239628,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,291987.4259581881
2012,133085,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,401546.2630662021
2012,151519,20. Master's S: Master's Colleges and Universities (smaller programs),53117947.84625436
2012,164632,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,992916.1019163763
2012,239318,20. Master's S: Master's Colleges and Universities (smaller programs),1213933.255662021
2012,236328,21. Bac/A&S: Baccalaureate Colleges--Arts & Sciences,2162481.618031359
