State,fy,state_abbrev,fips,lnnetut,lnstateap,lnfte,lnperinc
MASSACHUSETTS,1986,MA,25,18.984858,20.153044,11.723866,11.581957
MASSACHUSETTS,1987,MA,25,18.998417,20.300756,11.732463,11.661725
MASSACHUSETTS,1988,MA,25,18.998417,20.400854,11.741016,11.757619
MASSACHUSETTS,1989,MA,25,19.04929,20.360142,11.728399,11.814577
MASSACHUSETTS,1990,MA,25,19.113829,20.339954,11.716568,11.843904
MASSACHUSETTS,1991,MA,25,19.329342,20.218588,11.706962,11.859009
MASSACHUSETTS,1992,MA,25,19.574728,20.072027,11.685912,11.908192
MASSACHUSETTS,1993,MA,25,19.550791,20.214937,11.703918,11.947088
MASSACHUSETTS,1994,MA,25,19.566494,20.308962,11.695655,11.996431
MASSACHUSETTS,1995,MA,25,19.559475,20.364302,11.683698,12.053749
MASSACHUSETTS,1996,MA,25,19.556267,20.419861,11.654877,12.114944
MASSACHUSETTS,1997,MA,25,19.575357,20.499123,11.646818,12.176289
MASSACHUSETTS,1998,MA,25,19.738697,20.571047,11.645304,12.237707
MASSACHUSETTS,1999,MA,25,19.810719,20.642923,11.672482,12.303222
MASSACHUSETTS,2000,MA,25,19.848356,20.733019,11.68645,12.410046
MASSACHUSETTS,2001,MA,25,19.895214,20.847078,11.692886,12.449352
MASSACHUSETTS,2002,MA,25,19.946678,20.790037,11.724822,12.446698
MASSACHUSETTS,2003,MA,25,20.088812,20.754702,11.828065,12.468356
MASSACHUSETTS,2004,MA,25,20.279819,20.634287,11.829771,12.518922
MASSACHUSETTS,2005,MA,25,20.35821,20.760107,11.832665,12.562498
MASSACHUSETTS,2006,MA,25,20.412802,20.860548,11.848497,12.636292
MASSACHUSETTS,2007,MA,25,20.48328,20.951828,11.874543,12.685751
MASSACHUSETTS,2008,MA,25,20.565048,21.021402,11.906912,12.724393
MASSACHUSETTS,2009,MA,25,20.63273,20.940472,11.953674,12.712954
MASSACHUSETTS,2010,MA,25,20.71204,20.912832,12.015179,12.761172
MASSACHUSETTS,2011,MA,25,20.78754,20.917767,12.035706,12.809686
MASSACHUSETTS,2012,MA,25,20.669378,20.912403,12.044851,12.853199
MASSACHUSETTS,2013,MA,25,20.727993,20.950546,12.055101,12.861497
MASSACHUSETTS,2014,MA,25,20.744596,21.017481,12.05858,12.912891
MASSACHUSETTS,2015,MA,25,20.752331,21.103638,12.047681,12.976417
MASSACHUSETTS,2016,MA,25,20.79277,21.124523,12.038772,13.010131
MASSACHUSETTS,2017,MA,25,20.829906,21.157848,12.018151,13.056865
MASSACHUSETTS,2018,MA,25,20.904581,21.170729,12.005626,13.111838
MICHIGAN,1980,MI,26,19.560116,20.457476,12.670328,11.458301
MICHIGAN,1981,MI,26,19.737356,20.391283,12.70224,11.525388
MICHIGAN,1982,MI,26,19.863119,20.598835,12.697951,11.559971
MICHIGAN,1983,MI,26,19.984913,20.514887,12.676685,11.62247
MICHIGAN,1984,MI,26,20.115011,20.56251,12.698565,11.721377
MICHIGAN,1985,MI,26,20.128878,20.731432,12.657454,11.802598
MICHIGAN,1986,MI,26,20.167442,20.858757,12.622774,11.86392
MICHIGAN,1987,MI,26,20.24507,20.923346,12.645037,11.901997
MICHIGAN,1988,MI,26,20.344784,20.948486,12.669986,11.967327
MICHIGAN,1989,MI,26,20.481703,21.011374,12.691577,12.041369
MICHIGAN,1990,MI,26,20.591219,21.065435,12.698216,12.086123
MICHIGAN,1991,MI,26,20.648542,21.076666,12.720222,12.108537
MICHIGAN,1992,MI,26,20.727457,21.1147,12.737377,12.166473
MICHIGAN,1993,MI,26,20.827536,21.123518,12.737815,12.218164
MICHIGAN,1994,MI,26,20.897892,21.131792,12.699823,12.29108
MICHIGAN,1995,MI,26,20.940229,21.164677,12.66846,12.347164
MICHIGAN,1996,MI,26,20.988703,21.2026,12.652865,12.397597
MICHIGAN,1997,MI,26,21.0399,21.251833,12.648599,12.448779
MICHIGAN,1998,MI,26,21.075331,21.28231,12.67774,12.50674
MICHIGAN,1999,MI,26,21.096758,21.312162,12.691993,12.556708
MICHIGAN,2000,MI,26,21.095932,21.457939,12.698761,12.620313
MICHIGAN,2001,MI,26,21.044464,21.525984,12.71765,12.636838
MICHIGAN,2002,MI,26,21.143461,21.544586,12.766434,12.635231
MICHIGAN,2003,MI,26,21.303734,21.489313,12.77221,12.658927
MICHIGAN,2004,MI,26,21.413321,21.408529,12.817468,12.686744
MICHIGAN,2005,MI,26,21.470619,21.389938,12.826514,12.708214
MICHIGAN,2006,MI,26,21.554794,21.422529,12.842739,12.732303
MICHIGAN,2007,MI,26,21.642988,21.433952,12.859582,12.759849
MICHIGAN,2008,MI,26,21.761959,21.433126,12.886689,12.780163
MICHIGAN,2009,MI,26,21.847849,21.439184,12.922131,12.727705
MICHIGAN,2010,MI,26,21.960957,21.368116,12.981928,12.764482
MICHIGAN,2011,MI,26,22.018188,21.349022,12.984461,12.823084
MICHIGAN,2012,MI,26,22.085907,21.161348,12.956982,12.865063
MICHIGAN,2013,MI,26,22.122025,21.198771,12.92822,12.874414
MICHIGAN,2014,MI,26,22.140041,21.235806,12.901365,12.920536
MICHIGAN,2015,MI,26,22.170559,21.302233,12.874022,12.977088
MICHIGAN,2016,MI,26,22.187311,21.325132,12.848264,13.009242
MICHIGAN,2017,MI,26,22.216848,21.352962,12.843713,13.042207
MICHIGAN,2018,MI,26,22.245195,21.374041,12.826845,13.089902
MINNESOTA,1980,MN,27,18.310865,19.94347,11.914503,10.645473
MINNESOTA,1981,MN,27,18.42964,19.972065,11.979611,10.74824
MINNESOTA,1982,MN,27,18.566511,20.101322,12.00102,10.817135
MINNESOTA,1983,MN,27,18.753574,20.092905,11.98278,10.870053
MINNESOTA,1984,MN,27,18.857645,20.177677,11.96923,10.996534
MINNESOTA,1985,MN,27,18.973415,20.245714,11.936381,11.056603
MINNESOTA,1986,MN,27,19.035326,20.32785,11.958912,11.112717
MINNESOTA,1987,MN,27,19.051952,20.442097,11.992607,11.177173
MINNESOTA,1988,MN,27,19.149195,20.47365,12.009863,11.230894
MINNESOTA,1989,MN,27,19.239578,20.548674,12.040154,11.319195
MINNESOTA,1990,MN,27,19.369246,20.62068,12.084085,11.379554
MINNESOTA,1991,MN,27,19.464836,20.66997,12.098732,11.410295
MINNESOTA,1992,MN,27,19.569986,20.663303,12.073632,11.482662
MINNESOTA,1993,MN,27,19.674871,20.670498,12.065862,11.512825
MINNESOTA,1994,MN,27,19.666563,20.661497,12.047364,11.582031
MINNESOTA,1995,MN,27,19.701059,20.706934,12.028959,11.63813
MINNESOTA,1996,MN,27,19.708811,20.729446,11.989352,11.713505
MINNESOTA,1997,MN,27,19.728474,20.799856,11.963052,11.767785
MINNESOTA,1998,MN,27,19.769014,20.877359,11.963829,11.85287
MINNESOTA,1999,MN,27,19.786875,20.960629,11.945844,11.903297
MINNESOTA,2000,MN,27,19.851749,20.976744,11.991536,11.983454
MINNESOTA,2001,MN,27,19.932987,20.997179,12.027173,12.023921
MINNESOTA,2002,MN,27,20.032852,21.058165,12.081331,12.045322
MINNESOTA,2003,MN,27,20.278265,21.003466,12.130551,12.090678
MINNESOTA,2004,MN,27,20.44368,20.974852,12.153979,12.151031
MINNESOTA,2005,MN,27,20.553606,20.964899,12.155237,12.181334
MINNESOTA,2006,MN,27,20.59852,21.034786,12.149549,12.2321
MINNESOTA,2007,MN,27,20.664543,21.060095,12.162414,12.288776
MINNESOTA,2008,MN,27,20.736938,21.168364,12.185942,12.329029
MINNESOTA,2009,MN,27,20.795269,21.166002,12.209726,12.28584
MINNESOTA,2010,MN,27,21.098351,21.172325,12.278435,12.329497
MINNESOTA,2011,MN,27,21.176579,21.048658,12.275328,12.39851
MINNESOTA,2012,MN,27,21.240725,20.974056,12.276778,12.458076
MINNESOTA,2013,MN,27,21.231115,20.974216,12.256442,12.466662
MINNESOTA,2014,MN,27,21.219017,21.055803,12.223535,12.520741
MINNESOTA,2015,MN,27,21.198917,21.091944,12.197678,12.566607
MINNESOTA,2016,MN,27,21.213951,21.150379,12.171466,12.590975
MINNESOTA,2017,MN,27,21.216909,21.157198,12.154521,12.630671
MINNESOTA,2018,MN,27,21.233391,21.226007,12.142627,12.684566
MISSISSIPPI,1980,MS,28,17.874228,19.19817,11.353836,9.8035564
MISSISSIPPI,1981,MS,28,17.964975,19.308161,11.352345,9.9199514
MISSISSIPPI,1982,MS,28,18.046715,19.383856,11.415908,9.9741793
MISSISSIPPI,1983,MS,28,18.099096,19.435186,11.416844,10.019135
MISSISSIPPI,1984,MS,28,18.243944,19.54496,11.418757,10.107571
MISSISSIPPI,1985,MS,28,18.318647,19.571569,11.420295,10.158866
MISSISSIPPI,1986,MS,28,18.354542,19.624254,11.447886,10.195448
MISSISSIPPI,1987,MS,28,18.52774,19.537132,11.347048,10.251465
MISSISSIPPI,1988,MS,28,18.595474,19.585705,11.331475,10.319002
MISSISSIPPI,1989,MS,28,18.632561,19.755945,11.344495,10.396231
MISSISSIPPI,1990,MS,28,18.693756,19.770052,11.489872,10.447062
MISSISSIPPI,1991,MS,28,18.801853,19.749346,11.467017,10.499243
MISSISSIPPI,1992,MS,28,18.948364,19.709639,11.477454,10.572931
MISSISSIPPI,1993,MS,28,19.098207,19.776773,11.503461,10.635783
MISSISSIPPI,1994,MS,28,19.124767,19.834591,11.523549,10.714529
MISSISSIPPI,1995,MS,28,19.127731,20.148079,11.520755,10.770861
MISSISSIPPI,1996,MS,28,19.155449,20.204912,11.528642,10.830243
MISSISSIPPI,1997,MS,28,18.951897,20.21809,11.475742,10.885154
MISSISSIPPI,1998,MS,28,19.010687,20.306236,11.507943,10.9438
MISSISSIPPI,1999,MS,28,19.087997,20.389647,11.547395,10.976816
MISSISSIPPI,2000,MS,28,19.145994,20.530014,11.519245,11.029034
MISSISSIPPI,2001,MS,28,19.245205,20.489372,11.53752,11.082035
MISSISSIPPI,2002,MS,28,19.462608,20.413067,11.581612,11.099514
MISSISSIPPI,2003,MS,28,19.590767,20.416378,11.623124,11.139061
MISSISSIPPI,2004,MS,28,19.592083,20.457996,11.658004,11.195183
MISSISSIPPI,2005,MS,28,19.714376,20.450693,11.678948,11.259272
MISSISSIPPI,2006,MS,28,19.721277,20.464968,11.676158,11.300635
MISSISSIPPI,2007,MS,28,19.77459,20.594826,11.659093,11.362103
MISSISSIPPI,2008,MS,28,19.923672,20.768179,11.674466,11.405841
MISSISSIPPI,2009,MS,28,20.004375,20.701797,11.702496,11.388869
MISSISSIPPI,2010,MS,28,20.038744,20.790854,11.752139,11.427313
MISSISSIPPI,2011,MS,28,20.152401,20.74267,11.841214,11.469966
MISSISSIPPI,2012,MS,28,20.233068,20.676367,11.834197,11.506766
MISSISSIPPI,2013,MS,28,20.295088,20.645252,11.791421,11.524627
MISSISSIPPI,2014,MS,28,20.347767,20.696764,11.778638,11.545499
MISSISSIPPI,2015,MS,28,20.381241,20.73246,11.771266,11.558568
MISSISSIPPI,2016,MS,28,20.429672,20.761339,11.765457,11.575187
MISSISSIPPI,2017,MS,28,20.481062,20.736851,11.78007,11.596798
MISSISSIPPI,2018,MS,28,20.523155,20.618078,11.777433,11.635073
MISSOURI,1980,MO,29,18.195034,19.531221,11.69914,10.739002
MISSOURI,1981,MO,29,18.324169,19.621849,11.777134,10.849668
MISSOURI,1982,MO,29,18.49486,19.579762,11.81283,10.916615
MISSOURI,1983,MO,29,18.696037,19.627251,11.811934,10.981183
MISSOURI,1984,MO,29,18.789482,19.646807,11.807668,11.085046
MISSOURI,1985,MO,29,18.803219,19.7451,11.764034,11.152587
MISSOURI,1986,MO,29,18.901253,19.934048,11.745797,11.203911
MISSOURI,1987,MO,29,18.941259,19.939537,11.758238,11.256044
MISSOURI,1988,MO,29,19.047688,20.020674,11.766715,11.316083
MISSOURI,1989,MO,29,19.157845,20.096655,11.841553,11.385547
MISSOURI,1990,MO,29,19.260954,20.173872,11.896029,11.428555
MISSOURI,1991,MO,29,19.427544,20.206087,11.94631,11.471728
MISSOURI,1992,MO,29,19.563629,20.139153,11.924843,11.53409
MISSOURI,1993,MO,29,19.71184,20.194107,11.953989,11.57891
MISSOURI,1994,MO,29,19.753311,20.216267,11.917056,11.638597
MISSOURI,1995,MO,29,19.795408,20.290018,11.896663,11.691825
MISSOURI,1996,MO,29,19.941069,20.363586,11.895231,11.749325
MISSOURI,1997,MO,29,19.638556,20.434517,11.892875,11.80804
MISSOURI,1998,MO,29,19.656153,20.520292,11.906014,11.857635
MISSOURI,1999,MO,29,19.673988,20.60808,11.925837,11.897664
MISSOURI,2000,MO,29,19.718019,20.713291,11.948797,11.964059
MISSOURI,2001,MO,29,19.804846,20.730982,11.961373,11.995284
MISSOURI,2002,MO,29,19.845913,20.592806,12.004005,12.017729
MISSOURI,2003,MO,29,20.051586,20.607386,12.019828,12.053801
MISSOURI,2004,MO,29,20.166452,20.623648,12.030183,12.105158
MISSOURI,2005,MO,29,20.34367,20.645353,11.976396,12.141688
MISSOURI,2006,MO,29,20.356684,20.647202,11.98865,12.200014
MISSOURI,2007,MO,29,20.360958,20.701809,12.003675,12.247233
MISSOURI,2008,MO,29,20.428217,20.74474,12.008596,12.299121
MISSOURI,2009,MO,29,20.526085,20.826237,12.088139,12.28156
MISSOURI,2010,MO,29,20.467676,20.805012,12.163207,12.304958
MISSOURI,2011,MO,29,20.658121,20.724262,12.195467,12.347702
MISSOURI,2012,MO,29,20.732586,20.654268,12.187705,12.395713
MISSOURI,2013,MO,29,20.754789,20.652027,12.189226,12.403209
MISSOURI,2014,MO,29,20.813005,20.676422,12.190101,12.441145
MISSOURI,2015,MO,29,20.820116,20.754145,12.138521,12.474828
MISSOURI,2016,MO,29,20.812675,20.758017,12.169311,12.505736
MISSOURI,2017,MO,29,20.733463,20.734995,12.182062,12.540518
MISSOURI,2018,MO,29,20.758181,20.711737,12.138125,12.586265
MONTANA,1980,MT,30,16.454567,17.918154,10.144549,8.8833628
MONTANA,1981,MT,30,16.510138,18.012712,10.208653,9.011157
MONTANA,1982,MT,30,16.523561,18.24275,10.242493,9.063695
MONTANA,1983,MT,30,16.549877,18.37254,10.276499,9.1134987
MONTANA,1984,MT,30,16.636889,18.456047,10.284933,9.1698313
MONTANA,1985,MT,30,16.677711,18.491138,10.251782,9.1837912
MONTANA,1986,MT,30,16.77042,18.479893,10.234229,9.2228613
MONTANA,1987,MT,30,16.924572,18.431622,10.202295,9.2493687
MONTANA,1988,MT,30,16.850464,18.470423,10.162693,9.2768764
MONTANA,1989,MT,30,16.869513,18.472324,10.188103,9.3738184
MONTANA,1990,MT,30,17.186249,18.512348,10.220886,9.4236755
MONTANA,1991,MT,30,17.262318,18.568239,10.241886,9.487669
MONTANA,1992,MT,30,17.373713,18.684582,10.263467,9.5478125
MONTANA,1993,MT,30,17.644152,18.62932,10.285684,9.6266136
MONTANA,1994,MT,30,17.855047,18.581949,10.298903,9.6540642
MONTANA,1995,MT,30,17.996033,18.630131,10.376238,9.7060118
MONTANA,1996,MT,30,18.158016,18.624437,10.384987,9.7528391
MONTANA,1997,MT,30,18.249893,18.649408,10.407439,9.7947321
MONTANA,1998,MT,30,18.341637,18.659698,10.417239,9.8617277
MONTANA,1999,MT,30,18.380495,18.686884,10.420643,9.8828764
MONTANA,2000,MT,30,18.407293,18.743725,10.421626,9.9461641
MONTANA,2001,MT,30,18.398277,18.769377,10.424066,9.9875069
MONTANA,2002,MT,30,18.481075,18.825064,10.443862,10.015029
MONTANA,2003,MT,30,18.669767,18.799351,10.462389,10.085017
MONTANA,2004,MT,30,18.722548,18.829981,10.485284,10.16462
MONTANA,2005,MT,30,18.810217,18.843212,10.470476,10.239996
MONTANA,2006,MT,30,18.885798,18.967455,10.475286,10.322264
MONTANA,2007,MT,30,18.953329,18.959328,10.47144,10.39565
MONTANA,2008,MT,30,18.966879,19.096416,10.478865,10.446423
MONTANA,2009,MT,30,19.018526,19.150503,10.501994,10.42561
MONTANA,2010,MT,30,19.094744,19.160219,10.568981,10.479033
MONTANA,2011,MT,30,19.172016,19.160435,10.620376,10.547392
MONTANA,2012,MT,30,19.209782,19.1243,10.617589,10.608341
MONTANA,2013,MT,30,19.24481,19.124708,10.600851,10.614499
MONTANA,2014,MT,30,19.280706,19.240488,10.583651,10.664714
MONTANA,2015,MT,30,19.295507,19.293659,10.564422,10.710655
MONTANA,2016,MT,30,19.305586,19.375677,10.54413,10.725643
MONTANA,2017,MT,30,19.347084,19.333986,10.547339,10.773064
MONTANA,2018,MT,30,19.368111,19.302353,10.52865,10.829729
NEBRASKA,1980,NE,31,17.390661,18.897535,10.939515,9.5995407
NEBRASKA,1981,NE,31,17.509378,18.987698,10.991864,9.7492285
NEBRASKA,1982,NE,31,17.628819,19.067783,11.021902,9.8212461
NEBRASKA,1983,NE,31,17.743406,19.094135,11.028466,9.8546648
NEBRASKA,1984,NE,31,17.800783,19.146296,11.02097,9.9624634
NEBRASKA,1985,NE,31,17.808191,19.177742,11.01817,10.014492
NEBRASKA,1986,NE,31,17.944256,19.16452,11.025148,10.043249
NEBRASKA,1987,NE,31,17.974394,19.186148,11.023486,10.088555
NEBRASKA,1988,NE,31,18.002131,19.242661,11.029358,10.155296
NEBRASKA,1989,NE,31,18.093565,19.351269,11.041368,10.214862
NEBRASKA,1990,NE,31,18.17861,19.496365,11.074451,10.283293
NEBRASKA,1991,NE,31,18.258162,19.606998,11.095605,10.319068
NEBRASKA,1992,NE,31,18.350258,19.642691,11.127733,10.379971
NEBRASKA,1993,NE,31,18.405567,19.684242,11.150965,10.412982
NEBRASKA,1994,NE,31,18.471375,19.695765,11.133142,10.475343
NEBRASKA,1995,NE,31,18.52774,19.723593,11.116024,10.530388
NEBRASKA,1996,NE,31,18.580246,19.769533,11.104807,10.616192
NEBRASKA,1997,NE,31,18.60799,19.811464,11.073226,10.645853
NEBRASKA,1998,NE,31,18.751251,19.844753,11.073505,10.711324
NEBRASKA,1999,NE,31,18.82008,19.90682,11.075706,10.757243
NEBRASKA,2000,NE,31,18.877512,19.96291,11.079987,10.814485
NEBRASKA,2001,NE,31,18.943323,20.008896,11.093235,10.858268
NEBRASKA,2002,NE,31,19.036875,20.055397,11.12259,10.87366
NEBRASKA,2003,NE,31,19.111717,20.094622,11.137096,10.933536
NEBRASKA,2004,NE,31,19.274727,20.04833,11.174792,10.978524
NEBRASKA,2005,NE,31,19.267185,20.068842,11.183476,11.015181
NEBRASKA,2006,NE,31,19.371056,20.152058,11.193023,11.060117
NEBRASKA,2007,NE,31,19.309032,20.219128,11.211009,11.134092
NEBRASKA,2008,NE,31,19.466913,20.269188,11.231238,11.188026
NEBRASKA,2009,NE,31,19.544613,20.295101,11.262219,11.172883
NEBRASKA,2010,NE,31,19.48159,20.279167,11.329075,11.223429
NEBRASKA,2011,NE,31,19.769476,20.298519,11.343133,11.333966
NEBRASKA,2012,NE,31,19.84096,20.293156,11.336916,11.365516
NEBRASKA,2013,NE,31,19.870483,20.3071,11.304362,11.372674
NEBRASKA,2014,NE,31,19.908335,20.349566,11.286075,11.429533
NEBRASKA,2015,NE,31,19.902414,20.390625,11.270459,11.468838
NEBRASKA,2016,NE,31,19.94895,20.432369,11.244287,11.458797
NEBRASKA,2017,NE,31,19.967957,20.440311,11.250248,11.484022
NEBRASKA,2018,NE,31,20.023041,20.429848,11.248856,11.540142
NEVADA,1980,NV,32,16.292049,17.881113,9.8713255,9.1781273
NEVADA,1981,NV,32,16.395727,17.975954,9.9533243,9.3067408
NEVADA,1982,NV,32,16.689075,18.043802,9.9895277,9.3726292
NEVADA,1983,NV,32,16.816231,18.090786,10.053071,9.4358807
NEVADA,1984,NV,32,16.985197,18.138317,10.032188,9.5216417
NEVADA,1985,NV,32,17.018257,18.179882,10.016951,9.6023149
NEVADA,1986,NV,32,16.959663,18.363052,9.9656172,9.679656
NEVADA,1987,NV,32,16.959663,18.444397,10.005818,9.7684698
NEVADA,1988,NV,32,17.014183,18.539352,10.080587,9.895607
NEVADA,1989,NV,32,17.165415,18.618711,10.155568,10.014716
NEVADA,1990,NV,32,17.299824,18.803219,10.24299,10.128349
NEVADA,1991,NV,32,17.501886,18.914156,10.329409,10.222486
NEVADA,1992,NV,32,17.243025,19.071964,10.420613,10.324793
NEVADA,1993,NV,32,17.418287,19.151123,10.466839,10.403232
NEVADA,1994,NV,32,17.476505,19.084398,10.453688,10.504683
NEVADA,1995,NV,32,17.555559,19.087997,10.460328,10.600079
NEVADA,1996,NV,32,17.541204,19.229832,10.507366,10.701783
NEVADA,1997,NV,32,17.926384,19.286098,10.58661,10.790823
NEVADA,1998,NV,32,18.034197,19.494068,10.645735,10.90193
NEVADA,1999,NV,32,18.139931,19.487558,10.696458,10.978609
NEVADA,2000,NV,32,18.254053,19.539785,10.753831,11.071937
NEVADA,2001,NV,32,18.326593,19.573118,10.781183,11.125232
NEVADA,2002,NV,32,18.418943,19.665314,10.818838,11.150908
NEVADA,2003,NV,32,18.528429,19.692833,10.897425,11.214546
NEVADA,2004,NV,32,18.600908,19.988979,10.954641,11.320565
NEVADA,2005,NV,32,18.708618,20.034159,10.997857,11.43681
NEVADA,2006,NV,32,18.768379,20.135454,11.017776,11.516758
NEVADA,2007,NV,32,18.791059,20.202013,11.023911,11.557564
NEVADA,2008,NV,32,18.89249,20.245283,11.05602,11.540404
NEVADA,2009,NV,32,19.001015,20.250422,11.092321,11.481011
NEVADA,2010,NV,32,19.079119,20.180716,11.138945,11.518968
NEVADA,2011,NV,32,19.186577,20.125736,11.144308,11.557698
NEVADA,2012,NV,32,19.2698,19.97492,11.085797,11.597496
NEVADA,2013,NV,32,19.306818,19.973269,11.096151,11.599607
NEVADA,2014,NV,32,19.347862,20.000978,11.074374,11.669459
NEVADA,2015,NV,32,19.406921,20.004377,11.111313,11.74727
NEVADA,2016,NV,32,19.468416,20.104502,11.141268,11.785194
NEVADA,2017,NV,32,19.51895,20.162827,11.143368,11.845454
NEVADA,2018,NV,32,19.54315,20.248484,11.162474,11.91317
NEW HAMPSHIRE,1980,NH,33,17.335972,17.210018,9.8738012,9.1354017
NEW HAMPSHIRE,1981,NH,33,17.496862,17.308983,9.893589,9.2607479
NEW HAMPSHIRE,1982,NH,33,17.755148,17.486734,9.9385653,9.3570347
NEW HAMPSHIRE,1983,NH,33,17.822844,17.376556,9.9346952,9.4503803
NEW HAMPSHIRE,1984,NH,33,17.913183,17.531519,9.9476004,9.5733156
NEW HAMPSHIRE,1985,NH,33,17.9231,17.567366,9.9730606,9.6704197
NEW HAMPSHIRE,1986,NH,33,17.963396,17.731525,9.9366322,9.7704706
NEW HAMPSHIRE,1987,NH,33,18.032072,17.839075,9.9704447,9.871068
NEW HAMPSHIRE,1988,NH,33,18.114155,18.014215,10.080545,9.967495
NEW HAMPSHIRE,1989,NH,33,18.251078,18.097717,10.110095,10.036575
NEW HAMPSHIRE,1990,NH,33,18.209959,18.049618,10.184372,10.043553
NEW HAMPSHIRE,1991,NH,33,18.37149,18.10597,10.171987,10.077105
NEW HAMPSHIRE,1992,NH,33,18.530432,18.135662,10.226006,10.12535
NEW HAMPSHIRE,1993,NH,33,18.623621,18.119576,10.255271,10.157626
NEW HAMPSHIRE,1994,NH,33,18.687651,18.197536,10.265314,10.222741
NEW HAMPSHIRE,1995,NH,33,18.749985,18.258162,10.255271,10.282026
NEW HAMPSHIRE,1996,NH,33,18.890684,18.234352,10.235055,10.339869
NEW HAMPSHIRE,1997,NH,33,18.94541,18.304148,10.235055,10.412532
NEW HAMPSHIRE,1998,NH,33,18.980297,18.304148,10.204592,10.505944
NEW HAMPSHIRE,1999,NH,33,18.997293,18.337299,10.204259,10.570291
NEW HAMPSHIRE,2000,NH,33,19.004013,18.427656,10.270281,10.688917
NEW HAMPSHIRE,2001,NH,33,19.080788,18.493931,10.185126,10.740605
NEW HAMPSHIRE,2002,NH,33,19.139496,18.453604,10.220304,10.759051
NEW HAMPSHIRE,2003,NH,33,18.924509,18.487143,10.242386,10.77981
NEW HAMPSHIRE,2004,NH,33,18.87616,18.537983,10.325318,10.838404
NEW HAMPSHIRE,2005,NH,33,19.120033,18.563629,10.338026,10.875762
NEW HAMPSHIRE,2006,NH,33,19.192162,18.579153,10.364702,10.943517
NEW HAMPSHIRE,2007,NH,33,19.365192,18.635517,10.376362,10.979019
NEW HAMPSHIRE,2008,NH,33,19.450592,18.706558,10.403717,11.004248
NEW HAMPSHIRE,2009,NH,33,19.506723,18.746605,10.443221,10.986698
NEW HAMPSHIRE,2010,NH,33,19.610796,18.789558,10.575692,11.028499
NEW HAMPSHIRE,2011,NH,33,19.693233,18.739538,10.57224,11.075815
NEW HAMPSHIRE,2012,NH,33,19.781343,18.230703,10.573853,11.120313
NEW HAMPSHIRE,2013,NH,33,19.846678,18.265457,10.577044,11.117212
NEW HAMPSHIRE,2014,NH,33,19.823582,18.506859,10.518349,11.15946
NEW HAMPSHIRE,2015,NH,33,19.864424,18.628954,10.55576,11.201115
NEW HAMPSHIRE,2016,NH,33,19.848152,18.635155,10.508896,11.236078
NEW HAMPSHIRE,2017,NH,33,19.856714,18.645424,10.549438,11.274947
NEW HAMPSHIRE,2018,NH,33,19.861082,18.667038,10.535902,11.328318
NEW JERSEY,1980,NJ,34,18.430632,19.961411,12.051697,11.374204
NEW JERSEY,1981,NJ,34,18.586195,20.031517,12.058495,11.485194
NEW JERSEY,1982,NJ,34,18.698313,20.13105,12.052974,11.562572
NEW JERSEY,1983,NJ,34,18.839392,20.18849,12.035658,11.639021
NEW JERSEY,1984,NJ,34,19.008467,20.273066,12.00951,11.740595
NEW JERSEY,1985,NJ,34,19.024996,20.383026,11.999085,11.80987
NEW JERSEY,1986,NJ,34,19.043406,20.498997,11.979724,11.878055
NEW JERSEY,1987,NJ,34,19.139982,20.584694,11.963644,11.953378
NEW JERSEY,1988,NJ,34,19.213221,20.687534,11.961667,12.047065
NEW JERSEY,1989,NJ,34,19.33777,20.776806,11.989998,12.117476
NEW JERSEY,1990,NJ,34,19.555304,20.800135,12.040502,12.166104
NEW JERSEY,1991,NJ,34,19.692966,20.782406,12.009851,12.185528
NEW JERSEY,1992,NJ,34,19.814695,20.854586,12.043941,12.257288
NEW JERSEY,1993,NJ,34,19.877899,20.891928,12.04669,12.290396
NEW JERSEY,1994,NJ,34,19.903194,20.963043,12.027992,12.325122
NEW JERSEY,1995,NJ,34,20.026512,20.953943,12.030397,12.384909
NEW JERSEY,1996,NJ,34,20.104113,21.025085,12.018224,12.44139
NEW JERSEY,1997,NJ,34,20.177374,21.022049,12.011784,12.504717
NEW JERSEY,1998,NJ,34,20.230843,21.049992,12.021482,12.568088
NEW JERSEY,1999,NJ,34,20.251461,21.097662,12.03879,12.614384
NEW JERSEY,2000,NJ,34,20.326597,21.156128,12.052706,12.709743
NEW JERSEY,2001,NJ,34,20.57506,21.232607,12.093302,12.743455
NEW JERSEY,2002,NJ,34,20.639954,21.283819,12.14865,12.758396
NEW JERSEY,2003,NJ,34,20.775997,21.264883,12.179965,12.78357
NEW JERSEY,2004,NJ,34,20.880152,21.277628,12.214814,12.829545
NEW JERSEY,2005,NJ,34,20.954718,21.360014,12.332569,12.867195
NEW JERSEY,2006,NJ,34,21.031305,21.431026,12.337452,12.938178
NEW JERSEY,2007,NJ,34,21.10173,21.403187,12.345695,12.994907
NEW JERSEY,2008,NJ,34,21.193871,21.438423,12.380194,13.023689
NEW JERSEY,2009,NJ,34,21.321945,21.408846,12.41396,12.992455
NEW JERSEY,2010,NJ,34,21.395931,21.457363,12.498988,13.022468
NEW JERSEY,2011,NJ,34,21.49773,21.441301,12.532303,13.068996
NEW JERSEY,2012,NJ,34,21.546162,21.415564,12.538494,13.105547
NEW JERSEY,2013,NJ,34,21.565395,21.359016,12.528344,13.115269
