State,fy,state_abbrev,fips,lnnetut,lnstateap,lnfte,lnperinc
GEORGIA,2013,GA,13,21.102234,21.688078,12.779842,12.833318
GEORGIA,2014,GA,13,21.126118,21.749321,12.759191,12.900958
GEORGIA,2015,GA,13,21.178465,21.789078,12.749341,12.958328
GEORGIA,2016,GA,13,21.235415,21.836525,12.753167,12.9944
GEORGIA,2017,GA,13,21.253954,21.889664,12.758459,13.047113
GEORGIA,2018,GA,13,21.250755,21.959791,12.766968,13.100044
HAWAII,1980,HI,15,16.118095,18.71335,10.324334,9.3487101
HAWAII,1981,HI,15,16.012735,18.826145,10.330159,9.4281902
HAWAII,1982,HI,15,16.118095,18.951309,10.359012,9.4853926
HAWAII,1983,HI,15,16.118095,19.113829,10.387671,9.5779648
HAWAII,1984,HI,15,16.588099,19.128717,10.35625,9.6468515
HAWAII,1985,HI,15,16.811243,19.176804,10.297184,9.7082634
HAWAII,1986,HI,15,16.705883,19.257929,10.264269,9.7675533
HAWAII,1987,HI,15,16.811243,19.118816,10.235019,9.8319378
HAWAII,1988,HI,15,16.811243,19.266548,10.231855,9.9271069
HAWAII,1989,HI,15,16.811243,19.34494,10.236597,10.037756
HAWAII,1990,HI,15,16.906553,19.523285,10.251924,10.125791
HAWAII,1991,HI,15,16.906553,19.558193,10.307952,10.182368
HAWAII,1992,HI,15,17.151279,19.577248,10.33514,10.255376
HAWAII,1993,HI,15,17.249498,19.656153,10.370894,10.291366
HAWAII,1994,HI,15,17.296751,19.665411,10.403323,10.314404
HAWAII,1995,HI,15,17.265497,19.697161,10.415652,10.337346
HAWAII,1996,HI,15,17.324066,19.564266,10.395375,10.338349
HAWAII,1997,HI,15,17.749294,19.676659,10.329833,10.370612
HAWAII,1998,HI,15,17.894741,19.678089,10.30872,10.389949
HAWAII,1999,HI,15,17.942644,19.590862,10.392834,10.424006
HAWAII,2000,HI,15,18.00872,19.65028,10.388503,10.482402
HAWAII,2001,HI,15,17.991266,19.641584,10.367536,10.524172
HAWAII,2002,HI,15,17.985798,19.671244,10.40617,10.570163
HAWAII,2003,HI,15,18.084509,19.728064,10.446393,10.616217
HAWAII,2004,HI,15,18.239998,19.80406,10.475625,10.691422
HAWAII,2005,HI,15,18.312012,19.831001,10.483829,10.764393
HAWAII,2006,HI,15,18.385208,19.94928,10.472686,10.833701
HAWAII,2007,HI,15,18.561644,20.037346,10.463389,10.885997
HAWAII,2008,HI,15,18.679625,20.133202,10.476415,10.934177
HAWAII,2009,HI,15,18.869461,20.220539,10.520563,10.927556
HAWAII,2010,HI,15,19.030285,20.157572,10.593053,10.953942
HAWAII,2011,HI,15,19.113398,20.07696,10.615039,11.00285
HAWAII,2012,HI,15,19.190193,20.073965,10.618469,11.042217
HAWAII,2013,HI,15,19.216026,20.081154,10.623617,11.055909
HAWAII,2014,HI,15,19.249466,20.089121,10.607475,11.110147
HAWAII,2015,HI,15,19.284182,20.167198,10.582637,11.161736
HAWAII,2016,HI,15,19.288698,20.218998,10.556177,11.196556
HAWAII,2017,HI,15,19.283276,20.319017,10.513987,11.234402
HAWAII,2018,HI,15,19.257446,20.390194,10.492107,11.273665
IDAHO,1980,ID,16,16.410765,18.295118,10.190432,9.0353918
IDAHO,1981,ID,16,16.600521,18.407595,10.253193,9.1310806
IDAHO,1982,ID,16,16.618872,18.389191,10.265349,9.1798811
IDAHO,1983,ID,16,16.600521,18.41968,10.212882,9.268609
IDAHO,1984,ID,16,16.600521,18.486469,10.20485,9.3320265
IDAHO,1985,ID,16,16.716932,18.587042,10.170074,9.387063
IDAHO,1986,ID,16,16.738672,18.639013,10.144549,9.4073038
IDAHO,1987,ID,16,16.7652,18.694517,10.136661,9.4512453
IDAHO,1988,ID,16,16.816231,18.790173,10.181347,9.5299568
IDAHO,1989,ID,16,16.883564,18.831465,10.229224,9.6255579
IDAHO,1990,ID,16,16.946648,18.919029,10.290754,9.7021055
IDAHO,1991,ID,16,17.122396,19.064112,10.350766,9.752141
IDAHO,1992,ID,16,17.262318,19.096172,10.412081,9.8471813
IDAHO,1993,ID,16,17.423721,19.115826,10.463732,9.9389029
IDAHO,1994,ID,16,17.572048,19.162619,10.47937,10.006901
IDAHO,1995,ID,16,17.616741,19.278494,10.500482,10.079246
IDAHO,1996,ID,16,17.665005,19.299063,10.510368,10.139942
IDAHO,1997,ID,16,17.69062,19.299477,10.523607,10.181876
IDAHO,1998,ID,16,17.875208,19.327326,10.525461,10.260218
IDAHO,1999,ID,16,17.893188,19.443132,10.543682,10.32042
IDAHO,2000,ID,16,18.000664,19.488834,10.56754,10.397909
IDAHO,2001,ID,16,18.062519,19.595091,10.583929,10.435938
IDAHO,2002,ID,16,17.773621,19.707991,10.635687,10.468233
IDAHO,2003,ID,16,18.029222,19.634529,10.671371,10.502406
IDAHO,2004,ID,16,18.191408,19.64303,10.718498,10.577579
IDAHO,2005,ID,16,18.312807,19.675955,10.714951,10.64168
IDAHO,2006,ID,16,18.370731,19.710127,10.703335,10.73989
IDAHO,2007,ID,16,18.433693,19.743187,10.677708,10.802083
IDAHO,2008,ID,16,18.336033,19.833118,10.691217,10.82387
IDAHO,2009,ID,16,18.434814,19.84738,10.707841,10.788845
IDAHO,2010,ID,16,18.65909,19.728264,10.804685,10.82371
IDAHO,2011,ID,16,18.842119,19.667896,10.881832,10.879612
IDAHO,2012,ID,16,19.048313,19.625662,10.984954,10.935604
IDAHO,2013,ID,16,19.157076,19.701811,10.965384,10.974009
IDAHO,2014,ID,16,19.198772,19.741482,10.936263,11.032096
IDAHO,2015,ID,16,19.272053,19.810604,10.898626,11.094755
IDAHO,2016,ID,16,19.204296,19.853491,10.873205,11.133786
IDAHO,2017,ID,16,19.184156,19.947439,10.880234,11.18934
IDAHO,2018,ID,16,19.145708,19.987207,10.888744,11.251717
ILLINOIS,1980,IL,17,18.845295,20.491713,12.742849,11.737756
ILLINOIS,1981,IL,17,18.926292,20.582277,12.820783,11.841344
ILLINOIS,1982,IL,17,19.092093,20.616461,12.868274,11.89827
ILLINOIS,1983,IL,17,19.257063,20.652092,12.861889,11.938324
ILLINOIS,1984,IL,17,19.383472,20.756216,12.802709,12.035978
ILLINOIS,1985,IL,17,19.458481,20.81082,12.777389,12.085091
ILLINOIS,1986,IL,17,19.462017,20.916857,12.75273,12.135682
ILLINOIS,1987,IL,17,19.464485,20.974569,12.769151,12.191888
ILLINOIS,1988,IL,17,19.61248,20.925798,12.762096,12.26737
ILLINOIS,1989,IL,17,19.720873,20.991459,12.764668,12.332339
ILLINOIS,1990,IL,17,19.689598,21.181261,12.787512,12.391726
ILLINOIS,1991,IL,17,19.716776,21.199934,12.824461,12.412566
ILLINOIS,1992,IL,17,19.796167,21.182018,12.856737,12.490262
ILLINOIS,1993,IL,17,19.900694,21.191832,12.848171,12.525846
ILLINOIS,1994,IL,17,19.922089,21.23189,12.816615,12.577826
ILLINOIS,1995,IL,17,19.929415,21.281223,12.790777,12.637235
ILLINOIS,1996,IL,17,20.002953,21.324902,12.782422,12.699405
ILLINOIS,1997,IL,17,20.030119,21.374758,12.733171,12.755174
ILLINOIS,1998,IL,17,20.07967,21.434843,12.740215,12.814071
ILLINOIS,1999,IL,17,20.123465,21.50259,12.744149,12.856894
ILLINOIS,2000,IL,17,20.180336,21.668713,12.689035,12.929805
ILLINOIS,2001,IL,17,20.231853,21.723801,12.688116,12.965647
ILLINOIS,2002,IL,17,20.33251,21.789419,12.722446,12.977134
ILLINOIS,2003,IL,17,20.492325,21.722704,12.760481,12.994428
ILLINOIS,2004,IL,17,20.626055,21.70985,12.785382,13.03339
ILLINOIS,2005,IL,17,20.764265,21.71129,12.784924,13.074348
ILLINOIS,2006,IL,17,20.789738,21.69421,12.784064,13.139161
ILLINOIS,2007,IL,17,20.877605,21.769928,12.788095,13.195725
ILLINOIS,2008,IL,17,21.105116,21.85075,12.790183,13.220453
ILLINOIS,2009,IL,17,21.185314,21.887527,12.81589,13.171556
ILLINOIS,2010,IL,17,21.305233,22.027283,12.878828,13.200237
ILLINOIS,2011,IL,17,21.389811,22.005184,12.88236,13.249821
ILLINOIS,2012,IL,17,21.430231,22.066753,12.859998,13.293353
ILLINOIS,2013,IL,17,21.513247,22.180157,12.830414,13.317389
ILLINOIS,2014,IL,17,21.53546,22.183506,12.800802,13.364963
ILLINOIS,2015,IL,17,21.57955,22.201586,12.771151,13.40417
ILLINOIS,2016,IL,17,21.60643,21.932234,12.743799,13.415785
ILLINOIS,2017,IL,17,21.599474,22.237629,12.70887,13.444047
ILLINOIS,2018,IL,17,21.591158,22.14427,12.674769,13.492807
INDIANA,1980,IN,18,18.648613,19.777546,11.864012,10.847763
INDIANA,1981,IN,18,18.820799,19.892464,11.939721,10.940349
INDIANA,1982,IN,18,18.986563,19.933167,11.956919,10.975568
INDIANA,1983,IN,18,19.184752,19.938223,11.968012,11.02316
INDIANA,1984,IN,18,19.268692,20.028717,11.965936,11.127396
INDIANA,1985,IN,18,19.308161,20.103556,11.935064,11.181821
INDIANA,1986,IN,18,19.359907,20.204241,11.926729,11.233701
INDIANA,1987,IN,18,19.42021,20.287548,11.93001,11.293002
INDIANA,1988,IN,18,19.507895,20.350752,11.954999,11.361241
INDIANA,1989,IN,18,19.596254,20.417828,11.990469,11.446583
INDIANA,1990,IN,18,19.707432,20.493601,12.031713,11.500337
INDIANA,1991,IN,18,19.781658,20.565559,12.049734,11.530519
INDIANA,1992,IN,18,19.908176,20.592018,12.085959,11.60958
INDIANA,1993,IN,18,19.978615,20.585152,12.106771,11.662311
INDIANA,1994,IN,18,20.025307,20.607069,12.089808,11.723057
INDIANA,1995,IN,18,20.082901,20.611776,12.061445,11.767614
INDIANA,1996,IN,18,20.126518,20.660858,12.057352,11.823083
INDIANA,1997,IN,18,20.186781,20.713821,12.071003,11.874063
INDIANA,1998,IN,18,20.238758,20.767187,12.094694,11.950218
INDIANA,1999,IN,18,20.290789,20.820574,12.119202,11.991375
INDIANA,2000,IN,18,20.368296,20.927574,12.140066,12.055192
INDIANA,2001,IN,18,20.437037,20.97262,12.171118,12.077393
INDIANA,2002,IN,18,20.586367,20.903967,12.225883,12.091885
INDIANA,2003,IN,18,20.721937,20.997744,12.272461,12.115338
INDIANA,2004,IN,18,20.809238,21.030979,12.296925,12.161588
INDIANA,2005,IN,18,20.881472,21.072145,12.303014,12.19449
INDIANA,2006,IN,18,20.970818,21.08032,12.301128,12.252135
INDIANA,2007,IN,18,21.014063,21.099312,12.317092,12.286795
INDIANA,2008,IN,18,21.006943,21.145403,12.342571,12.329762
INDIANA,2009,IN,18,21.111467,21.217417,12.387863,12.302632
INDIANA,2010,IN,18,21.230488,21.190405,12.490339,12.346309
INDIANA,2011,IN,18,21.298744,21.17098,12.518408,12.410425
INDIANA,2012,IN,18,21.437243,21.162758,12.478181,12.457415
INDIANA,2013,IN,18,21.45945,21.166224,12.454224,12.47007
INDIANA,2014,IN,18,21.461554,21.231926,12.442474,12.509823
INDIANA,2015,IN,18,21.490784,21.223139,12.440363,12.54857
INDIANA,2016,IN,18,21.514366,21.276937,12.428918,12.578146
INDIANA,2017,IN,18,21.527601,21.280237,12.423858,12.61554
INDIANA,2018,IN,18,21.533644,21.296349,12.419884,12.661964
IOWA,1980,IA,19,18.062576,19.325708,11.341069,10.239745
IOWA,1981,IA,19,18.176058,19.454576,11.414055,10.363472
IOWA,1982,IA,19,18.330755,19.54138,11.454406,10.390348
IOWA,1983,IA,19,18.495789,19.675726,11.474871,10.408798
IOWA,1984,IA,19,18.5828,19.648272,11.490251,10.517159
IOWA,1985,IA,19,18.711857,19.731712,11.461579,10.551009
IOWA,1986,IA,19,18.757868,19.714312,11.457402,10.583549
IOWA,1987,IA,19,18.822807,19.764067,11.452347,10.630481
IOWA,1988,IA,19,18.935299,19.847157,11.44973,10.663359
IOWA,1989,IA,19,19.033701,19.931183,11.478334,10.748389
IOWA,1990,IA,19,19.127731,20.021683,11.492611,10.800045
IOWA,1991,IA,19,19.184752,20.129602,11.520536,10.822674
IOWA,1992,IA,19,19.243979,20.087255,11.408431,10.89288
IOWA,1993,IA,19,19.330551,20.162374,11.407353,10.89772
IOWA,1994,IA,19,19.380415,20.202894,11.453048,10.984377
IOWA,1995,IA,19,19.416891,20.230934,11.447224,11.024008
IOWA,1996,IA,19,19.455288,20.282743,11.517256,11.110072
IOWA,1997,IA,19,19.51495,20.323683,11.461874,11.155622
IOWA,1998,IA,19,19.595821,20.373264,11.479431,11.202684
IOWA,1999,IA,19,19.642965,20.481178,11.528464,11.229647
IOWA,2000,IA,19,19.704023,20.529757,11.546264,11.295292
IOWA,2001,IA,19,19.765285,20.56214,11.566893,11.323277
IOWA,2002,IA,19,19.875797,20.483282,11.615788,11.346245
IOWA,2003,IA,19,20.051043,20.461712,11.653209,11.367345
IOWA,2004,IA,19,20.130812,20.418943,11.675589,11.445834
IOWA,2005,IA,19,20.19183,20.426371,11.676208,11.477962
IOWA,2006,IA,19,20.215034,20.474609,11.629294,11.538398
IOWA,2007,IA,19,20.288153,20.505669,11.634559,11.607235
IOWA,2008,IA,19,20.342514,20.588276,11.652783,11.66355
IOWA,2009,IA,19,20.417698,20.633554,11.672098,11.631845
IOWA,2010,IA,19,20.552568,20.576824,11.75295,11.663472
IOWA,2011,IA,19,20.659651,20.447132,11.796178,11.740547
IOWA,2012,IA,19,20.71763,20.422636,11.793756,11.790436
IOWA,2013,IA,19,20.746523,20.484272,11.77274,11.809052
IOWA,2014,IA,19,20.78894,20.528872,11.755142,11.844407
IOWA,2015,IA,19,20.817648,20.558086,11.735132,11.879566
IOWA,2016,IA,19,20.845776,20.55965,11.745346,11.88732
IOWA,2017,IA,19,20.894279,20.536217,11.748432,11.912983
IOWA,2018,IA,19,20.931906,20.505907,11.738729,11.971597
KANSAS,1980,KS,20,17.945866,19.319622,11.376143,10.080336
KANSAS,1981,KS,20,17.971264,19.417629,11.407465,10.205405
KANSAS,1982,KS,20,18.002131,19.475689,11.416569,10.286263
KANSAS,1983,KS,20,18.064005,19.516956,11.42666,10.326793
KANSAS,1984,KS,20,18.195034,19.521624,11.426158,10.419838
KANSAS,1985,KS,20,18.246326,19.611872,11.418857,10.470363
KANSAS,1986,KS,20,18.352402,19.651783,11.410295,10.517565
KANSAS,1987,KS,20,18.446348,19.586018,11.436228,10.56225
KANSAS,1988,KS,20,18.558702,19.694647,11.458976,10.614081
KANSAS,1989,KS,20,18.640619,19.764589,11.501288,10.671511
KANSAS,1990,KS,20,18.700583,19.879761,11.539139,10.730968
KANSAS,1991,KS,20,18.789482,19.915829,11.558673,10.764477
KANSAS,1992,KS,20,18.896915,19.916054,11.581453,10.838404
KANSAS,1993,KS,20,19.004013,19.952158,11.594284,10.883917
KANSAS,1994,KS,20,19.074568,19.987837,11.585442,10.928382
KANSAS,1995,KS,20,19.133141,20.037292,11.574341,10.97042
KANSAS,1996,KS,20,19.184752,20.067223,11.569561,11.033825
KANSAS,1997,KS,20,19.230276,20.079861,11.515841,11.093934
KANSAS,1998,KS,20,19.272966,20.144518,11.517266,11.153519
KANSAS,1999,KS,20,19.308573,20.202726,11.561906,11.186419
KANSAS,2000,KS,20,19.322336,20.292574,11.507209,11.239528
KANSAS,2001,KS,20,19.364519,20.342129,11.517674,11.271796
KANSAS,2002,KS,20,19.427906,20.383772,11.55542,11.280236
KANSAS,2003,KS,20,19.564432,20.337353,11.599516,11.308187
KANSAS,2004,KS,20,19.719315,20.346144,11.610442,11.336749
KANSAS,2005,KS,20,19.85766,20.405172,11.62579,11.393094
KANSAS,2006,KS,20,19.947483,20.467022,11.757009,11.49209
KANSAS,2007,KS,20,20.06665,20.485922,11.75387,11.56416
KANSAS,2008,KS,20,20.060545,20.53174,11.759316,11.648705
KANSAS,2009,KS,20,20.181931,20.519445,11.782418,11.614796
KANSAS,2010,KS,20,20.27911,20.492218,11.836746,11.635824
KANSAS,2011,KS,20,20.364573,20.494081,11.856735,11.716372
KANSAS,2012,KS,20,20.427471,20.439566,11.859023,11.776689
KANSAS,2013,KS,20,20.449104,20.494287,11.850697,11.797947
KANSAS,2014,KS,20,20.494106,20.463356,11.837253,11.820233
KANSAS,2015,KS,20,20.534121,20.504021,11.827991,11.834052
KANSAS,2016,KS,20,20.555292,20.457792,11.815738,11.837289
KANSAS,2017,KS,20,20.58222,20.460829,11.810925,11.865285
KANSAS,2018,KS,20,20.578957,20.464613,11.804214,11.91745
KENTUCKY,1980,KY,21,17.842646,19.515619,11.400753,10.304677
KENTUCKY,1981,KY,21,17.983725,19.530563,11.449592,10.411449
KENTUCKY,1982,KY,21,18.103226,19.623053,11.448813,10.474524
KENTUCKY,1983,KY,21,18.237959,19.704943,11.447181,10.51203
KENTUCKY,1984,KY,21,18.341637,19.791353,11.424269,10.622838
KENTUCKY,1985,KY,21,18.400478,19.816431,11.389163,10.664667
KENTUCKY,1986,KY,21,18.485531,19.867834,11.376246,10.692377
KENTUCKY,1987,KY,21,18.515991,19.930962,11.412917,10.747143
KENTUCKY,1988,KY,21,18.627695,20.006645,11.465918,10.831173
KENTUCKY,1989,KY,21,18.740587,20.050705,11.524429,10.903458
KENTUCKY,1990,KY,21,18.766396,20.106524,11.592153,10.962544
KENTUCKY,1991,KY,21,18.817442,20.21344,11.650877,11.016052
KENTUCKY,1992,KY,21,19.037487,20.267559,11.773681,11.090523
KENTUCKY,1993,KY,21,19.100742,20.214106,11.706962,11.129144
KENTUCKY,1994,KY,21,19.112827,20.247646,11.693729,11.178962
KENTUCKY,1995,KY,21,19.15593,20.289864,11.673223,11.225964
KENTUCKY,1996,KY,21,19.355597,20.292175,11.659957,11.285033
KENTUCKY,1997,KY,21,19.375423,20.365877,11.647369,11.345004
KENTUCKY,1998,KY,21,19.403507,20.44883,11.640289,11.402508
KENTUCKY,1999,KY,21,19.502081,20.596113,11.647098,11.445086
KENTUCKY,2000,KY,21,19.614096,20.645851,11.640157,11.520864
KENTUCKY,2001,KY,21,19.687616,20.72489,11.691072,11.553895
KENTUCKY,2002,KY,21,19.747784,20.804483,11.785339,11.576567
KENTUCKY,2003,KY,21,19.823997,20.78977,11.85655,11.604748
KENTUCKY,2004,KY,21,19.711679,20.826443,11.849797,11.661751
KENTUCKY,2005,KY,21,19.937918,20.797205,11.853525,11.709791
KENTUCKY,2006,KY,21,20.005922,20.911915,11.854876,11.766536
KENTUCKY,2007,KY,21,20.144331,20.949598,11.853824,11.809884
KENTUCKY,2008,KY,21,20.252882,21.001307,11.866269,11.853127
KENTUCKY,2009,KY,21,20.335585,20.973322,11.88201,11.840955
KENTUCKY,2010,KY,21,20.419508,20.974894,11.94631,11.878284
KENTUCKY,2011,KY,21,20.506054,20.974466,11.981716,11.92702
KENTUCKY,2012,KY,21,20.561432,20.934759,11.978582,11.962905
KENTUCKY,2013,KY,21,20.591162,20.895256,11.954954,11.971729
KENTUCKY,2014,KY,21,20.626398,20.901068,11.949773,12.019231
KENTUCKY,2015,KY,21,20.683508,20.88485,11.933719,12.061197
KENTUCKY,2016,KY,21,20.69663,20.886238,11.913807,12.07779
KENTUCKY,2017,KY,21,20.708593,20.880924,11.899323,12.115081
KENTUCKY,2018,KY,21,20.700293,20.882965,11.882743,12.153289
LOUISIANA,1980,LA,22,17.802641,19.623953,11.577645,10.528597
LOUISIANA,1981,LA,22,17.928022,19.808224,11.608626,10.670907
LOUISIANA,1982,LA,22,18.108706,19.946302,11.658773,10.744623
LOUISIANA,1983,LA,22,18.296251,20.00869,11.688767,10.78773
LOUISIANA,1984,LA,22,18.44342,20.032715,11.719655,10.849434
LOUISIANA,1985,LA,22,18.531328,20.156399,11.725324,10.889864
LOUISIANA,1986,LA,22,18.703602,20.106524,11.720468,10.891075
LOUISIANA,1987,LA,22,18.908648,20.0091,11.680979,10.895479
LOUISIANA,1988,LA,22,19.032076,20.019058,11.69423,10.948717
LOUISIANA,1989,LA,22,19.109819,19.995527,11.69553,11.007519
LOUISIANA,1990,LA,22,19.219988,20.08366,11.697935,11.08031
LOUISIANA,1991,LA,22,19.260523,20.187464,11.741749,11.133245
LOUISIANA,1992,LA,22,19.286098,20.191046,11.797427,11.201824
LOUISIANA,1993,LA,22,19.411707,20.171097,11.824475,11.24991
LOUISIANA,1994,LA,22,19.569986,20.156927,11.812956,11.313328
LOUISIANA,1995,LA,22,19.567131,20.194956,11.819557,11.361556
LOUISIANA,1996,LA,22,19.599337,20.202221,11.821792,11.405084
LOUISIANA,1997,LA,22,19.616419,20.286156,11.821403,11.455307
LOUISIANA,1998,LA,22,19.645338,20.403061,11.832179,11.502309
LOUISIANA,1999,LA,22,19.684807,20.6742,12.042753,11.526799
LOUISIANA,2000,LA,22,19.38603,20.709476,12.044582,11.581266
LOUISIANA,2001,LA,22,19.457207,20.73123,12.032439,11.647972
LOUISIANA,2002,LA,22,19.485352,20.855131,12.055784,11.675886
LOUISIANA,2003,LA,22,19.577936,20.902502,12.085458,11.704637
LOUISIANA,2004,LA,22,19.694244,20.942648,12.118749,11.746384
LOUISIANA,2005,LA,22,19.713322,20.976238,12.119473,11.819829
LOUISIANA,2006,LA,22,19.941666,20.9744,12.022966,11.875087
LOUISIANA,2007,LA,22,19.899939,21.101597,12.023777,11.96638
LOUISIANA,2008,LA,22,19.700668,21.192345,12.014638,12.032136
LOUISIANA,2009,LA,22,19.81168,21.170765,12.041212,12.006108
LOUISIANA,2010,LA,22,19.913464,21.124468,12.094755,12.049992
LOUISIANA,2011,LA,22,19.958277,21.182068,12.120694,12.084498
LOUISIANA,2012,LA,22,20.237707,20.936012,12.109503,12.136663
LOUISIANA,2013,LA,22,20.326063,20.883736,12.069978,12.150544
LOUISIANA,2014,LA,22,20.369184,20.841272,12.031726,12.197204
LOUISIANA,2015,LA,22,20.421309,20.836882,12.015693,12.20981
LOUISIANA,2016,LA,22,20.352741,20.888386,12.0311,12.205467
LOUISIANA,2017,LA,22,20.530733,20.803358,11.983284,12.231872
LOUISIANA,2018,LA,22,20.480673,20.87142,11.993316,12.280665
MAINE,1980,ME,23,16.989389,17.817375,10.175422,9.175128
MAINE,1981,ME,23,17.136944,17.904842,10.190544,9.2735033
MAINE,1982,ME,23,17.312017,17.986816,10.192419,9.3571215
MAINE,1983,ME,23,17.396248,18.075369,10.1849,9.4313211
MAINE,1984,ME,23,17.481632,18.124966,10.1849,9.5314817
MAINE,1985,ME,23,17.481632,18.297382,10.175422,9.6086464
MAINE,1986,ME,23,17.516813,18.397411,10.160066,9.6880016
MAINE,1987,ME,23,17.47135,18.614601,10.161998,9.7694416
MAINE,1988,ME,23,17.501886,18.73403,10.177324,9.8666677
MAINE,1989,ME,23,17.565014,18.874935,10.232791,9.9528017
MAINE,1990,ME,23,17.828283,18.946001,10.26521,9.9928713
MAINE,1991,ME,23,17.909855,18.915377,10.293974,10.010098
MAINE,1992,ME,23,18.139643,18.924482,10.308252,10.057281
MAINE,1993,ME,23,18.214886,18.923273,10.299643,10.08976
MAINE,1994,ME,23,18.292847,18.933504,10.247502,10.130065
MAINE,1995,ME,23,18.354542,18.94541,10.219501,10.172713
MAINE,1996,ME,23,18.352402,18.962423,10.197425,10.227489
MAINE,1997,ME,23,18.427656,18.98144,10.20928,10.280896
MAINE,1998,ME,23,18.465143,19.00655,10.200365,10.34875
MAINE,1999,ME,23,18.470291,19.074123,10.227019,10.398214
MAINE,2000,ME,23,18.510118,19.143871,10.271943,10.46954
MAINE,2001,ME,23,18.583372,19.238642,10.284899,10.522396
MAINE,2002,ME,23,18.661953,19.281931,10.327447,10.556177
MAINE,2003,ME,23,18.741064,19.27121,10.396231,10.603834
MAINE,2004,ME,23,18.947123,19.260141,10.449179,10.65429
MAINE,2005,ME,23,18.965839,19.301367,10.467863,10.679343
MAINE,2006,ME,23,19.008223,19.312967,10.469795,10.729504
MAINE,2007,ME,23,19.091038,19.360783,10.477682,10.76547
MAINE,2008,ME,23,19.177151,19.418062,10.478217,10.805699
MAINE,2009,ME,23,19.277605,19.413904,10.490385,10.80503
MAINE,2010,ME,23,19.344809,19.414021,10.53255,10.826377
MAINE,2011,ME,23,19.377789,19.438408,10.552788,10.86712
MAINE,2012,ME,23,19.392523,19.417202,10.542627,10.88725
MAINE,2013,ME,23,19.396038,19.398527,10.527874,10.884554
MAINE,2014,ME,23,19.386084,19.420813,10.507174,10.926837
MAINE,2015,ME,23,19.38063,19.422567,10.475738,10.967301
MAINE,2016,ME,23,19.2938,19.469721,10.451725,10.997037
MAINE,2017,ME,23,19.308983,19.525078,10.442521,11.037692
MAINE,2018,ME,23,19.335888,19.529415,10.432497,11.089103
MARYLAND,1980,MD,24,18.484594,19.600258,11.799817,10.789381
MARYLAND,1981,MD,24,18.588734,19.715681,11.811317,10.897535
MARYLAND,1982,MD,24,18.704355,19.745632,11.836848,10.978678
MARYLAND,1983,MD,24,18.816769,19.864773,11.858719,11.047503
MARYLAND,1984,MD,24,18.925085,19.870653,11.882045,11.151453
MARYLAND,1985,MD,24,19.048756,19.981977,11.883619,11.231928
MARYLAND,1986,MD,24,19.09107,20.058706,11.882356,11.30891
MARYLAND,1987,MD,24,19.156408,20.127245,11.888474,11.385183
MARYLAND,1988,MD,24,19.27467,20.20138,11.916389,11.479782
MARYLAND,1989,MD,24,19.351269,20.332443,11.938553,11.557908
MARYLAND,1990,MD,24,19.50079,20.490324,11.954324,11.61633
MARYLAND,1991,MD,24,19.528913,20.47826,12.023867,11.651809
MARYLAND,1992,MD,24,19.74802,20.347116,11.957156,11.700541
MARYLAND,1993,MD,24,19.846676,20.397535,11.945844,11.739949
MARYLAND,1994,MD,24,19.806475,20.387373,11.933312,11.786077
MARYLAND,1995,MD,24,19.836048,20.440771,11.930405,11.829523
MARYLAND,1996,MD,24,19.918739,20.474291,11.92704,11.875775
MARYLAND,1997,MD,24,19.968456,20.508959,11.969901,11.930266
MARYLAND,1998,MD,24,20.052662,20.548435,11.990028,12.006817
MARYLAND,1999,MD,24,20.301695,20.61957,12.008993,12.067086
MARYLAND,2000,MD,24,20.352549,20.770649,12.028368,12.152171
MARYLAND,2001,MD,24,20.425123,20.98085,12.073027,12.204607
MARYLAND,2002,MD,24,20.466814,20.996088,12.067592,12.243652
MARYLAND,2003,MD,24,20.548008,20.919521,12.033272,12.288735
MARYLAND,2004,MD,24,20.676775,20.862204,12.016739,12.355389
MARYLAND,2005,MD,24,20.840046,20.89328,12.189058,12.409723
MARYLAND,2006,MD,24,20.896042,20.964056,12.168444,12.46255
MARYLAND,2007,MD,24,20.927675,21.094978,12.19585,12.502544
MARYLAND,2008,MD,24,20.969858,21.164772,12.241705,12.546103
MARYLAND,2009,MD,24,21.088507,21.201426,12.350515,12.540342
MARYLAND,2010,MD,24,21.151756,21.193619,12.35099,12.575807
MARYLAND,2011,MD,24,21.222893,21.190884,12.383138,12.631928
MARYLAND,2012,MD,24,21.279594,21.197557,12.400632,12.661061
MARYLAND,2013,MD,24,21.296547,21.204027,12.38344,12.657998
MARYLAND,2014,MD,24,21.279198,21.266176,12.358513,12.694149
MARYLAND,2015,MD,24,21.314131,21.306587,12.359684,12.742783
MARYLAND,2016,MD,24,21.353781,21.348398,12.363606,12.778325
MARYLAND,2017,MD,24,21.380297,21.397985,12.358635,12.80649
MARYLAND,2018,MD,24,21.412182,21.412199,12.353462,12.855344
MASSACHUSETTS,1980,MA,25,18.358805,19.615814,11.719549,11.024986
MASSACHUSETTS,1981,MA,25,18.506859,19.644457,11.761877,11.134487
MASSACHUSETTS,1982,MA,25,18.651793,19.707155,11.754883,11.226563
MASSACHUSETTS,1983,MA,25,18.799118,19.773935,11.733169,11.307695
MASSACHUSETTS,1984,MA,25,18.865366,19.855289,11.719939,11.428761
MASSACHUSETTS,1985,MA,25,18.977436,20.036299,11.71678,11.506324
