fips,state_abbrev,state,fy,state_appropr,fte_enrollment,fed_relief
17,IL,ILLINOIS,2005,2772216232,356798,0
17,IL,ILLINOIS,2006,2785774681,356491,0
17,IL,ILLINOIS,2007,2999170497,357931,0
17,IL,ILLINOIS,2008,3352227925,358679,0
17,IL,ILLINOIS,2009,3443330758,368019,0
17,IL,ILLINOIS,2010,3968199581,391926,93936400
17,IL,ILLINOIS,2011,3910979564,393313,0
17,IL,ILLINOIS,2012,4148226335,384615,0
17,IL,ILLINOIS,2013,4649177747,373403,0
17,IL,ILLINOIS,2014,4628969416,362508,0
17,IL,ILLINOIS,2015,4712267216,351917,0
17,IL,ILLINOIS,2016,3902818523,342422,0
17,IL,ILLINOIS,2017,4958931644,327545,0
17,IL,ILLINOIS,2018,4569200181,314565,0
17,IL,ILLINOIS,2019,4693562678,306967,0
17,IL,ILLINOIS,2020,4995348558,302722,0
17,IL,ILLINOIS,2021,5410658223,284130,56395935
17,IL,ILLINOIS,2022,5868984903,274295,27588700
17,IL,ILLINOIS,2023,5866784441,273214,26907149
17,IL,ILLINOIS,2024,6195947682,261644,22504302
18,IN,INDIANA,1980,329400000,142061,
18,IN,INDIANA,1981,368000000,153234,
18,IN,INDIANA,1982,381300000,155892,
18,IN,INDIANA,1983,380300000,157631,
18,IN,INDIANA,1984,417400000,157304,
18,IN,INDIANA,1985,451500000,152522,
18,IN,INDIANA,1986,501900000,151256,
18,IN,INDIANA,1987,547400000,151753,
18,IN,INDIANA,1988,585300000,155593,
18,IN,INDIANA,1989,627800000,161211,
18,IN,INDIANA,1990,678800000,167999,
18,IN,INDIANA,1991,723500000,171054,
18,IN,INDIANA,1992,745600000,177364,
18,IN,INDIANA,1993,738100000,181094,
18,IN,INDIANA,1994,754700000,178048,
18,IN,INDIANA,1995,764400000,173069,
18,IN,INDIANA,1996,803500000,172362,
18,IN,INDIANA,1997,848900000,174731,
18,IN,INDIANA,1998,897900000,178920,
18,IN,INDIANA,1999,951500000,183359,
18,IN,INDIANA,2000,1017621000,187551,
18,IN,INDIANA,2001,1061757000,193130,0
18,IN,INDIANA,2002,968807683,204002,0
18,IN,INDIANA,2003,1080376092,213728,0
18,IN,INDIANA,2004,1114488983,219021,0
18,IN,INDIANA,2005,1166947113,220359,0
18,IN,INDIANA,2006,1174418827,219944,0
18,IN,INDIANA,2007,1195491991,223483,0
18,IN,INDIANA,2008,1237416872,229251,0
18,IN,INDIANA,2009,1330199587,239873,44260193
18,IN,INDIANA,2010,1317912087,265758,33894065
18,IN,INDIANA,2011,1286297891,273322,0
18,IN,INDIANA,2012,1267430181,262545,0
18,IN,INDIANA,2013,1271690112,256331,0
18,IN,INDIANA,2014,1372423486,253337,0
18,IN,INDIANA,2015,1355941941,252802,0
18,IN,INDIANA,2016,1431900112,249925,0
18,IN,INDIANA,2017,1424748597,248664,0
18,IN,INDIANA,2018,1420035922,247678,0
18,IN,INDIANA,2019,1498728455,246300,0
18,IN,INDIANA,2020,1483456131,245224,0
18,IN,INDIANA,2021,1432042892,237621,12022585
18,IN,INDIANA,2022,1550760535,235412,34424739
18,IN,INDIANA,2023,1552429029,238175,3309108
18,IN,INDIANA,2024,1625607257,247945,3363915
19,IA,IOWA,1980,215500000,84210,
19,IA,IOWA,1981,248300000,90586,
19,IA,IOWA,1982,270200000,94316,
19,IA,IOWA,1983,307800000,96266,
19,IA,IOWA,1984,299500000,97758,
19,IA,IOWA,1985,325400000,94995,
19,IA,IOWA,1986,322300000,94599,
19,IA,IOWA,1987,343000000,94122,
19,IA,IOWA,1988,372200000,93876,
19,IA,IOWA,1989,401400000,96600,
19,IA,IOWA,1990,434100000,97989,
19,IA,IOWA,1991,480200000,100764,
19,IA,IOWA,1992,465000000,90078,
19,IA,IOWA,1993,500300000,89981,
19,IA,IOWA,1994,519200000,94188,
19,IA,IOWA,1995,533600000,93641,
19,IA,IOWA,1996,562900000,100434,
19,IA,IOWA,1997,585200000,95023,
19,IA,IOWA,1998,615287593,96706,
19,IA,IOWA,1999,643529829,101566,
19,IA,IOWA,2000,677617615,103390,
19,IA,IOWA,2001,706672754,105545,0
19,IA,IOWA,2002,651921501,110834,0
19,IA,IOWA,2003,653708676,115060,0
19,IA,IOWA,2004,618091623,117664,0
19,IA,IOWA,2005,621638579,117737,0
19,IA,IOWA,2006,652720724,112341,0
19,IA,IOWA,2007,678357011,112934,0
19,IA,IOWA,2008,732888698,115011,0
19,IA,IOWA,2009,767162750,117254,0
19,IA,IOWA,2010,747052457,127128,105880000
19,IA,IOWA,2011,648260049,132744,0
19,IA,IOWA,2012,633500718,132423,0
19,IA,IOWA,2013,683894842,129669,0
19,IA,IOWA,2014,715192428,127407,0
19,IA,IOWA,2015,742434582,124883,0
19,IA,IOWA,2016,698230854,132748,0
19,IA,IOWA,2017,679169655,132505,0
19,IA,IOWA,2018,675702076,131609,0
19,IA,IOWA,2019,685165512,129387,0
19,IA,IOWA,2020,719559495,125433,0
19,IA,IOWA,2021,723159451,118606,8795836
19,IA,IOWA,2022,739276618,115604,6748825
19,IA,IOWA,2023,751236587,115113,4166000
19,IA,IOWA,2024,759611402,116188,0
20,KS,KANSAS,1980,206300000,87216,
20,KS,KANSAS,1981,232400000,89991,
20,KS,KANSAS,1982,241600000,90814,
20,KS,KANSAS,1983,248900000,91735,
20,KS,KANSAS,1984,256400000,91689,
20,KS,KANSAS,1985,293400000,91022,
20,KS,KANSAS,1986,313700000,90246,
20,KS,KANSAS,1987,299300000,92617,
20,KS,KANSAS,1988,329800000,94748,
20,KS,KANSAS,1989,367900000,98843,
20,KS,KANSAS,1990,396600000,102656,
20,KS,KANSAS,1991,411400000,104681,
20,KS,KANSAS,1992,418900000,107093,
20,KS,KANSAS,1993,440200000,108476,
20,KS,KANSAS,1994,460300000,107521,
20,KS,KANSAS,1995,485900000,106334,
20,KS,KANSAS,1996,496900000,105827,
20,KS,KANSAS,1997,502100000,100292,
20,KS,KANSAS,1998,531700000,100435,
20,KS,KANSAS,1999,562400000,105020,
20,KS,KANSAS,2000,609300864,99430,
20,KS,KANSAS,2001,647711318,100476,0
20,KS,KANSAS,2002,671538049,104341,0
20,KS,KANSAS,2003,628022524,109045,0
20,KS,KANSAS,2004,654808166,110243,0
20,KS,KANSAS,2005,698560363,111948,0
20,KS,KANSAS,2006,739285617,127645,0
20,KS,KANSAS,2007,756810166,127245,0
20,KS,KANSAS,2008,793132532,127940,0
20,KS,KANSAS,2009,796440957,130930,9599299
20,KS,KANSAS,2010,785116448,138240,40000000
20,KS,KANSAS,2011,784227321,141031,40423534
20,KS,KANSAS,2012,754504492,141354,0
20,KS,KANSAS,2013,793332707,140182,0
20,KS,KANSAS,2014,784700743,138310,0
20,KS,KANSAS,2015,805723514,137035,0
20,KS,KANSAS,2016,777626330,135366,0
20,KS,KANSAS,2017,787739972,134716,0
20,KS,KANSAS,2018,810107667,133815,0
20,KS,KANSAS,2019,868053598,132253,0
20,KS,KANSAS,2020,903674582,129622,0
20,KS,KANSAS,2021,1017559746,123169,110394895
20,KS,KANSAS,2022,986729090,119978,0
20,KS,KANSAS,2023,1083691136,118924,10000000
20,KS,KANSAS,2024,1227892804,121103,5559850
21,KY,KENTUCKY,1980,215600000,89389,
21,KY,KENTUCKY,1981,220500000,93863,
21,KY,KENTUCKY,1982,233000000,93790,
21,KY,KENTUCKY,1983,260200000,93637,
21,KY,KENTUCKY,1984,282800000,91516,
21,KY,KENTUCKY,1985,292000000,88359,
21,KY,KENTUCKY,1986,309400000,87225,
21,KY,KENTUCKY,1987,328600000,90483,
21,KY,KENTUCKY,1988,351700000,95408,
21,KY,KENTUCKY,1989,368500000,101157,
21,KY,KENTUCKY,1990,384500000,108245,
21,KY,KENTUCKY,1991,429200000,114792,
21,KY,KENTUCKY,1992,437700000,129791,
21,KY,KENTUCKY,1993,411800000,121414,
21,KY,KENTUCKY,1994,425700000,119818,
21,KY,KENTUCKY,1995,448400000,117386,
21,KY,KENTUCKY,1996,440700000,115839,
21,KY,KENTUCKY,1997,564800000,114390,
21,KY,KENTUCKY,1998,619700000,113583,
21,KY,KENTUCKY,1999,735300000,114359,
21,KY,KENTUCKY,2000,765353300,113568,
21,KY,KENTUCKY,2001,837216200,119500,0
21,KY,KENTUCKY,2002,915401500,131313,0
21,KY,KENTUCKY,2003,891845865,141005,0
21,KY,KENTUCKY,2004,900194300,140056,0
21,KY,KENTUCKY,2005,842477700,140579,0
21,KY,KENTUCKY,2006,953017869,140769,0
21,KY,KENTUCKY,2007,990093000,140621,0
21,KY,KENTUCKY,2008,1073720800,142382,0
21,KY,KENTUCKY,2009,1034213300,144641,0
21,KY,KENTUCKY,2010,1040926278,154247,70000000
21,KY,KENTUCKY,2011,1011144800,159806,57272600
21,KY,KENTUCKY,2012,967328400,159306,0
21,KY,KENTUCKY,2013,941574900,155479,0
21,KY,KENTUCKY,2014,947049500,154713,0
21,KY,KENTUCKY,2015,945871200,152954,0
21,KY,KENTUCKY,2016,910067500,149314,0
21,KY,KENTUCKY,2017,931654800,147168,0
21,KY,KENTUCKY,2018,944735100,144509,0
21,KY,KENTUCKY,2019,928818100,142003,0
21,KY,KENTUCKY,2020,950294500,140429,0
21,KY,KENTUCKY,2021,990911608,137518,49762026
21,KY,KENTUCKY,2022,1061819722,133629,4450233
21,KY,KENTUCKY,2023,1205614664,135356,34020889
21,KY,KENTUCKY,2024,1238322008,139663,30964063
22,LA,LOUISIANA,1980,237100000,106686,
22,LA,LOUISIANA,1981,284000000,110043,
22,LA,LOUISIANA,1982,328300000,115702,
22,LA,LOUISIANA,1983,346800000,119225,
22,LA,LOUISIANA,1984,349800000,122965,
22,LA,LOUISIANA,1985,390600000,123664,
22,LA,LOUISIANA,1986,380600000,123065,
22,LA,LOUISIANA,1987,313000000,118300,
22,LA,LOUISIANA,1988,322900000,119878,
22,LA,LOUISIANA,1989,316200000,120034,
22,LA,LOUISIANA,1990,343500000,120323,
22,LA,LOUISIANA,1991,381800000,125712,
22,LA,LOUISIANA,1992,429800000,132910,
22,LA,LOUISIANA,1993,418600000,136554,
22,LA,LOUISIANA,1994,444700000,134990,
22,LA,LOUISIANA,1995,420700000,135884,
22,LA,LOUISIANA,1996,433400000,136188,
22,LA,LOUISIANA,1997,495500000,136135,
22,LA,LOUISIANA,1998,545300000,137610,
22,LA,LOUISIANA,1999,758242597,169864,
22,LA,LOUISIANA,2000,785439755,170175,
22,LA,LOUISIANA,2001,789252289,168121,0
22,LA,LOUISIANA,2002,892170826,172092,0
22,LA,LOUISIANA,2003,935828023,177275,0
22,LA,LOUISIANA,2004,925480367,183276,0
22,LA,LOUISIANA,2005,953707888,183409,0
22,LA,LOUISIANA,2006,953377039,166536,0
22,LA,LOUISIANA,2007,1106675165,166671,0
22,LA,LOUISIANA,2008,1175380410,165155,0
22,LA,LOUISIANA,2009,1146326038,169602,0
22,LA,LOUISIANA,2010,1174964909,178931,189700000
22,LA,LOUISIANA,2011,1267862139,183633,289592480
22,LA,LOUISIANA,2012,936655401,181590,0
22,LA,LOUISIANA,2013,864031760,174552,0
22,LA,LOUISIANA,2014,845140930,168001,0
22,LA,LOUISIANA,2015,852046487,165329,0
22,LA,LOUISIANA,2016,847813204,167897,0
22,LA,LOUISIANA,2017,780920974,160057,0
22,LA,LOUISIANA,2018,860841440,161670,0
22,LA,LOUISIANA,2019,896726306,163932,0
22,LA,LOUISIANA,2020,923861850,165145,15705633
22,LA,LOUISIANA,2021,932312264,163735,100041483
22,LA,LOUISIANA,2022,1037027169,158195,16808745
22,LA,LOUISIANA,2023,1110277756,159036,6877384
22,LA,LOUISIANA,2024,1272443618,164921,1916078
23,ME,MAINE,1980,50500000,26250,
23,ME,MAINE,1981,55200000,26650,
23,ME,MAINE,1982,59900000,26700,
23,ME,MAINE,1983,65500000,26500,
23,ME,MAINE,1984,68700000,26500,
23,ME,MAINE,1985,82300000,26250,
23,ME,MAINE,1986,90800000,25850,
23,ME,MAINE,1987,113500000,25900,
23,ME,MAINE,1988,128100000,26300,
23,ME,MAINE,1989,147400000,27800,
23,ME,MAINE,1990,158500000,28716,
23,ME,MAINE,1991,153300000,29554,
23,ME,MAINE,1992,154900000,29979,
23,ME,MAINE,1993,155200000,29722,
23,ME,MAINE,1994,157300000,28212,
23,ME,MAINE,1995,158600000,27433,
23,ME,MAINE,1996,161700000,26834,
23,ME,MAINE,1997,165000000,27154,
23,ME,MAINE,1998,169589146,26913,
23,ME,MAINE,1999,176303545,27640,
23,ME,MAINE,2000,183682170,28910,
23,ME,MAINE,2001,198847419,29287,0
23,ME,MAINE,2002,208327822,30560,0
23,ME,MAINE,2003,205381523,32736,0
23,ME,MAINE,2004,203660424,34516,0
23,ME,MAINE,2005,210730082,35167,0
23,ME,MAINE,2006,212865995,35235,0
23,ME,MAINE,2007,223824045,35514,0
23,ME,MAINE,2008,237352133,35533,0
23,ME,MAINE,2009,235615934,35968,6566113
23,ME,MAINE,2010,236575416,37517,10556853
23,ME,MAINE,2011,244113075,38284,10578070
23,ME,MAINE,2012,238370180,37897,1731508
23,ME,MAINE,2013,232804173,37342,0
23,ME,MAINE,2014,238458459,36577,0
23,ME,MAINE,2015,243092649,35445,0
23,ME,MAINE,2016,246888861,34604,0
23,ME,MAINE,2017,262550705,34287,0
23,ME,MAINE,2018,263883709,33945,0
23,ME,MAINE,2019,268134280,33947,0
23,ME,MAINE,2020,278722119,34005,0
23,ME,MAINE,2021,288753113,32864,9303444
23,ME,MAINE,2022,301227629,32111,8761183
23,ME,MAINE,2023,344451020,32293,12863067
23,ME,MAINE,2024,362601721,33806,8360892
24,MD,MARYLAND,1980,297700000,133228,
24,MD,MARYLAND,1981,327500000,134769,
24,MD,MARYLAND,1982,343100000,138254,
24,MD,MARYLAND,1983,381900000,141311,
24,MD,MARYLAND,1984,391900000,144646,
24,MD,MARYLAND,1985,439400000,144874,
24,MD,MARYLAND,1986,473700000,144691,
24,MD,MARYLAND,1987,499500000,145579,
24,MD,MARYLAND,1988,533400000,149700,
24,MD,MARYLAND,1989,613900000,153055,
24,MD,MARYLAND,1990,696000000,155488,
24,MD,MARYLAND,1991,684700000,166686,
24,MD,MARYLAND,1992,617900000,155929,
24,MD,MARYLAND,1993,649000000,154175,
24,MD,MARYLAND,1994,653300000,152255,
24,MD,MARYLAND,1995,693000000,151813,
24,MD,MARYLAND,1996,714100000,151303,
24,MD,MARYLAND,1997,736700000,157929,
24,MD,MARYLAND,1998,773800000,161140,
24,MD,MARYLAND,1999,777662451,164225,
24,MD,MARYLAND,2000,872638069,167438,
24,MD,MARYLAND,2001,1255251377,175085,0
24,MD,MARYLAND,2002,1276324694,174136,0
24,MD,MARYLAND,2003,1178107377,168261,0
24,MD,MARYLAND,2004,1133678255,165502,0
24,MD,MARYLAND,2005,1175634849,196626,0
24,MD,MARYLAND,2006,1237913156,192614,0
24,MD,MARYLAND,2007,1472786224,197966,0
24,MD,MARYLAND,2008,1569011572,207255,0
24,MD,MARYLAND,2009,1641311367,231079,0
24,MD,MARYLAND,2010,1660420682,231189,0
24,MD,MARYLAND,2011,1613594000,238742,0
24,MD,MARYLAND,2012,1618746129,242955,0
24,MD,MARYLAND,2013,1616149776,238814,0
24,MD,MARYLAND,2014,1724853392,232935,0
24,MD,MARYLAND,2015,1810536605,233208,0
24,MD,MARYLAND,2016,1902962149,234124,0
24,MD,MARYLAND,2017,2005144948,232963,0
24,MD,MARYLAND,2018,2043429002,231761,0
24,MD,MARYLAND,2019,2137173966,229243,0
24,MD,MARYLAND,2020,2306717692,221418,40708517
24,MD,MARYLAND,2021,2337361954,217333,63496224
24,MD,MARYLAND,2022,2403146420,216383,0
24,MD,MARYLAND,2023,2882759906,215482,0
24,MD,MARYLAND,2024,3209110186,221493,0
25,MA,MASSACHUSETTS,1980,317800000,122952,
25,MA,MASSACHUSETTS,1981,325200000,128268,
25,MA,MASSACHUSETTS,1982,344100000,127374,
25,MA,MASSACHUSETTS,1983,366100000,124638,
25,MA,MASSACHUSETTS,1984,398000000,123000,
25,MA,MASSACHUSETTS,1985,474900000,122612,
25,MA,MASSACHUSETTS,1986,533400000,123484,
25,MA,MASSACHUSETTS,1987,620000000,124550,
25,MA,MASSACHUSETTS,1988,688700000,125620,
25,MA,MASSACHUSETTS,1989,658600000,124045,
25,MA,MASSACHUSETTS,1990,646200000,122586,
25,MA,MASSACHUSETTS,1991,575400000,121414,
25,MA,MASSACHUSETTS,1992,493400000,118885,
25,MA,MASSACHUSETTS,1993,573000000,121045,
25,MA,MASSACHUSETTS,1994,630900000,120049,
25,MA,MASSACHUSETTS,1995,668700000,118622,
25,MA,MASSACHUSETTS,1996,707500000,115252,
25,MA,MASSACHUSETTS,1997,766400000,114327,
25,MA,MASSACHUSETTS,1998,825900000,114154,
25,MA,MASSACHUSETTS,1999,889900000,117299,
25,MA,MASSACHUSETTS,2000,974800000,118949,
25,MA,MASSACHUSETTS,2001,1069989063,128404,0
25,MA,MASSACHUSETTS,2002,980055691,133875,0
25,MA,MASSACHUSETTS,2003,951190355,137045,0
25,MA,MASSACHUSETTS,2004,847333321,137279,0
25,MA,MASSACHUSETTS,2005,966865652,137677,0
25,MA,MASSACHUSETTS,2006,1071141063,139874,0
25,MA,MASSACHUSETTS,2007,1176223601,143565,0
25,MA,MASSACHUSETTS,2008,1264134100,148288,0
25,MA,MASSACHUSETTS,2009,1159615567,155387,53759414
25,MA,MASSACHUSETTS,2010,1134027749,165244,230270707
25,MA,MASSACHUSETTS,2011,1137124193,168671,76053721
25,MA,MASSACHUSETTS,2012,1121562136,170221,6841643
25,MA,MASSACHUSETTS,2013,1171537382,171974,0
25,MA,MASSACHUSETTS,2014,1258601808,172573,0
25,MA,MASSACHUSETTS,2015,1380605097,170703,0
25,MA,MASSACHUSETTS,2016,1409154410,169189,0
25,MA,MASSACHUSETTS,2017,1448636789,165736,0
25,MA,MASSACHUSETTS,2018,1521946705,163673,0
25,MA,MASSACHUSETTS,2019,1564719415,160327,0
25,MA,MASSACHUSETTS,2020,1641666364,157447,0
25,MA,MASSACHUSETTS,2021,1730635750,145913,19405376
25,MA,MASSACHUSETTS,2022,1786084541,142397,777675
25,MA,MASSACHUSETTS,2023,2055888444,131258,0
25,MA,MASSACHUSETTS,2024,2416802478,137084,0
26,MI,MICHIGAN,1980,740400000,318166,
26,MI,MICHIGAN,1981,698900000,328483,
26,MI,MICHIGAN,1982,854900000,327077,
26,MI,MICHIGAN,1983,790000000,320195,
26,MI,MICHIGAN,1984,826700000,327278,
26,MI,MICHIGAN,1985,971300000,314096,
26,MI,MICHIGAN,1986,1096000000,303390,
26,MI,MICHIGAN,1987,1168800000,310220,
26,MI,MICHIGAN,1988,1208500000,318057,
26,MI,MICHIGAN,1989,1293600000,324999,
26,MI,MICHIGAN,1990,1381500000,327164,
26,MI,MICHIGAN,1991,1402700000,334443,
26,MI,MICHIGAN,1992,1478400000,340230,
26,MI,MICHIGAN,1993,1497800000,340379,
26,MI,MICHIGAN,1994,1531400000,327690,
26,MI,MICHIGAN,1995,1582700000,317572,
26,MI,MICHIGAN,1996,1673700000,312658,
26,MI,MICHIGAN,1997,1760100000,311327,
26,MI,MICHIGAN,1998,1828100000,320533,
26,MI,MICHIGAN,1999,1912600000,325134,
26,MI,MICHIGAN,2000,2097300000,327342,
26,MI,MICHIGAN,2001,2274300000,333584,0
26,MI,MICHIGAN,2002,2380700000,350261,0
26,MI,MICHIGAN,2003,2302509613,352290,0
26,MI,MICHIGAN,2004,2176260500,368600,0
26,MI,MICHIGAN,2005,2173181000,371950,0
26,MI,MICHIGAN,2006,2259473450,378034,0
26,MI,MICHIGAN,2007,2311949281,384455,0
26,MI,MICHIGAN,2008,2347849381,395019,0
26,MI,MICHIGAN,2009,2362134970,409270,0
26,MI,MICHIGAN,2010,2292354481,434490,68238000
26,MI,MICHIGAN,2011,2188689401,435592,0
26,MI,MICHIGAN,2012,1893141017,423785,0
26,MI,MICHIGAN,2013,1972366981,411770,0
26,MI,MICHIGAN,2014,2052012444,400859,0
26,MI,MICHIGAN,2015,2166620989,390047,0
26,MI,MICHIGAN,2016,2208811068,380128,0
26,MI,MICHIGAN,2017,2254640838,378402,0
26,MI,MICHIGAN,2018,2289035981,372155,0
26,MI,MICHIGAN,2019,2342001323,366318,0
26,MI,MICHIGAN,2020,2389020888,357224,200000000
26,MI,MICHIGAN,2021,2567599815,343478,24000000
26,MI,MICHIGAN,2022,2925218240,332067,0
26,MI,MICHIGAN,2023,2952292103,325185,151200000
26,MI,MICHIGAN,2024,3281549588,332245,15000000
27,MN,MINNESOTA,1980,396200000,149418,
27,MN,MINNESOTA,1981,405600000,159470,
27,MN,MINNESOTA,1982,460700000,162921,
27,MN,MINNESOTA,1983,455700000,159976,
27,MN,MINNESOTA,1984,494900000,157823,
27,MN,MINNESOTA,1985,525100000,152723,
27,MN,MINNESOTA,1986,574400000,156203,
27,MN,MINNESOTA,1987,648900000,161556,
27,MN,MINNESOTA,1988,670600000,164368,
27,MN,MINNESOTA,1989,716800000,169423,
27,MN,MINNESOTA,1990,768500000,177032,
27,MN,MINNESOTA,1991,798400000,179644,
27,MN,MINNESOTA,1992,795100000,175191,
27,MN,MINNESOTA,1993,796300000,173835,
27,MN,MINNESOTA,1994,792200000,170649,
27,MN,MINNESOTA,1995,835800000,167537,
27,MN,MINNESOTA,1996,862400000,161031,
27,MN,MINNESOTA,1997,922800000,156851,
27,MN,MINNESOTA,1998,996100000,156973,
27,MN,MINNESOTA,1999,1092900000,154175,
27,MN,MINNESOTA,2000,1109866000,161383,
27,MN,MINNESOTA,2001,1073680226,167238,0
27,MN,MINNESOTA,2002,1142058263,171287,0
27,MN,MINNESOTA,2003,1060563000,185452,0
27,MN,MINNESOTA,2004,1056311000,189848,0
27,MN,MINNESOTA,2005,1044511000,190087,0
27,MN,MINNESOTA,2006,1116384000,189009,0
27,MN,MINNESOTA,2007,1145995000,191456,0
27,MN,MINNESOTA,2008,1300087000,196014,0
27,MN,MINNESOTA,2009,1289567532,200732,30546000
27,MN,MINNESOTA,2010,1306341577,215009,137943000
27,MN,MINNESOTA,2011,1140802239,214342,0
27,MN,MINNESOTA,2012,1047169194,214653,0
27,MN,MINNESOTA,2013,1031597004,210332,0
27,MN,MINNESOTA,2014,1133505098,203523,0
27,MN,MINNESOTA,2015,1183919022,198328,0
27,MN,MINNESOTA,2016,1276135428,193197,0
27,MN,MINNESOTA,2017,1286903883,189951,0
27,MN,MINNESOTA,2018,1382146326,187705,0
27,MN,MINNESOTA,2019,1349947820,184367,0
27,MN,MINNESOTA,2020,1511752958,180442,93361184
27,MN,MINNESOTA,2021,1942297706,171312,520237277
27,MN,MINNESOTA,2022,1506749623,162546,35000000
27,MN,MINNESOTA,2023,1480048027,159023,0
27,MN,MINNESOTA,2024,1756616029,161710,0
28,MS,MISSISSIPPI,1980,166700000,85292,
28,MS,MISSISSIPPI,1981,183000000,85165,
28,MS,MISSISSIPPI,1982,194000000,90754,
28,MS,MISSISSIPPI,1983,205100000,90839,
28,MS,MISSISSIPPI,1984,232100000,91013,
28,MS,MISSISSIPPI,1985,238000000,91153,
28,MS,MISSISSIPPI,1986,235700000,93703,
28,MS,MISSISSIPPI,1987,227400000,84715,
28,MS,MISSISSIPPI,1988,239100000,83406,
28,MS,MISSISSIPPI,1989,282500000,84499,
28,MS,MISSISSIPPI,1990,293100000,97721,
28,MS,MISSISSIPPI,1991,288700000,95513,
28,MS,MISSISSIPPI,1992,279500000,96515,
28,MS,MISSISSIPPI,1993,301800000,99058,
28,MS,MISSISSIPPI,1994,319100000,101068,
28,MS,MISSISSIPPI,1995,424700000,100786,
28,MS,MISSISSIPPI,1996,458700000,101584,
28,MS,MISSISSIPPI,1997,466300000,96350,
28,MS,MISSISSIPPI,1998,499802000,99503,
28,MS,MISSISSIPPI,1999,542026000,103507,
28,MS,MISSISSIPPI,2000,618094623,100634,
28,MS,MISSISSIPPI,2001,582858999,102490,0
28,MS,MISSISSIPPI,2002,553488176,107110,0
28,MS,MISSISSIPPI,2003,561219754,111650,0
28,MS,MISSISSIPPI,2004,575014496,115613,0
28,MS,MISSISSIPPI,2005,580161459,118060,0
28,MS,MISSISSIPPI,2006,594890222,117731,0
28,MS,MISSISSIPPI,2007,657647588,115739,0
28,MS,MISSISSIPPI,2008,766657270,117673,0
28,MS,MISSISSIPPI,2009,717213318,121046,0
28,MS,MISSISSIPPI,2010,796774018,132222,63446024
28,MS,MISSISSIPPI,2011,754990090,138999,86198888
28,MS,MISSISSIPPI,2012,694142103,138031,0
28,MS,MISSISSIPPI,2013,700799740,132259,0
28,MS,MISSISSIPPI,2014,727455690,134694,0
28,MS,MISSISSIPPI,2015,763002600,133910,0
28,MS,MISSISSIPPI,2016,786466626,132692,0
28,MS,MISSISSIPPI,2017,776209817,134538,0
28,MS,MISSISSIPPI,2018,696444920,133630,0
28,MS,MISSISSIPPI,2019,700218827,132999,0
28,MS,MISSISSIPPI,2020,732646529,130891,0
28,MS,MISSISSIPPI,2021,858323996,125260,169088285
28,MS,MISSISSIPPI,2022,763641486,122586,8499946
28,MS,MISSISSIPPI,2023,900903266,120495,6000000
28,MS,MISSISSIPPI,2024,927339156,121925,0
29,MO,MISSOURI,1980,283000000,120468,
29,MO,MISSOURI,1981,312800000,130240,
29,MO,MISSOURI,1982,300900000,134973,
29,MO,MISSOURI,1983,315100000,134852,
29,MO,MISSOURI,1984,323500000,134278,
29,MO,MISSOURI,1985,353000000,128545,
29,MO,MISSOURI,1986,422200000,126222,
29,MO,MISSOURI,1987,419700000,127802,
29,MO,MISSOURI,1988,461800000,128890,
29,MO,MISSOURI,1989,496900000,138906,
29,MO,MISSOURI,1990,545000000,146683,
29,MO,MISSOURI,1991,559500000,154247,
29,MO,MISSOURI,1992,529100000,150971,
29,MO,MISSOURI,1993,561300000,155436,
29,MO,MISSOURI,1994,587700000,149800,
29,MO,MISSOURI,1995,640200000,146776,
29,MO,MISSOURI,1996,699600000,146566,
29,MO,MISSOURI,1997,792300000,146221,
29,MO,MISSOURI,1998,865400000,148155,
29,MO,MISSOURI,1999,946400000,151121,
29,MO,MISSOURI,2000,1002689270,154631,
29,MO,MISSOURI,2001,1052465926,156588,0
29,MO,MISSOURI,2002,928402986,163408,0
29,MO,MISSOURI,2003,943946518,166014,0
29,MO,MISSOURI,2004,967730455,167742,0
29,MO,MISSOURI,2005,991538020,158958,0
29,MO,MISSOURI,2006,997826662,160918,0
29,MO,MISSOURI,2007,1058317439,163354,0
29,MO,MISSOURI,2008,1081989828,164160,0
29,MO,MISSOURI,2009,1163886139,177751,0
29,MO,MISSOURI,2010,1153079258,191608,104786639
29,MO,MISSOURI,2011,1086937580,197890,41442153
29,MO,MISSOURI,2012,1029725715,196360,0
29,MO,MISSOURI,2013,1024095544,196659,0
29,MO,MISSOURI,2014,1042226798,196831,0
29,MO,MISSOURI,2015,1135526336,186936,0
29,MO,MISSOURI,2016,1143841736,192781,0
29,MO,MISSOURI,2017,1111284184,195255,0
29,MO,MISSOURI,2018,1104610760,186862,0
29,MO,MISSOURI,2019,1119669934,182499,0
29,MO,MISSOURI,2020,1194499910,163408,0
29,MO,MISSOURI,2021,1334955246,156493,159212823
29,MO,MISSOURI,2022,1293115491,136953,7528779
29,MO,MISSOURI,2023,1164588326,143401,7199042
29,MO,MISSOURI,2024,1259359471,144901,16836949
30,MT,MONTANA,1980,53300000,25452,
30,MT,MONTANA,1981,58500000,27137,
30,MT,MONTANA,1982,73900000,28071,
30,MT,MONTANA,1983,84800000,29042,
30,MT,MONTANA,1984,92200000,29288,
30,MT,MONTANA,1985,95500000,28333,
30,MT,MONTANA,1986,94500000,27840,
30,MT,MONTANA,1987,90000000,26965,
30,MT,MONTANA,1988,92700000,25918,
